*header,Vmpp,Isc,Voc/Vmpp,Isc/Impp,alpha*1000,beta*1000,gamma*1000,efficiency,mis_factor,power_individual
*data,17.6,4.8,1.25,1.09,0.59,57.8,3.81,11.7,0.1,100
