,Lights,Refrigerator,Kitchen stove,Dishwasher,Washer,Dryer,Freezer,Other Appliances,Total (5 min)
Time,Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W)
18:55:00,325,80,0,0,0,0,0,62,467
19:00:00,425,251,0,0,0,0,0,62,738
19:05:00,475,242,0,0,0,0,0,62,779
19:10:00,535,242,0,0,0,0,0,62,839
19:15:00,535,234,0,0,0,0,0,62,831
19:20:00,475,160,0,0,0,0,0,62,697
19:25:00,475,0,0,0,0,0,0,62,537
19:30:00,425,0,0,0,0,0,0,62,487
19:35:00,365,0,0,0,0,0,0,62,427
19:40:00,365,0,0,0,0,0,0,62,427
19:45:00,365,0,0,0,0,0,0,62,427
19:50:00,365,0,0,0,0,0,0,62,427
19:55:00,160,0,0,0,0,0,0,62,222
20:00:00,260,0,0,0,0,0,0,62,322
20:05:00,260,80,0,0,0,0,0,62,402
20:10:00,260,251,0,0,0,0,0,62,573
20:15:00,260,242,0,0,0,0,0,62,564
20:20:00,260,242,0,0,0,0,0,62,564
20:25:00,200,234,0,0,0,0,0,62,496
20:30:00,100,160,0,0,0,0,0,62,322
20:35:00,100,0,0,0,0,0,0,62,162
20:40:00,60,0,0,0,0,0,0,62,122
20:45:00,265,0,0,0,0,0,0,62,327
20:50:00,265,0,0,0,0,0,0,62,327
20:55:00,265,0,0,0,0,0,0,62,327
21:00:00,265,0,0,0,0,0,0,62,327
21:05:00,265,0,0,0,0,0,0,62,327
21:10:00,265,0,0,0,0,0,0,62,327
21:15:00,265,80,0,0,0,0,0,62,407
21:20:00,265,251,0,0,0,0,0,62,578
21:25:00,265,242,0,0,0,0,0,62,569
21:30:00,315,242,0,0,0,0,0,62,619
21:35:00,315,234,0,0,0,0,0,62,611
21:40:00,110,160,0,0,0,0,0,62,332
21:45:00,110,0,0,0,0,0,0,62,172
21:50:00,110,0,0,0,0,0,0,62,172
21:55:00,50,0,0,0,0,0,0,62,112
22:00:00,50,0,0,0,0,0,0,62,112
22:05:00,50,0,0,0,0,0,0,62,112
22:10:00,50,0,0,0,0,0,0,62,112
22:15:00,50,0,0,0,0,0,0,62,112
22:20:00,50,0,0,0,0,0,0,62,112
22:25:00,50,80,0,0,0,0,0,62,192
22:30:00,0,251,0,0,0,0,0,62,313
22:35:00,0,242,0,0,0,0,0,62,304
22:40:00,0,242,0,0,0,0,0,62,304
22:45:00,0,234,0,0,0,0,0,62,296
22:50:00,0,160,0,0,0,0,0,62,222
22:55:00,0,0,0,0,0,0,0,62,62
23:00:00,0,0,0,0,0,0,0,62,62
23:05:00,0,0,0,0,0,0,0,62,62
23:10:00,0,0,0,0,0,0,0,62,62
23:15:00,0,0,0,0,0,0,0,62,62
23:20:00,0,0,0,0,0,0,0,62,62
23:25:00,0,0,0,0,0,0,0,62,62
23:30:00,0,0,0,0,0,0,0,62,62
23:35:00,0,80,0,0,0,0,0,62,142
23:40:00,0,251,0,0,0,0,0,62,313
23:45:00,0,242,0,0,0,0,0,62,304
23:50:00,0,242,0,0,0,0,0,62,304
23:55:00,0,234,0,0,0,0,0,62,296
0:00:00,50,0,0,0,0,0,0,92,142
0:05:00,50,0,0,0,0,0,0,92,142
0:10:00,50,80,0,0,0,0,0,92,222
0:15:00,50,251,0,0,0,0,0,92,393
0:20:00,50,242,0,0,0,0,0,92,384
0:25:00,50,242,0,0,0,0,0,92,384
0:30:00,50,234,0,0,0,0,0,62,346
0:35:00,50,160,0,0,0,0,0,62,272
0:40:00,0,0,0,0,0,0,0,162,162
0:45:00,0,0,0,0,0,0,0,162,162
0:50:00,0,0,0,0,0,0,0,162,162
0:55:00,0,0,0,0,0,0,0,162,162
1:00:00,0,0,0,0,0,0,0,162,162
1:05:00,0,0,0,0,0,0,0,162,162
1:10:00,0,0,0,0,0,0,0,162,162
1:15:00,0,0,0,0,0,0,0,162,162
1:20:00,0,80,0,0,0,0,0,162,242
1:25:00,0,251,0,0,0,0,0,162,413
1:30:00,0,242,0,0,0,0,0,162,404
1:35:00,0,242,0,0,0,0,0,162,404
1:40:00,0,234,0,0,0,0,0,162,396
1:45:00,0,160,0,0,0,0,0,162,322
1:50:00,0,0,0,0,0,0,0,162,162
1:55:00,205,0,0,0,0,0,0,162,367
2:00:00,205,0,0,0,0,0,0,162,367
2:05:00,205,0,0,0,0,0,0,162,367
2:10:00,0,0,0,0,0,0,0,162,162
2:15:00,0,0,0,0,0,0,0,162,162
2:20:00,0,0,0,0,0,0,0,62,62
2:25:00,0,0,0,0,0,0,0,62,62
2:30:00,0,80,0,0,0,0,0,62,142
2:35:00,0,251,0,0,0,0,0,62,313
2:40:00,0,242,0,0,0,0,0,62,304
2:45:00,0,242,0,0,0,0,0,62,304
2:50:00,0,234,0,0,0,0,0,62,296
2:55:00,0,160,0,0,0,0,0,62,222
3:00:00,0,0,0,0,0,0,0,62,62
3:05:00,0,0,0,0,0,0,0,62,62
3:10:00,0,0,0,0,0,0,0,62,62
3:15:00,0,0,0,0,0,0,0,62,62
3:20:00,0,0,0,0,0,0,0,62,62
3:25:00,0,0,0,0,0,0,0,62,62
3:30:00,0,0,0,0,0,0,0,62,62
3:35:00,0,0,0,0,0,0,0,62,62
3:40:00,0,80,0,0,0,0,0,62,142
3:45:00,0,251,0,0,0,0,0,62,313
3:50:00,0,242,0,0,0,0,0,62,304
3:55:00,0,242,0,0,0,0,0,62,304
4:00:00,0,890,0,0,0,0,0,62,952
4:05:00,0,80,0,0,0,0,0,62,142
4:10:00,0,0,0,0,0,0,0,62,62
4:15:00,0,0,0,0,0,0,0,62,62
4:20:00,0,0,0,0,0,0,0,62,62
4:25:00,0,0,0,0,0,0,0,62,62
4:30:00,0,80,0,0,0,0,0,1562,1642
4:35:00,0,251,0,0,0,0,0,1562,1813
4:40:00,0,259,0,0,0,0,0,1562,1821
4:45:00,0,251,0,0,0,0,0,1562,1813
4:50:00,0,242,0,0,0,0,0,1562,1804
4:55:00,0,242,0,0,0,0,0,1562,1804
5:00:00,0,234,0,0,0,0,0,1562,1796
5:05:00,0,242,0,0,0,0,0,1562,1804
5:10:00,0,234,0,0,0,0,0,1562,1796
5:15:00,0,201,0,0,0,0,0,1562,1763
5:20:00,0,80,0,0,0,0,0,1562,1642
5:25:00,0,0,0,0,0,0,0,1562,1562
5:30:00,0,0,0,0,0,0,0,1562,1562
5:35:00,0,0,0,0,0,0,0,62,62
5:40:00,0,0,0,0,0,0,0,62,62
5:45:00,0,0,0,0,0,0,0,62,62
5:50:00,0,0,0,0,0,0,0,62,62
5:55:00,0,0,0,0,0,0,0,62,62
6:00:00,0,80,0,0,0,0,0,62,142
6:05:00,0,251,0,0,0,0,0,62,313
6:10:00,0,242,0,0,0,0,0,62,304
6:15:00,0,242,0,0,0,0,0,62,304
6:20:00,0,234,0,0,0,0,0,62,296
6:25:00,0,160,0,0,0,0,0,62,222
6:30:00,0,0,0,0,0,0,0,62,62
6:35:00,0,0,0,0,0,0,0,62,62
6:40:00,0,0,0,0,0,0,0,62,62
6:45:00,0,0,0,0,0,0,0,62,62
6:50:00,0,0,0,0,0,0,0,62,62
6:55:00,0,0,0,0,0,0,0,92,92
7:00:00,0,0,0,0,0,0,0,92,92
7:05:00,60,0,0,0,0,0,0,92,152
7:10:00,60,80,0,0,0,0,0,92,232
7:15:00,60,251,0,0,0,0,0,92,403
7:20:00,60,242,0,0,0,0,0,62,364
7:25:00,60,242,0,0,505,0,0,62,869
7:30:00,60,234,0,0,505,0,0,62,861
7:35:00,60,160,0,0,505,0,0,62,787
7:40:00,60,0,0,0,0,0,0,62,122
7:45:00,0,0,0,0,0,0,0,62,62
7:50:00,0,0,0,0,505,0,0,62,567
7:55:00,0,0,0,0,505,0,0,62,567
8:00:00,0,0,0,0,505,0,0,62,567
8:05:00,0,0,0,0,0,0,0,62,62
8:10:00,0,0,0,0,0,0,0,62,62
8:15:00,0,0,0,0,0,0,0,62,62
8:20:00,0,80,0,0,0,0,0,62,142
8:25:00,0,251,0,0,0,0,0,62,313
8:30:00,0,242,0,0,0,0,0,62,304
8:35:00,0,242,0,0,0,0,0,62,304
8:40:00,0,234,0,0,0,0,0,62,296
8:45:00,0,160,0,0,0,4115,0,62,4337
8:50:00,0,0,0,0,0,4115,0,62,4177
8:55:00,0,0,0,0,0,4115,0,62,4177
9:00:00,0,0,0,0,0,4115,0,62,4177
9:05:00,0,0,0,0,0,4115,0,62,4177
9:10:00,0,0,0,0,0,4115,0,62,4177
9:15:00,0,0,1600,0,0,4115,0,62,5777
9:20:00,0,0,1600,0,0,4115,0,62,5777
9:25:00,0,0,1600,0,0,4115,0,62,5777
9:30:00,0,80,1600,0,0,4115,0,62,5857
9:35:00,50,251,0,0,0,0,0,62,363
9:40:00,50,242,0,0,0,0,0,62,354
9:45:00,50,242,0,0,0,0,0,62,354
9:50:00,50,234,0,0,0,0,0,62,346
9:55:00,50,160,0,0,0,0,0,62,272
10:00:00,50,0,0,0,0,0,0,62,112
10:05:00,50,0,0,0,0,0,0,62,112
10:10:00,50,0,0,0,0,0,0,62,112
10:15:00,50,0,0,0,0,0,0,62,112
10:20:00,50,0,0,0,0,0,0,62,112
10:25:00,50,0,0,0,0,0,0,62,112
10:30:00,50,0,0,0,0,0,0,62,112
10:35:00,50,0,0,0,0,0,0,62,112
10:40:00,50,80,0,0,0,0,0,62,192
10:45:00,50,251,0,0,0,0,0,62,363
10:50:00,50,242,0,0,0,0,0,62,354
10:55:00,50,242,0,0,0,0,0,62,354
11:00:00,50,234,0,0,0,0,0,62,346
11:05:00,50,160,0,0,0,0,0,62,272
11:10:00,0,0,0,0,0,0,0,62,62
11:15:00,0,0,0,0,0,0,0,62,62
11:20:00,30,0,0,0,0,0,0,62,92
11:25:00,30,0,0,0,0,0,0,62,92
11:30:00,30,0,0,0,0,0,0,62,92
11:35:00,30,0,0,0,0,0,0,312,342
11:40:00,30,0,0,0,0,0,0,312,342
11:45:00,30,0,0,0,0,0,0,312,342
11:50:00,30,80,0,0,0,0,0,312,422
11:55:00,30,251,0,0,0,0,0,312,593
12:00:00,30,242,0,0,505,0,0,312,1089
12:05:00,30,242,0,0,505,0,0,312,1089
12:10:00,30,234,0,0,505,0,0,312,1081
12:15:00,30,160,0,0,0,0,0,312,502
12:20:00,0,0,0,0,0,0,0,312,312
12:25:00,0,0,0,0,505,0,0,492,997
12:30:00,0,0,0,0,505,0,0,492,997
12:35:00,0,0,0,0,505,0,0,492,997
12:40:00,0,0,0,0,0,0,0,492,492
12:45:00,0,0,0,0,0,0,0,492,492
12:50:00,0,0,0,0,0,0,0,492,492
12:55:00,0,0,0,0,0,0,0,492,492
13:00:00,0,80,0,0,0,0,0,492,572
13:05:00,0,251,0,0,0,0,0,492,743
13:10:00,0,242,0,0,0,4115,0,492,4849
13:15:00,0,242,0,0,0,4115,0,492,4849
13:20:00,0,234,0,0,0,4115,0,492,4841
13:25:00,0,160,0,0,0,4115,0,492,4767
13:30:00,0,0,0,0,0,4115,0,242,4357
13:35:00,0,0,0,0,0,4115,0,242,4357
13:40:00,0,0,0,0,0,4115,0,242,4357
13:45:00,205,0,0,0,0,0,0,242,447
13:50:00,205,0,0,0,0,0,0,242,447
13:55:00,0,0,0,0,0,0,0,242,242
14:00:00,0,0,0,0,0,0,0,242,242
14:05:00,0,0,0,0,0,0,0,242,242
14:10:00,0,80,0,0,0,0,0,62,142
14:15:00,0,251,0,0,0,0,0,62,313
14:20:00,0,242,0,0,0,4115,0,62,4419
14:25:00,0,242,0,0,0,4115,0,62,4419
14:30:00,0,234,0,0,0,4115,0,62,4411
14:35:00,0,160,0,0,0,4115,0,62,4337
14:40:00,0,0,0,0,0,4115,0,62,4177
14:45:00,0,0,0,0,0,4115,0,62,4177
14:50:00,0,0,0,0,0,4115,0,62,4177
14:55:00,0,0,0,0,0,0,0,62,62
15:00:00,0,0,0,0,0,0,0,62,62
15:05:00,0,0,0,0,0,0,0,62,62
15:10:00,0,0,0,0,0,0,0,62,62
15:15:00,0,0,0,0,0,0,0,62,62
15:20:00,0,80,0,0,0,0,0,62,142
15:25:00,205,251,0,0,0,0,0,62,518
15:30:00,205,242,0,0,0,0,0,62,509
15:35:00,205,242,0,0,0,0,0,62,509
15:40:00,205,234,0,0,0,0,0,62,501
15:45:00,205,160,0,0,0,0,0,62,427
15:50:00,255,0,0,0,0,0,0,62,317
15:55:00,285,0,0,0,0,0,0,62,347
16:00:00,285,0,0,0,0,0,0,62,347
16:05:00,285,0,0,0,0,0,0,62,347
16:10:00,285,0,0,0,0,0,0,1062,1347
16:15:00,345,0,0,0,0,0,0,1062,1407
16:20:00,375,0,0,0,0,0,0,1062,1437
16:25:00,375,0,0,0,0,0,0,1062,1437
16:30:00,580,80,0,0,0,0,0,1062,1722
16:35:00,550,251,0,0,0,0,0,1062,1863
16:40:00,580,242,0,0,0,0,0,1062,1884
16:45:00,375,242,0,0,0,0,0,1062,1679
16:50:00,375,234,0,0,0,0,0,1062,1671
16:55:00,270,160,0,0,0,0,0,1062,1492
17:00:00,270,0,0,0,0,0,0,1062,1332
17:05:00,240,0,0,0,0,0,0,1062,1302
17:10:00,240,0,0,0,0,0,0,1062,1302
17:15:00,210,0,0,0,0,0,0,1062,1272
17:20:00,210,0,0,0,0,0,0,1062,1272
17:25:00,160,0,0,0,0,0,0,1062,1222
17:30:00,365,0,0,0,0,0,0,1062,1427
17:35:00,365,0,0,0,0,0,0,62,427
17:40:00,160,80,0,0,0,0,0,62,302
17:45:00,160,251,0,0,0,0,0,62,473
17:50:00,160,242,0,0,0,0,0,62,464
17:55:00,220,242,0,0,0,0,0,62,524
18:00:00,270,234,0,0,0,0,0,92,596
18:05:00,270,160,0,0,0,0,0,92,522
18:10:00,310,0,0,0,0,0,0,92,402
18:15:00,310,0,0,0,0,0,0,92,402
18:20:00,310,0,0,0,0,0,0,132,442
18:25:00,310,0,0,0,0,0,0,132,442
18:30:00,360,0,0,0,0,0,0,132,492
18:35:00,250,0,0,0,0,0,0,132,382
18:40:00,250,0,0,0,0,0,0,132,382
18:45:00,150,0,0,0,0,0,0,132,282
18:50:00,355,80,0,0,0,0,0,132,567
18:55:00,355,251,0,0,0,0,0,132,738
19:00:00,355,242,0,0,0,0,0,132,729
19:05:00,355,242,0,0,0,0,0,132,729
19:10:00,415,234,0,0,0,0,0,132,781
19:15:00,415,160,0,0,0,0,0,132,707
19:20:00,415,0,0,0,0,0,0,132,547
19:25:00,475,0,0,0,0,0,0,62,537
19:30:00,475,0,0,0,0,0,0,62,537
19:35:00,505,0,0,0,0,0,0,62,567
19:40:00,300,0,1600,0,0,0,0,62,1962
19:45:00,300,0,1600,0,0,0,0,62,1962
19:50:00,200,0,1600,0,0,0,0,62,1862
19:55:00,140,0,1600,0,0,0,0,62,1802
20:00:00,140,80,0,0,0,0,0,62,282
20:05:00,200,251,0,0,0,0,0,62,513
20:10:00,150,242,0,0,0,0,0,62,454
20:15:00,150,242,0,0,0,0,0,162,554
20:20:00,150,234,0,0,0,0,0,162,546
20:25:00,150,160,0,0,0,0,0,162,472
20:30:00,150,0,0,0,0,0,0,162,312
20:35:00,150,0,0,0,0,0,0,162,312
20:40:00,150,0,0,0,0,0,0,162,312
20:45:00,120,0,0,0,0,0,0,162,282
20:50:00,120,0,0,0,0,0,0,162,282
20:55:00,170,0,0,0,0,0,0,162,332
21:00:00,170,0,0,0,0,0,0,162,332
21:05:00,110,0,0,0,0,0,0,162,272
21:10:00,315,80,0,0,0,0,0,162,557
21:15:00,315,251,0,0,0,0,0,162,728
21:20:00,315,242,0,0,0,0,0,162,719
21:25:00,365,242,0,0,0,0,0,162,769
21:30:00,365,234,0,0,0,0,0,162,761
21:35:00,365,160,0,0,0,0,0,412,937
21:40:00,365,0,0,0,0,0,0,412,777
21:45:00,365,0,0,0,0,0,0,412,777
21:50:00,365,0,0,0,0,0,0,412,777
21:55:00,365,0,0,0,0,0,0,662,1027
22:00:00,305,0,0,0,0,0,0,662,967
22:05:00,305,0,0,0,0,0,0,312,617
22:10:00,305,0,0,0,0,0,0,312,617
22:15:00,255,0,0,0,0,0,0,312,567
22:20:00,50,80,0,0,0,0,0,312,442
22:25:00,50,251,0,0,0,0,0,312,613
22:30:00,50,242,0,0,0,0,0,312,604
22:35:00,50,242,0,0,0,0,0,312,604
22:40:00,50,234,0,0,0,0,0,312,596
22:45:00,50,160,0,0,0,0,0,312,522
22:50:00,50,0,0,0,0,0,0,312,362
22:55:00,0,0,0,0,0,0,0,312,312
23:00:00,0,0,0,0,0,0,0,312,312
23:05:00,0,0,0,0,0,0,0,312,312
23:10:00,0,0,0,0,0,0,0,312,312
23:15:00,0,0,0,0,0,0,0,312,312
23:20:00,0,0,0,0,0,0,0,1112,1112
23:25:00,0,0,0,0,0,0,0,1112,1112
23:30:00,0,80,0,0,0,0,0,1112,1192
23:35:00,0,251,0,0,0,0,0,1112,1363
23:40:00,0,242,0,0,0,0,0,1112,1354
23:45:00,0,242,0,0,0,0,0,1112,1354
23:50:00,0,234,0,0,0,0,0,1112,1346
23:55:00,0,160,0,0,0,0,0,312,472
0:00:00,0,0,0,0,0,0,0,1092,1092
0:05:00,0,0,0,0,0,0,0,1092,1092
0:10:00,0,0,0,0,0,0,0,1092,1092
0:15:00,0,0,0,0,0,0,0,92,92
0:20:00,0,80,0,0,0,0,0,92,172
0:25:00,0,251,0,0,0,0,0,62,313
0:30:00,0,242,0,0,0,0,0,62,304
0:35:00,0,242,0,0,0,0,0,62,304
0:40:00,0,234,0,0,0,0,0,62,296
0:45:00,0,160,0,0,0,0,0,62,222
0:50:00,0,0,0,0,0,0,0,62,62
0:55:00,0,0,0,0,0,0,0,62,62
1:00:00,0,0,0,0,0,0,0,62,62
1:05:00,0,0,0,0,0,0,0,62,62
1:10:00,0,0,0,0,0,0,0,62,62
1:15:00,0,0,0,0,0,0,0,62,62
1:20:00,0,0,0,0,0,0,0,62,62
1:25:00,0,0,0,0,0,0,0,62,62
1:30:00,0,80,0,0,0,0,0,62,142
1:35:00,0,251,0,0,0,0,0,62,313
1:40:00,0,242,0,0,0,0,0,62,304
1:45:00,0,242,0,0,0,0,0,62,304
1:50:00,0,234,0,0,0,0,0,62,296
1:55:00,0,160,0,0,0,0,0,62,222
2:00:00,0,0,0,0,0,0,0,62,62
2:05:00,0,0,0,0,0,0,0,62,62
2:10:00,0,0,0,0,0,0,0,62,62
2:15:00,0,0,0,0,0,0,0,62,62
2:20:00,0,0,0,0,0,0,0,62,62
2:25:00,0,0,0,0,0,0,0,62,62
2:30:00,0,0,0,0,0,0,0,62,62
2:35:00,0,0,0,0,0,0,0,62,62
2:40:00,0,80,0,0,0,0,0,62,142
2:45:00,0,251,0,0,0,0,0,62,313
2:50:00,0,242,0,0,0,0,0,62,304
2:55:00,0,242,0,0,0,0,0,62,304
3:00:00,0,234,0,0,0,0,0,62,296
3:05:00,0,160,0,0,0,0,0,62,222
3:10:00,0,0,0,0,0,0,0,62,62
3:15:00,0,0,0,0,0,0,0,62,62
3:20:00,0,0,0,0,0,0,0,62,62
3:25:00,0,0,0,0,0,0,0,62,62
3:30:00,0,0,0,0,0,0,0,62,62
3:35:00,0,0,0,0,0,0,0,62,62
3:40:00,0,0,0,0,0,0,0,62,62
3:45:00,0,0,0,0,0,0,0,62,62
3:50:00,0,80,0,0,0,0,0,62,142
3:55:00,0,251,0,0,0,0,0,62,313
4:00:00,0,242,0,0,0,0,0,62,304
4:05:00,0,242,0,0,0,0,0,62,304
4:10:00,0,234,0,0,0,0,0,62,296
4:15:00,0,160,0,0,0,0,0,62,222
4:20:00,0,0,0,0,0,0,0,62,62
4:25:00,0,0,0,0,0,0,0,62,62
4:30:00,0,0,0,0,0,0,0,62,62
4:35:00,0,0,0,0,0,0,0,62,62
4:40:00,0,0,0,0,0,0,0,62,62
4:45:00,0,0,0,0,0,0,0,62,62
4:50:00,0,0,0,0,0,0,0,62,62
4:55:00,0,0,0,0,0,0,0,62,62
5:00:00,0,80,0,0,0,0,0,62,142
5:05:00,0,251,0,0,0,0,0,62,313
5:10:00,0,242,0,0,0,0,0,62,304
5:15:00,0,242,0,0,0,0,0,62,304
5:20:00,0,234,0,0,0,0,0,62,296
5:25:00,0,160,0,0,0,0,0,62,222
5:30:00,0,0,0,0,0,0,0,62,62
5:35:00,0,0,0,0,0,0,0,62,62
5:40:00,0,0,0,0,0,0,0,62,62
5:45:00,0,0,0,0,0,0,0,62,62
5:50:00,0,0,0,0,0,0,0,62,62
5:55:00,0,0,0,0,0,0,0,62,62
6:00:00,0,0,0,0,0,0,0,62,62
6:05:00,0,0,0,0,0,0,0,62,62
6:10:00,0,80,0,0,0,0,0,62,142
6:15:00,0,251,0,0,0,0,0,62,313
6:20:00,0,242,0,0,0,0,0,62,304
6:25:00,0,242,0,0,0,0,0,62,304
6:30:00,0,234,0,0,0,0,0,102,336
6:35:00,0,160,0,0,0,0,0,62,222
6:40:00,0,0,0,0,0,0,0,62,62
6:45:00,0,0,0,0,0,0,0,62,62
6:50:00,0,0,0,0,0,0,0,62,62
6:55:00,0,0,0,0,0,0,0,62,62
7:00:00,50,0,0,0,0,0,0,62,112
7:05:00,50,0,0,0,0,0,0,62,112
7:10:00,50,0,0,0,0,0,0,182,232
7:15:00,50,0,0,0,0,0,0,242,292
7:20:00,50,80,0,0,0,0,0,242,372
7:25:00,50,251,0,0,0,0,0,242,543
7:30:00,50,242,0,0,0,0,0,242,534
7:35:00,50,242,0,0,0,0,0,242,534
7:40:00,50,234,0,0,0,0,0,242,526
7:45:00,50,160,0,0,0,0,0,242,452
7:50:00,50,0,0,0,0,0,0,242,292
7:55:00,50,0,0,0,0,0,0,242,292
8:00:00,50,0,0,0,0,0,0,62,112
8:05:00,50,0,0,0,0,0,0,62,112
8:10:00,50,0,0,0,0,0,0,62,112
8:15:00,50,0,0,0,0,0,0,62,112
8:20:00,50,0,0,0,0,0,0,62,112
8:25:00,50,0,0,0,0,0,0,62,112
8:30:00,50,80,0,0,0,0,0,62,192
8:35:00,50,251,0,0,0,0,0,62,363
8:40:00,0,242,0,0,0,0,0,62,304
8:45:00,0,242,0,0,0,0,0,62,304
8:50:00,0,234,0,0,0,0,0,312,546
8:55:00,0,160,0,0,0,0,0,312,472
9:00:00,0,0,0,0,0,0,0,312,312
9:05:00,0,0,0,0,0,0,0,312,312
9:10:00,0,0,0,0,0,0,0,312,312
9:15:00,0,0,0,0,0,0,0,312,312
9:20:00,0,0,0,0,0,0,0,312,312
9:25:00,0,0,0,0,0,0,0,312,312
9:30:00,0,0,0,0,0,0,0,312,312
9:35:00,0,0,0,0,0,0,0,312,312
9:40:00,0,80,0,0,0,0,0,412,492
9:45:00,0,251,0,0,0,0,0,412,663
9:50:00,0,242,0,0,0,0,0,412,654
9:55:00,0,242,0,0,0,0,0,412,654
10:00:00,0,234,0,0,0,0,0,412,646
10:05:00,0,160,0,0,0,0,0,412,572
10:10:00,0,0,0,0,0,0,0,662,662
10:15:00,0,0,0,0,0,0,0,662,662
10:20:00,0,0,0,0,0,0,0,662,662
10:25:00,0,0,0,0,0,0,0,662,662
10:30:00,0,0,0,0,0,0,0,412,412
10:35:00,0,0,0,0,0,0,0,412,412
10:40:00,0,0,0,0,0,0,0,412,412
10:45:00,0,0,0,0,0,0,0,412,412
10:50:00,0,80,0,0,0,0,0,412,492
10:55:00,0,251,0,0,0,0,0,412,663
11:00:00,0,242,0,0,0,0,0,412,654
11:05:00,0,242,0,0,0,0,0,412,654
11:10:00,0,234,0,0,0,0,0,412,646
11:15:00,0,160,0,0,0,0,0,412,572
11:20:00,0,0,0,0,0,0,0,412,412
11:25:00,0,0,0,0,0,0,0,412,412
11:30:00,0,0,0,0,0,0,0,162,162
11:35:00,0,0,0,0,0,0,0,162,162
11:40:00,0,0,0,0,0,0,0,162,162
11:45:00,0,0,0,0,0,0,0,162,162
11:50:00,0,0,0,0,0,0,0,162,162
11:55:00,0,0,0,0,0,0,0,162,162
12:00:00,0,80,0,0,0,0,0,162,242
12:05:00,0,251,0,0,0,0,0,162,413
12:10:00,0,242,0,0,0,0,0,62,304
12:15:00,0,242,0,0,0,0,0,62,304
12:20:00,0,890,0,0,0,0,0,62,952
12:25:00,0,80,0,0,0,0,0,62,142
12:30:00,0,0,0,0,0,0,0,242,242
12:35:00,0,0,0,0,0,0,0,62,62
12:40:00,0,0,0,0,0,0,0,62,62
12:45:00,30,0,0,0,0,0,0,62,92
12:50:00,30,80,0,0,0,0,0,62,172
12:55:00,30,251,0,0,0,0,0,62,343
13:00:00,30,259,0,0,0,0,0,162,451
13:05:00,30,251,0,0,0,0,0,162,443
13:10:00,30,242,0,0,0,0,0,162,434
13:15:00,30,242,0,0,0,0,0,162,434
13:20:00,30,234,0,0,0,0,0,162,426
13:25:00,30,242,0,0,0,0,0,162,434
13:30:00,30,234,0,0,0,0,0,162,426
13:35:00,30,201,0,0,0,0,0,162,393
13:40:00,0,80,0,0,0,0,0,162,242
13:45:00,0,0,0,0,0,0,0,162,162
13:50:00,0,0,0,0,0,0,0,162,162
13:55:00,0,0,0,0,0,0,0,162,162
14:00:00,0,0,0,0,0,0,0,162,162
14:05:00,0,0,0,0,0,0,0,162,162
14:10:00,0,0,0,0,0,0,0,162,162
14:15:00,0,0,0,0,0,0,0,162,162
14:20:00,0,80,0,0,0,0,0,162,242
14:25:00,0,251,0,0,0,0,0,162,413
14:30:00,0,242,0,0,0,0,0,62,304
14:35:00,0,242,0,0,0,0,0,62,304
14:40:00,0,234,0,0,0,0,0,62,296
14:45:00,0,160,0,0,505,0,0,62,727
14:50:00,0,0,0,0,505,0,0,62,567
14:55:00,0,0,0,0,505,0,0,62,567
15:00:00,0,0,0,0,0,0,0,62,62
15:05:00,0,0,0,0,0,0,0,62,62
15:10:00,50,0,0,0,505,0,0,62,617
15:15:00,50,0,0,0,505,0,0,62,617
15:20:00,50,0,0,0,505,0,0,62,617
15:25:00,50,0,0,0,0,0,0,62,112
15:30:00,50,80,0,0,0,0,0,62,192
15:35:00,50,251,0,0,0,0,0,62,363
15:40:00,50,242,0,0,0,0,0,62,354
15:45:00,50,242,0,0,0,0,0,62,354
15:50:00,50,234,0,0,0,0,0,62,346
15:55:00,50,160,0,0,0,0,0,62,272
16:00:00,50,0,0,0,0,0,0,62,112
16:05:00,50,0,0,0,0,0,0,62,112
16:10:00,50,0,0,0,0,0,0,62,112
16:15:00,150,0,0,0,0,0,0,62,212
16:20:00,150,0,0,0,0,0,0,62,212
16:25:00,150,0,0,0,0,0,0,62,212
16:30:00,100,0,0,0,0,0,0,62,162
16:35:00,160,0,0,0,0,0,0,62,222
16:40:00,160,80,0,0,0,0,0,62,302
16:45:00,160,251,0,0,0,4115,0,62,4588
16:50:00,160,242,0,0,0,4115,0,62,4579
16:55:00,160,242,0,0,0,4115,0,62,4579
17:00:00,160,234,0,0,0,4115,0,62,4571
17:05:00,100,160,0,0,0,4115,0,62,4437
17:10:00,0,0,0,0,0,4115,0,62,4177
17:15:00,0,0,0,0,0,0,0,62,62
17:20:00,0,0,0,0,0,0,0,62,62
17:25:00,0,0,0,0,0,0,0,62,62
17:30:00,50,0,0,0,0,0,0,62,112
17:35:00,50,0,0,0,0,0,0,62,112
17:40:00,50,0,0,0,0,0,0,62,112
17:45:00,255,0,0,0,0,0,0,62,317
17:50:00,255,80,0,0,0,0,0,62,397
17:55:00,255,251,0,0,0,0,0,62,568
18:00:00,255,242,0,0,0,0,0,62,559
18:05:00,315,242,0,0,0,0,0,62,619
18:10:00,315,234,0,0,0,0,0,62,611
18:15:00,520,160,0,0,0,0,0,62,742
18:20:00,520,0,0,0,0,0,0,62,582
18:25:00,520,0,0,0,0,0,0,62,582
18:30:00,315,0,0,0,0,0,0,62,377
