,Lights,Refrigerator,Kitchen stove,Dishwasher,Washer,Dryer,Freezer,Other Appliances,Total (5 min)
14:10:00,0,160,0,0,0,0,0,122,282
14:15:00,0,0,0,0,0,0,0,62,62
14:20:00,0,0,0,0,0,0,61,62,123
14:25:00,0,0,0,0,0,0,191,62,253
14:30:00,0,0,0,0,0,0,197,62,259
14:35:00,0,0,0,0,0,0,191,62,253
14:40:00,0,0,0,0,0,0,185,62,247
14:45:00,0,0,0,0,0,0,185,62,247
14:50:00,0,0,0,0,0,0,178,62,240
14:55:00,120,80,0,0,0,0,185,62,446
15:00:00,120,251,0,0,0,0,178,62,611
15:05:00,120,242,0,0,0,0,153,312,827
15:10:00,120,242,0,0,0,0,61,312,735
15:15:00,120,234,0,0,0,0,0,312,666
15:20:00,120,160,0,0,0,0,0,62,342
15:25:00,530,0,0,0,0,0,0,62,592
15:30:00,530,0,0,0,0,0,0,62,592
15:35:00,530,0,0,0,0,0,0,62,592
15:40:00,530,0,0,0,0,0,0,312,842
15:45:00,530,0,0,0,0,0,0,312,842
15:50:00,730,0,0,0,0,0,61,312,1103
15:55:00,730,0,0,0,0,0,191,312,1233
16:00:00,320,0,0,0,0,0,185,312,817
16:05:00,320,80,0,0,0,0,185,312,896
16:10:00,320,251,0,0,0,0,178,312,1061
16:15:00,120,242,0,0,0,0,122,312,796
16:20:00,220,242,0,0,0,0,0,312,774
16:25:00,320,234,0,0,0,0,0,312,866
16:30:00,420,160,0,0,0,0,0,312,892
16:35:00,420,0,0,0,0,0,0,312,732
16:40:00,420,0,0,0,0,0,0,312,732
16:45:00,420,0,0,0,0,0,0,312,732
16:50:00,520,0,0,0,0,0,0,62,582
16:55:00,400,0,0,0,0,0,0,62,462
17:00:00,400,0,0,0,0,0,61,62,523
17:05:00,520,0,0,0,0,0,191,62,773
17:10:00,930,0,0,0,0,0,185,62,1177
17:15:00,930,80,0,0,0,0,185,62,1256
17:20:00,930,251,0,0,0,0,178,62,1421
17:25:00,930,242,0,0,0,0,122,62,1356
17:30:00,930,242,0,0,0,0,0,62,1234
17:35:00,1030,890,0,0,0,0,0,62,1982
17:40:00,1030,80,0,0,0,0,0,62,1172
17:45:00,1030,0,0,0,0,0,0,62,1092
17:50:00,1130,0,0,0,0,0,0,62,1192
17:55:00,1130,0,0,0,0,0,0,62,1192
18:00:00,1540,0,0,0,0,0,0,62,1602
18:05:00,1340,80,0,0,0,0,0,62,1482
18:10:00,1440,251,0,0,0,0,61,62,1813
18:15:00,1440,259,0,0,0,0,191,102,1992
18:20:00,1240,251,0,0,0,0,185,102,1777
18:25:00,1360,242,0,0,0,0,185,102,1889
18:30:00,1360,242,0,0,0,0,178,102,1883
18:35:00,1650,234,0,0,0,0,122,102,2108
18:40:00,1850,242,0,0,0,0,0,102,2194
18:45:00,1530,234,0,0,0,0,0,102,1866
18:50:00,1530,201,0,0,0,0,0,102,1833
18:55:00,1120,80,0,0,0,0,0,102,1302
19:00:00,1120,0,0,0,0,0,0,102,1222
19:05:00,810,0,0,0,0,0,0,102,912
19:10:00,1220,0,0,0,0,0,0,102,1322
19:15:00,810,0,0,0,0,0,0,102,912
19:20:00,610,0,0,0,0,0,61,102,773
19:25:00,610,0,0,0,0,0,191,282,1083
19:30:00,810,0,0,0,0,0,185,282,1277
19:35:00,810,80,0,0,0,0,185,242,1316
19:40:00,710,251,0,0,0,0,178,242,1381
19:45:00,710,242,0,0,0,0,122,242,1316
19:50:00,810,242,0,0,0,0,0,242,1294
19:55:00,810,234,0,0,0,0,0,242,1286
20:00:00,810,160,0,0,0,0,0,242,1212
20:05:00,1120,0,0,0,0,0,0,242,1362
20:10:00,1120,0,0,0,0,0,0,242,1362
20:15:00,1020,0,0,0,0,0,0,242,1262
20:20:00,1020,0,0,0,0,0,0,242,1262
20:25:00,1020,0,0,0,0,0,0,242,1262
20:30:00,1020,0,0,0,0,0,61,242,1323
20:35:00,1020,0,0,0,0,0,191,422,1633
20:40:00,1020,0,0,0,0,0,185,242,1447
20:45:00,200,80,0,0,0,0,185,282,746
20:50:00,200,251,0,0,0,0,178,102,731
20:55:00,200,242,0,0,0,0,122,102,666
21:00:00,200,242,0,0,0,0,0,102,544
21:05:00,200,234,0,0,0,0,0,102,536
21:10:00,200,160,0,0,0,0,0,102,462
21:15:00,200,0,0,0,0,0,0,102,302
21:20:00,200,0,0,0,0,0,0,102,302
21:25:00,200,0,0,0,0,0,0,102,302
21:30:00,0,0,0,0,0,0,0,102,102
21:35:00,0,0,0,0,0,0,0,102,102
21:40:00,0,0,0,0,0,0,61,102,163
21:45:00,0,0,0,0,0,0,191,102,293
21:50:00,0,0,0,0,0,0,185,202,387
21:55:00,0,80,0,0,0,0,185,202,466
22:00:00,0,251,0,0,0,0,178,202,631
22:05:00,0,242,0,0,0,0,122,162,526
22:10:00,0,242,0,0,0,0,0,162,404
22:15:00,0,234,0,0,0,0,0,162,396
22:20:00,0,160,0,0,0,0,0,162,322
22:25:00,0,0,0,0,0,0,0,162,162
22:30:00,0,0,0,0,0,0,0,162,162
22:35:00,0,0,0,0,0,0,0,162,162
22:40:00,0,0,0,0,0,0,0,162,162
22:45:00,0,0,0,0,0,0,0,162,162
22:50:00,0,0,0,0,0,0,61,162,223
22:55:00,0,0,0,0,0,0,191,162,353
23:00:00,0,0,0,0,0,0,185,162,347
23:05:00,0,80,0,0,0,0,185,62,326
23:10:00,0,251,0,0,0,0,178,62,491
23:15:00,0,242,0,0,0,0,122,62,426
23:20:00,0,242,0,0,0,0,0,62,304
23:25:00,0,234,0,0,0,0,0,62,296
23:30:00,0,160,0,0,0,0,0,62,222
23:35:00,0,0,0,0,0,0,0,62,62
23:40:00,0,0,0,0,0,0,0,62,62
23:45:00,0,0,0,0,0,0,0,62,62
23:50:00,0,0,0,0,0,0,0,62,62
23:55:00,0,0,0,0,0,0,0,62,62
0:00:00,0,0,0,0,0,0,0,312,312
0:05:00,0,0,0,0,0,0,0,312,312
0:10:00,0,0,0,0,0,0,0,317,317
0:15:00,0,0,0,0,0,0,0,317,317
0:20:00,0,0,0,0,0,0,0,317,317
0:25:00,0,80,0,0,0,0,0,317,397
0:30:00,0,251,0,0,0,0,0,317,568
0:35:00,0,242,0,0,0,0,0,317,559
0:40:00,0,242,0,0,0,0,61,317,620
0:45:00,0,234,0,0,0,0,191,317,742
0:50:00,0,160,0,0,0,0,185,317,662
0:55:00,0,0,0,0,0,0,185,317,502
1:00:00,0,0,0,0,0,0,178,312,490
1:05:00,0,0,0,0,0,0,122,312,434
1:10:00,0,0,0,0,0,0,0,312,312
1:15:00,0,0,0,0,0,0,0,342,342
1:20:00,0,0,0,0,0,0,0,342,342
1:25:00,0,0,0,0,0,0,0,342,342
1:30:00,0,0,0,0,0,0,0,92,92
1:35:00,0,80,0,0,0,0,0,92,172
1:40:00,0,251,0,0,0,0,0,92,343
1:45:00,0,242,0,0,0,0,0,92,334
1:50:00,0,242,0,0,0,0,61,92,395
1:55:00,0,234,0,0,0,0,191,92,517
2:00:00,0,160,0,0,0,0,185,92,437
2:05:00,0,0,0,0,0,0,185,92,277
2:10:00,0,0,0,0,0,0,178,92,270
2:15:00,0,0,0,0,0,0,122,92,214
2:20:00,0,0,0,0,0,0,0,92,92
2:25:00,0,0,0,0,0,0,0,62,62
2:30:00,0,0,0,0,0,0,0,312,312
2:35:00,0,0,0,0,0,0,0,312,312
2:40:00,0,0,0,0,0,0,0,312,312
2:45:00,0,80,0,0,0,0,0,312,392
2:50:00,0,251,0,0,0,0,0,312,563
2:55:00,0,242,0,0,0,0,0,312,554
3:00:00,0,242,0,0,0,0,61,312,615
3:05:00,0,234,0,0,0,0,191,62,487
3:10:00,0,160,0,0,0,0,185,62,407
3:15:00,0,0,0,0,0,0,185,102,287
3:20:00,0,0,0,0,0,0,178,102,280
3:25:00,0,0,0,0,0,0,122,102,224
3:30:00,0,0,0,0,0,0,0,222,222
3:35:00,0,0,0,0,0,0,0,222,222
3:40:00,0,0,0,0,0,0,0,222,222
3:45:00,0,0,0,0,0,0,0,222,222
3:50:00,0,0,0,0,0,0,0,222,222
3:55:00,0,80,0,0,0,0,0,222,302
4:00:00,0,251,0,0,0,0,0,222,473
4:05:00,0,242,0,0,0,0,0,472,714
4:10:00,0,242,0,0,0,0,61,722,1025
4:15:00,0,234,0,0,0,0,191,722,1147
4:20:00,0,160,0,0,0,0,185,722,1067
4:25:00,0,0,0,0,0,0,185,682,867
4:30:00,0,0,0,0,0,0,178,682,860
4:35:00,0,0,0,0,0,0,122,682,804
4:40:00,0,0,0,0,0,0,0,682,682
4:45:00,0,0,0,0,0,0,0,682,682
4:50:00,0,0,0,0,0,0,0,682,682
4:55:00,0,0,0,0,0,0,0,562,562
5:00:00,0,0,0,0,0,0,0,312,312
5:05:00,0,80,0,0,0,0,0,312,392
5:10:00,0,251,0,0,0,0,0,312,563
5:15:00,0,242,0,0,0,0,0,312,554
5:20:00,0,242,0,0,0,0,61,62,365
5:25:00,0,234,0,0,0,0,191,62,487
5:30:00,0,160,0,0,0,0,185,62,407
5:35:00,0,0,0,0,0,0,185,62,247
5:40:00,0,0,0,0,0,0,178,62,240
5:45:00,410,0,0,0,0,0,122,62,594
5:50:00,410,0,0,0,0,0,0,62,472
5:55:00,410,0,0,0,0,0,0,62,472
6:00:00,410,0,0,0,0,0,0,62,472
6:05:00,410,0,0,0,0,0,0,62,472
6:10:00,410,0,0,0,0,0,0,162,572
6:15:00,410,80,0,0,0,0,0,162,652
6:20:00,410,251,0,0,0,0,0,192,853
6:25:00,410,242,0,0,0,0,0,192,844
6:30:00,410,242,0,0,0,0,61,192,905
6:35:00,410,234,0,0,0,0,191,192,1027
6:40:00,410,160,0,0,0,0,185,192,947
6:45:00,410,0,0,0,0,0,185,192,787
6:50:00,410,0,0,0,0,0,178,192,780
6:55:00,0,0,0,0,0,0,122,192,314
7:00:00,0,0,0,0,0,0,0,192,192
7:05:00,0,0,0,0,0,0,0,192,192
7:10:00,0,0,1600,0,0,0,0,192,1792
7:15:00,0,0,1600,0,0,0,0,192,1792
7:20:00,120,0,1600,0,0,0,0,192,1912
7:25:00,120,80,1600,0,0,0,0,192,1992
7:30:00,120,251,1600,0,0,0,0,192,2163
7:35:00,120,242,1600,0,0,0,0,192,2154
7:40:00,120,242,1600,0,0,0,61,192,2215
7:45:00,120,234,1600,0,0,0,191,92,2237
7:50:00,120,160,1600,0,0,0,185,92,2157
7:55:00,120,0,1600,0,0,0,185,62,1967
8:00:00,120,0,0,0,0,0,679,62,861
8:05:00,120,0,0,0,0,0,61,62,243
8:10:00,120,0,0,0,0,0,0,62,182
8:15:00,120,0,0,0,0,0,0,162,282
8:20:00,120,0,0,0,0,0,0,162,282
8:25:00,120,0,0,0,0,0,0,162,282
8:30:00,120,0,0,0,505,0,61,282,968
8:35:00,120,80,0,0,505,0,191,282,1178
8:40:00,120,251,1600,0,505,0,197,282,2955
8:45:00,120,242,1600,0,0,0,191,182,2335
8:50:00,120,242,1600,0,0,0,185,182,2329
8:55:00,120,234,1600,0,505,0,185,182,2826
9:00:00,120,160,1600,0,505,0,178,182,2745
9:05:00,0,0,0,0,505,0,185,182,872
9:10:00,0,0,0,0,0,0,178,182,360
9:15:00,410,0,0,0,0,0,153,182,745
9:20:00,410,0,0,0,0,0,61,312,783
9:25:00,410,0,0,0,0,0,0,562,972
9:30:00,410,0,0,0,0,0,0,562,972
9:35:00,410,0,0,0,0,0,0,562,972
9:40:00,410,0,0,0,0,0,0,562,972
9:45:00,410,80,0,0,0,0,0,562,1052
9:50:00,410,251,0,0,0,0,0,562,1223
9:55:00,410,242,0,0,0,4115,0,812,5580
10:00:00,410,242,0,0,0,4115,61,812,5640
10:05:00,0,234,0,0,0,4115,191,812,5352
10:10:00,0,160,0,0,0,4115,185,812,5272
10:15:00,0,0,0,0,0,4115,185,812,5112
10:20:00,0,0,0,0,0,4115,178,562,4856
10:25:00,0,0,0,0,0,4115,122,562,4799
10:30:00,0,0,0,0,0,4115,0,562,4677
10:35:00,0,0,0,0,0,4115,0,562,4677
10:40:00,0,0,0,0,0,4115,0,562,4677
10:45:00,0,0,0,0,0,4115,0,562,4677
10:50:00,120,0,0,0,0,4115,0,562,4797
10:55:00,120,80,0,0,0,0,0,312,512
11:00:00,120,251,0,0,0,0,0,312,683
11:05:00,120,242,0,0,0,0,0,312,674
11:10:00,120,242,0,0,0,0,61,312,735
11:15:00,120,234,0,0,0,0,191,312,857
11:20:00,220,160,0,0,0,0,185,312,877
11:25:00,220,0,0,0,0,0,185,312,717
11:30:00,220,0,0,0,0,0,178,412,810
11:35:00,100,0,0,0,0,0,122,412,634
11:40:00,100,0,0,0,0,0,0,412,512
11:45:00,100,0,0,0,0,0,0,412,512
11:50:00,100,0,0,0,0,0,0,162,262
11:55:00,100,0,0,0,0,0,0,162,262
12:00:00,0,0,0,0,0,0,0,162,162
12:05:00,0,80,0,0,0,0,0,162,242
12:10:00,0,251,0,0,0,0,0,162,413
12:15:00,0,242,0,0,0,0,0,162,404
12:20:00,0,242,0,0,0,0,61,162,465
12:25:00,0,890,0,0,0,0,191,162,1243
12:30:00,0,80,0,0,0,0,185,162,426
12:35:00,0,0,0,0,0,0,185,162,347
12:40:00,0,0,0,0,0,0,178,162,340
12:45:00,0,0,0,0,0,0,122,262,384
12:50:00,0,0,0,0,0,0,0,262,262
12:55:00,0,80,0,0,0,0,0,162,242
13:00:00,0,251,0,0,0,0,0,162,413
13:05:00,0,259,0,0,0,0,0,262,521
13:10:00,0,251,0,0,0,0,0,262,513
13:15:00,0,242,0,0,0,0,0,262,504
13:20:00,0,242,0,0,0,0,0,262,504
13:25:00,0,234,0,0,0,0,0,162,396
13:30:00,0,242,0,0,0,0,61,162,465
13:35:00,0,234,0,0,0,0,191,162,587
13:40:00,0,201,0,0,0,0,185,162,548
13:45:00,0,80,0,0,0,0,185,162,426
13:50:00,0,0,0,0,0,0,178,162,340
13:55:00,0,0,0,0,0,0,122,162,284
14:00:00,0,0,0,0,0,0,0,262,262
14:05:00,0,0,0,0,0,0,0,262,262
14:10:00,0,0,0,0,0,0,0,262,262
14:15:00,0,0,0,0,0,0,0,262,262
14:20:00,0,0,0,0,0,0,0,262,262
14:25:00,0,80,0,0,0,0,0,262,342
14:30:00,0,251,0,0,0,0,0,262,513
14:35:00,0,242,0,0,0,0,0,262,504
14:40:00,0,242,0,0,0,0,61,162,465
14:45:00,0,234,0,0,0,0,191,192,617
14:50:00,0,160,0,0,0,0,185,192,537
14:55:00,0,0,0,0,0,0,185,92,277
15:00:00,0,0,0,0,0,0,178,92,270
15:05:00,0,0,0,0,0,0,122,92,214
15:10:00,0,0,0,0,0,0,0,92,92
15:15:00,0,0,0,0,0,0,0,92,92
15:20:00,0,0,0,0,0,0,0,92,92
15:25:00,410,0,0,0,0,0,0,92,502
15:30:00,410,0,0,0,0,0,0,92,502
15:35:00,410,80,0,0,0,0,0,92,582
15:40:00,410,251,0,0,0,0,0,92,753
15:45:00,410,242,0,0,0,0,0,92,744
15:50:00,410,242,0,0,0,0,61,92,805
15:55:00,410,234,0,0,0,0,191,92,927
16:00:00,530,160,0,0,0,0,185,92,967
16:05:00,530,0,0,0,0,0,185,92,807
16:10:00,530,0,0,0,0,0,178,92,800
16:15:00,630,0,0,0,0,0,122,92,844
16:20:00,630,0,0,0,0,0,0,92,722
16:25:00,630,0,0,0,0,0,0,92,722
16:30:00,630,0,0,0,0,0,0,92,722
16:35:00,630,0,0,0,0,0,0,62,692
16:40:00,630,0,0,0,0,0,0,62,692
16:45:00,510,80,0,0,0,0,0,62,652
16:50:00,510,251,0,0,0,0,0,62,823
16:55:00,570,242,0,0,0,0,0,62,874
17:00:00,570,242,0,0,0,0,61,62,935
17:05:00,980,234,0,0,0,0,191,62,1467
17:10:00,980,160,0,0,0,0,185,62,1387
17:15:00,920,0,0,0,0,0,185,62,1167
17:20:00,510,0,0,0,0,0,178,92,780
17:25:00,100,0,0,0,0,0,122,1092,1314
17:30:00,100,0,0,0,0,0,0,1092,1192
17:35:00,100,0,0,0,0,0,0,1192,1292
17:40:00,100,0,0,0,0,0,0,1192,1292
17:45:00,160,0,0,0,0,0,0,1192,1352
17:50:00,260,0,0,0,0,0,0,1192,1452
17:55:00,260,80,0,0,0,0,0,1192,1532
18:00:00,260,251,0,0,0,0,0,1192,1703
18:05:00,160,242,0,0,0,0,0,1192,1594
18:10:00,160,242,0,0,0,0,61,1192,1655
18:15:00,280,234,0,0,0,0,191,1192,1897
18:20:00,690,160,0,0,0,0,185,1192,2227
18:25:00,750,0,0,0,0,0,185,1192,2127
18:30:00,950,0,0,0,0,0,178,1192,2320
18:35:00,1150,0,0,0,0,0,122,1192,2464
18:40:00,1150,0,0,0,0,0,0,1162,2312
18:45:00,1210,0,0,0,0,0,0,1162,2372
18:50:00,1010,0,0,0,0,0,0,1092,2102
18:55:00,1010,0,0,0,0,0,0,1092,2102
19:00:00,1070,0,0,0,0,0,0,1092,2162
19:05:00,1070,80,0,0,505,0,0,1092,2747
19:10:00,1480,251,0,0,505,0,0,92,2328
19:15:00,1480,242,0,0,505,0,0,92,2319
19:20:00,1480,242,0,0,0,0,61,92,1875
19:25:00,1480,234,0,0,0,0,191,97,2002
19:30:00,1420,160,0,0,505,0,185,97,2367
19:35:00,950,0,0,0,505,0,185,97,1737
19:40:00,950,0,0,0,505,0,178,97,1730
19:45:00,850,0,0,0,0,0,122,97,1069
19:50:00,850,0,0,0,0,0,0,97,947
19:55:00,790,0,0,467,0,0,0,92,1349
20:00:00,790,0,0,467,0,0,0,92,1349
20:05:00,790,0,0,467,0,0,0,342,1599
20:10:00,1200,0,0,467,0,0,0,342,2009
20:15:00,1140,80,0,467,0,0,0,342,2029
20:20:00,1550,251,0,467,0,4115,0,342,6725
20:25:00,1550,242,0,467,0,4115,0,342,6717
20:30:00,1550,242,0,467,0,4115,61,312,6747
20:35:00,820,234,0,0,0,4115,191,312,5672
20:40:00,820,160,0,0,0,4115,185,312,5592
20:45:00,820,0,0,0,0,4115,185,312,5432
20:50:00,820,0,0,0,0,4115,178,312,5426
20:55:00,820,0,0,0,0,4115,122,312,5369
21:00:00,820,0,0,0,0,4115,0,312,5247
21:05:00,820,0,0,0,0,4115,0,312,5247
21:10:00,820,0,0,0,0,0,0,312,1132
21:15:00,410,0,0,0,0,0,0,562,972
21:20:00,410,0,0,0,0,0,0,562,972
21:25:00,410,80,0,0,0,0,0,562,1052
21:30:00,0,251,0,0,0,0,0,562,813
21:35:00,0,242,0,0,0,0,0,312,554
21:40:00,0,242,0,0,0,0,61,312,615
21:45:00,0,234,0,0,0,0,191,312,737
21:50:00,0,160,0,0,0,0,185,312,657
21:55:00,0,0,0,0,0,0,185,312,497
22:00:00,200,0,0,0,0,0,178,312,690
22:05:00,200,0,0,0,0,0,122,312,634
22:10:00,200,0,0,0,0,0,0,312,512
22:15:00,200,0,0,0,0,0,0,312,512
22:20:00,200,0,0,0,0,0,0,312,512
22:25:00,200,0,0,0,0,0,0,62,262
22:30:00,200,0,0,0,0,0,0,62,262
22:35:00,200,80,0,0,0,0,0,62,342
22:40:00,610,251,0,0,0,0,0,62,923
22:45:00,610,242,0,0,0,0,0,62,914
22:50:00,610,242,0,0,0,0,61,62,975
22:55:00,610,234,0,0,0,0,191,62,1097
