*title,can_gen_med_y1,,,,,,,,
*note,Each row corresponds to 5 minutes. The first row starts Jan 1 12:00,,,,,,,,
*header,Lights,Refrigerator,Kitchen_stove,Dishwasher,Washer,Dryer,Freezer,Other_appliances,
*units,Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),Power (W),
*data,0,251,0,0,0,0,178,202,631
*data,0,242,0,0,0,0,122,202,566
*data,0,242,0,0,0,0,0,452,694
*data,0,890,0,0,0,0,0,352,1242
*data,0,80,0,0,0,0,0,352,432
*data,0,0,0,0,0,0,0,352,352
*data,0,0,0,0,0,0,0,352,352
*data,0,0,0,0,0,0,0,102,102
*data,0,0,0,0,0,0,0,102,102
*data,0,80,0,0,0,0,0,102,182
*data,0,251,0,0,0,0,61,132,443
*data,0,259,0,0,0,0,191,132,582
*data,0,251,0,0,0,0,185,132,567
*data,0,242,0,0,0,0,185,92,519
*data,0,242,0,0,0,0,178,92,513
*data,0,234,0,0,0,0,122,92,448
*data,0,242,0,0,0,0,0,92,334
*data,200,0,0,0,0,0,0,1067,1267
*data,200,0,0,0,0,0,0,1062,1262
*data,200,0,0,0,0,0,0,1062,1262
*data,200,0,0,0,0,0,0,1062,1262
*data,200,0,0,0,0,0,0,1062,1262
*data,200,80,0,0,0,0,61,1062,1402
*data,200,251,0,0,0,0,191,1062,1704
*data,200,242,0,0,0,0,185,1062,1689
*data,200,242,0,0,0,0,185,1062,1689
*data,200,234,0,0,0,0,178,1062,1674
*data,0,160,0,0,0,0,122,1062,1344
*data,0,0,0,0,0,0,0,1062,1062
*data,0,0,0,0,0,0,0,2562,2562
*data,0,0,0,0,0,0,0,2562,2562
*data,0,0,0,0,0,0,0,2562,2562
*data,0,0,0,0,0,0,0,1562,1562
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,80,0,0,0,0,61,62,202
*data,0,251,0,0,0,0,191,62,504
*data,0,242,0,0,0,0,185,62,489
*data,0,242,0,0,0,0,185,62,489
*data,0,234,0,0,0,0,178,62,474
*data,0,160,0,0,0,0,122,62,344
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,162,162
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,80,0,0,0,0,61,62,202
*data,0,251,0,0,0,0,191,62,504
*data,0,242,0,0,0,0,185,242,669
*data,0,242,0,0,0,0,185,242,669
*data,0,234,0,0,0,0,178,242,654
*data,0,160,0,0,0,0,122,242,524
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,0,0,0,0,0,0,242,242
*data,0,80,0,0,0,0,61,62,202
