9.20,10.90,-1.00
11.20,12.00,13.00
11.50,12.20,13.40
12.20,13.00,14.40
14.00,14.50,16.00
15.00,15.80,17.20
17.00,17.80,19.10
19.10,20.30,21.30
21.20,22.50,22.90
21.50,23.20,24.00
21.90,24.00,25.00
3.07,4.57,-1.00
3.27,4.77,6.77
3.57,4.87,6.97
3.77,5.07,7.27
3.87,5.27,7.57
3.87,5.37,7.77
4.07,5.57,7.77
4.17,5.77,7.77
4.27,5.87,8.07
4.27,6.07,8.27
4.27,6.27,8.57
