9.80,11.90,-1.00
11.90,13.70,16.40
13.50,15.00,17.10
15.30,16.70,18.00
17.60,18.50,19.60
19.20,20.30,21.10
21.70,22.30,23.20
24.50,25.00,25.70
27.40,28.50,28.80
29.50,30.40,30.80
31.50,32.40,32.50
4.12,5.52,-1.00
4.52,5.92,8.42
4.82,6.52,8.62
5.22,6.82,8.82
5.32,7.12,9.22
5.52,7.42,9.52
5.62,7.52,9.72
5.92,7.62,9.92
6.22,7.92,10.42
6.42,8.32,10.72
6.52,8.52,11.02
