6.10,7.10,-1.00
7.20,8.10,9.60
8.00,8.50,9.80
8.80,9.30,10.20
10.10,10.80,10.80
11.70,12.00,12.10
13.10,13.90,14.10
14.80,15.50,15.60
16.40,17.10,17.60
17.20,18.20,18.50
18.10,19.10,19.60
2.41,3.51,-1.00
2.61,3.61,5.01
2.81,3.71,5.21
2.91,3.81,5.31
3.01,3.91,5.51
3.11,4.01,5.61
3.21,4.21,5.81
3.31,4.41,6.01
3.41,4.51,6.11
3.61,4.61,6.11
3.71,4.71,6.21
