*header,File_Name,Attachment,Region,DHW_LpY,DHW_GJpY,DHW_energy_src,NN_DHW_System_Efficiency,AL_GJpY,AL-Dryer_GJpY,AL-Stove-Other_GJpY,stove_fuel_use,dryer_fuel_used,Clothes_Dryer,Rural_Suburb_Urban,Num_of_Adults,Num_of_Children,Employment_Ratio,HDD,Ground_Temp
*data,2U03A00061.HDF,2-DR,2-QC,88425,21.89,1,0.824,22.85,0.48,22.37,2,2,1.5,3,2,1,1,5202,6.2
*data,2U03A00179.HDF,2-DR,2-QC,69641,17.24,1,0.824,23.16,0.83,22.33,2,2,4,3,1,0,0,5202,6.2
*data,2X01A00032.HDF,2-DR,2-QC,117350,27.86,1,0.824,16.28,0.80,15.48,2,2,4,1,1,0,0,4518.7,8.2
*data,2X01A00097.HDF,2-DR,2-QC,79315,18.83,1,0.824,18.90,0.20,18.70,2,2,1.5,3,2,2,1,4518.7,8.2
*data,2X01A00113.HDF,2-DR,2-QC,73923,18.30,1,0.824,21.76,0.85,20.91,2,2,4,3,2,3,1,5202,6.2
*data,2X01A00200.HDF,2-DR,2-QC,109511,27.11,1,0.824,28.58,0.44,28.14,2,2,1.5,3,2,0,0,5202,6.2
*data,2X01A00221.HDF,2-DR,2-QC,71661,17.74,1,0.824,20.46,0.00,20.46,2,2,0,3,1,0,1,5202,6.2
*data,2X01A00222.HDF,2-DR,2-QC,58048,14.37,1,0.824,20.75,0.10,20.65,2,2,6,3,2,0,0,5202,6.2
*data,2X01A00236.HDF,2-DR,2-QC,113672,28.14,1,0.824,20.33,0.83,19.50,2,2,6,3,1,0,0,5202,6.2
*data,2X01A00237.HDF,2-DR,2-QC,77437,19.17,1,0.824,23.02,0.42,22.60,2,2,1.5,3,1,0,1,5202,6.2
*data,2X01A00281.HDF,2-DR,2-QC,71459,17.69,1,0.824,18.93,0.00,18.93,2,2,0,3,2,0,0,5202,6.2
*data,2X03A00034.HDF,2-DR,2-QC,80789,19.18,1,0.824,18.62,0.00,18.62,2,2,0,1,4,0,0.5,4518.7,8.2
*data,2X03A00051.HDF,2-DR,2-QC,71817,17.05,1,0.824,20.39,0.51,19.88,2,2,1.5,3,1,0,1,4518.7,8.2
*data,2X03A00266.HDF,2-DR,2-QC,61708,14.65,1,0.824,18.46,0.07,18.39,2,2,1.5,3,2,0,1,4518.7,8.2
*data,2Z01A00003.HDF,2-DR,2-QC,85422,20.28,1,0.824,19.53,0.23,19.30,2,2,1.5,3,2,2,0.5,4518.7,8.2
*data,2Z01A00029.HDF,2-DR,2-QC,62466,14.83,1,0.824,19.88,0.71,19.17,2,2,4,3,1,0,1,4518.7,8.2
*data,2Z01A00031.HDF,2-DR,2-QC,83442,19.81,1,0.824,19.75,0.17,19.58,2,2,1.5,3,2,0,1,4518.7,8.2
*data,2Z01A00066.HDF,2-DR,2-QC,68784,16.33,1,0.824,19.15,0.23,18.92,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z01A00086.HDF,2-DR,2-QC,88455,21.00,1,0.824,16.00,0.31,15.69,2,2,1.5,3,1,0,0,4518.7,8.2
*data,2Z01A00097.HDF,2-DR,2-QC,88539,21.02,1,0.824,21.86,0.96,20.90,2,2,6,3,2,0,1,4518.7,8.2
*data,2Z01A00098.HDF,2-DR,2-QC,74513,17.69,1,0.824,22.51,1.78,20.73,2,2,6,3,3,0,1,4518.7,8.2
*data,2Z01A00145.HDF,2-DR,2-QC,67015,15.91,1,0.824,19.33,0.15,19.18,2,2,1.5,3,1,0,1,4518.7,8.2
*data,2Z01A00263.HDF,2-DR,2-QC,59180,14.05,1,0.824,19.70,0.67,19.03,2,2,4,3,2,0,0,4518.7,8.2
*data,2Z01A00292.HDF,2-DR,2-QC,55221,13.11,1,0.824,19.10,0.30,18.80,2,2,6,3,2,1,1,4518.7,8.2
*data,2Z02A00045.HDF,2-DR,2-QC,66762,15.85,1,0.824,22.87,0.50,22.37,2,2,6,3,1,0,0,4518.7,8.2
*data,2Z02A00051.HDF,2-DR,2-QC,68826,16.34,1,0.824,17.74,0.13,17.61,2,2,1.5,3,2,0,0,4518.7,8.2
*data,2Z02A00089.HDF,2-DR,2-QC,83527,19.83,1,0.824,20.58,0,20.58,2,2,6,3,1,0,1,4518.7,8.2
*data,2Z02A00129.HDF,2-DR,2-QC,57453,13.64,1,0.824,18.79,0.00,18.79,2,2,0,3,2,1,1,4518.7,8.2
*data,2Z02A00159.HDF,2-DR,2-QC,96458,22.90,1,0.824,17.56,0.13,17.43,2,2,1.5,3,2,2,0.5,4518.7,8.2
*data,2Z02A00198.HDF,2-DR,2-QC,63519,15.08,1,0.824,18.73,0.00,18.73,2,2,0,3,2,0,0.5,4518.7,8.2
*data,2Z02A00218.HDF,2-DR,2-QC,69627,16.53,1,0.824,23.92,0.06,23.86,2,2,4,3,2,2,1,4518.7,8.2
*data,2Z02A00257.HDF,2-DR,2-QC,67436,16.01,1,0.824,19.10,0.87,18.23,2,2,6,3,1,0,1,4518.7,8.2
*data,2Z02A00264.HDF,2-DR,2-QC,64109,15.22,1,0.824,26.97,1.39,25.58,2,2,6,3,1,1,0,4518.7,8.2
*data,2Z03A00088.HDF,2-DR,2-QC,62550,14.85,1,0.824,25.33,2.91,22.42,2,2,6,3,4,0,1,4518.7,8.2
*data,2Z03A00157.HDF,2-DR,2-QC,61076,14.50,1,0.824,18.86,0.40,18.46,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z03A00202.HDF,2-DR,2-QC,74934,17.79,1,0.824,19.65,0.74,18.91,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z03A00272.HDF,2-DR,2-QC,76787,18.23,1,0.824,12.53,0.74,11.79,2,2,6,2,2,1,1,4518.7,8.2
*data,2Z03A00279.HDF,2-DR,2-QC,59180,14.05,1,0.824,23.52,0.85,22.67,2,2,6,3,1,0,0,4518.7,8.2
*data,2Z03A00313.HDF,2-DR,2-QC,64446,15.30,1,0.824,18.56,0.06,18.50,2,2,4,3,2,1,1,4518.7,8.2
*data,2Z05A00001.HDF,2-DR,2-QC,51346,12.19,1,0.824,18.31,0.04,18.27,2,2,1.5,3,1,1,0,4518.7,8.2
*data,2Z05A00047.HDF,2-DR,2-QC,55769,13.24,1,0.824,18.93,0.26,18.67,2,2,1.5,3,1,0,1,4518.7,8.2
*data,2Z05A00059.HDF,2-DR,2-QC,80536,19.12,1,0.824,17.23,0.00,17.23,2,2,0,3,2,3,0,4518.7,8.2
*data,2Z05A00093.HDF,2-DR,2-QC,68995,16.38,1,0.824,29.07,0,29.07,2,2,6,3,2,2,1,4518.7,8.2
*data,2Z05A00094.HDF,2-DR,2-QC,59686,14.17,1,0.824,17.99,0.41,17.58,2,2,4,3,2,2,0.5,4518.7,8.2
*data,2Z05A00103.HDF,2-DR,2-QC,85085,20.20,1,0.824,19.14,0.28,18.86,2,2,6,3,2,3,1,4518.7,8.2
*data,2Z05A00116.HDF,2-DR,2-QC,73670,17.49,1,0.824,14.59,0.46,14.13,2,2,1.5,3,2,0,0,4518.7,8.2
*data,2Z05A00153.HDF,2-DR,2-QC,60528,14.37,1,0.824,24.18,0.03,24.15,2,2,1.5,3,2,1,1,4518.7,8.2
*data,2Z05A00185.HDF,2-DR,2-QC,66088,15.69,1,0.824,21.09,0.14,20.95,2,2,4,3,2,3,1,4518.7,8.2
*data,2Z05A00204.HDF,2-DR,2-QC,78514,18.64,1,0.824,18.87,0.35,18.52,2,2,1.5,3,1,0,0,4518.7,8.2
*data,2Z05A00222.HDF,2-DR,2-QC,91403,21.70,1,0.824,17.77,0.42,17.35,2,2,1.5,3,2,0,0.5,4518.7,8.2
*data,2Z05A00235.HDF,2-DR,2-QC,79946,18.98,1,0.824,18.74,0.43,18.31,2,2,4,3,2,3,1,4518.7,8.2
*data,2Z05A00246.HDF,2-DR,2-QC,48692,11.56,1,0.824,21.49,0.44,21.05,2,2,1.5,3,2,1,1,4518.7,8.2
*data,2Z05A00259.HDF,2-DR,2-QC,75187,17.85,1,0.824,25.12,0.00,25.12,2,2,0,3,1,0,0,4518.7,8.2
*data,2Z05A00272.HDF,2-DR,2-QC,71690,17.02,1,0.824,18.98,0.34,18.64,2,2,6,3,2,1,1,4518.7,8.2
*data,2Z05A00282.HDF,2-DR,2-QC,68110,16.17,1,0.824,22.78,1.38,21.40,2,2,4,3,1,0,1,4518.7,8.2
*data,2Z05A00284.HDF,2-DR,2-QC,67015,15.91,1,0.824,21.38,0.14,21.24,2,2,1.5,3,3,0,1,4518.7,8.2
*data,2Z05A00305.HDF,2-DR,2-QC,67478,16.02,1,0.824,18.58,0.18,18.40,2,2,6,3,2,0,1,4518.7,8.2
*data,2Z06A00029.HDF,2-DR,2-QC,53957,12.81,1,0.824,20.99,0.13,20.86,2,2,4,3,1,0,1,4518.7,8.2
*data,2Z06A00030.HDF,2-DR,2-QC,88244,20.95,1,0.824,20.63,0.00,20.63,2,2,0,3,2,0,1,4518.7,8.2
*data,2Z06A00049.HDF,2-DR,2-QC,72954,17.32,1,0.824,19.05,0.32,18.73,2,2,6,3,2,0,0.5,4518.7,8.2
*data,2Z06A00093.HDF,2-DR,2-QC,52736,12.52,1,0.824,19.87,0.39,19.48,2,2,4,3,2,1,1,4518.7,8.2
*data,2Z06A00101.HDF,2-DR,2-QC,64403,15.29,1,0.824,23.34,0.00,23.34,2,2,0,3,1,2,1,4518.7,8.2
*data,2Z06A00155.HDF,2-DR,2-QC,67984,16.14,1,0.824,19.66,0.24,19.42,2,2,1.5,3,1,0,0,4518.7,8.2
*data,2Z06A00196.HDF,2-DR,2-QC,61623,14.63,1,0.824,24.56,1.18,23.38,2,2,4,3,2,1,1,4518.7,8.2
*data,2Z08A00034.HDF,2-DR,2-QC,68489,16.26,1,0.824,18.91,0.06,18.85,2,2,1.5,3,1,1,1,4518.7,8.2
*data,2Z08A00036.HDF,2-DR,2-QC,92246,21.90,1,0.824,19.38,0.42,18.96,2,2,6,3,2,2,1,4518.7,8.2
*data,2Z08A00118.HDF,2-DR,2-QC,95531,22.68,1,0.824,21.30,0.90,20.40,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z08A00195.HDF,2-DR,2-QC,73165,17.37,1,0.824,19.59,0.31,19.28,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z08A00452.HDF,2-DR,2-QC,75818,18.00,1,0.824,36.46,5.56,30.90,2,2,6,3,2,1,1,4518.7,8.2
*data,2Z09A00046.HDF,2-DR,2-QC,57790,13.72,1,0.824,18.51,0.08,18.43,2,2,4,3,1,1,1,4518.7,8.2
*data,2Z09A00078.HDF,2-DR,2-QC,73881,17.54,1,0.824,19.07,0.20,18.87,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z09A00114.HDF,2-DR,2-QC,70385,16.71,1,0.824,19.55,0.31,19.24,2,2,4,3,2,2,1,4518.7,8.2
*data,2Z09A00115.HDF,2-DR,2-QC,80325,19.07,1,0.824,20.31,0.83,19.48,2,2,6,3,2,0,1,4518.7,8.2
*data,2Z11A00030.HDF,2-DR,2-QC,57074,13.55,1,0.824,19.95,1.06,18.89,2,2,4,3,2,1,1,4518.7,8.2
*data,2Z11A00044.HDF,2-DR,2-QC,77082,18.30,1,0.824,18.41,0.98,17.43,2,2,4,3,2,2,0,4518.7,8.2
*data,2Z11A00076.HDF,2-DR,2-QC,63856,15.16,1,0.824,18.86,0.11,18.75,2,2,4,3,1,3,0,4518.7,8.2
*data,2Z11A00099.HDF,2-DR,2-QC,62382,14.81,1,0.824,21.28,0.08,21.20,2,2,1.5,3,4,0,0.75,4518.7,8.2
*data,2Z11A00154.HDF,2-DR,2-QC,62634,14.87,1,0.824,18.28,0.04,18.24,2,2,1.5,3,1,0,0,4518.7,8.2
*data,2Z11A00157.HDF,2-DR,2-QC,76282,18.11,1,0.824,20.64,0.04,20.60,2,2,6,3,1,2,0,4518.7,8.2
*data,2Z12A00054.HDF,2-DR,2-QC,70511,16.74,1,0.824,19.01,0.07,18.94,2,2,1.5,3,1,0,1,4518.7,8.2
*data,2Z13A00036.HDF,2-DR,2-QC,72407,17.19,1,0.824,19.77,0.00,19.77,2,2,0,3,2,1,0,4518.7,8.2
*data,2Z13A00043.HDF,2-DR,2-QC,53662,12.74,1,0.824,20.16,0.90,19.26,2,2,6,3,2,1,1,4518.7,8.2
*data,2Z13A00047.HDF,2-DR,2-QC,68784,16.33,1,0.824,24.42,0.08,24.34,2,2,1.5,3,2,0,1,4518.7,8.2
*data,2Z14A00026.HDF,2-DR,2-QC,81884,19.44,1,0.824,18.86,0.00,18.86,2,2,0,3,2,0,0.5,4518.7,8.2
*data,2Z14A00061.HDF,2-DR,2-QC,95953,22.78,1,0.824,37.21,2.06,35.15,2,2,6,1,1,0,1,4518.7,8.2
*data,2Z14A00083.HDF,2-DR,2-QC,64740,15.37,1,0.824,24.19,0.37,23.82,2,2,4,3,2,0,1,4518.7,8.2
*data,2Z15A00013.HDF,2-DR,2-QC,63056,14.97,1,0.824,18.46,0.00,18.46,2,2,0,3,2,0,0,4518.7,8.2
*data,2Z15A00017.HDF,2-DR,2-QC,74049,17.58,1,0.824,23.80,0.10,23.70,2,2,1.5,3,1,2,0,4518.7,8.2
*data,2Z15A00025.HDF,2-DR,2-QC,76745,18.22,1,0.824,19.08,0.00,19.08,2,2,0,3,1,1,0,4518.7,8.2
*data,2Z15A00063.HDF,2-DR,2-QC,71690,17.02,1,0.824,22.03,0.78,21.25,2,2,4,3,1,1,1,4518.7,8.2
*data,2Z15A00069.HDF,2-DR,2-QC,72112,17.12,1,0.824,21.93,0.00,21.93,2,2,0,3,2,1,1,4518.7,8.2
*data,2Z15A00081.HDF,2-DR,2-QC,75566,17.94,1,0.824,18.77,0.14,18.63,2,2,4,3,2,2,1,4518.7,8.2
*data,2Z16A00005.HDF,2-DR,2-QC,80957,19.22,1,0.824,18.94,0.13,18.81,2,2,4,3,2,3,0.5,4518.7,8.2
*data,1017A00044.HDF,2-DR,3-OT,65204,15.91,1,0.824,19.43,0.15,19.28,2,2,1.5,3,1,0,1,4602.4,6.9
*data,1018A00059.HDF,2-DR,3-OT,79999,19.52,1,0.824,19.02,0.28,18.74,2,2,4,3,3,0,1,4602.4,6.9
*data,1018A00075.HDF,2-DR,3-OT,56320,20.44,2,0.554,16.65,1.07,15.58,2,2,4,2,2,2,1,4602.4,6.9
*data,1018A00161.HDF,2-DR,3-OT,71310,17.40,1,0.824,18.75,0.11,18.64,2,2,4,3,2,0,0.5,4602.4,6.9
*data,1018A00196.HDF,2-DR,3-OT,57367,20.82,2,0.554,20.16,0.46,19.70,2,2,4,3,2,0,1,4602.4,6.9
*data,1018A00259.HDF,2-DR,3-OT,96925,23.65,1,0.824,20.11,0.38,19.73,2,2,4,3,2,3,0,4602.4,6.9
*data,1036A00014.HDF,2-DR,3-OT,70511,25.59,2,0.554,21.51,1.40,20.11,2,2,6,3,2,2,1,4602.4,6.9
*data,1036A00024.HDF,2-DR,3-OT,70450,17.19,1,0.824,19.01,0.30,18.71,2,2,1.5,3,2,2,0.5,4602.4,6.9
*data,1039A00520.HDF,2-DR,3-OT,76986,27.94,2,0.554,24.63,0,24.63,2,2,1.5,3,2,1,0,4602.4,6.9
*data,1039A00532.HDF,2-DR,3-OT,95326,23.26,1,0.824,28.67,1.19,27.48,2,2,6,2,2,2,1,4602.4,6.9
*data,1085A00060.HDF,2-DR,3-OT,110367,26.93,1,0.824,13.46,1.09,12.37,2,2,6,2,2,0,0.5,4602.4,6.9
*data,1085A00062.HDF,2-DR,3-OT,56392,13.76,1,0.824,23.14,0,23.14,2,2,4,3,1,0,0,4602.4,6.9
*data,1085A00066.HDF,2-DR,3-OT,52959,19.22,2,0.554,20.76,0.10,20.66,2,2,4,3,2,0,1,4602.4,6.9
*data,1085A00081.HDF,2-DR,3-OT,66966,16.34,1,0.824,18.86,0.05,18.81,2,2,1.5,3,2,2,1,4602.4,6.9
*data,1085A00111.HDF,2-DR,3-OT,61611,22.36,2,0.554,20.08,0.51,19.57,2,2,4,3,1,0,1,4602.4,6.9
*data,1085A00116.HDF,2-DR,3-OT,63728,15.55,1,0.824,19.97,1.20,18.77,2,2,6,3,2,0,0.5,4602.4,6.9
*data,1085A00203.HDF,2-DR,3-OT,62823,22.80,2,0.554,20.51,1.42,19.09,2,2,6,3,2,2,0.5,4602.4,6.9
*data,1085A00223.HDF,2-DR,3-OT,71925,17.55,1,0.824,20.01,0.74,19.27,2,2,4,3,2,0,1,4602.4,6.9
*data,1085A00243.HDF,2-DR,3-OT,70327,17.16,1,0.824,19.55,0.38,19.17,2,2,4,3,2,0,1,4602.4,6.9
*data,1085A00253.HDF,2-DR,3-OT,70676,25.65,2,0.554,24.59,0.97,23.62,2,2,4,3,2,2,0,4602.4,6.9
*data,1085A00299.HDF,2-DR,3-OT,77089,18.81,1,0.824,18.89,0.43,18.46,2,2,4,3,2,2,1,4602.4,6.9
*data,1085A00493.HDF,2-DR,3-OT,67458,16.46,1,0.824,18.69,0.42,18.27,2,2,1.5,3,2,0,0.5,4602.4,6.9
*data,1085A00513.HDF,2-DR,3-OT,52077,18.90,2,0.554,18.80,0.18,18.62,2,2,1.5,3,2,2,1,4602.4,6.9
*data,1085A00539.HDF,2-DR,3-OT,61997,22.50,2,0.554,18.77,0.13,18.64,2,2,4,3,2,0,0.5,4602.4,6.9
*data,1085A00544.HDF,2-DR,3-OT,69436,25.20,2,0.554,19.09,0.28,18.81,2,2,6,3,1,0,1,4602.4,6.9
*data,1085A00547.HDF,2-DR,3-OT,67130,16.38,1,0.824,19.46,0.00,19.46,2,2,0,3,2,1,1,4602.4,6.9
*data,1085A00580.HDF,2-DR,3-OT,71227,25.85,2,0.554,24.51,0.00,24.51,2,2,0,3,1,1,1,4602.4,6.9
*data,1085A00595.HDF,2-DR,3-OT,65204,15.91,1,0.824,13.24,0.26,12.98,2,2,1.5,2,1,0,1,4602.4,6.9
*data,1085A00606.HDF,2-DR,3-OT,90982,22.20,1,0.824,19.38,0.55,18.83,2,2,6,3,2,3,0,4602.4,6.9
*data,1085A00616.HDF,2-DR,3-OT,63728,15.55,1,0.824,20.63,0.06,20.57,2,2,1.5,3,2,2,1,4602.4,6.9
*data,1085A00643.HDF,2-DR,3-OT,61087,22.17,2,0.554,19.12,0.10,19.02,2,2,1.5,3,2,0,1,4602.4,6.9
*data,1085A00644.HDF,2-DR,3-OT,78851,19.24,1,0.824,19.18,0.26,18.92,2,2,4,3,1,0,0,4602.4,6.9
*data,1085A00780.HDF,2-DR,3-OT,64220,15.67,1,0.824,22.60,1.51,21.09,2,2,6,3,1,0,1,4602.4,6.9
*data,1102A00919.HDF,2-DR,3-OT,79999,19.52,1,0.824,29.06,0.73,28.33,2,2,1.5,1,1,0,1,4882.9,6.9
*data,1102A00985.HDF,2-DR,3-OT,62024,22.51,2,0.554,22.86,0.43,22.43,2,2,1.5,3,2,0,0.5,4882.9,6.9
*data,1102A01063.HDF,2-DR,3-OT,69436,25.20,2,0.554,24.04,0.80,23.24,2,2,1.5,3,1,1,0,4882.9,6.9
*data,1103A01470.HDF,2-DR,3-OT,60082,21.08,2,0.554,20.87,1.07,19.80,2,2,1.5,3,2,0,0,3569.7,8.5
*data,1103A01533.HDF,2-DR,3-OT,52643,18.47,2,0.554,27.56,3.43,24.13,2,2,6,3,2,2,1,3569.7,8.5
*data,1103A01545.HDF,2-DR,3-OT,51674,18.13,2,0.554,18.79,0.00,18.79,2,2,0,3,2,0,1,3569.7,8.5
*data,1103A01553.HDF,2-DR,3-OT,40644,14.26,2,0.554,18.96,0.06,18.90,2,2,1.5,3,1,0,1,3569.7,8.5
*data,1103A01568.HDF,2-DR,3-OT,67379,23.64,2,0.554,19.11,0.20,18.91,2,2,4,3,1,0,0,3569.7,8.5
*data,1104A00011.HDF,2-DR,3-OT,68308,25.77,2,0.554,20.58,0.26,20.32,2,2,1.5,3,1,0,1,4222.5,5.0
*data,1104A00296.HDF,2-DR,3-OT,74432,28.08,2,0.554,21.58,0.96,20.62,2,2,4,3,2,0,1,4222.5,5.0
*data,1104A00361.HDF,2-DR,3-OT,65764,24.81,2,0.554,31.30,2.75,28.55,2,2,4,3,2,0,1,4222.5,5.0
*data,1104A00478.HDF,2-DR,3-OT,100062,25.38,1,0.824,22.08,1.37,20.71,2,2,6,3,2,2,1,4222.5,5.0
*data,1105A00426.HDF,2-DR,3-OT,72868,17.78,1,0.824,19.70,0.37,19.33,2,2,4,3,1,0,1,4882.9,6.9
*data,1105A00429.HDF,2-DR,3-OT,77813,28.24,2,0.554,22.06,0.98,21.08,1,1,4,3,2,0,1,4882.9,6.9
*data,1105A00823.HDF,2-DR,3-OT,72909,17.79,1,0.824,21.42,0.36,21.06,2,2,1.5,3,1,1,1,4882.9,6.9
*data,1105A00938.HDF,2-DR,3-OT,70318,25.52,2,0.554,18.89,0.11,18.78,2,2,1.5,3,1,0,1,4882.9,6.9
*data,1107A00108.HDF,2-DR,3-OT,50705,17.79,2,0.554,21.94,1.90,20.04,2,2,6,3,1,0,1,3569.7,8.5
*data,1107A00152.HDF,2-DR,3-OT,49736,17.45,2,0.554,26.12,0.69,25.43,2,2,1.5,3,2,0,0.5,4057.6,8.5
*data,1107A00185.HDF,2-DR,3-OT,71141,24.96,2,0.554,17.17,0.16,17.01,2,2,1.5,1,1,0,1,3569.7,8.5
*data,1107A00193.HDF,2-DR,3-OT,51047,17.91,2,0.554,18.66,0.08,18.58,2,2,4,3,1,0,1,3569.7,8.5
*data,1107A00240.HDF,2-DR,3-OT,86048,30.19,2,0.554,26.18,1.78,24.40,2,2,4,3,2,1,0,3569.7,8.5
*data,1107A00320.HDF,2-DR,3-OT,67579,23.71,2,0.554,22.58,0.00,22.58,2,2,0,3,1,0,0,3569.7,8.5
*data,1107A00657.HDF,2-DR,3-OT,61821,21.69,2,0.554,20.17,0.54,19.63,2,2,1.5,3,1,0,1,3569.7,8.5
*data,1107A00699.HDF,2-DR,3-OT,58743,20.61,2,0.554,19.83,0.29,19.54,2,2,1.5,3,1,0,1,3569.7,8.5
*data,1107A00754.HDF,2-DR,3-OT,55522,19.48,2,0.554,20.74,1.08,19.66,2,2,6,3,1,0,1,3569.7,8.5
*data,1107A00767.HDF,2-DR,3-OT,67579,23.71,2,0.554,20.10,0.24,19.86,2,2,1.5,3,2,3,1,3569.7,8.5
*data,1107A00932.HDF,2-DR,3-OT,63503,22.28,2,0.554,21.75,1.12,20.63,2,2,4,3,2,2,1,3569.7,8.5
*data,1107A01069.HDF,2-DR,3-OT,57546,20.19,2,0.554,27.56,0,27.56,2,2,4,2,1,2,0,3569.7,8.5
*data,1108A00346.HDF,2-DR,3-OT,69916,24.53,2,0.554,23.64,2.05,21.59,2,2,6,3,1,1,1,4057.6,8.5
*data,1108A00411.HDF,2-DR,3-OT,82624,19.49,1,0.824,26.85,2.12,24.73,2,2,4,3,2,2,1,4057.6,8.5
*data,1108A00445.HDF,2-DR,3-OT,69864,16.48,1,0.824,19.78,0.55,19.23,1,1,4,3,2,0,1,3569.7,8.5
*data,1108A00875.HDF,2-DR,3-OT,76015,26.67,2,0.554,21.36,0.92,20.44,2,2,4,3,2,1,1,4057.6,8.5
*data,1108A01028.HDF,2-DR,3-OT,70286,24.66,2,0.554,20.91,1.08,19.83,2,2,6,3,1,0,0,4057.6,8.5
*data,1108A01092.HDF,2-DR,3-OT,65697,23.05,2,0.554,19.55,0.42,19.13,2,2,6,3,1,0,1,4057.6,8.5
*data,1108A01108.HDF,2-DR,3-OT,68405,24.00,2,0.554,23.14,1.50,21.64,2,2,4,3,2,2,0.5,4057.6,8.5
*data,1108A01114.HDF,2-DR,3-OT,55551,19.49,2,0.554,18.79,0.04,18.75,1,1,1.5,3,1,2,0,4057.6,8.5
*data,1110A00022.HDF,2-DR,3-OT,57033,20.01,2,0.554,21.10,2.60,18.50,2,2,6,3,1,0,1,3569.7,8.5
*data,1111A00415.HDF,2-DR,3-OT,64301,22.56,2,0.554,20.02,0.81,19.21,2,1,4,3,1,0,1,3569.7,8.5
*data,1111A00704.HDF,2-DR,3-OT,58572,20.55,2,0.554,16.72,0.00,16.72,2,2,0,3,2,2,0,3569.7,8.5
*data,1111A00779.HDF,2-DR,3-OT,62277,21.85,2,0.554,28.84,4.20,24.64,2,2,6,3,2,1,1,3569.7,8.5
*data,1112A00302.HDF,2-DR,3-OT,65156,22.86,2,0.554,23.16,1.62,21.54,2,2,6,3,4,0,0.5,3569.7,8.5
*data,1112A01420.HDF,2-DR,3-OT,77113,18.19,1,0.824,37.79,2.81,34.98,2,2,6,3,1,0,0,3569.7,8.5
*data,1112A01423.HDF,2-DR,3-OT,54838,19.24,2,0.554,18.99,0.43,18.56,2,2,4,3,2,1,1,3569.7,8.5
*data,1112A01435.HDF,2-DR,3-OT,64785,22.73,2,0.554,28.84,1.01,27.83,2,2,1.5,3,2,0,1,3569.7,8.5
*data,1112A01485.HDF,2-DR,3-OT,62135,21.80,2,0.554,18.68,0.03,18.65,2,2,1.5,3,1,1,1,3569.7,8.5
*data,1112A01490.HDF,2-DR,3-OT,53099,18.63,2,0.554,23.94,0.00,23.94,2,2,0,3,1,0,1,3569.7,8.5
*data,1112A01510.HDF,2-DR,3-OT,66467,23.32,2,0.554,15.80,0.71,15.09,1,2,6,1,2,0,1,3569.7,8.5
*data,1114A00584.HDF,2-DR,3-OT,38877,13.64,2,0.554,20.19,1.48,18.71,2,2,4,3,1,0,0,3569.7,8.5
*data,1114A00702.HDF,2-DR,3-OT,67829,16.00,1,0.824,28.44,0.83,27.61,2,2,1.5,3,2,0,1,3569.7,8.5
*data,1114A01626.HDF,2-DR,3-OT,60424,21.20,2,0.554,21.81,0.49,21.32,2,2,1.5,3,2,1,0.5,3569.7,8.5
*data,1114A01630.HDF,2-DR,3-OT,67864,23.81,2,0.554,20.69,0.44,20.25,2,2,1.5,3,2,2,1,3569.7,8.5
*data,1114A01633.HDF,2-DR,3-OT,50021,17.55,2,0.554,25.13,0.32,24.81,1,2,1.5,3,2,0,1,3569.7,8.5
*data,1114A01688.HDF,2-DR,3-OT,46943,16.47,2,0.554,23.37,1.53,21.84,2,2,4,3,1,0,1,3569.7,8.5
*data,1115A00601.HDF,2-DR,3-OT,71023,17.33,1,0.824,18.59,0.22,18.37,2,2,4,3,2,0,0.5,4602.4,6.9
*data,1115A00780.HDF,2-DR,3-OT,77069,27.97,2,0.554,20.72,0.00,20.72,2,2,0,3,2,0,1,4602.4,6.9
*data,1115A00789.HDF,2-DR,3-OT,52408,19.02,2,0.554,23.97,0,23.97,2,2,1.5,3,1,0,1,4602.4,6.9
*data,1115A00821.HDF,2-DR,3-OT,58745,21.32,2,0.554,23.79,1.48,22.31,2,2,4,3,2,1,1,4602.4,6.9
*data,1115A00908.HDF,2-DR,3-OT,69326,25.16,2,0.554,19.42,0.47,18.95,2,2,6,3,1,0,1,4602.4,6.9
*data,1115A00909.HDF,2-DR,3-OT,66405,24.10,2,0.554,20.23,1.03,19.20,2,2,4,3,2,0,1,4602.4,6.9
*data,1115A01321.HDF,2-DR,3-OT,54835,13.38,1,0.824,18.85,0.00,18.85,2,2,0,3,3,0,1,4602.4,6.9
*data,1115A01331.HDF,2-DR,3-OT,48385,17.56,2,0.554,18.60,0.03,18.57,2,2,1.5,3,1,0,0,4602.4,6.9
*data,1115A01357.HDF,2-DR,3-OT,65248,23.68,2,0.554,19.81,0.00,19.81,1,2,0,3,2,1,1,4602.4,6.9
*data,1115A01403.HDF,2-DR,3-OT,55687,20.21,2,0.554,26.77,2.11,24.66,2,2,6,3,2,1,0.5,4602.4,6.9
*data,1115A01412.HDF,2-DR,3-OT,58278,14.22,1,0.824,19.04,0.00,19.04,2,2,0,3,1,0,0,4602.4,6.9
