*header,File_Name,Attachment,Region,DHW_LpY,DHW_GJpY,DHW_energy_src,NN_DHW_System_Efficiency,AL_GJpY,AL-Dryer_GJpY,AL-Stove-Other_GJpY,stove_fuel_use,dryer_fuel_used,Clothes_Dryer,Rural_Suburb_Urban,Num_of_Adults,Num_of_Children,Employment_Ratio,HDD,Ground_Temp
*data,2511A00192.HDF,1-SD,1-AT,74190,17.35,1,0.824,20.68,0.16,20.52,2,2,4,3,2,0,1,4750.7,8.9
*data,2511A00197.HDF,1-SD,1-AT,103738,24.26,1,0.824,24.77,0.57,24.20,2,2,1.5,3,2,2,1,4750.7,8.9
*data,2511A00198.HDF,1-SD,1-AT,77654,18.16,1,0.824,27.21,0.54,26.67,2,2,4,2,1,2,0,4750.7,8.9
*data,2511A00200.HDF,1-SD,1-AT,75829,27.57,3,0.53,31.19,2.31,28.88,2,2,6,1,1,0,0,4750.7,8.9
*data,2511A00214.HDF,1-SD,1-AT,82058,19.19,1,0.824,26.86,0.30,26.56,2,2,1.5,1,1,0,0,4750.7,8.9
*data,2511A00215.HDF,1-SD,1-AT,100275,23.45,1,0.824,29.67,0.81,28.86,2,2,1.5,1,2,0,0.5,4750.7,8.9
*data,2511A00216.HDF,1-SD,1-AT,77012,18.01,1,0.824,33.93,2.31,31.62,2,2,4,1,1,0,0,4750.7,8.9
*data,2511A00217.HDF,1-SD,1-AT,68503,16.02,1,0.824,23.88,0.31,23.57,2,2,1.5,3,1,2,1,4750.7,8.9
*data,2511A00223.HDF,1-SD,1-AT,106560,24.92,1,0.824,31.93,0.35,31.58,2,2,1.5,1,2,0,1,4750.7,8.9
*data,2511A00238.HDF,1-SD,1-AT,103439,24.19,1,0.824,37.79,3.30,34.49,2,2,4,1,2,0,0,4750.7,8.9
*data,2511A00239.HDF,1-SD,1-AT,78124,18.27,1,0.824,26.52,1.94,24.58,2,2,4,1,2,1,0.5,4750.7,8.9
*data,2511A00242.HDF,1-SD,1-AT,80433,18.81,1,0.824,37.18,0.00,37.18,2,2,0,1,1,0,1,4750.7,8.9
*data,2511A00249.HDF,1-SD,1-AT,71967,16.83,1,0.824,19.61,0.37,19.24,2,2,4,3,2,0,0.5,4750.7,8.9
*data,2511A00250.HDF,1-SD,1-AT,95314,22.29,1,0.824,40.67,4.94,35.73,2,2,4,1,2,2,1,4750.7,8.9
*data,2511A00259.HDF,1-SD,1-AT,80647,18.86,1,0.824,18.03,0.96,17.07,2,2,6,3,2,2,0,4750.7,8.9
*data,2511A00265.HDF,1-SD,1-AT,87061,20.36,1,0.824,46.33,1.04,45.29,2,2,4,1,1,1,0,4750.7,8.9
*data,2511A00266.HDF,1-SD,1-AT,89413,20.91,1,0.824,26.49,1.14,25.35,2,2,4,1,1,3,0,4750.7,8.9
*data,2511A00267.HDF,1-SD,1-AT,69786,16.32,1,0.824,30.86,3.81,27.05,2,2,4,1,2,1,0.5,4750.7,8.9
*data,2511A00288.HDF,1-SD,1-AT,64997,15.20,1,0.824,20.55,0.80,19.75,2,2,6,3,2,0,0,4750.7,8.9
*data,2511A00290.HDF,1-SD,1-AT,96896,22.66,1,0.824,22.12,0.41,21.71,2,2,1.5,3,2,1,1,4750.7,8.9
*data,2511A00291.HDF,1-SD,1-AT,77440,18.11,1,0.824,23.13,0.00,23.13,2,2,0,1,2,0,1,4750.7,8.9
*data,2511A00298.HDF,1-SD,1-AT,87190,20.39,1,0.824,34.57,1.64,32.93,2,2,1.5,3,2,0,0,4750.7,8.9
*data,2511A00507.HDF,1-SD,1-AT,84752,19.82,1,0.824,21.36,1.18,20.18,2,2,4,3,2,2,0,4750.7,8.9
*data,2511A00512.HDF,1-SD,1-AT,85094,19.90,1,0.824,26.91,0,26.91,2,2,4,2,2,0,0.5,4750.7,8.9
*data,2511A00518.HDF,1-SD,1-AT,87831,20.54,1,0.824,31.03,0.90,30.13,2,2,1.5,2,2,2,1,4750.7,8.9
*data,2511A00525.HDF,1-SD,1-AT,69700,16.30,1,0.824,36.20,2.65,33.55,2,2,4,1,2,0,1,4750.7,8.9
*data,2511A00526.HDF,1-SD,1-AT,92278,21.58,1,0.824,24.58,2.75,21.83,2,2,4,1,1,1,0,4750.7,8.9
*data,2511A00527.HDF,1-SD,1-AT,70213,16.42,1,0.824,20.31,0.25,20.06,2,2,1.5,1,2,0,0,4750.7,8.9
*data,2511A00528.HDF,1-SD,1-AT,98350,23.00,1,0.824,28.94,2.09,26.85,2,2,4,1,2,0,0.5,4750.7,8.9
*data,2511A00533.HDF,1-SD,1-AT,69273,16.20,1,0.824,19.27,0.09,19.18,2,2,1.5,3,2,0,1,4750.7,8.9
*data,2511A00534.HDF,1-SD,1-AT,83726,19.58,1,0.824,24.84,0.85,23.99,2,2,4,3,1,0,0,4750.7,8.9
*data,2511A00536.HDF,1-SD,1-AT,98650,23.07,1,0.824,28.16,2.19,25.97,2,2,6,1,2,2,0.5,4750.7,8.9
*data,2511A00538.HDF,1-SD,1-AT,57684,13.49,1,0.824,19.24,0.10,19.14,2,2,1.5,3,2,0,1,4750.7,8.9
*data,2511A00548.HDF,1-SD,1-AT,79279,18.54,1,0.824,20.69,1.51,19.18,2,2,4,3,1,0,0,4750.7,8.9
*data,2511A00550.HDF,1-SD,1-AT,89285,20.88,1,0.824,20.91,0.00,20.91,2,2,0,3,1,0,1,4750.7,8.9
*data,2511A00560.HDF,1-SD,1-AT,86890,20.32,1,0.824,25.11,0.76,24.35,2,2,1.5,1,2,0,0.5,4750.7,8.9
*data,2511A00577.HDF,1-SD,1-AT,106389,24.88,1,0.824,30.32,0.00,30.32,2,2,0,1,2,1,1,4750.7,8.9
*data,2511A00584.HDF,1-SD,1-AT,63628,14.88,1,0.824,28.62,2.11,26.51,2,2,6,3,3,0,0,4750.7,8.9
*data,2511A00596.HDF,1-SD,1-AT,73805,17.26,1,0.824,27.48,0.41,27.07,2,2,1.5,1,2,0,0,4750.7,8.9
*data,2511A00603.HDF,1-SD,1-AT,73421,17.17,1,0.824,22.35,0.42,21.93,2,2,1.5,3,2,0,1,4750.7,8.9
*data,2511A00616.HDF,1-SD,1-AT,56230,13.15,1,0.824,19.31,0.10,19.21,2,2,1.5,3,1,2,1,4750.7,8.9
*data,2511A00624.HDF,1-SD,1-AT,86334,20.19,1,0.824,21.26,0.22,21.04,2,2,6,3,2,0,1,4750.7,8.9
*data,2511A00628.HDF,1-SD,1-AT,91808,21.47,1,0.824,27.68,0.00,27.68,2,2,0,1,1,0,0,4750.7,8.9
*data,2512A00015.HDF,1-SD,1-AT,82623,20.37,1,0.824,26.91,0.58,26.33,2,2,1.5,3,1,1,0,4899.4,6.4
*data,2512A00030.HDF,1-SD,1-AT,124158,30.61,1,0.824,33.76,0,33.76,2,2,4,1,2,3,0,6128,6.4
*data,2512A00032.HDF,1-SD,1-AT,67534,16.65,1,0.824,40.42,5.13,35.29,2,2,6,3,2,3,0.5,4899.4,6.4
*data,2512A00036.HDF,1-SD,1-AT,80391,18.80,1,0.824,49.60,0.89,48.71,2,2,4,1,1,0,0,4750.7,8.9
*data,2512A00042.HDF,1-SD,1-AT,86206,20.16,1,0.824,28.87,3.28,25.59,2,2,6,1,2,1,1,4750.7,8.9
*data,2513A00006.HDF,1-SD,1-AT,90653,21.20,1,0.824,33.14,2.00,31.14,2,2,4,3,2,0,0,4750.7,8.9
*data,2513A00016.HDF,1-SD,1-AT,69914,16.35,1,0.824,20.57,2.17,18.40,2,2,4,3,1,0,0,4750.7,8.9
*data,2513A00021.HDF,1-SD,1-AT,77312,18.08,1,0.824,28.85,3.06,25.79,2,2,6,3,2,1,1,4750.7,8.9
*data,2513A00029.HDF,1-SD,1-AT,65638,15.35,1,0.824,22.94,1.42,21.52,2,2,6,3,1,0,1,4750.7,8.9
*data,2513A00030.HDF,1-SD,1-AT,106475,24.90,1,0.824,30.89,2.60,28.29,2,2,4,1,2,1,1,4750.7,8.9
*data,2513A00031.HDF,1-SD,1-AT,68717,16.07,1,0.824,22.96,1.60,21.36,2,2,4,1,2,1,1,4750.7,8.9
*data,2513A00042.HDF,1-SD,1-AT,73463,17.18,1,0.824,26.54,2.17,24.37,2,2,6,1,2,0,0,4750.7,8.9
*data,2513A00044.HDF,1-SD,1-AT,74746,17.48,1,0.824,29.86,2.46,27.40,2,2,4,1,2,2,1,4750.7,8.9
*data,2513A00046.HDF,1-SD,1-AT,87489,20.46,1,0.824,31.90,2.02,29.88,2,2,4,1,2,1,0.5,4750.7,8.9
*data,2513A00121.HDF,1-SD,1-AT,78509,18.36,1,0.824,42.90,4.00,38.90,2,2,6,2,2,3,1,4750.7,8.9
*data,2513A00122.HDF,1-SD,1-AT,85693,20.04,1,0.824,31.98,1.72,30.26,2,2,4,1,1,0,1,4750.7,8.9
*data,2513A00140.HDF,1-SD,1-AT,103182,24.13,1,0.824,22.49,0.58,21.91,2,2,6,3,2,3,0.5,4750.7,8.9
*data,2513A00153.HDF,1-SD,1-AT,93390,21.84,1,0.824,25.25,2.09,23.16,2,2,4,1,1,0,1,4750.7,8.9
*data,2513A00163.HDF,1-SD,1-AT,73934,17.29,1,0.824,35.80,5.00,30.80,2,2,6,1,2,0,1,4754.5,8.9
*data,2513A00165.HDF,1-SD,1-AT,75345,17.62,1,0.824,55.51,7.00,48.51,2,2,4,1,2,0,1,4754.5,8.9
*data,2513A00167.HDF,1-SD,1-AT,90069,21.84,1,0.824,35.65,3.51,32.14,2,2,6,1,2,2,1,4750.7,7.2
*data,2513A00171.HDF,1-SD,1-AT,93903,21.96,1,0.824,45.36,0,45.36,2,2,6,1,1,0,0,4750.7,8.9
*data,2513A00172.HDF,1-SD,1-AT,65937,15.42,1,0.824,27.99,1.18,26.81,2,2,6,3,2,1,1,4750.7,8.9
*data,2513A00173.HDF,1-SD,1-AT,77654,18.16,1,0.824,27.97,2.53,25.44,2,2,6,3,2,0,0.5,4750.7,8.9
*data,2513A00179.HDF,1-SD,1-AT,84881,19.85,1,0.824,27.08,2.00,25.08,2,2,6,3,2,0,0.5,4750.7,8.9
*data,2513A00180.HDF,1-SD,1-AT,78039,18.25,1,0.824,20.97,0.23,20.74,2,2,1.5,3,2,3,1,4750.7,8.9
*data,2513A00193.HDF,1-SD,1-AT,72223,16.89,1,0.824,28.67,1.24,27.43,2,2,6,2,1,0,1,4750.7,8.9
*data,2513A00194.HDF,1-SD,1-AT,86377,20.20,1,0.824,35.96,2.74,33.22,2,2,4,1,2,0,0,4750.7,8.9
*data,2513A00195.HDF,1-SD,1-AT,77098,18.03,1,0.824,31.37,2.40,28.97,2,2,4,3,1,0,0,4754.5,8.9
*data,2513A00201.HDF,1-SD,1-AT,100702,23.55,1,0.824,39.99,5.91,34.08,2,2,6,2,3,3,0.66,4754.5,8.9
*data,2513A00202.HDF,1-SD,1-AT,73449,17.81,1,0.824,22.31,0.00,22.31,2,2,0,3,2,1,1,4750.7,7.2
*data,2513A00211.HDF,1-SD,1-AT,90226,21.10,1,0.824,24.83,0.37,24.46,2,2,4,1,1,1,1,4750.7,8.9
*data,2513A00214.HDF,1-SD,1-AT,109340,25.57,1,0.824,47.53,3.90,43.63,2,2,4,1,2,0,0.5,4750.7,8.9
*data,2513A00217.HDF,1-SD,1-AT,102904,25.37,1,0.824,45.34,4.72,40.62,2,2,4,1,2,1,1,4881.5,6.4
*data,2513A00241.HDF,1-SD,1-AT,93732,21.92,1,0.824,27.56,0.63,26.93,2,2,4,1,1,1,0,4750.7,8.9
*data,2513A00251.HDF,1-SD,1-AT,81118,18.97,1,0.824,29.83,2.65,27.18,2,2,6,1,1,0,0,4750.7,8.9
*data,2513A00262.HDF,1-SD,1-AT,80391,18.80,1,0.824,21.66,0.74,20.92,2,2,6,2,1,0,0,4750.7,8.9
*data,2513A00265.HDF,1-SD,1-AT,89199,20.86,1,0.824,21.85,0.93,20.92,2,2,4,3,1,0,0,4750.7,8.9
*data,2513A00276.HDF,1-SD,1-AT,94117,22.01,1,0.824,31.55,2.66,28.89,2,2,4,1,4,0,0.75,4750.7,8.9
*data,2513A00283.HDF,1-SD,1-AT,94587,22.12,1,0.824,30.22,1.48,28.74,2,2,4,1,1,0,0,4750.7,8.9
*data,2513A00295.HDF,1-SD,1-AT,78808,18.43,1,0.824,54.11,5.63,48.48,2,2,1.5,1,1,0,0,4750.7,8.9
*data,2513A00403.HDF,1-SD,1-AT,70940,16.59,1,0.824,26.58,1.67,24.91,2,2,4,3,2,0,0,4750.7,8.9
*data,2513A00411.HDF,1-SD,1-AT,103802,25.17,1,0.824,51.77,1.73,50.04,2,2,1.5,1,2,2,1,4750.7,7.2
*data,2513A00415.HDF,1-SD,1-AT,116133,28.16,1,0.824,32.72,1.58,31.14,2,2,6,1,2,2,0.5,4750.7,7.2
*data,2513A00420.HDF,1-SD,1-AT,86192,20.90,1,0.824,33.20,4.62,28.58,2,2,6,1,2,1,1,4750.7,7.2
*data,2514A00006.HDF,1-SD,1-AT,101162,24.53,1,0.824,26.96,0.81,26.15,2,2,4,1,2,1,1,4750.7,7.2
*data,2514A00007.HDF,1-SD,1-AT,98894,23.98,1,0.824,29.50,0.00,29.50,2,2,0,3,2,0,1,4750.7,7.2
*data,2514A00009.HDF,1-SD,1-AT,100337,24.33,1,0.824,45.95,0.00,45.95,2,2,0,1,1,0,0,4750.7,7.2
*data,2514A00015.HDF,1-SD,1-AT,71015,17.22,1,0.824,22.42,0.00,22.42,2,2,0,3,2,1,0.5,4750.7,7.2
*data,2514A00019.HDF,1-SD,1-AT,95141,23.07,1,0.824,21.54,3.25,18.29,2,2,6,3,2,0,0.5,4750.7,7.2
*data,2514A00030.HDF,1-SD,1-AT,86316,20.93,1,0.824,25.46,0.00,25.46,2,2,0,1,1,0,1,4750.7,7.2
*data,2514A00031.HDF,1-SD,1-AT,102647,24.89,1,0.824,25.69,0.79,24.90,2,2,1.5,3,1,1,1,4750.7,7.2
*data,2514A00050.HDF,1-SD,1-AT,86151,20.89,1,0.824,24.19,0.97,23.22,2,2,4,3,2,0,0.5,4750.7,7.2
*data,2514A00060.HDF,1-SD,1-AT,93162,22.59,1,0.824,37.40,0.40,37.00,2,2,1.5,1,1,0,1,4750.7,7.2
*data,2514A00066.HDF,1-SD,1-AT,61695,14.96,1,0.824,20.57,1.26,19.31,2,2,4,3,1,1,1,4750.7,7.2
*data,2514A00077.HDF,1-SD,1-AT,73284,17.77,1,0.824,27.94,1.41,26.53,2,2,4,1,1,0,1,4750.7,7.2
*data,2514A00084.HDF,1-SD,1-AT,77573,18.81,1,0.824,29.25,1.09,28.16,2,2,6,3,1,0,0,4750.7,7.2
*data,2514A00095.HDF,1-SD,1-AT,85656,20.77,1,0.824,19.88,0.53,19.35,2,2,4,2,1,0,0,4750.7,7.2
*data,2514A00109.HDF,1-SD,1-AT,77037,18.68,1,0.824,30.08,2.89,27.19,2,2,6,1,2,0,0,4750.7,7.2
*data,2514A00148.HDF,1-SD,1-AT,92131,22.34,1,0.824,19.13,0.08,19.05,2,2,1.5,3,1,0,0,4750.7,7.2
*data,2514A00153.HDF,1-SD,1-AT,93079,22.57,1,0.824,32.83,0.00,32.83,2,2,0,2,2,1,1,4750.7,7.2
*data,2514A00156.HDF,1-SD,1-AT,85285,20.68,1,0.824,27.68,0.00,27.68,2,2,0,1,2,0,1,4750.7,7.2
*data,2514A00161.HDF,1-SD,1-AT,83470,20.24,1,0.824,23.37,0.46,22.91,2,2,1.5,2,2,0,0.5,4750.7,7.2
*data,2514A00163.HDF,1-SD,1-AT,92873,22.52,1,0.824,27.72,0.86,26.86,2,2,1.5,1,1,0,1,4750.7,7.2
*data,2514A00167.HDF,1-SD,1-AT,76830,18.63,1,0.824,28.82,0.78,28.04,2,2,1.5,1,2,0,1,4750.7,7.2
*data,2514A00168.HDF,1-SD,1-AT,100379,24.34,1,0.824,22.65,0.18,22.47,2,2,6,2,1,1,1,4750.7,7.2
*data,2515A00001.HDF,1-SD,1-AT,106689,24.95,1,0.824,20.09,0.22,19.87,2,2,1.5,3,1,0,1,4750.7,8.9
*data,2515A00004.HDF,1-SD,1-AT,60891,14.24,1,0.824,21.24,0.00,21.24,2,2,0,3,1,0,0,4750.7,8.9
*data,2515A00007.HDF,1-SD,1-AT,92749,21.69,1,0.824,48.48,0.78,47.70,2,2,1.5,1,2,3,1,4754.5,8.9
*data,2515A00012.HDF,1-SD,1-AT,59224,13.85,1,0.824,38.04,2.11,35.93,2,2,4,1,1,0,1,4754.5,8.9
*data,2515A00013.HDF,1-SD,1-AT,80604,18.85,1,0.824,53.07,0.00,53.07,2,2,0,2,1,3,0,4754.5,8.9
*data,2515A00019.HDF,1-SD,1-AT,78167,18.28,1,0.824,29.44,2.51,26.93,2,2,6,3,2,0,0.5,4754.5,8.9
*data,2515A00034.HDF,1-SD,1-AT,58540,13.69,1,0.824,22.62,0.02,22.60,2,2,4,3,3,0,1,4754.5,8.9
*data,2515A00035.HDF,1-SD,1-AT,82358,19.26,1,0.824,30.64,3.32,27.32,2,2,6,3,2,0,1,4754.5,8.9
*data,2515A00042.HDF,1-SD,1-AT,66151,15.47,1,0.824,47.07,4.29,42.78,2,2,4,1,2,0,1,4754.5,8.9
*data,2515A00049.HDF,1-SD,1-AT,66793,15.62,1,0.824,22.13,0.35,21.78,2,2,1.5,3,1,0,0,4754.5,8.9
*data,2517A00008.HDF,1-SD,1-AT,84624,19.79,1,0.824,25.15,3.02,22.13,2,2,6,3,2,0,0,4754.5,8.9
*data,2605A00022.HDF,1-SD,1-AT,103715,25.57,1,0.824,27.22,0.52,26.70,2,2,1.5,1,1,0,1,4881.5,6.4
*data,2801A00031.HDF,1-SD,1-AT,80456,17.55,1,0.824,24.21,0.46,23.75,2,2,1.5,1,1,0,1,4715.3,12
*data,2801A00035.HDF,1-SD,1-AT,92329,20.14,1,0.824,31.73,1.92,29.81,2,2,4,1,2,0,0,4715.3,12
*data,2801A00046.HDF,1-SD,1-AT,70562,23.93,3,0.53,63.86,1.02,62.84,2,2,1.5,3,2,0,1,4715.3,12
*data,2801A00077.HDF,1-SD,1-AT,87286,19.04,1,0.824,20.98,0.11,20.87,2,2,4,3,2,0,0.5,4715.3,12
*data,2801A00083.HDF,1-SD,1-AT,76548,25.96,3,0.53,53.31,1.89,51.42,2,2,4,1,2,2,0.5,4715.3,12
*data,2801A00084.HDF,1-SD,1-AT,73835,25.04,3,0.53,54.59,5.83,48.76,2,2,6,1,1,1,1,4715.3,12
*data,2801A00089.HDF,1-SD,1-AT,71388,24.21,3,0.53,41.27,0,41.27,2,2,6,3,1,0,0,4715.3,12
*data,2801A00095.HDF,1-SD,1-AT,64547,21.89,3,0.53,26.47,1.56,24.91,2,2,4,3,1,0,1,4715.3,12
*data,2801A00096.HDF,1-SD,1-AT,73393,24.89,3,0.53,21.55,0.26,21.29,2,2,4,3,1,0,0,4715.3,12
*data,2801A00100.HDF,1-SD,1-AT,64399,21.84,3,0.53,24.66,0,24.66,2,2,6,3,2,0,0.5,4715.3,12
*data,2801A00105.HDF,1-SD,1-AT,84948,18.53,1,0.824,32.24,1.09,31.15,2,2,1.5,1,1,0,1,4715.3,12
*data,2801A00106.HDF,1-SD,1-AT,79722,17.39,1,0.824,31.90,1.16,30.74,2,2,1.5,1,2,2,1,4715.3,12
*data,2802A00020.HDF,1-SD,1-AT,63426,21.51,3,0.53,19.24,0.00,19.24,2,2,0,3,2,1,1,4715.3,12
*data,2802A00021.HDF,1-SD,1-AT,56762,19.25,3,0.53,25.39,0.14,25.25,2,2,4,3,1,0,1,4715.3,12
*data,2802A00028.HDF,1-SD,1-AT,81000,27.47,3,0.53,32.34,2.61,29.73,2,2,4,1,1,1,1,4715.3,12
*data,2802A00032.HDF,1-SD,1-AT,89533,19.53,1,0.824,34.28,3.92,30.36,2,2,6,1,2,2,1,4715.3,12
*data,2802A00048.HDF,1-SD,1-AT,52310,17.74,3,0.53,20.64,0.00,20.64,2,2,0,3,2,0,0,4715.3,12
*data,2802A00068.HDF,1-SD,1-AT,58915,19.98,3,0.53,32.59,2.44,30.15,2,2,4,2,1,0,1,4715.3,12
*data,2802A00073.HDF,1-SD,1-AT,85774,18.71,1,0.824,42.80,1.00,41.80,2,2,1.5,1,2,0,0.5,4715.3,12
*data,2802A00081.HDF,1-SD,1-AT,55170,18.71,3,0.53,22.08,1.31,20.77,2,2,6,3,1,0,0,4715.3,12
*data,2802A00085.HDF,1-SD,1-AT,61922,21.00,3,0.53,36.92,1.44,35.48,2,2,6,1,2,1,0,4715.3,12
*data,2802A00089.HDF,1-SD,1-AT,66316,22.49,3,0.53,23.09,1.88,21.21,2,2,6,1,2,1,0,4715.3,12
*data,2802A00095.HDF,1-SD,1-AT,67200,22.79,3,0.53,37.56,1.37,36.19,2,2,4,1,1,0,1,4715.3,12
*data,2802A00102.HDF,1-SD,1-AT,76813,26.05,3,0.53,26.45,1.74,24.71,2,2,4,1,2,3,1,4715.3,12
*data,2802A00156.HDF,1-SD,1-AT,62659,21.25,3,0.53,18.26,0.36,17.90,2,2,1.5,3,1,2,0,4715.3,12
*data,2802A00162.HDF,1-SD,1-AT,75138,16.39,1,0.824,38.12,5.12,33.00,2,2,6,2,1,0,1,4715.3,12
*data,2802A00166.HDF,1-SD,1-AT,68645,23.28,3,0.53,33.56,0.84,32.72,2,2,1.5,1,2,2,1,4715.3,12
*data,2802A00180.HDF,1-SD,1-AT,90496,19.74,1,0.824,30.15,1.89,28.26,2,2,4,1,1,0,0,4715.3,12
*data,2802A00184.HDF,1-SD,1-AT,100490,21.92,1,0.824,51.72,1.20,50.52,2,2,1.5,1,2,3,0,4715.3,12
*data,2802A00187.HDF,1-SD,1-AT,64252,21.79,3,0.53,46.63,8.53,38.10,2,2,6,1,3,0,1,4715.3,12
*data,2802A00199.HDF,1-SD,1-AT,60713,20.59,3,0.53,39.99,5.36,34.63,2,2,6,1,1,0,1,4715.3,12
*data,2802A00206.HDF,1-SD,1-AT,84539,28.67,3,0.53,37.79,1.69,36.10,2,2,6,1,2,1,1,4715.3,12
*data,2802A00214.HDF,1-SD,1-AT,86370,18.84,1,0.824,31.03,0.65,30.38,2,2,1.5,1,2,3,0,4715.3,12
*data,2802A00218.HDF,1-SD,1-AT,61922,21.00,3,0.53,23.28,0.89,22.39,2,2,4,3,1,0,1,4715.3,12
*data,2802A00240.HDF,1-SD,1-AT,76165,25.83,3,0.53,37.05,1.80,35.25,2,2,4,1,2,0,1,4715.3,12
*data,2802A00242.HDF,1-SD,1-AT,49774,16.88,3,0.53,21.66,0.37,21.29,2,2,6,3,2,0,1,4715.3,12
*data,2802A00261.HDF,1-SD,1-AT,64694,21.94,3,0.53,25.27,0,25.27,2,2,6,1,1,0,0,4715.3,12
*data,2802A00267.HDF,1-SD,1-AT,78406,26.59,3,0.53,50.37,0.76,49.61,2,2,1.5,1,2,2,0.5,4715.3,12
*data,2803A00025.HDF,1-SD,1-AT,67348,22.84,3,0.53,25.23,1.61,23.62,2,2,4,3,2,2,0,4715.3,12
*data,2803A00039.HDF,1-SD,1-AT,52929,17.95,3,0.53,20.53,0.41,20.12,2,2,1.5,3,2,0,1,4715.3,12
*data,2803A00040.HDF,1-SD,1-AT,63456,21.52,3,0.53,21.96,1.41,20.55,2,2,6,3,3,0,0.66,4715.3,12
*data,2803A00058.HDF,1-SD,1-AT,97739,21.32,1,0.824,38.94,0,38.94,2,2,1.5,1,1,1,1,4715.3,12
*data,2803A00073.HDF,1-SD,1-AT,100214,21.86,1,0.824,35.85,0.00,35.85,2,2,0,1,1,0,0,4715.3,12
*data,2804A00013.HDF,1-SD,1-AT,84123,18.35,1,0.824,36.73,0.61,36.12,2,2,6,1,1,0,0,4715.3,12
*data,2804A00014.HDF,1-SD,1-AT,94942,20.71,1,0.824,36.00,0.50,35.50,2,2,1.5,1,2,0,0.5,4715.3,12
*data,2901A00054.HDF,1-SD,1-AT,77534,18.84,1,0.824,23.96,0.08,23.88,2,2,4,3,1,0,1,4754.5,7.1
*data,2901A00060.HDF,1-SD,1-AT,98778,23.10,1,0.824,20.09,0.82,19.27,2,2,6,3,1,0,0,4750.7,8.9
*data,2901A00093.HDF,1-SD,1-AT,104675,25.01,1,0.824,18.45,0.52,17.93,2,2,1.5,2,1,2,0,4617.7,7.9
*data,2901A00105.HDF,1-SD,1-AT,91897,22.33,1,0.824,29.73,0,29.73,2,2,4,2,2,0,1,4754.5,7.1
*data,2901A00127.HDF,1-SD,1-AT,61627,20.90,3,0.53,20.09,0.00,20.09,2,2,0,3,1,0,0,4715.3,12
*data,2901A00132.HDF,1-SD,1-AT,58668,13.72,1,0.824,32.04,0.66,31.38,2,2,6,1,2,0,1,4750.7,8.9
*data,2901A00170.HDF,1-SD,1-AT,100574,23.52,1,0.824,27.10,2.29,24.81,2,2,4,3,2,2,0,4750.7,8.9
*data,2901A00178.HDF,1-SD,1-AT,83090,20.19,1,0.824,42.00,7.01,34.99,2,2,6,2,1,0,0,4754.5,7.1
*data,2901A00185.HDF,1-SD,1-AT,102926,24.07,1,0.824,27.00,0.85,26.15,2,2,1.5,1,1,2,1,4754.5,8.9
*data,2901A00186.HDF,1-SD,1-AT,93518,21.87,1,0.824,35.28,1.08,34.20,2,2,1.5,1,1,1,1,4754.5,8.9
*data,2901A00197.HDF,1-SD,1-AT,90311,21.12,1,0.824,30.46,4.17,26.29,2,2,6,1,2,3,1,4750.7,8.9
*data,2901A00208.HDF,1-SD,1-AT,80003,19.44,1,0.824,34.52,0.49,34.03,2,2,1.5,3,2,2,0.5,4754.5,7.1
*data,2901A00229.HDF,1-SD,1-AT,91081,21.30,1,0.824,29.07,0.72,28.35,2,2,6,1,1,0,0,4750.7,8.9
*data,2901A00234.HDF,1-SD,1-AT,92578,21.65,1,0.824,23.41,1.59,21.82,2,2,6,3,2,0,1,4750.7,8.9
*data,2901A00244.HDF,1-SD,1-AT,74105,17.33,1,0.824,21.85,0.00,21.85,2,2,0,3,2,0,0,4750.7,8.9
*data,2901A00255.HDF,1-SD,1-AT,98008,22.92,1,0.824,20.84,0.79,20.05,2,2,4,1,1,0,1,4750.7,8.9
*data,2901A00278.HDF,1-SD,1-AT,106347,24.87,1,0.824,26.41,1.44,24.97,2,2,4,1,2,1,0,4750.7,8.9
*data,2901A00282.HDF,1-SD,1-AT,96708,23.45,1,0.824,34.44,1.21,33.23,2,2,1.5,1,2,1,0.5,4750.7,7.2
*data,2901A00284.HDF,1-SD,1-AT,89409,21.68,1,0.824,24.87,2.58,22.29,2,2,6,3,2,0,0.5,4750.7,7.2
*data,2901A00349.HDF,1-SD,1-AT,74242,18.04,1,0.824,24.83,1.29,23.54,2,2,6,3,2,1,0.5,4754.5,7.1
*data,2901A00425.HDF,1-SD,1-AT,101087,23.64,1,0.824,49.07,5.96,43.11,2,2,6,1,2,0,1,4750.7,8.9
*data,2901A00446.HDF,1-SD,1-AT,104593,24.46,1,0.824,25.77,0.52,25.25,2,2,1.5,1,4,0,1,4750.7,8.9
*data,2901A00449.HDF,1-SD,1-AT,83469,19.52,1,0.824,22.03,0.79,21.24,2,2,4,3,1,0,1,4750.7,8.9
*data,2901A00456.HDF,1-SD,1-AT,95025,23.09,1,0.824,40.21,2.66,37.55,2,2,4,1,1,0,1,4754.5,7.1
*data,2901A00459.HDF,1-SD,1-AT,74983,18.22,1,0.824,36.84,2.07,34.77,2,2,6,1,3,0,0.33,4754.5,7.1
*data,2901A00467.HDF,1-SD,1-AT,76670,17.93,1,0.824,25.76,2.31,23.45,2,2,6,1,2,0,1,4750.7,8.9
*data,2901A00480.HDF,1-SD,1-AT,70644,17.13,1,0.824,22.41,0.70,21.71,2,2,4,3,1,1,0,4750.7,7.2
