Filename,hse_type,region,HOT2XP_CITY
2213A02257.HDF,2-DR,5-BC,VANCOUVER
2213A02260.HDF,1-SD,5-BC,VANCOUVER
2213A02263.HDF,1-SD,5-BC,VANCOUVER
2213A02265.HDF,1-SD,5-BC,VANCOUVER
2213A02266.HDF,1-SD,5-BC,VANCOUVER
2213A02267.HDF,2-DR,5-BC,VANCOUVER
2213A02306.HDF,1-SD,5-BC,VANCOUVER
2213A02318.HDF,1-SD,5-BC,VANCOUVER
2213A02327.HDF,1-SD,5-BC,VANCOUVER
2213A02329.HDF,1-SD,5-BC,VANCOUVER
2213A02336.HDF,1-SD,5-BC,VANCOUVER
2213A02343.HDF,1-SD,5-BC,VANCOUVER
2213A02346.HDF,1-SD,5-BC,VANCOUVER
2213A02348.HDF,1-SD,5-BC,VANCOUVER
2213A02354.HDF,1-SD,5-BC,VANCOUVER
2213A02359.HDF,1-SD,5-BC,VANCOUVER
2213A02362.HDF,1-SD,5-BC,VANCOUVER
2213A02369.HDF,1-SD,5-BC,ABBOTSFORD
2213A02376.HDF,2-DR,5-BC,VANCOUVER
2213A02377.HDF,2-DR,5-BC,VANCOUVER
2213A02383.HDF,1-SD,5-BC,VANCOUVER
2213A02384.HDF,1-SD,5-BC,VANCOUVER
2213A02386.HDF,2-DR,5-BC,VANCOUVER
2213A02387.HDF,1-SD,5-BC,VANCOUVER
2214A00004.HDF,1-SD,5-BC,VANCOUVER
2214A00009.HDF,2-DR,5-BC,VANCOUVER
2214A00022.HDF,1-SD,5-BC,VANCOUVER
2214A00026.HDF,1-SD,5-BC,VANCOUVER
2214A00028.HDF,1-SD,5-BC,VANCOUVER
2214A00031.HDF,2-DR,5-BC,VANCOUVER
2214A00033.HDF,1-SD,5-BC,VANCOUVER
2214A00036.HDF,1-SD,5-BC,VANCOUVER
2214A00038.HDF,2-DR,5-BC,VANCOUVER
2214A00043.HDF,1-SD,5-BC,VANCOUVER
2214A00045.HDF,2-DR,5-BC,VANCOUVER
2214A00046.HDF,1-SD,5-BC,VANCOUVER
2214A00047.HDF,2-DR,5-BC,VANCOUVER
2214A00051.HDF,1-SD,5-BC,VANCOUVER
2214A00055.HDF,1-SD,5-BC,VANCOUVER
2214A00058.HDF,1-SD,5-BC,VANCOUVER
2214A00069.HDF,1-SD,5-BC,VANCOUVER
2214A00070.HDF,1-SD,5-BC,VANCOUVER
2214A00072.HDF,1-SD,5-BC,VANCOUVER
2214A00073.HDF,1-SD,5-BC,VANCOUVER
2214A00115.HDF,2-DR,5-BC,VANCOUVER
2214A00119.HDF,1-SD,5-BC,VANCOUVER
2214A00120.HDF,1-SD,5-BC,VANCOUVER
2214A00122.HDF,1-SD,5-BC,VANCOUVER
2214A00124.HDF,1-SD,5-BC,VANCOUVER
2214A00136.HDF,1-SD,5-BC,VANCOUVER
2214A00139.HDF,1-SD,5-BC,VANCOUVER
2214A00140.HDF,1-SD,5-BC,VANCOUVER
2214A00141.HDF,1-SD,5-BC,VANCOUVER
2214A00159.HDF,1-SD,5-BC,VANCOUVER
2214A00164.HDF,1-SD,5-BC,VANCOUVER
2214A00166.HDF,1-SD,5-BC,VANCOUVER
2214A00170.HDF,1-SD,5-BC,VANCOUVER
2214A00204.HDF,2-DR,5-BC,VANCOUVER
2214A00225.HDF,1-SD,5-BC,VANCOUVER
2214A00226.HDF,1-SD,5-BC,VANCOUVER
2214A00249.HDF,2-DR,5-BC,VANCOUVER
2214A00258.HDF,1-SD,5-BC,VANCOUVER
2214A00293.HDF,1-SD,5-BC,VANCOUVER
2214A00294.HDF,1-SD,5-BC,VANCOUVER
2214A00344.HDF,1-SD,5-BC,VANCOUVER
2214A00345.HDF,1-SD,5-BC,VANCOUVER
2214A00346.HDF,1-SD,5-BC,VANCOUVER
2215A00056.HDF,1-SD,5-BC,VANCOUVER
2215A00130.HDF,1-SD,5-BC,ABBOTSFORD
2215A00133.HDF,1-SD,5-BC,ABBOTSFORD
2215A00143.HDF,1-SD,5-BC,VANCOUVER
2215A00160.HDF,1-SD,5-BC,VANCOUVER
2215A00191.HDF,1-SD,5-BC,VANCOUVER
2215A00194.HDF,1-SD,5-BC,VANCOUVER
2215A00203.HDF,1-SD,5-BC,VANCOUVER
2215A00204.HDF,2-DR,5-BC,VANCOUVER
2215A00206.HDF,1-SD,5-BC,VANCOUVER
2215A00207.HDF,1-SD,5-BC,ABBOTSFORD
2215A00211.HDF,1-SD,5-BC,VANCOUVER
2215A00223.HDF,1-SD,5-BC,VANCOUVER
2215A00225.HDF,1-SD,5-BC,VANCOUVER
2215A00226.HDF,1-SD,5-BC,VANCOUVER
2215A00228.HDF,1-SD,5-BC,VANCOUVER
2215A00237.HDF,1-SD,5-BC,VANCOUVER
2215A00239.HDF,1-SD,5-BC,VANCOUVER
2215A00243.HDF,1-SD,5-BC,ABBOTSFORD
2215A00246.HDF,2-DR,5-BC,VANCOUVER
2215A00247.HDF,1-SD,5-BC,VANCOUVER
2215A00266.HDF,2-DR,5-BC,VANCOUVER
2215A00268.HDF,2-DR,5-BC,VANCOUVER
2215A00272.HDF,1-SD,5-BC,VANCOUVER
2215A00279.HDF,1-SD,5-BC,VANCOUVER
2215A00283.HDF,1-SD,5-BC,VANCOUVER
2215A00298.HDF,1-SD,5-BC,ABBOTSFORD
2215A00302.HDF,1-SD,5-BC,VANCOUVER
2215A00303.HDF,2-DR,5-BC,VANCOUVER
2215A00307.HDF,1-SD,5-BC,VANCOUVER
2215A00317.HDF,1-SD,5-BC,VANCOUVER
2215A00329.HDF,1-SD,5-BC,VANCOUVER
2215A00336.HDF,1-SD,5-BC,VANCOUVER
2215A00338.HDF,1-SD,5-BC,VANCOUVER
2215A00340.HDF,1-SD,5-BC,VANCOUVER
2215A00356.HDF,1-SD,5-BC,VANCOUVER
2216A00026.HDF,1-SD,5-BC,VANCOUVER
2216A00032.HDF,1-SD,5-BC,VANCOUVER
2216A00036.HDF,1-SD,5-BC,VICTORIA
2216A00045.HDF,1-SD,5-BC,VANCOUVER
2216A00051.HDF,2-DR,5-BC,VANCOUVER
2216A00054.HDF,1-SD,5-BC,ABBOTSFORD
2216A00057.HDF,1-SD,5-BC,VANCOUVER
2216A00063.HDF,2-DR,5-BC,ABBOTSFORD
2216A00080.HDF,1-SD,5-BC,VANCOUVER
2216A00089.HDF,1-SD,5-BC,VANCOUVER
2216A00090.HDF,2-DR,5-BC,VANCOUVER
2216A00100.HDF,1-SD,5-BC,VANCOUVER
2216A00107.HDF,1-SD,5-BC,VANCOUVER
2216A00111.HDF,1-SD,5-BC,VANCOUVER
2216A00113.HDF,1-SD,5-BC,VANCOUVER
2216A00114.HDF,1-SD,5-BC,VANCOUVER
2216A00115.HDF,1-SD,5-BC,VANCOUVER
2216A00116.HDF,1-SD,5-BC,VANCOUVER
2216A00118.HDF,1-SD,5-BC,VANCOUVER
2216A00124.HDF,2-DR,5-BC,VANCOUVER
2216A00134.HDF,1-SD,5-BC,VANCOUVER
2216A00135.HDF,1-SD,5-BC,VANCOUVER
2216A00140.HDF,1-SD,5-BC,VANCOUVER
2216A00141.HDF,1-SD,5-BC,VANCOUVER
2216A00142.HDF,1-SD,5-BC,VANCOUVER
2216A00149.HDF,1-SD,5-BC,VANCOUVER
2216A00151.HDF,1-SD,5-BC,VANCOUVER
2216A00155.HDF,2-DR,5-BC,VANCOUVER
2216A00158.HDF,2-DR,5-BC,VANCOUVER
2216A00161.HDF,1-SD,5-BC,VANCOUVER
2216A00162.HDF,2-DR,5-BC,VANCOUVER
2217A00008.HDF,1-SD,5-BC,VANCOUVER
2217A00116.HDF,2-DR,5-BC,VANCOUVER
2217A00129.HDF,2-DR,5-BC,VANCOUVER
2217A00139.HDF,1-SD,5-BC,VANCOUVER
2217A00143.HDF,1-SD,5-BC,VANCOUVER
2217A00158.HDF,1-SD,5-BC,VANCOUVER
2217A00170.HDF,1-SD,5-BC,VANCOUVER
2217A00174.HDF,1-SD,5-BC,VANCOUVER
2217A00175.HDF,2-DR,5-BC,VANCOUVER
2217A00176.HDF,2-DR,5-BC,VANCOUVER
2219A00035.HDF,2-DR,5-BC,KAMLOOPS
2219A00093.HDF,2-DR,5-BC,KAMLOOPS
2219A00094.HDF,1-SD,5-BC,KAMLOOPS
2219A00098.HDF,1-SD,5-BC,KAMLOOPS
2219A00102.HDF,1-SD,5-BC,KAMLOOPS
2219A00104.HDF,1-SD,5-BC,KAMLOOPS
2219A00118.HDF,1-SD,5-BC,KAMLOOPS
2219A00122.HDF,1-SD,5-BC,KAMLOOPS
2219A00125.HDF,1-SD,5-BC,KAMLOOPS
2219A00143.HDF,1-SD,5-BC,KAMLOOPS
2219A00145.HDF,2-DR,5-BC,KAMLOOPS
2219A00146.HDF,1-SD,5-BC,KAMLOOPS
2219A00154.HDF,1-SD,5-BC,KAMLOOPS
2220A00039.HDF,1-SD,5-BC,SUMMERLAND
2220A00041.HDF,1-SD,5-BC,SUMMERLAND
2220A00301.HDF,1-SD,5-BC,SUMMERLAND
2220A00302.HDF,1-SD,5-BC,SUMMERLAND
2220A00304.HDF,1-SD,5-BC,SUMMERLAND
2220A00305.HDF,1-SD,5-BC,SUMMERLAND
2220A00306.HDF,1-SD,5-BC,SUMMERLAND
2220A00307.HDF,1-SD,5-BC,SUMMERLAND
2220A00309.HDF,1-SD,5-BC,SUMMERLAND
2220A00311.HDF,2-DR,5-BC,SUMMERLAND
2220A00312.HDF,1-SD,5-BC,SUMMERLAND
2220A00313.HDF,1-SD,5-BC,SUMMERLAND
2220A00314.HDF,1-SD,5-BC,SUMMERLAND
2220A00316.HDF,1-SD,5-BC,SUMMERLAND
2220A00317.HDF,1-SD,5-BC,SUMMERLAND
2220A00319.HDF,2-DR,5-BC,SUMMERLAND
2220A00322.HDF,2-DR,5-BC,SUMMERLAND
2220A00327.HDF,2-DR,5-BC,SUMMERLAND
2220A00328.HDF,1-SD,5-BC,SUMMERLAND
2220A00331.HDF,1-SD,5-BC,SUMMERLAND
2220A00332.HDF,2-DR,5-BC,SUMMERLAND
2220A00333.HDF,1-SD,5-BC,SUMMERLAND
2220A00334.HDF,1-SD,5-BC,SUMMERLAND
2220A00335.HDF,2-DR,5-BC,SUMMERLAND
2220A00336.HDF,2-DR,5-BC,SUMMERLAND
2220A00337.HDF,1-SD,5-BC,SUMMERLAND
2220A00338.HDF,2-DR,5-BC,SUMMERLAND
2220A00339.HDF,1-SD,5-BC,SUMMERLAND
2220A00340.HDF,1-SD,5-BC,SUMMERLAND
2220A00343.HDF,1-SD,5-BC,SUMMERLAND
2220A00344.HDF,2-DR,5-BC,SUMMERLAND
2220A00345.HDF,1-SD,5-BC,SUMMERLAND
2220A00346.HDF,1-SD,5-BC,SUMMERLAND
2220A00348.HDF,2-DR,5-BC,SUMMERLAND
2220A00349.HDF,1-SD,5-BC,SUMMERLAND
2220A00350.HDF,2-DR,5-BC,SUMMERLAND
2220A00352.HDF,1-SD,5-BC,SUMMERLAND
2220A00353.HDF,1-SD,5-BC,SUMMERLAND
2220A00359.HDF,2-DR,5-BC,SUMMERLAND
2220A00360.HDF,1-SD,5-BC,SUMMERLAND
2220A00362.HDF,1-SD,5-BC,SUMMERLAND
2220A00364.HDF,1-SD,5-BC,SUMMERLAND
2220A00365.HDF,2-DR,5-BC,SUMMERLAND
2220A00368.HDF,1-SD,5-BC,SUMMERLAND
2220A00369.HDF,1-SD,5-BC,SUMMERLAND
2220A00371.HDF,1-SD,5-BC,SUMMERLAND
2220A00375.HDF,1-SD,5-BC,SUMMERLAND
2220A00376.HDF,1-SD,5-BC,SUMMERLAND
2220A00377.HDF,1-SD,5-BC,SUMMERLAND
2220A00379.HDF,1-SD,5-BC,SUMMERLAND
2220A00381.HDF,2-DR,5-BC,SUMMERLAND
2220A00385.HDF,1-SD,5-BC,SUMMERLAND
2220A00386.HDF,2-DR,5-BC,SUMMERLAND
2220A00389.HDF,2-DR,5-BC,SUMMERLAND
2220A00390.HDF,2-DR,5-BC,SUMMERLAND
2220A00394.HDF,1-SD,5-BC,SUMMERLAND
2220A00395.HDF,1-SD,5-BC,SUMMERLAND
2220A00398.HDF,1-SD,5-BC,SUMMERLAND
2220A00399.HDF,1-SD,5-BC,SUMMERLAND
2220A00405.HDF,1-SD,5-BC,SUMMERLAND
2220A00406.HDF,1-SD,5-BC,SUMMERLAND
2220A00408.HDF,2-DR,5-BC,SUMMERLAND
2220A00409.HDF,2-DR,5-BC,SUMMERLAND
2220A00410.HDF,2-DR,5-BC,SUMMERLAND
2220A00411.HDF,2-DR,5-BC,SUMMERLAND
2220A00412.HDF,2-DR,5-BC,SUMMERLAND
2220A00413.HDF,2-DR,5-BC,SUMMERLAND
2220A00415.HDF,1-SD,5-BC,SUMMERLAND
2220A00417.HDF,2-DR,5-BC,SUMMERLAND
2220A00419.HDF,2-DR,5-BC,SUMMERLAND
2220A00420.HDF,2-DR,5-BC,SUMMERLAND
2220A00421.HDF,1-SD,5-BC,SUMMERLAND
2220A00422.HDF,1-SD,5-BC,SUMMERLAND
2220A00496.HDF,2-DR,5-BC,SUMMERLAND
2220A00497.HDF,1-SD,5-BC,SUMMERLAND
2220A00500.HDF,1-SD,5-BC,SUMMERLAND
2220A00502.HDF,1-SD,5-BC,SUMMERLAND
2220A00508.HDF,1-SD,5-BC,SUMMERLAND
2220A00509.HDF,1-SD,5-BC,SUMMERLAND
2220A00510.HDF,1-SD,5-BC,SUMMERLAND
2220A00511.HDF,1-SD,5-BC,SUMMERLAND
2220A00513.HDF,1-SD,5-BC,SUMMERLAND
2220A00514.HDF,1-SD,5-BC,SUMMERLAND
2220A00516.HDF,2-DR,5-BC,SUMMERLAND
2220A00522.HDF,1-SD,5-BC,SUMMERLAND
2220A00525.HDF,2-DR,5-BC,SUMMERLAND
2220A00526.HDF,2-DR,5-BC,SUMMERLAND
2220A00528.HDF,2-DR,5-BC,SUMMERLAND
2220A00529.HDF,1-SD,5-BC,SUMMERLAND
2220A00533.HDF,1-SD,5-BC,SUMMERLAND
2220A00534.HDF,1-SD,5-BC,SUMMERLAND
2220A00535.HDF,1-SD,5-BC,SUMMERLAND
2220A00544.HDF,1-SD,5-BC,SUMMERLAND
2220A00548.HDF,1-SD,5-BC,SUMMERLAND
2220A00564.HDF,1-SD,5-BC,SUMMERLAND
2220A00569.HDF,1-SD,5-BC,SUMMERLAND
2220A00572.HDF,1-SD,5-BC,SUMMERLAND
2220A00575.HDF,1-SD,5-BC,SUMMERLAND
2220A00577.HDF,1-SD,5-BC,SUMMERLAND
2220A00665.HDF,1-SD,5-BC,SUMMERLAND
2220A00666.HDF,2-DR,5-BC,SUMMERLAND
2220A00722.HDF,1-SD,5-BC,SUMMERLAND
2220A00723.HDF,1-SD,5-BC,SUMMERLAND
2220A00724.HDF,1-SD,5-BC,SUMMERLAND
2220A00725.HDF,1-SD,5-BC,SUMMERLAND
2220A00732.HDF,1-SD,5-BC,SUMMERLAND
2220A00733.HDF,1-SD,5-BC,SUMMERLAND
2220A00738.HDF,1-SD,5-BC,SUMMERLAND
2220A00740.HDF,1-SD,5-BC,SUMMERLAND
2220A00741.HDF,1-SD,5-BC,SUMMERLAND
2220A00749.HDF,1-SD,5-BC,SUMMERLAND
2220A00750.HDF,1-SD,5-BC,SUMMERLAND
2220A00751.HDF,1-SD,5-BC,SUMMERLAND
2220A00752.HDF,1-SD,5-BC,SUMMERLAND
2220A00756.HDF,1-SD,5-BC,SUMMERLAND
2220A00760.HDF,1-SD,5-BC,SUMMERLAND
2220A00766.HDF,1-SD,5-BC,SUMMERLAND
2220A00768.HDF,1-SD,5-BC,SUMMERLAND
2220A00770.HDF,1-SD,5-BC,SUMMERLAND
2220A00773.HDF,1-SD,5-BC,SUMMERLAND
2220A00775.HDF,1-SD,5-BC,SUMMERLAND
2220A00782.HDF,1-SD,5-BC,SUMMERLAND
2220A00784.HDF,1-SD,5-BC,SUMMERLAND
2220A00787.HDF,1-SD,5-BC,SUMMERLAND
2220A00788.HDF,1-SD,5-BC,SUMMERLAND
2220A00790.HDF,1-SD,5-BC,SUMMERLAND
2220A00792.HDF,1-SD,5-BC,SUMMERLAND
2220A00797.HDF,1-SD,5-BC,SUMMERLAND
2220A00800.HDF,1-SD,5-BC,SUMMERLAND
2220A00806.HDF,1-SD,5-BC,SUMMERLAND
2220A00807.HDF,1-SD,5-BC,SUMMERLAND
2220A00810.HDF,1-SD,5-BC,SUMMERLAND
2220A00817.HDF,1-SD,5-BC,SUMMERLAND
2220A00819.HDF,1-SD,5-BC,SUMMERLAND
2220A00820.HDF,1-SD,5-BC,SUMMERLAND
2220A00823.HDF,1-SD,5-BC,SUMMERLAND
2220A00824.HDF,1-SD,5-BC,SUMMERLAND
2220A00826.HDF,2-DR,5-BC,SUMMERLAND
2220A00828.HDF,1-SD,5-BC,SUMMERLAND
2220A00830.HDF,2-DR,5-BC,SUMMERLAND
2220A00834.HDF,1-SD,5-BC,SUMMERLAND
2220A00835.HDF,1-SD,5-BC,SUMMERLAND
2220A00843.HDF,1-SD,5-BC,SUMMERLAND
2220A00846.HDF,1-SD,5-BC,SUMMERLAND
2220A00847.HDF,1-SD,5-BC,SUMMERLAND
2220A00848.HDF,1-SD,5-BC,SUMMERLAND
2220A00851.HDF,1-SD,5-BC,SUMMERLAND
2220A00852.HDF,1-SD,5-BC,SUMMERLAND
2220A00855.HDF,1-SD,5-BC,SUMMERLAND
2220A00856.HDF,2-DR,5-BC,SUMMERLAND
2220A00857.HDF,2-DR,5-BC,SUMMERLAND
2220A00858.HDF,1-SD,5-BC,SUMMERLAND
2220A00866.HDF,2-DR,5-BC,SUMMERLAND
2220A00867.HDF,1-SD,5-BC,SUMMERLAND
2220A00870.HDF,1-SD,5-BC,SUMMERLAND
2220A00872.HDF,1-SD,5-BC,SUMMERLAND
2220A00879.HDF,2-DR,5-BC,SUMMERLAND
2220A00880.HDF,1-SD,5-BC,SUMMERLAND
2220A00881.HDF,1-SD,5-BC,SUMMERLAND
2220A00883.HDF,1-SD,5-BC,SUMMERLAND
2220A00884.HDF,1-SD,5-BC,SUMMERLAND
2220A00888.HDF,1-SD,5-BC,SUMMERLAND
2220A00895.HDF,1-SD,5-BC,SUMMERLAND
2220A00896.HDF,1-SD,5-BC,SUMMERLAND
2220A00899.HDF,2-DR,5-BC,SUMMERLAND
2220A00901.HDF,1-SD,5-BC,SUMMERLAND
2220A00902.HDF,1-SD,5-BC,SUMMERLAND
2220A00908.HDF,1-SD,5-BC,SUMMERLAND
2220A00909.HDF,1-SD,5-BC,SUMMERLAND
2220A00911.HDF,1-SD,5-BC,SUMMERLAND
2220A00915.HDF,1-SD,5-BC,SUMMERLAND
2220A00919.HDF,1-SD,5-BC,SUMMERLAND
2220A00920.HDF,1-SD,5-BC,SUMMERLAND
2220A00922.HDF,1-SD,5-BC,SUMMERLAND
2220A00925.HDF,1-SD,5-BC,SUMMERLAND
2220A00927.HDF,1-SD,5-BC,SUMMERLAND
2220A00929.HDF,1-SD,5-BC,SUMMERLAND
2220A00931.HDF,1-SD,5-BC,SUMMERLAND
2220A00932.HDF,1-SD,5-BC,SUMMERLAND
2220A00936.HDF,1-SD,5-BC,SUMMERLAND
2220A00943.HDF,1-SD,5-BC,SUMMERLAND
2220A00944.HDF,1-SD,5-BC,SUMMERLAND
2220A00946.HDF,1-SD,5-BC,SUMMERLAND
2220A00949.HDF,1-SD,5-BC,SUMMERLAND
2220A00951.HDF,1-SD,5-BC,SUMMERLAND
2220A00957.HDF,1-SD,5-BC,SUMMERLAND
2220A00958.HDF,1-SD,5-BC,SUMMERLAND
2220A00962.HDF,2-DR,5-BC,SUMMERLAND
2220A00963.HDF,1-SD,5-BC,SUMMERLAND
2220A00964.HDF,2-DR,5-BC,SUMMERLAND
2220A00968.HDF,1-SD,5-BC,SUMMERLAND
2220A00971.HDF,1-SD,5-BC,SUMMERLAND
2220A00975.HDF,1-SD,5-BC,SUMMERLAND
2220A00980.HDF,1-SD,5-BC,SUMMERLAND
2220A00989.HDF,1-SD,5-BC,SUMMERLAND
2220A00995.HDF,1-SD,5-BC,SUMMERLAND
2220A00997.HDF,1-SD,5-BC,SUMMERLAND
2220A00999.HDF,1-SD,5-BC,SUMMERLAND
2220A01002.HDF,1-SD,5-BC,SUMMERLAND
2220A01003.HDF,1-SD,5-BC,SUMMERLAND
2220A01005.HDF,1-SD,5-BC,SUMMERLAND
2220A01007.HDF,1-SD,5-BC,SUMMERLAND
2220A01009.HDF,1-SD,5-BC,SUMMERLAND
2220A01018.HDF,1-SD,5-BC,SUMMERLAND
2220A01026.HDF,1-SD,5-BC,SUMMERLAND
2220A01028.HDF,1-SD,5-BC,SUMMERLAND
2220A01029.HDF,1-SD,5-BC,SUMMERLAND
2220A01032.HDF,1-SD,5-BC,SUMMERLAND
2220A01034.HDF,1-SD,5-BC,SUMMERLAND
2220A01035.HDF,1-SD,5-BC,SUMMERLAND
2220A01037.HDF,1-SD,5-BC,SUMMERLAND
2220A01042.HDF,1-SD,5-BC,SUMMERLAND
2220A01047.HDF,1-SD,5-BC,SUMMERLAND
2220A01049.HDF,1-SD,5-BC,SUMMERLAND
2220A01050.HDF,1-SD,5-BC,SUMMERLAND
2220A01052.HDF,1-SD,5-BC,SUMMERLAND
2220A01053.HDF,1-SD,5-BC,SUMMERLAND
2220A01057.HDF,1-SD,5-BC,SUMMERLAND
2220A01064.HDF,2-DR,5-BC,SUMMERLAND
2220A01067.HDF,1-SD,5-BC,SUMMERLAND
2220A01069.HDF,1-SD,5-BC,SUMMERLAND
2220A01072.HDF,1-SD,5-BC,SUMMERLAND
2220A01073.HDF,1-SD,5-BC,SUMMERLAND
2220A01076.HDF,1-SD,5-BC,SUMMERLAND
2220A01078.HDF,1-SD,5-BC,SUMMERLAND
2220A01080.HDF,1-SD,5-BC,SUMMERLAND
2220A01082.HDF,1-SD,5-BC,SUMMERLAND
2220A01086.HDF,1-SD,5-BC,SUMMERLAND
2220A01088.HDF,1-SD,5-BC,SUMMERLAND
2220A01090.HDF,1-SD,5-BC,SUMMERLAND
2220A01091.HDF,1-SD,5-BC,SUMMERLAND
2220A01097.HDF,1-SD,5-BC,SUMMERLAND
2220A01100.HDF,1-SD,5-BC,SUMMERLAND
2220A01102.HDF,1-SD,5-BC,SUMMERLAND
2220A01104.HDF,1-SD,5-BC,SUMMERLAND
2220A01110.HDF,1-SD,5-BC,SUMMERLAND
2220A01115.HDF,1-SD,5-BC,SUMMERLAND
2220A01121.HDF,1-SD,5-BC,SUMMERLAND
2220A01123.HDF,1-SD,5-BC,SUMMERLAND
2220A01125.HDF,1-SD,5-BC,SUMMERLAND
2220A01127.HDF,1-SD,5-BC,SUMMERLAND
2220A01135.HDF,1-SD,5-BC,SUMMERLAND
2220A01147.HDF,1-SD,5-BC,SUMMERLAND
2220A01149.HDF,1-SD,5-BC,SUMMERLAND
2221A00111.HDF,1-SD,5-BC,SUMMERLAND
2221A00113.HDF,1-SD,5-BC,SUMMERLAND
2221A00114.HDF,1-SD,5-BC,SUMMERLAND
2221A00119.HDF,1-SD,5-BC,SUMMERLAND
2221A00120.HDF,2-DR,5-BC,SUMMERLAND
2221A00125.HDF,1-SD,5-BC,SUMMERLAND
2221A00126.HDF,1-SD,5-BC,SUMMERLAND
2221A00128.HDF,1-SD,5-BC,SUMMERLAND
2221A00131.HDF,1-SD,5-BC,SUMMERLAND
2221A00132.HDF,1-SD,5-BC,SUMMERLAND
2221A00134.HDF,1-SD,5-BC,SUMMERLAND
2221A00135.HDF,1-SD,5-BC,SUMMERLAND
2221A00136.HDF,1-SD,5-BC,SUMMERLAND
2221A00141.HDF,1-SD,5-BC,SUMMERLAND
2221A00142.HDF,1-SD,5-BC,SUMMERLAND
2221A00146.HDF,2-DR,5-BC,SUMMERLAND
2221A00147.HDF,1-SD,5-BC,SUMMERLAND
2221A00150.HDF,1-SD,5-BC,SUMMERLAND
2221A00157.HDF,1-SD,5-BC,SUMMERLAND
2221A00159.HDF,1-SD,5-BC,SUMMERLAND
2221A00167.HDF,1-SD,5-BC,SUMMERLAND
2221A00172.HDF,1-SD,5-BC,SUMMERLAND
2221A00175.HDF,2-DR,5-BC,SUMMERLAND
2221A00176.HDF,1-SD,5-BC,SUMMERLAND
2221A00179.HDF,1-SD,5-BC,SUMMERLAND
2221A00180.HDF,1-SD,5-BC,SUMMERLAND
2221A00181.HDF,1-SD,5-BC,SUMMERLAND
2221A00182.HDF,2-DR,5-BC,SUMMERLAND
2221A00185.HDF,1-SD,5-BC,SUMMERLAND
2221A00186.HDF,1-SD,5-BC,SUMMERLAND
2221A00188.HDF,1-SD,5-BC,SUMMERLAND
2221A00191.HDF,1-SD,5-BC,SUMMERLAND
2221A00209.HDF,1-SD,5-BC,SUMMERLAND
2221A00211.HDF,1-SD,5-BC,SUMMERLAND
2221A00214.HDF,2-DR,5-BC,SUMMERLAND
2221A00215.HDF,1-SD,5-BC,SUMMERLAND
2221A00217.HDF,2-DR,5-BC,SUMMERLAND
2221A00219.HDF,1-SD,5-BC,SUMMERLAND
2221A00221.HDF,1-SD,5-BC,SUMMERLAND
2221A00223.HDF,1-SD,5-BC,SUMMERLAND
2221A00225.HDF,1-SD,5-BC,SUMMERLAND
2221A00228.HDF,1-SD,5-BC,SUMMERLAND
2221A00233.HDF,1-SD,5-BC,SUMMERLAND
2221A00234.HDF,1-SD,5-BC,SUMMERLAND
2221A00237.HDF,2-DR,5-BC,SUMMERLAND
2221A00250.HDF,1-SD,5-BC,SUMMERLAND
2221A00251.HDF,1-SD,5-BC,SUMMERLAND
2221A00252.HDF,1-SD,5-BC,SUMMERLAND
2221A00256.HDF,1-SD,5-BC,SUMMERLAND
2221A00266.HDF,1-SD,5-BC,SUMMERLAND
2221A00268.HDF,1-SD,5-BC,SUMMERLAND
2221A00269.HDF,2-DR,5-BC,SUMMERLAND
2221A00272.HDF,1-SD,5-BC,SUMMERLAND
2221A00273.HDF,1-SD,5-BC,SUMMERLAND
2221A00274.HDF,1-SD,5-BC,SUMMERLAND
2221A00276.HDF,1-SD,5-BC,SUMMERLAND
2221A00277.HDF,1-SD,5-BC,SUMMERLAND
2221A00278.HDF,2-DR,5-BC,SUMMERLAND
2221A00281.HDF,1-SD,5-BC,SUMMERLAND
2221A00284.HDF,1-SD,5-BC,SUMMERLAND
2221A00285.HDF,1-SD,5-BC,SUMMERLAND
2221A00286.HDF,1-SD,5-BC,SUMMERLAND
2221A00289.HDF,1-SD,5-BC,SUMMERLAND
2221A00290.HDF,1-SD,5-BC,SUMMERLAND
2221A00292.HDF,1-SD,5-BC,SUMMERLAND
2221A00294.HDF,2-DR,5-BC,SUMMERLAND
2221A00297.HDF,1-SD,5-BC,SUMMERLAND
2221A00298.HDF,1-SD,5-BC,SUMMERLAND
2221A00299.HDF,1-SD,5-BC,SUMMERLAND
2221A00300.HDF,1-SD,5-BC,SUMMERLAND
2221A00305.HDF,1-SD,5-BC,SUMMERLAND
2221A00307.HDF,1-SD,5-BC,SUMMERLAND
2221A00308.HDF,1-SD,5-BC,SUMMERLAND
2221A00326.HDF,1-SD,5-BC,SUMMERLAND
2221A00330.HDF,1-SD,5-BC,SUMMERLAND
2221A00333.HDF,2-DR,5-BC,SUMMERLAND
2221A00337.HDF,1-SD,5-BC,SUMMERLAND
2221A00345.HDF,1-SD,5-BC,SUMMERLAND
2221A00347.HDF,1-SD,5-BC,SUMMERLAND
2221A00348.HDF,1-SD,5-BC,SUMMERLAND
2221A00352.HDF,1-SD,5-BC,SUMMERLAND
2221A00353.HDF,1-SD,5-BC,SUMMERLAND
2221A00354.HDF,1-SD,5-BC,SUMMERLAND
2221A00355.HDF,1-SD,5-BC,SUMMERLAND
2221A00357.HDF,1-SD,5-BC,SUMMERLAND
