Filename,hse_type,region,HOT2XP_CITY
2221A00360.HDF,1-SD,5-BC,SUMMERLAND
2221A00363.HDF,1-SD,5-BC,SUMMERLAND
2221A00366.HDF,2-DR,5-BC,SUMMERLAND
2221A00372.HDF,1-SD,5-BC,SUMMERLAND
2221A00373.HDF,1-SD,5-BC,SUMMERLAND
2221A00376.HDF,1-SD,5-BC,SUMMERLAND
2221A00377.HDF,1-SD,5-BC,SUMMERLAND
2221A00380.HDF,1-SD,5-BC,SUMMERLAND
2221A00381.HDF,1-SD,5-BC,SUMMERLAND
2221A00382.HDF,2-DR,5-BC,SUMMERLAND
2221A00383.HDF,1-SD,5-BC,SUMMERLAND
2221A00385.HDF,1-SD,5-BC,SUMMERLAND
2221A00386.HDF,1-SD,5-BC,SUMMERLAND
2221A00393.HDF,1-SD,5-BC,SUMMERLAND
2221A00395.HDF,1-SD,5-BC,SUMMERLAND
2221A00397.HDF,1-SD,5-BC,SUMMERLAND
2221A00398.HDF,1-SD,5-BC,SUMMERLAND
2221A00401.HDF,1-SD,5-BC,SUMMERLAND
2221A00402.HDF,1-SD,5-BC,SUMMERLAND
2221A00403.HDF,1-SD,5-BC,SUMMERLAND
2221A00405.HDF,1-SD,5-BC,SUMMERLAND
2221A00407.HDF,2-DR,5-BC,SUMMERLAND
2221A00410.HDF,1-SD,5-BC,SUMMERLAND
2221A00411.HDF,1-SD,5-BC,SUMMERLAND
2221A00412.HDF,1-SD,5-BC,SUMMERLAND
2221A00414.HDF,1-SD,5-BC,SUMMERLAND
2221A00415.HDF,1-SD,5-BC,SUMMERLAND
2221A00416.HDF,1-SD,5-BC,SUMMERLAND
2221A00419.HDF,1-SD,5-BC,SUMMERLAND
2221A00420.HDF,1-SD,5-BC,SUMMERLAND
2222A00102.HDF,1-SD,5-BC,VANCOUVER
2222A00103.HDF,1-SD,5-BC,VANCOUVER
2222A00107.HDF,1-SD,5-BC,VANCOUVER
2222A00114.HDF,1-SD,5-BC,VANCOUVER
2223A00007.HDF,1-SD,5-BC,CASTLEGAR
2223A00010.HDF,1-SD,5-BC,CASTLEGAR
2223A00011.HDF,1-SD,5-BC,CASTLEGAR
2223A00014.HDF,1-SD,5-BC,CASTLEGAR
2223A00018.HDF,1-SD,5-BC,CASTLEGAR
2223A00020.HDF,1-SD,5-BC,CASTLEGAR
2223A00021.HDF,1-SD,5-BC,CASTLEGAR
2223A00027.HDF,1-SD,5-BC,CASTLEGAR
2223A00029.HDF,1-SD,5-BC,CASTLEGAR
2223A00041.HDF,2-DR,5-BC,CASTLEGAR
2223A00043.HDF,1-SD,5-BC,CASTLEGAR
2223A00044.HDF,1-SD,5-BC,CASTLEGAR
2223A00049.HDF,1-SD,5-BC,CASTLEGAR
2223A00056.HDF,1-SD,5-BC,CASTLEGAR
2223A00064.HDF,1-SD,5-BC,CASTLEGAR
2223A00067.HDF,1-SD,5-BC,CASTLEGAR
2223A00070.HDF,1-SD,5-BC,CASTLEGAR
2223A00079.HDF,1-SD,5-BC,CASTLEGAR
2223A00080.HDF,1-SD,5-BC,CASTLEGAR
2223A00081.HDF,1-SD,5-BC,CASTLEGAR
2223A00083.HDF,1-SD,5-BC,CASTLEGAR
2223A00085.HDF,1-SD,5-BC,CASTLEGAR
2223A00087.HDF,1-SD,5-BC,CASTLEGAR
2223A00088.HDF,1-SD,5-BC,CASTLEGAR
2223A00090.HDF,1-SD,5-BC,CASTLEGAR
2223A00094.HDF,1-SD,5-BC,CASTLEGAR
2223A00098.HDF,1-SD,5-BC,CASTLEGAR
2223A00101.HDF,1-SD,5-BC,CASTLEGAR
2223A00109.HDF,1-SD,5-BC,CASTLEGAR
2223A00113.HDF,1-SD,5-BC,CASTLEGAR
2223A00120.HDF,1-SD,5-BC,CASTLEGAR
2223A00124.HDF,1-SD,5-BC,CASTLEGAR
2223A00125.HDF,1-SD,5-BC,CASTLEGAR
2223A00128.HDF,1-SD,5-BC,CASTLEGAR
2223A00129.HDF,1-SD,5-BC,CASTLEGAR
2223A00130.HDF,1-SD,5-BC,CASTLEGAR
2223A00132.HDF,1-SD,5-BC,CASTLEGAR
2223A00133.HDF,1-SD,5-BC,CASTLEGAR
2223A00135.HDF,1-SD,5-BC,CASTLEGAR
2223A00136.HDF,1-SD,5-BC,CASTLEGAR
2223A00138.HDF,1-SD,5-BC,CASTLEGAR
2223A00139.HDF,1-SD,5-BC,CASTLEGAR
2223A00146.HDF,1-SD,5-BC,CASTLEGAR
2223A00151.HDF,1-SD,5-BC,CASTLEGAR
2223A00153.HDF,1-SD,5-BC,CASTLEGAR
2223A00159.HDF,1-SD,5-BC,CASTLEGAR
2223A00160.HDF,1-SD,5-BC,CASTLEGAR
2223A00161.HDF,1-SD,5-BC,CASTLEGAR
2223A00167.HDF,1-SD,5-BC,CASTLEGAR
2223A00169.HDF,1-SD,5-BC,CASTLEGAR
2223A00171.HDF,1-SD,5-BC,CASTLEGAR
2223A00174.HDF,1-SD,5-BC,CASTLEGAR
2223A00175.HDF,1-SD,5-BC,CASTLEGAR
2223A00176.HDF,1-SD,5-BC,CASTLEGAR
2223A00178.HDF,1-SD,5-BC,CASTLEGAR
2223A00180.HDF,1-SD,5-BC,CASTLEGAR
2224A00023.HDF,2-DR,5-BC,KAMLOOPS
2224A00033.HDF,2-DR,5-BC,SUMMERLAND
2224A00062.HDF,2-DR,5-BC,SUMMERLAND
2224A00078.HDF,2-DR,5-BC,SUMMERLAND
2224A00094.HDF,1-SD,5-BC,SUMMERLAND
2224A00097.HDF,1-SD,5-BC,SUMMERLAND
2224A00102.HDF,1-SD,5-BC,SUMMERLAND
2224A00105.HDF,1-SD,5-BC,SUMMERLAND
2224A00106.HDF,1-SD,5-BC,SUMMERLAND
2224A00112.HDF,1-SD,5-BC,SUMMERLAND
2224A00115.HDF,1-SD,5-BC,SUMMERLAND
2224A00116.HDF,1-SD,5-BC,SUMMERLAND
2224A00122.HDF,1-SD,5-BC,SUMMERLAND
2224A00124.HDF,1-SD,5-BC,SUMMERLAND
2224A00130.HDF,1-SD,5-BC,SUMMERLAND
2224A00136.HDF,1-SD,5-BC,SUMMERLAND
2224A00140.HDF,1-SD,5-BC,SUMMERLAND
2224A00147.HDF,1-SD,5-BC,SUMMERLAND
2224A00151.HDF,1-SD,5-BC,SUMMERLAND
2224A00153.HDF,1-SD,5-BC,SUMMERLAND
2224A00154.HDF,1-SD,5-BC,SUMMERLAND
2224A00156.HDF,1-SD,5-BC,SUMMERLAND
2224A00179.HDF,2-DR,5-BC,SUMMERLAND
2225A00002.HDF,1-SD,5-BC,VANCOUVER
2225A00004.HDF,2-DR,5-BC,VANCOUVER
2225A00013.HDF,1-SD,5-BC,VANCOUVER
2225A00025.HDF,1-SD,5-BC,VANCOUVER
2225A00028.HDF,1-SD,5-BC,VANCOUVER
2225A00031.HDF,1-SD,5-BC,VANCOUVER
2225A00034.HDF,1-SD,5-BC,VANCOUVER
2225A00035.HDF,1-SD,5-BC,VANCOUVER
2225A00042.HDF,1-SD,5-BC,ABBOTSFORD
2225A00043.HDF,1-SD,5-BC,ABBOTSFORD
2225A00044.HDF,2-DR,5-BC,VANCOUVER
2225A00051.HDF,1-SD,5-BC,VANCOUVER
2225A00055.HDF,2-DR,5-BC,VANCOUVER
2225A00056.HDF,1-SD,5-BC,ABBOTSFORD
2225A00058.HDF,2-DR,5-BC,VANCOUVER
2225A00059.HDF,2-DR,5-BC,VANCOUVER
2225A00060.HDF,2-DR,5-BC,VANCOUVER
2225A00062.HDF,1-SD,5-BC,ABBOTSFORD
2225A00065.HDF,1-SD,5-BC,ABBOTSFORD
2225A00066.HDF,1-SD,5-BC,ABBOTSFORD
2225A00067.HDF,1-SD,5-BC,ABBOTSFORD
2225A00071.HDF,1-SD,5-BC,VANCOUVER
2225A00076.HDF,1-SD,5-BC,VANCOUVER
2225A00078.HDF,1-SD,5-BC,VANCOUVER
2225A00079.HDF,1-SD,5-BC,VANCOUVER
2225A00082.HDF,1-SD,5-BC,ABBOTSFORD
2225A00089.HDF,1-SD,5-BC,ABBOTSFORD
2225A00092.HDF,1-SD,5-BC,VANCOUVER
2225A00095.HDF,1-SD,5-BC,VANCOUVER
2225A00103.HDF,2-DR,5-BC,VANCOUVER
2225A00104.HDF,1-SD,5-BC,VANCOUVER
2225A00108.HDF,1-SD,5-BC,ABBOTSFORD
2225A00109.HDF,1-SD,5-BC,VANCOUVER
2225A00111.HDF,2-DR,5-BC,VANCOUVER
2225A00112.HDF,2-DR,5-BC,VANCOUVER
2225A00113.HDF,1-SD,5-BC,ABBOTSFORD
2225A00125.HDF,1-SD,5-BC,ABBOTSFORD
2225A00132.HDF,1-SD,5-BC,VANCOUVER
2225A00133.HDF,1-SD,5-BC,VANCOUVER
2225A00136.HDF,1-SD,5-BC,ABBOTSFORD
2225A00140.HDF,1-SD,5-BC,VANCOUVER
2228A00159.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00163.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00185.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00186.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00187.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00190.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00207.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00209.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00211.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00217.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00221.HDF,1-SD,5-BC,WILLIAMS LAKE
2228A00225.HDF,1-SD,5-BC,WILLIAMS LAKE
2262A00104.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00109.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00119.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00124.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00136.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00138.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00145.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00157.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00159.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00162.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00170.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00172.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00178.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00181.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00183.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00191.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00192.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00203.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00205.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00208.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00214.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00221.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00230.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00238.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00242.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00246.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00251.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00255.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00263.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00273.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00386.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00416.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00424.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00426.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00428.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00429.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00430.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00431.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00433.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00435.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00454.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00457.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00458.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00465.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00472.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00474.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00476.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00489.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00496.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00501.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00503.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00515.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00516.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00523.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00528.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00541.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00542.HDF,1-SD,5-BC,PRINCE GEORGE
2262A00559.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00560.HDF,2-DR,5-BC,PRINCE GEORGE
2262A00565.HDF,1-SD,5-BC,PRINCE GEORGE
2263A00102.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00118.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00123.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00131.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00138.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00140.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00143.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00151.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00160.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00163.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00183.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00204.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00206.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00208.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00211.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00215.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00221.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00223.HDF,1-SD,5-BC,FORT ST. JOHN
2263A00233.HDF,1-SD,5-BC,FORT ST. JOHN
2265A00005.HDF,1-SD,5-BC,VICTORIA
2265A00009.HDF,1-SD,5-BC,VANCOUVER
2265A00013.HDF,2-DR,5-BC,VANCOUVER
2265A00014.HDF,2-DR,5-BC,VANCOUVER
2265A00015.HDF,1-SD,5-BC,ABBOTSFORD
2267A00002.HDF,1-SD,5-BC,VANCOUVER
2267A00004.HDF,1-SD,5-BC,VANCOUVER
2268A00001.HDF,2-DR,5-BC,SUMMERLAND
2268A00013.HDF,2-DR,5-BC,KAMLOOPS
2268A00015.HDF,2-DR,5-BC,KAMLOOPS
2268A00017.HDF,1-SD,5-BC,KAMLOOPS
2268A00018.HDF,1-SD,5-BC,KAMLOOPS
2268A00021.HDF,2-DR,5-BC,KAMLOOPS
2268A00024.HDF,1-SD,5-BC,KAMLOOPS
2268A00028.HDF,1-SD,5-BC,KAMLOOPS
2268A00029.HDF,1-SD,5-BC,KAMLOOPS
2268A00056.HDF,1-SD,5-BC,KAMLOOPS
2268A00059.HDF,2-DR,5-BC,KAMLOOPS
2268A00062.HDF,2-DR,5-BC,KAMLOOPS
2268A00071.HDF,1-SD,5-BC,KAMLOOPS
2268A00072.HDF,2-DR,5-BC,KAMLOOPS
2268A00080.HDF,2-DR,5-BC,KAMLOOPS
2268A00083.HDF,2-DR,5-BC,KAMLOOPS
2268A00091.HDF,1-SD,5-BC,KAMLOOPS
2268A00094.HDF,1-SD,5-BC,KAMLOOPS
2268A00107.HDF,1-SD,5-BC,KAMLOOPS
2268A00122.HDF,1-SD,5-BC,KAMLOOPS
2268A00123.HDF,2-DR,5-BC,KAMLOOPS
2268A00124.HDF,2-DR,5-BC,KAMLOOPS
2268A00129.HDF,1-SD,5-BC,KAMLOOPS
2268A00137.HDF,1-SD,5-BC,KAMLOOPS
2268A00140.HDF,1-SD,5-BC,KAMLOOPS
2268A00141.HDF,1-SD,5-BC,KAMLOOPS
2268A00144.HDF,2-DR,5-BC,KAMLOOPS
2268A00152.HDF,2-DR,5-BC,KAMLOOPS
2268A00153.HDF,1-SD,5-BC,KAMLOOPS
2268A00177.HDF,1-SD,5-BC,KAMLOOPS
2268A00185.HDF,2-DR,5-BC,KAMLOOPS
2268A00191.HDF,2-DR,5-BC,KAMLOOPS
2268A00192.HDF,2-DR,5-BC,KAMLOOPS
2268A00199.HDF,1-SD,5-BC,KAMLOOPS
2268A00201.HDF,1-SD,5-BC,KAMLOOPS
2268A00217.HDF,2-DR,5-BC,KAMLOOPS
2268A00218.HDF,1-SD,5-BC,KAMLOOPS
2268A00221.HDF,2-DR,5-BC,KAMLOOPS
2268A00222.HDF,2-DR,5-BC,KAMLOOPS
2268A00223.HDF,1-SD,5-BC,KAMLOOPS
2268A00226.HDF,1-SD,5-BC,KAMLOOPS
2268A00231.HDF,1-SD,5-BC,KAMLOOPS
2268A00233.HDF,1-SD,5-BC,KAMLOOPS
2268A00238.HDF,1-SD,5-BC,KAMLOOPS
2268A00241.HDF,1-SD,5-BC,KAMLOOPS
2268A00250.HDF,2-DR,5-BC,KAMLOOPS
2268A00267.HDF,2-DR,5-BC,KAMLOOPS
2268A00276.HDF,1-SD,5-BC,KAMLOOPS
2268A00277.HDF,2-DR,5-BC,KAMLOOPS
2268A00291.HDF,1-SD,5-BC,KAMLOOPS
2268A00292.HDF,1-SD,5-BC,KAMLOOPS
2268A00295.HDF,2-DR,5-BC,KAMLOOPS
2268A00296.HDF,2-DR,5-BC,KAMLOOPS
2268A00298.HDF,1-SD,5-BC,KAMLOOPS
2268A00300.HDF,1-SD,5-BC,KAMLOOPS
2268A00303.HDF,1-SD,5-BC,KAMLOOPS
2268A00304.HDF,1-SD,5-BC,KAMLOOPS
2268A00308.HDF,1-SD,5-BC,KAMLOOPS
2268A00316.HDF,1-SD,5-BC,KAMLOOPS
2268A00318.HDF,1-SD,5-BC,KAMLOOPS
2268A00319.HDF,1-SD,5-BC,KAMLOOPS
2268A00322.HDF,1-SD,5-BC,KAMLOOPS
2268A00328.HDF,1-SD,5-BC,KAMLOOPS
2268A00332.HDF,1-SD,5-BC,KAMLOOPS
2268A00335.HDF,1-SD,5-BC,KAMLOOPS
2268A00336.HDF,1-SD,5-BC,KAMLOOPS
2268A00337.HDF,2-DR,5-BC,KAMLOOPS
2268A00345.HDF,2-DR,5-BC,KAMLOOPS
2268A00347.HDF,1-SD,5-BC,KAMLOOPS
2268A00349.HDF,1-SD,5-BC,KAMLOOPS
2268A00350.HDF,1-SD,5-BC,KAMLOOPS
2268A00356.HDF,1-SD,5-BC,KAMLOOPS
2268A00357.HDF,1-SD,5-BC,KAMLOOPS
2268A00361.HDF,1-SD,5-BC,KAMLOOPS
2268A00362.HDF,1-SD,5-BC,KAMLOOPS
2268A00365.HDF,1-SD,5-BC,KAMLOOPS
2268A00370.HDF,1-SD,5-BC,KAMLOOPS
2268A00371.HDF,1-SD,5-BC,KAMLOOPS
2268A00372.HDF,1-SD,5-BC,KAMLOOPS
2268A00376.HDF,1-SD,5-BC,KAMLOOPS
2268A00378.HDF,1-SD,5-BC,KAMLOOPS
2274A00005.HDF,1-SD,5-BC,VANCOUVER
2280A00001.HDF,1-SD,5-BC,VANCOUVER
2280A00004.HDF,1-SD,5-BC,VANCOUVER
2280A00014.HDF,1-SD,5-BC,VANCOUVER
2280A00032.HDF,1-SD,5-BC,VANCOUVER
2280A00038.HDF,1-SD,5-BC,VANCOUVER
2280A00043.HDF,1-SD,5-BC,VANCOUVER
2280A00044.HDF,1-SD,5-BC,VANCOUVER
2280A00045.HDF,2-DR,5-BC,VANCOUVER
2280A00056.HDF,1-SD,5-BC,VANCOUVER
2280A00072.HDF,1-SD,5-BC,VANCOUVER
2280A00079.HDF,1-SD,5-BC,VANCOUVER
2280A00080.HDF,1-SD,5-BC,VANCOUVER
2280A00082.HDF,1-SD,5-BC,VANCOUVER
2280A00095.HDF,1-SD,5-BC,VANCOUVER
2280A00096.HDF,1-SD,5-BC,VANCOUVER
2280A00100.HDF,1-SD,5-BC,VANCOUVER
2280A00101.HDF,1-SD,5-BC,VANCOUVER
2280A00103.HDF,1-SD,5-BC,VANCOUVER
2280A00118.HDF,1-SD,5-BC,VANCOUVER
2280A00119.HDF,2-DR,5-BC,VANCOUVER
2280A00123.HDF,1-SD,5-BC,VANCOUVER
2280A00139.HDF,1-SD,5-BC,VANCOUVER
2280A00152.HDF,1-SD,5-BC,VANCOUVER
2280A00161.HDF,1-SD,5-BC,VANCOUVER
2280A00165.HDF,1-SD,5-BC,VANCOUVER
2280A00168.HDF,1-SD,5-BC,VANCOUVER
2280A00172.HDF,1-SD,5-BC,VANCOUVER
2280A00175.HDF,1-SD,5-BC,VANCOUVER
2280A00178.HDF,1-SD,5-BC,VANCOUVER
2280A00180.HDF,1-SD,5-BC,VANCOUVER
2280A00191.HDF,2-DR,5-BC,VANCOUVER
2280A00201.HDF,1-SD,5-BC,VANCOUVER
2280A00202.HDF,1-SD,5-BC,VANCOUVER
2280A00209.HDF,1-SD,5-BC,VANCOUVER
2280A00212.HDF,2-DR,5-BC,VANCOUVER
2280A00220.HDF,1-SD,5-BC,VANCOUVER
2280A00229.HDF,1-SD,5-BC,VANCOUVER
2280A00243.HDF,1-SD,5-BC,VANCOUVER
2280A00256.HDF,1-SD,5-BC,VANCOUVER
2280A00268.HDF,2-DR,5-BC,VANCOUVER
2280A00278.HDF,1-SD,5-BC,VANCOUVER
2280A00291.HDF,1-SD,5-BC,VANCOUVER
2280A00294.HDF,1-SD,5-BC,VANCOUVER
2280A00298.HDF,1-SD,5-BC,VANCOUVER
2280A00301.HDF,1-SD,5-BC,VANCOUVER
2280A00309.HDF,2-DR,5-BC,VANCOUVER
2280A00312.HDF,1-SD,5-BC,VANCOUVER
2280A00313.HDF,1-SD,5-BC,VANCOUVER
2280A00315.HDF,1-SD,5-BC,VANCOUVER
2280A00318.HDF,2-DR,5-BC,VANCOUVER
2280A00327.HDF,1-SD,5-BC,VANCOUVER
2280A00329.HDF,1-SD,5-BC,VANCOUVER
2280A00336.HDF,1-SD,5-BC,VANCOUVER
2280A00341.HDF,1-SD,5-BC,VANCOUVER
2280A00349.HDF,1-SD,5-BC,VANCOUVER
2280A00361.HDF,1-SD,5-BC,VANCOUVER
2280A00362.HDF,1-SD,5-BC,VANCOUVER
2280A00368.HDF,1-SD,5-BC,VANCOUVER
2280A00372.HDF,1-SD,5-BC,VANCOUVER
2280A00377.HDF,1-SD,5-BC,VANCOUVER
2280A00380.HDF,1-SD,5-BC,VANCOUVER
2280A00382.HDF,1-SD,5-BC,VANCOUVER
2280A00385.HDF,1-SD,5-BC,VANCOUVER
2280A00395.HDF,1-SD,5-BC,VANCOUVER
2280A00397.HDF,2-DR,5-BC,VANCOUVER
2280A00403.HDF,1-SD,5-BC,VANCOUVER
2280A00404.HDF,1-SD,5-BC,VANCOUVER
2280A00405.HDF,1-SD,5-BC,VANCOUVER
2280A00406.HDF,2-DR,5-BC,VANCOUVER
2280A00420.HDF,1-SD,5-BC,VANCOUVER
2280A00435.HDF,1-SD,5-BC,VANCOUVER
2280A00455.HDF,1-SD,5-BC,VANCOUVER
2280A00456.HDF,1-SD,5-BC,VANCOUVER
2280A00462.HDF,1-SD,5-BC,VANCOUVER
2280A00463.HDF,1-SD,5-BC,VANCOUVER
2280A00464.HDF,1-SD,5-BC,VANCOUVER
2280A00467.HDF,1-SD,5-BC,VANCOUVER
2280A00481.HDF,2-DR,5-BC,VANCOUVER
2280A00483.HDF,1-SD,5-BC,VANCOUVER
2280A00488.HDF,1-SD,5-BC,VANCOUVER
2280A00489.HDF,1-SD,5-BC,VANCOUVER
2280A00492.HDF,1-SD,5-BC,VANCOUVER
2280A00493.HDF,1-SD,5-BC,VANCOUVER
2280A00497.HDF,1-SD,5-BC,VANCOUVER
2280A00501.HDF,1-SD,5-BC,VANCOUVER
2280A00502.HDF,1-SD,5-BC,VANCOUVER
2280A00505.HDF,2-DR,5-BC,VANCOUVER
2280A00506.HDF,2-DR,5-BC,VANCOUVER
2280A00514.HDF,1-SD,5-BC,VANCOUVER
2280A00516.HDF,1-SD,5-BC,VANCOUVER
2280A00517.HDF,1-SD,5-BC,VANCOUVER
2280A00519.HDF,1-SD,5-BC,VANCOUVER
2280A00540.HDF,1-SD,5-BC,VANCOUVER
2280A00541.HDF,1-SD,5-BC,VANCOUVER
2280A00545.HDF,1-SD,5-BC,VANCOUVER
2280A00553.HDF,1-SD,5-BC,VANCOUVER
2280A00557.HDF,1-SD,5-BC,VANCOUVER
2280A00558.HDF,1-SD,5-BC,VANCOUVER
2280A00561.HDF,1-SD,5-BC,VANCOUVER
2280A00566.HDF,1-SD,5-BC,VANCOUVER
2280A00568.HDF,1-SD,5-BC,VANCOUVER
2280A00569.HDF,1-SD,5-BC,VANCOUVER
2280A00572.HDF,1-SD,5-BC,VANCOUVER
2280A00573.HDF,1-SD,5-BC,VANCOUVER
2280A00576.HDF,1-SD,5-BC,VANCOUVER
2280A00585.HDF,1-SD,5-BC,VANCOUVER
2280A00586.HDF,1-SD,5-BC,VANCOUVER
2280A00595.HDF,1-SD,5-BC,VANCOUVER
2280A00596.HDF,1-SD,5-BC,VANCOUVER
2280A00598.HDF,2-DR,5-BC,VANCOUVER
2280A00601.HDF,1-SD,5-BC,VANCOUVER
2280A00602.HDF,1-SD,5-BC,VANCOUVER
2280A00610.HDF,2-DR,5-BC,VANCOUVER
2280A00613.HDF,1-SD,5-BC,VANCOUVER
2280A00614.HDF,1-SD,5-BC,VANCOUVER
2280A00616.HDF,1-SD,5-BC,VANCOUVER
2280A00618.HDF,1-SD,5-BC,VANCOUVER
2280A00642.HDF,1-SD,5-BC,VANCOUVER
2280A00645.HDF,1-SD,5-BC,VANCOUVER
2280A00647.HDF,1-SD,5-BC,VANCOUVER
2280A00649.HDF,1-SD,5-BC,VANCOUVER
2280A00656.HDF,1-SD,5-BC,VANCOUVER
2280A00657.HDF,1-SD,5-BC,VANCOUVER
2280A00669.HDF,1-SD,5-BC,VANCOUVER
2282A00003.HDF,1-SD,5-BC,VANCOUVER
2282A00007.HDF,1-SD,5-BC,VANCOUVER
2282A00011.HDF,2-DR,5-BC,VANCOUVER
2282A00014.HDF,1-SD,5-BC,VANCOUVER
2282A00027.HDF,1-SD,5-BC,VANCOUVER
2282A00035.HDF,1-SD,5-BC,VANCOUVER
2282A00037.HDF,1-SD,5-BC,VANCOUVER
2282A00041.HDF,1-SD,5-BC,VANCOUVER
2282A00048.HDF,1-SD,5-BC,VANCOUVER
2282A00056.HDF,1-SD,5-BC,VANCOUVER
2293A00017.HDF,2-DR,5-BC,VANCOUVER
2293A00019.HDF,1-SD,5-BC,VANCOUVER
2293A00021.HDF,1-SD,5-BC,VICTORIA
2293A00028.HDF,1-SD,5-BC,VICTORIA
2293A00031.HDF,1-SD,5-BC,VANCOUVER
2293A00036.HDF,1-SD,5-BC,VICTORIA
2293A00037.HDF,1-SD,5-BC,VICTORIA
2293A00038.HDF,1-SD,5-BC,VICTORIA
2293A00048.HDF,1-SD,5-BC,VICTORIA
22B1A00005.HDF,1-SD,5-BC,VICTORIA
22B1A00009.HDF,2-DR,5-BC,VICTORIA
22B1A00011.HDF,1-SD,5-BC,VICTORIA
22B1A00022.HDF,1-SD,5-BC,VICTORIA
