House,hse_type,region,DHW filename,DHW multiplier,Dryer filename,Dryer multiplier,Stove-Other filename,Stove-Other multiplier
2Z01A00245,1-SD,2-QC,DHW_200_Lpd,1.17,Dryer-low,0.32,Stove-med,0.83
2Z01A00257,1-SD,2-QC,DHW_300_Lpd,0.94,Dryer-low,0.00,Stove-med,1.06
2Z01A00258,1-SD,2-QC,DHW_200_Lpd,1.03,Dryer-low,0.00,Stove-med,1.07
2Z01A00275,1-SD,2-QC,DHW_200_Lpd,0.96,Dryer-low,0.10,Stove-low,1.25
2Z01A00296,1-SD,2-QC,DHW_200_Lpd,1.20,Dryer-low,0.34,Stove-low,1.28
2Z01A00338,1-SD,2-QC,DHW_300_Lpd,0.91,Dryer-low,0.39,Stove-med,1.06
2Z01A00366,1-SD,2-QC,DHW_200_Lpd,0.92,Dryer-low,0.09,Stove-med,0.86
2Z02A00049,1-SD,2-QC,DHW_200_Lpd,0.98,Dryer-low,0.25,Stove-med,0.92
2Z02A00087,1-SD,2-QC,DHW_200_Lpd,0.85,Dryer-low,0.02,Stove-low,1.26
2Z02A00106,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-low,0.00,Stove-med,0.89
2Z02A00124,1-SD,2-QC,DHW_200_Lpd,1.22,Dryer-low,0.15,Stove-med,0.82
2Z02A00155,1-SD,2-QC,DHW_200_Lpd,1.05,Dryer-low,0.24,Stove-low,1.31
2Z02A00171,1-SD,2-QC,DHW_200_Lpd,1.03,Dryer-med,0.81,Stove-low,0.79
2Z02A00185,1-SD,2-QC,DHW_200_Lpd,0.95,Dryer-low,0.08,Stove-med,0.87
2Z02A00194,1-SD,2-QC,DHW_300_Lpd,0.88,Dryer-low,0.31,Stove-low,1.30
2Z02A00199,1-SD,2-QC,DHW_200_Lpd,1.15,Dryer-low,0.21,Stove-low,1.16
2Z02A00201,1-SD,2-QC,DHW_200_Lpd,1.09,Dryer-low,0.23,Stove-med,0.81
2Z02A00208,1-SD,2-QC,DHW_200_Lpd,1.21,Dryer-low,0.04,Stove-med,0.84
2Z03A00015,1-SD,2-QC,DHW_200_Lpd,1.13,Dryer-low,0.29,Stove-med,0.86
2Z03A00034,1-SD,2-QC,DHW_200_Lpd,1.23,Dryer-low,0.00,Stove-low,1.02
2Z03A00051,1-SD,2-QC,DHW_200_Lpd,1.07,Dryer-low,0.00,Stove-med,0.92
2Z03A00052,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.03,Stove-med,0.96
2Z03A00080,1-SD,2-QC,DHW_200_Lpd,1.15,Dryer-low,0.00,Stove-med,0.89
2Z03A00084,1-SD,2-QC,DHW_200_Lpd,1.18,Dryer-low,0.00,Stove-med,1.18
2Z03A00109,1-SD,2-QC,DHW_300_Lpd,0.86,Dryer-low,0.44,Stove-low,1.25
2Z03A00117,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.25,Stove-low,1.25
2Z03A00122,1-SD,2-QC,DHW_200_Lpd,1.07,Dryer-low,0.00,Stove-med,0.91
2Z03A00138,1-SD,2-QC,DHW_200_Lpd,1.23,Dryer-low,0.35,Stove-med,1.15
2Z03A00141,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-low,0.53,Stove-low,1.25
2Z03A00150,1-SD,2-QC,DHW_200_Lpd,1.14,Dryer-low,1.30,Stove-med,0.95
2Z03A00167,1-SD,2-QC,DHW_200_Lpd,1.04,Dryer-low,0.00,Stove-high,1.01
2Z03A00175,1-SD,2-QC,DHW_200_Lpd,1.04,Dryer-low,0.06,Stove-low,1.31
2Z03A00182,1-SD,2-QC,DHW_200_Lpd,0.97,Dryer-low,0.00,Stove-med,0.99
2Z03A00183,1-SD,2-QC,DHW_200_Lpd,1.09,Dryer-low,0.86,Stove-high,0.96
2Z03A00190,1-SD,2-QC,DHW_200_Lpd,1.00,Dryer-low,0.53,Stove-med,0.92
2Z03A00193,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.00,Stove-med,0.83
2Z03A00205,1-SD,2-QC,DHW_200_Lpd,1.14,Dryer-low,0.30,Stove-med,0.88
2Z03A00240,1-SD,2-QC,DHW_200_Lpd,0.96,Dryer-low,0.15,Stove-med,0.95
2Z03A00258,1-SD,2-QC,DHW_200_Lpd,1.10,Dryer-low,0.57,Stove-low,1.25
2Z03A00299,1-SD,2-QC,DHW_200_Lpd,1.19,Dryer-low,0.00,Stove-med,0.98
2Z03A00307,1-SD,2-QC,DHW_300_Lpd,0.87,Dryer-low,0.00,Stove-med,0.93
2Z03A00353,1-SD,2-QC,DHW_200_Lpd,1.00,Dryer-low,0.57,Stove-med,0.97
2Z05A00008,1-SD,2-QC,DHW_200_Lpd,0.93,Dryer-low,0.43,Stove-low,1.31
2Z05A00021,1-SD,2-QC,DHW_200_Lpd,1.17,Dryer-low,0.09,Stove-low,1.27
2Z05A00022,1-SD,2-QC,DHW_200_Lpd,1.17,Dryer-low,0.04,Stove-med,1.15
2Z05A00033,1-SD,2-QC,DHW_300_Lpd,0.90,Dryer-low,0.66,Stove-med,0.81
2Z05A00058,1-SD,2-QC,DHW_200_Lpd,1.22,Dryer-low,0.33,Stove-med,0.91
2Z05A00074,1-SD,2-QC,DHW_200_Lpd,0.97,Dryer-low,0.19,Stove-med,0.87
2Z05A00078,1-SD,2-QC,DHW_200_Lpd,1.01,Dryer-low,0.19,Stove-med,0.89
2Z05A00080,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.09,Stove-med,0.81
2Z05A00084,1-SD,2-QC,DHW_200_Lpd,1.15,Dryer-low,1.07,Stove-high,0.83
2Z05A00085,1-SD,2-QC,DHW_200_Lpd,0.86,Dryer-low,0.32,Stove-med,0.91
2Z05A00095,1-SD,2-QC,DHW_300_Lpd,1.00,Dryer-low,0.50,Stove-low,1.15
2Z05A00097,1-SD,2-QC,DHW_200_Lpd,1.20,Dryer-low,0.00,Stove-med,0.83
2Z05A00111,1-SD,2-QC,DHW_300_Lpd,0.87,Dryer-low,0.35,Stove-med,1.00
2Z05A00178,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.43,Stove-med,0.95
2Z05A00215,1-SD,2-QC,DHW_200_Lpd,0.97,Dryer-low,0.00,Stove-med,0.83
2Z05A00218,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.25,Stove-med,0.96
2Z05A00231,1-SD,2-QC,DHW_200_Lpd,1.00,Dryer-low,0.76,Stove-med,0.94
2Z05A00232,1-SD,2-QC,DHW_300_Lpd,0.94,Dryer-low,1.05,Stove-med,1.09
2Z05A00236,1-SD,2-QC,DHW_200_Lpd,0.83,Dryer-low,0.05,Stove-low,1.28
2Z05A00240,1-SD,2-QC,DHW_300_Lpd,0.90,Dryer-low,1.35,Stove-med,0.84
2Z05A00242,1-SD,2-QC,DHW_200_Lpd,1.18,Dryer-low,0.61,Stove-med,0.87
2Z05A00249,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.58,Stove-med,1.03
2Z05A00252,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.44,Stove-med,0.81
2Z05A00276,1-SD,2-QC,DHW_200_Lpd,1.22,Dryer-low,0.05,Stove-low,1.28
2Z05A00278,1-SD,2-QC,DHW_200_Lpd,1.03,Dryer-low,1.31,Stove-med,0.92
2Z05A00287,1-SD,2-QC,DHW_200_Lpd,1.19,Dryer-low,1.16,Stove-med,1.10
2Z05A00289,1-SD,2-QC,DHW_200_Lpd,0.99,Dryer-low,0.00,Stove-med,0.84
2Z05A00290,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.00,Stove-low,1.23
2Z05A00294,1-SD,2-QC,DHW_300_Lpd,0.88,Dryer-low,0.42,Stove-low,1.29
2Z06A00009,1-SD,2-QC,DHW_200_Lpd,1.11,Dryer-low,0.14,Stove-med,0.95
2Z06A00020,1-SD,2-QC,DHW_300_Lpd,0.93,Dryer-low,0.07,Stove-low,1.31
2Z06A00023,1-SD,2-QC,DHW_200_Lpd,0.97,Dryer-low,0.02,Stove-low,1.24
2Z06A00025,1-SD,2-QC,DHW_200_Lpd,1.22,Dryer-low,0.31,Stove-low,1.23
2Z06A00037,1-SD,2-QC,DHW_200_Lpd,1.20,Dryer-low,0.00,Stove-low,1.29
2Z06A00038,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.95,Stove-med,1.07
2Z06A00048,1-SD,2-QC,DHW_200_Lpd,1.25,Dryer-low,0.34,Stove-low,1.31
2Z06A00058,1-SD,2-QC,DHW_200_Lpd,1.14,Dryer-low,0.10,Stove-low,1.28
2Z06A00059,1-SD,2-QC,DHW_200_Lpd,0.91,Dryer-low,0.01,Stove-low,1.25
2Z06A00078,1-SD,2-QC,DHW_200_Lpd,0.87,Dryer-low,0.05,Stove-low,1.23
2Z06A00083,1-SD,2-QC,DHW_200_Lpd,1.19,Dryer-low,0.11,Stove-med,0.86
2Z06A00104,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-low,0.06,Stove-low,1.31
2Z06A00108,1-SD,2-QC,DHW_200_Lpd,1.06,Dryer-low,0.46,Stove-med,1.22
2Z06A00113,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.39,Stove-low,1.01
2Z06A00116,1-SD,2-QC,DHW_200_Lpd,1.02,Dryer-low,0.03,Stove-low,1.26
2Z06A00122,1-SD,2-QC,DHW_200_Lpd,1.21,Dryer-low,0.23,Stove-med,1.18
2Z06A00134,1-SD,2-QC,DHW_200_Lpd,0.95,Dryer-low,0.07,Stove-low,1.22
2Z06A00139,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.88,Stove-med,0.81
2Z06A00144,1-SD,2-QC,DHW_200_Lpd,1.16,Dryer-low,0.82,Stove-med,1.07
2Z06A00149,1-SD,2-QC,DHW_200_Lpd,1.00,Dryer-low,0.17,Stove-low,1.29
2Z06A00158,1-SD,2-QC,DHW_200_Lpd,1.25,Dryer-low,0.00,Stove-med,0.84
2Z06A00182,1-SD,2-QC,DHW_200_Lpd,0.95,Dryer-low,0.26,Stove-med,0.82
2Z06A00183,1-SD,2-QC,DHW_200_Lpd,1.10,Dryer-low,0.55,Stove-low,1.24
2Z08A00078,1-SD,2-QC,DHW_300_Lpd,1.04,Dryer-low,0.46,Stove-low,1.30
2Z08A00095,1-SD,2-QC,DHW_200_Lpd,1.16,Dryer-low,0.04,Stove-low,1.18
2Z08A00116,1-SD,2-QC,DHW_300_Lpd,0.99,Dryer-low,0.23,Stove-med,0.95
2Z08A00132,1-SD,2-QC,DHW_200_Lpd,0.97,Dryer-low,0.47,Stove-med,0.88
2Z08A00138,1-SD,2-QC,DHW_200_Lpd,0.86,Dryer-low,0.20,Stove-med,1.24
2Z08A00139,1-SD,2-QC,DHW_200_Lpd,1.18,Dryer-low,0.00,Stove-med,1.04
2Z08A00150,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.74,Stove-med,0.84
2Z08A00158,1-SD,2-QC,DHW_300_Lpd,0.97,Dryer-med,0.74,Stove-med,1.20
2Z08A00180,1-SD,2-QC,DHW_200_Lpd,0.98,Dryer-low,0.00,Stove-med,1.09
2Z08A00192,1-SD,2-QC,DHW_200_Lpd,1.17,Dryer-low,0.21,Stove-med,0.81
2Z08A00231,1-SD,2-QC,DHW_300_Lpd,1.12,Dryer-low,0.05,Stove-med,0.98
2Z08A00234,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-low,0.28,Stove-high,0.84
2Z08A00280,1-SD,2-QC,DHW_300_Lpd,0.86,Dryer-low,0.35,Stove-low,1.28
2Z08A00283,1-SD,2-QC,DHW_200_Lpd,1.19,Dryer-low,0.28,Stove-low,1.28
2Z08A00287,1-SD,2-QC,DHW_300_Lpd,0.86,Dryer-low,0.17,Stove-low,1.32
2Z08A00291,1-SD,2-QC,DHW_300_Lpd,0.88,Dryer-low,0.42,Stove-low,1.31
2Z08A00299,1-SD,2-QC,DHW_200_Lpd,1.05,Dryer-low,0.55,Stove-med,0.84
2Z08A00310,1-SD,2-QC,DHW_300_Lpd,0.95,Dryer-low,0.00,Stove-med,0.86
2Z08A00338,1-SD,2-QC,DHW_200_Lpd,1.06,Dryer-low,0.15,Stove-low,1.30
2Z08A00353,1-SD,2-QC,DHW_300_Lpd,1.03,Dryer-low,0.66,Stove-high,0.88
2Z08A00366,1-SD,2-QC,DHW_300_Lpd,0.95,Dryer-low,0.00,Stove-med,1.09
2Z08A00428,1-SD,2-QC,DHW_200_Lpd,1.21,Dryer-low,0.27,Stove-low,1.31
2Z08A00430,1-SD,2-QC,DHW_300_Lpd,0.89,Dryer-low,0.83,Stove-med,0.97
2Z09A00007,1-SD,2-QC,DHW_200_Lpd,0.98,Dryer-low,0.80,Stove-low,1.15
2Z09A00009,1-SD,2-QC,DHW_300_Lpd,0.87,Dryer-low,0.26,Stove-med,0.90
2Z09A00012,1-SD,2-QC,DHW_200_Lpd,1.14,Dryer-low,0.54,Stove-low,0.97
2Z09A00053,1-SD,2-QC,DHW_200_Lpd,1.06,Dryer-low,0.17,Stove-med,1.05
2Z09A00079,1-SD,2-QC,DHW_200_Lpd,1.10,Dryer-low,0.10,Stove-med,0.83
2Z09A00094,1-SD,2-QC,DHW_200_Lpd,1.11,Dryer-low,0.03,Stove-low,1.26
2Z09A00096,1-SD,2-QC,DHW_200_Lpd,1.07,Dryer-low,0.00,Stove-med,0.84
2Z09A00097,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-low,0.00,Stove-med,0.85
2Z09A00100,1-SD,2-QC,DHW_200_Lpd,1.11,Dryer-low,0.11,Stove-med,0.85
2Z09A00130,1-SD,2-QC,DHW_300_Lpd,0.87,Dryer-low,0.24,Stove-med,0.99
2Z10A00004,1-SD,2-QC,DHW_300_Lpd,1.03,Dryer-low,0.05,Stove-med,0.86
2Z10A00021,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.00,Stove-med,0.83
2Z10A00026,1-SD,2-QC,DHW_300_Lpd,0.94,Dryer-low,0.03,Stove-high,1.03
2Z10A00029,1-SD,2-QC,DHW_300_Lpd,0.88,Dryer-low,0.72,Stove-med,0.97
2Z10A00086,1-SD,2-QC,DHW_200_Lpd,1.23,Dryer-low,0.00,Stove-low,1.30
2Z10A00111,1-SD,2-QC,DHW_300_Lpd,0.94,Dryer-low,1.47,Stove-high,1.27
2Z10A00126,1-SD,2-QC,DHW_200_Lpd,1.23,Dryer-low,0.74,Stove-med,1.08
2Z10A00132,1-SD,2-QC,DHW_200_Lpd,1.22,Dryer-low,0.06,Stove-low,1.29
2Z10A00155,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.44,Stove-high,0.91
2Z10A00159,1-SD,2-QC,DHW_200_Lpd,1.15,Dryer-low,0.39,Stove-med,1.29
2Z10A00164,1-SD,2-QC,DHW_200_Lpd,1.22,Dryer-low,0.00,Stove-med,0.94
2Z10A00210,1-SD,2-QC,DHW_300_Lpd,0.94,Dryer-low,0.19,Stove-med,1.08
2Z10A00345,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-low,0.23,Stove-med,1.26
2Z10A00349,1-SD,2-QC,DHW_200_Lpd,1.02,Dryer-low,0.04,Stove-low,1.18
2Z11A00005,1-SD,2-QC,DHW_300_Lpd,0.94,Dryer-low,0.13,Stove-low,1.30
2Z11A00020,1-SD,2-QC,DHW_300_Lpd,0.86,Dryer-low,0.72,Stove-med,0.87
2Z11A00021,1-SD,2-QC,DHW_200_Lpd,1.16,Dryer-low,0.02,Stove-low,1.25
2Z11A00052,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.37,Stove-med,0.98
2Z11A00083,1-SD,2-QC,DHW_200_Lpd,1.05,Dryer-low,0.11,Stove-low,1.24
2Z11A00085,1-SD,2-QC,DHW_200_Lpd,1.06,Dryer-low,0.88,Stove-low,1.13
2Z11A00135,1-SD,2-QC,DHW_200_Lpd,0.96,Dryer-low,0.34,Stove-low,0.94
2Z11A00139,1-SD,2-QC,DHW_200_Lpd,1.01,Dryer-low,0.35,Stove-med,0.86
2Z11A00144,1-SD,2-QC,DHW_300_Lpd,0.92,Dryer-low,0.05,Stove-low,1.32
2Z11A00148,1-SD,2-QC,DHW_200_Lpd,1.02,Dryer-low,0.16,Stove-med,0.81
2Z12A00002,1-SD,2-QC,DHW_200_Lpd,0.93,Dryer-low,1.09,Stove-med,0.82
2Z12A00013,1-SD,2-QC,DHW_200_Lpd,1.04,Dryer-low,0.11,Stove-med,0.98
2Z12A00015,1-SD,2-QC,DHW_200_Lpd,1.24,Dryer-low,0.24,Stove-med,0.97
2Z12A00020,1-SD,2-QC,DHW_200_Lpd,1.01,Dryer-low,0.29,Stove-med,0.84
2Z12A00057,1-SD,2-QC,DHW_200_Lpd,1.01,Dryer-low,0.00,Stove-med,0.91
2Z12A00086,1-SD,2-QC,DHW_300_Lpd,1.09,Dryer-low,0.00,Stove-med,1.04
2Z12A00091,1-SD,2-QC,DHW_200_Lpd,1.02,Dryer-low,0.10,Stove-med,0.81
2Z12A00103,1-SD,2-QC,DHW_200_Lpd,1.20,Dryer-low,0.36,Stove-low,1.23
2Z12A00122,1-SD,2-QC,DHW_300_Lpd,0.99,Dryer-low,0.54,Stove-high,1.05
2Z12A00140,1-SD,2-QC,DHW_200_Lpd,1.11,Dryer-low,0.00,Stove-med,1.19
2Z12A00163,1-SD,2-QC,DHW_200_Lpd,0.94,Dryer-low,0.00,Stove-low,0.89
2Z12A00186,1-SD,2-QC,DHW_300_Lpd,0.85,Dryer-med,0.88,Stove-high,0.95
2Z13A00015,1-SD,2-QC,DHW_200_Lpd,1.09,Dryer-low,0.00,Stove-high,0.95
2Z13A00020,1-SD,2-QC,DHW_200_Lpd,0.96,Dryer-low,0.16,Stove-low,1.29
2Z13A00024,1-SD,2-QC,DHW_200_Lpd,1.13,Dryer-low,0.15,Stove-med,0.88
2Z13A00026,1-SD,2-QC,DHW_300_Lpd,1.03,Dryer-low,0.00,Stove-med,0.97
2Z13A00033,1-SD,2-QC,DHW_200_Lpd,1.04,Dryer-low,0.77,Stove-med,0.82
2Z13A00040,1-SD,2-QC,DHW_200_Lpd,1.18,Dryer-low,0.05,Stove-med,1.00
2Z13A00041,1-SD,2-QC,DHW_300_Lpd,0.88,Dryer-low,0.60,Stove-med,0.93
2Z13A00044,1-SD,2-QC,DHW_200_Lpd,0.92,Dryer-low,0.16,Stove-low,1.27
2Z13A00045,1-SD,2-QC,DHW_200_Lpd,0.99,Dryer-low,0.44,Stove-med,0.81
2Z13A00046,1-SD,2-QC,DHW_200_Lpd,1.06,Dryer-low,0.76,Stove-low,1.01
2Z13A00052,1-SD,2-QC,DHW_200_Lpd,1.02,Dryer-low,0.13,Stove-low,0.99
2Z13A00060,1-SD,2-QC,DHW_200_Lpd,1.05,Dryer-low,0.62,Stove-med,1.25
2Z13A00062,1-SD,2-QC,DHW_200_Lpd,1.10,Dryer-low,0.18,Stove-med,1.03
2Z13A00082,1-SD,2-QC,DHW_200_Lpd,1.13,Dryer-low,0.13,Stove-low,1.30
2Z13A00089,1-SD,2-QC,DHW_200_Lpd,1.17,Dryer-low,0.14,Stove-low,1.28
2Z14A00009,1-SD,2-QC,DHW_300_Lpd,0.86,Dryer-low,0.19,Stove-med,1.03
2Z14A00032,1-SD,2-QC,DHW_200_Lpd,1.06,Dryer-low,0.19,Stove-low,1.02
2Z14A00041,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.78,Stove-low,1.30
2Z14A00042,1-SD,2-QC,DHW_200_Lpd,0.95,Dryer-low,0.14,Stove-med,1.00
2Z14A00044,1-SD,2-QC,DHW_300_Lpd,0.91,Dryer-low,0.19,Stove-med,0.99
2Z14A00055,1-SD,2-QC,DHW_200_Lpd,1.23,Dryer-low,0.00,Stove-med,0.93
2Z14A00057,1-SD,2-QC,DHW_300_Lpd,0.87,Dryer-low,0.00,Stove-med,0.81
2Z14A00059,1-SD,2-QC,DHW_200_Lpd,1.15,Dryer-low,0.10,Stove-low,1.27
2Z14A00068,1-SD,2-QC,DHW_200_Lpd,1.07,Dryer-low,0.10,Stove-med,0.90
2Z14A00099,1-SD,2-QC,DHW_300_Lpd,0.86,Dryer-low,0.03,Stove-med,0.84
2Z14A00139,1-SD,2-QC,DHW_300_Lpd,0.84,Dryer-low,0.00,Stove-med,0.84
2Z15A00010,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.00,Stove-low,1.28
2Z15A00045,1-SD,2-QC,DHW_300_Lpd,0.92,Dryer-low,0.28,Stove-med,0.88
2Z15A00048,1-SD,2-QC,DHW_300_Lpd,0.92,Dryer-low,1.05,Stove-med,0.91
2Z15A00080,1-SD,2-QC,DHW_200_Lpd,1.01,Dryer-low,0.45,Stove-med,0.82
2Z15A00110,1-SD,2-QC,DHW_300_Lpd,0.89,Dryer-low,0.00,Stove-med,0.91
2Z15A00116,1-SD,2-QC,DHW_200_Lpd,1.02,Dryer-low,0.00,Stove-low,1.29
2Z15A00120,1-SD,2-QC,DHW_200_Lpd,1.09,Dryer-low,0.00,Stove-med,1.02
2Z16A00004,1-SD,2-QC,DHW_200_Lpd,1.09,Dryer-low,0.09,Stove-low,1.25
2Z16A00009,1-SD,2-QC,DHW_200_Lpd,1.14,Dryer-low,0.16,Stove-med,0.93
2Z16A00038,1-SD,2-QC,DHW_200_Lpd,1.08,Dryer-low,0.59,Stove-med,0.82
2Z16A00045,1-SD,2-QC,DHW_200_Lpd,1.11,Dryer-low,0.03,Stove-med,0.93
2Z17A00002,1-SD,2-QC,DHW_200_Lpd,1.07,Dryer-low,0.42,Stove-med,0.82
2Z17A00008,1-SD,2-QC,DHW_200_Lpd,1.12,Dryer-low,0.65,Stove-low,1.19
2Z17A00034,1-SD,2-QC,DHW_200_Lpd,0.99,Dryer-low,0.19,Stove-med,0.85
2Z17A00035,1-SD,2-QC,DHW_200_Lpd,1.23,Dryer-low,0.11,Stove-med,1.01
2Z17A00044,1-SD,2-QC,DHW_200_Lpd,1.17,Dryer-low,0.18,Stove-med,0.93
4008A00075,1-SD,2-QC,DHW_200_Lpd,1.20,Dryer-low,0.00,Stove-high,0.89
4008A00076,1-SD,2-QC,DHW_300_Lpd,1.08,Dryer-med,0.74,Stove-med,0.89
1015A00782,1-SD,3-OT,DHW_200_Lpd,0.95,Dryer-low,0.04,Stove-low,1.28
1015A00785,1-SD,3-OT,DHW_300_Lpd,0.94,Dryer-low,0.12,Stove-med,0.81
1017A00006,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.06,Stove-med,0.88
1017A00013,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.12,Stove-med,0.83
1017A00032,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.15,Stove-low,1.32
1017A00035,1-SD,3-OT,DHW_200_Lpd,1.19,Dryer-low,0.05,Stove-med,1.15
1018A00007,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.78,Stove-med,1.16
1018A00013,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.00,Stove-med,0.83
1018A00021,1-SD,3-OT,DHW_300_Lpd,0.96,Dryer-low,0.00,Stove-high,0.83
1018A00044,1-SD,3-OT,DHW_200_Lpd,1.17,Dryer-low,0.15,Stove-med,0.86
1018A00046,1-SD,3-OT,DHW_200_Lpd,1.15,Dryer-low,0.75,Stove-med,0.94
1018A00058,1-SD,3-OT,DHW_200_Lpd,1.24,Dryer-low,0.36,Stove-med,0.82
1018A00067,1-SD,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.00,Stove-med,0.85
1018A00072,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.00,Stove-med,1.01
1018A00073,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.89,Stove-med,1.11
1018A00076,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.57,Stove-med,1.05
1018A00084,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.21,Stove-low,1.44
1018A00085,1-SD,3-OT,DHW_200_Lpd,1.11,Dryer-low,0.60,Stove-low,1.12
1018A00089,1-SD,3-OT,DHW_200_Lpd,1.18,Dryer-low,0.00,Stove-med,1.02
1018A00107,1-SD,3-OT,DHW_200_Lpd,1.17,Dryer-low,0.39,Stove-med,1.13
1018A00110,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.15,Stove-low,1.17
1018A00114,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.25,Stove-low,1.31
1018A00136,1-SD,3-OT,DHW_200_Lpd,1.19,Dryer-low,0.10,Stove-low,1.42
1018A00137,1-SD,3-OT,DHW_200_Lpd,1.20,Dryer-low,1.46,Stove-low,1.25
1018A00143,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.30,Stove-med,0.82
1018A00154,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.00,Stove-med,0.85
1018A00167,1-SD,3-OT,DHW_100_Lpd,1.47,Dryer-low,0.00,Stove-med,0.95
1018A00180,1-SD,3-OT,DHW_300_Lpd,0.92,Dryer-low,0.05,Stove-med,1.07
1018A00181,1-SD,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.12,Stove-low,1.18
1018A00183,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.27,Stove-med,0.82
1018A00184,1-SD,3-OT,DHW_200_Lpd,1.20,Dryer-low,0.47,Stove-med,1.02
1018A00185,1-SD,3-OT,DHW_300_Lpd,1.02,Dryer-med,0.97,Stove-med,1.17
1018A00187,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.10,Stove-low,1.30
1018A00195,1-SD,3-OT,DHW_200_Lpd,1.16,Dryer-low,0.87,Stove-med,1.10
1018A00197,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.12,Stove-med,1.12
1018A00201,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.53,Stove-med,0.85
1018A00217,1-SD,3-OT,DHW_300_Lpd,1.01,Dryer-low,0.32,Stove-med,1.07
1018A00224,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.00,Stove-med,0.97
1018A00235,1-SD,3-OT,DHW_300_Lpd,0.84,Dryer-low,0.47,Stove-low,1.24
1018A00237,1-SD,3-OT,DHW_300_Lpd,0.84,Dryer-low,0.54,Stove-high,0.85
1018A00244,1-SD,3-OT,DHW_300_Lpd,0.87,Dryer-low,0.53,Stove-low,1.25
1018A00245,1-SD,3-OT,DHW_300_Lpd,0.91,Dryer-low,0.00,Stove-high,1.06
1018A00246,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.44,Stove-low,1.02
1018A00248,1-SD,3-OT,DHW_200_Lpd,0.95,Dryer-med,0.88,Stove-low,0.94
1018A00250,1-SD,3-OT,DHW_200_Lpd,1.21,Dryer-low,0.00,Stove-med,0.88
1018A00256,1-SD,3-OT,DHW_300_Lpd,1.06,Dryer-low,0.88,Stove-med,0.85
1018A00263,1-SD,3-OT,DHW_300_Lpd,1.07,Dryer-low,0.20,Stove-med,1.01
1018A00264,1-SD,3-OT,DHW_300_Lpd,0.88,Dryer-low,0.00,Stove-med,1.09
1036A00003,1-SD,3-OT,DHW_100_Lpd,1.43,Dryer-low,0.00,Stove-med,0.94
1036A00007,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.24,Stove-med,0.81
1036A00013,1-SD,3-OT,DHW_300_Lpd,0.93,Dryer-low,0.09,Stove-med,0.82
1036A00033,1-SD,3-OT,DHW_200_Lpd,1.19,Dryer-low,0.14,Stove-med,0.86
1036A00070,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,1.12,Stove-med,1.04
