House,hse_type,region,DHW filename,DHW multiplier,Dryer filename,Dryer multiplier,Stove-Other filename,Stove-Other multiplier
22HOA00017,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.00,Stove-low,1.14
22HOA00022,1-SD,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.07,Stove-low,1.29
22L1A00003,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.38,Stove-med,0.90
22L1A00017,1-SD,3-OT,DHW_200_Lpd,1.01,Dryer-low,1.10,Stove-med,0.89
22L2A00002,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.30,Stove-med,0.99
22N2A00004,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.85,Stove-med,0.96
22N2A00007,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.44,Stove-med,0.83
22N2A00022,1-SD,3-OT,DHW_200_Lpd,1.14,Dryer-low,0.57,Stove-med,1.01
22N2A00026,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.54,Stove-med,0.83
22N2A00027,1-SD,3-OT,DHW_200_Lpd,1.11,Dryer-low,1.01,Stove-med,0.92
22N2A00028,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.31,Stove-low,1.10
22N2A00034,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.97,Stove-med,1.18
22N2A00044,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.70,Stove-med,0.85
22N2A00048,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.65,Stove-med,0.84
22N2A00049,1-SD,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.63,Stove-med,0.87
22N2A00051,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-med,1.01,Stove-med,1.20
22N2A00064,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-med,0.92,Stove-high,1.09
22N2A00066,1-SD,3-OT,DHW_200_Lpd,1.07,Dryer-med,0.86,Stove-med,1.02
22N2A00069,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-med,0.74,Stove-high,0.92
22N2A00076,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.71,Stove-med,0.91
22N2A00092,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.21,Stove-med,0.88
22N2A00106,1-SD,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.36,Stove-med,1.15
22N2A00117,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.10,Stove-med,0.82
22N2A00132,1-SD,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.10,Stove-low,1.25
22N2A00154,1-SD,3-OT,DHW_300_Lpd,0.93,Dryer-low,0.19,Stove-med,1.06
22N2A00167,1-SD,3-OT,DHW_200_Lpd,1.07,Dryer-med,1.05,Stove-med,1.18
22N2A00168,1-SD,3-OT,DHW_100_Lpd,1.48,Dryer-low,0.63,Stove-low,1.12
22N2A00169,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.48,Stove-med,0.86
22N2A00178,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.28,Stove-low,1.29
22N2A00183,1-SD,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.75,Stove-high,1.05
22N2A00188,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.58,Stove-med,0.89
22N3A00007,1-SD,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.99,Stove-med,1.20
22N3A00009,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.00,Stove-low,1.31
22N3A00018,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.00,Stove-med,1.08
22N3A00021,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.73,Stove-med,0.87
22N3A00025,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.92,Stove-med,0.92
22N3A00030,1-SD,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.97,Stove-med,0.99
22N3A00034,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.11,Stove-med,0.90
22N3A00042,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.43,Stove-med,0.81
22N3A00045,1-SD,3-OT,DHW_200_Lpd,1.03,Dryer-low,1.41,Stove-med,0.82
22N3A00051,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.85,Stove-med,1.07
22N3A00055,1-SD,3-OT,DHW_200_Lpd,1.15,Dryer-low,0.33,Stove-med,1.12
22N3A00065,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.36,Stove-med,0.86
22N3A00075,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.00,Stove-high,0.94
22N3A00094,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.15,Stove-med,0.89
22N3A00095,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.00,Stove-med,1.30
22N6A00008,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.50,Stove-med,0.81
22N6A00009,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.38,Stove-med,1.29
22N6A00013,1-SD,3-OT,DHW_200_Lpd,1.01,Dryer-med,0.89,Stove-med,1.27
22N6A00015,1-SD,3-OT,DHW_200_Lpd,0.97,Dryer-low,1.36,Stove-med,0.91
22N6A00030,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.34,Stove-med,0.83
22N6A00050,1-SD,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.07,Stove-low,1.26
22N6A00051,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.63,Stove-high,0.86
22R1A00002,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.14,Stove-med,0.90
22R1A00003,1-SD,3-OT,DHW_200_Lpd,1.12,Dryer-low,1.06,Stove-high,0.94
22R1A00004,1-SD,3-OT,DHW_200_Lpd,1.11,Dryer-low,0.49,Stove-low,0.99
22Y1A00011,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.18,Stove-med,0.89
22Y1A00013,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.02,Stove-low,1.25
22Y1A00020,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.93,Stove-med,0.86
22Y1A00030,1-SD,3-OT,DHW_200_Lpd,1.12,Dryer-low,0.00,Stove-low,1.10
22Y1A00031,1-SD,3-OT,DHW_200_Lpd,0.76,Dryer-low,0.41,Stove-med,1.25
22Y1A00032,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.63,Stove-med,0.98
22Y1A00035,1-SD,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.08,Stove-low,1.27
22Y1A00040,1-SD,3-OT,DHW_200_Lpd,1.14,Dryer-low,0.37,Stove-high,1.02
22Y1A00041,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.37,Stove-low,1.04
22Y1A00045,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.08,Stove-low,1.25
22Y1A00047,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,1.00,Stove-med,1.01
22Y1A00054,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.06,Stove-low,1.31
22Y1A00065,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.00,Stove-med,0.93
22Y1A00070,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.72,Stove-med,0.90
22Y1A00071,1-SD,3-OT,DHW_200_Lpd,0.81,Dryer-low,0.21,Stove-med,0.81
22Y1A00077,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.52,Stove-med,0.95
22Y1A00079,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.77,Stove-med,0.92
22Y1A00083,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.07,Stove-low,1.26
22Y1A00088,1-SD,3-OT,DHW_200_Lpd,1.17,Dryer-low,1.20,Stove-med,0.96
22Y1A00091,1-SD,3-OT,DHW_200_Lpd,0.76,Dryer-low,0.15,Stove-med,0.91
22Y1A00094,1-SD,3-OT,DHW_200_Lpd,1.08,Dryer-low,1.29,Stove-med,1.12
22Y1A00102,1-SD,3-OT,DHW_100_Lpd,1.44,Dryer-low,0.15,Stove-med,0.89
22Y1A00110,1-SD,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.00,Stove-low,1.13
22Y1A00116,1-SD,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.69,Stove-med,0.93
22Y1A00117,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.57,Stove-low,1.25
22Y1A00118,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.06,Stove-low,1.25
22Y1A00119,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.02,Stove-low,1.26
22Y1A00144,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,1.25,Stove-high,0.93
22Y1A00149,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.03,Stove-med,0.98
22Y1A00151,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,0.75,Stove-high,1.02
22Y1A00155,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,1.13,Stove-med,1.03
22Y2A00016,1-SD,3-OT,DHW_200_Lpd,0.94,Dryer-low,1.51,Stove-med,0.93
22Y2A00025,1-SD,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.04,Stove-low,1.24
22Y2A00027,1-SD,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.12,Stove-med,0.82
22Y2A00031,1-SD,3-OT,DHW_200_Lpd,1.12,Dryer-low,0.10,Stove-med,0.86
22Y2A00032,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.58,Stove-med,0.93
2V01A00008,1-SD,3-OT,DHW_300_Lpd,0.99,Dryer-low,1.21,Stove-med,1.10
2V01A00018,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.59,Stove-med,1.05
2V01A00029,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,1.52,Stove-med,1.09
2V01A00033,1-SD,3-OT,DHW_200_Lpd,1.15,Dryer-low,0.18,Stove-low,1.19
2V01A00043,1-SD,3-OT,DHW_200_Lpd,1.11,Dryer-low,0.68,Stove-low,1.18
2V01A00044,1-SD,3-OT,DHW_300_Lpd,1.03,Dryer-low,0.39,Stove-high,1.03
2V01A00051,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,1.61,Stove-med,0.91
2V01A00056,1-SD,3-OT,DHW_200_Lpd,1.13,Dryer-low,0.00,Stove-med,1.28
2V01A00058,1-SD,3-OT,DHW_200_Lpd,1.04,Dryer-low,1.54,Stove-med,1.17
2V01A00064,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.22,Stove-low,1.22
2V01A00066,1-SD,3-OT,DHW_200_Lpd,1.22,Dryer-low,0.10,Stove-med,0.98
2V01A00067,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.05,Stove-low,1.23
2V01A00094,1-SD,3-OT,DHW_200_Lpd,1.09,Dryer-low,0.00,Stove-med,1.00
2V01A00095,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.00,Stove-med,0.91
2V01A00100,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.29,Stove-low,1.19
2V01A00111,1-SD,3-OT,DHW_300_Lpd,0.91,Dryer-low,0.18,Stove-low,1.09
2V01A00113,1-SD,3-OT,DHW_300_Lpd,0.91,Dryer-low,1.22,Stove-med,0.86
2V02A00021,1-SD,3-OT,DHW_300_Lpd,0.89,Dryer-low,0.29,Stove-med,0.98
2V02A00030,1-SD,3-OT,DHW_200_Lpd,1.24,Dryer-low,0.01,Stove-med,0.85
2V02A00032,1-SD,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.70,Stove-med,1.02
2V02A00044,1-SD,3-OT,DHW_200_Lpd,1.08,Dryer-low,0.41,Stove-low,1.32
2V02A00048,1-SD,3-OT,DHW_200_Lpd,1.19,Dryer-low,0.00,Stove-med,0.90
2V02A00054,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.67,Stove-med,0.90
2V02A00072,1-SD,3-OT,DHW_300_Lpd,1.01,Dryer-low,0.68,Stove-low,1.31
2V02A00090,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.51,Stove-low,0.96
2V02A00093,1-SD,3-OT,DHW_200_Lpd,1.08,Dryer-med,0.98,Stove-med,1.05
2V02A00099,1-SD,3-OT,DHW_300_Lpd,0.89,Dryer-low,0.50,Stove-med,0.83
2V02A00109,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.30,Stove-low,1.21
2V02A00112,1-SD,3-OT,DHW_200_Lpd,1.16,Dryer-low,0.04,Stove-low,1.26
2V02A00125,1-SD,3-OT,DHW_300_Lpd,0.91,Dryer-low,0.10,Stove-med,0.93
2V02A00126,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.05,Stove-med,1.01
2V02A00127,1-SD,3-OT,DHW_200_Lpd,1.07,Dryer-low,0.87,Stove-med,0.85
2V02A00130,1-SD,3-OT,DHW_200_Lpd,1.13,Dryer-low,0.06,Stove-med,0.85
2V02A00134,1-SD,3-OT,DHW_200_Lpd,1.08,Dryer-low,0.92,Stove-low,1.31
2V02A00157,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.53,Stove-low,1.31
2V02A00174,1-SD,3-OT,DHW_300_Lpd,0.85,Dryer-low,0.69,Stove-low,1.23
2V02A00183,1-SD,3-OT,DHW_200_Lpd,1.14,Dryer-low,0.46,Stove-med,0.88
2V02A00198,1-SD,3-OT,DHW_200_Lpd,1.07,Dryer-low,0.05,Stove-low,1.29
2V02A00208,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.05,Stove-med,1.01
2V02A00400,1-SD,3-OT,DHW_300_Lpd,1.14,Dryer-low,0.59,Stove-med,1.06
2V03A00037,1-SD,3-OT,DHW_300_Lpd,0.93,Dryer-med,0.79,Stove-high,0.88
2V03A00040,1-SD,3-OT,DHW_200_Lpd,1.24,Dryer-low,0.15,Stove-med,1.03
3101A00004,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.28,Stove-med,1.18
3101A00008,1-SD,3-OT,DHW_200_Lpd,0.78,Dryer-low,0.19,Stove-low,1.22
3101A00025,1-SD,3-OT,DHW_200_Lpd,1.22,Dryer-low,0.14,Stove-med,0.89
3101A00041,1-SD,3-OT,DHW_200_Lpd,1.13,Dryer-low,0.68,Stove-high,0.83
3101A00052,1-SD,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.00,Stove-med,1.27
3101A00058,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.12,Stove-med,0.88
3101A00067,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.41,Stove-med,0.94
3101A00069,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,1.04,Stove-med,1.01
3101A00073,1-SD,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.65,Stove-low,1.28
3101A00080,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.16,Stove-low,1.29
3101A00092,1-SD,3-OT,DHW_200_Lpd,1.09,Dryer-low,0.49,Stove-med,1.03
3101A00098,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,0.33,Stove-med,0.81
3101A00103,1-SD,3-OT,DHW_100_Lpd,1.46,Dryer-low,0.22,Stove-med,0.82
3101A00119,1-SD,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.09,Stove-med,0.83
3101A00134,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.00,Stove-med,0.86
3101A00135,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,1.32,Stove-med,1.18
3101A00146,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.78,Stove-med,1.13
3101A00159,1-SD,3-OT,DHW_200_Lpd,1.05,Dryer-low,1.23,Stove-med,0.86
3101A00167,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.00,Stove-med,0.89
3101A00172,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.00,Stove-low,1.22
3101A00174,1-SD,3-OT,DHW_200_Lpd,1.09,Dryer-low,0.20,Stove-low,1.31
3102A00021,1-SD,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.60,Stove-low,1.21
3102A00031,1-SD,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.38,Stove-med,1.21
3102A00046,1-SD,3-OT,DHW_200_Lpd,0.86,Dryer-low,0.59,Stove-med,0.89
3102A00050,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.02,Stove-low,1.24
3102A00065,1-SD,3-OT,DHW_200_Lpd,0.97,Dryer-low,0.14,Stove-med,0.83
3102A00073,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.37,Stove-med,0.81
3102A00075,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.11,Stove-low,1.32
3102A00096,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.99,Stove-med,0.86
3102A00102,1-SD,3-OT,DHW_100_Lpd,1.49,Dryer-low,0.49,Stove-med,0.85
3102A00106,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.73,Stove-med,0.93
3102A00118,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.02,Stove-low,1.24
3102A00132,1-SD,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.31,Stove-med,1.02
3102A00139,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.05,Stove-med,0.88
3102A00143,1-SD,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.79,Stove-med,0.92
3102A00154,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.01,Stove-med,0.84
3102A00156,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.00,Stove-high,0.85
3102A00157,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,1.36,Stove-med,0.93
3102A00166,1-SD,3-OT,DHW_200_Lpd,0.95,Dryer-low,0.32,Stove-med,0.81
3102A00167,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.19,Stove-med,0.83
3102A00170,1-SD,3-OT,DHW_200_Lpd,1.11,Dryer-low,1.46,Stove-high,0.88
3102A00171,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.97,Stove-med,1.17
3102A00183,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.00,Stove-med,0.93
3102A00189,1-SD,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.35,Stove-med,1.02
3102A00190,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.17,Stove-low,1.26
3102A00192,1-SD,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.93,Stove-med,0.90
3102A00215,1-SD,3-OT,DHW_200_Lpd,1.01,Dryer-low,0.27,Stove-low,0.81
3102A00224,1-SD,3-OT,DHW_100_Lpd,1.47,Dryer-low,0.00,Stove-high,1.02
3102A00236,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.69,Stove-med,0.99
3102A00240,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.24,Stove-med,1.09
3102A00248,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.71,Stove-high,0.97
3102A00249,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.24,Stove-high,0.98
3102A00259,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.59,Stove-med,1.10
3103A00014,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.14,Stove-med,0.85
3103A00022,1-SD,3-OT,DHW_200_Lpd,1.23,Dryer-low,0.50,Stove-med,1.09
3103A00037,1-SD,3-OT,DHW_200_Lpd,1.09,Dryer-low,0.00,Stove-high,0.85
3103A00048,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.02,Stove-med,0.84
3103A00066,1-SD,3-OT,DHW_200_Lpd,0.95,Dryer-low,0.81,Stove-med,1.07
3103A00073,1-SD,3-OT,DHW_200_Lpd,0.81,Dryer-low,1.12,Stove-high,0.85
3103A00082,1-SD,3-OT,DHW_100_Lpd,1.38,Dryer-low,0.16,Stove-med,0.83
3103A00087,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.37,Stove-low,1.09
3103A00091,1-SD,3-OT,DHW_200_Lpd,1.10,Dryer-low,0.27,Stove-low,1.30
3103A00099,1-SD,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.84,Stove-med,1.05
3103A00105,1-SD,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.38,Stove-med,0.96
3103A00127,1-SD,3-OT,DHW_200_Lpd,1.18,Dryer-low,0.19,Stove-med,0.93
3103A00130,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.38,Stove-low,1.31
3103A00131,1-SD,3-OT,DHW_200_Lpd,1.12,Dryer-low,0.79,Stove-low,1.31
3103A00153,1-SD,3-OT,DHW_100_Lpd,1.30,Dryer-low,0.41,Stove-med,1.05
3103A00164,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.80,Stove-med,0.87
3103A00167,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.19,Stove-low,1.29
3103A00168,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.15,Stove-med,0.81
3103A00169,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.00,Stove-med,1.14
3103A00172,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.77,Stove-med,0.95
3103A00181,1-SD,3-OT,DHW_100_Lpd,1.49,Dryer-low,0.77,Stove-med,0.92
3103A00195,1-SD,3-OT,DHW_200_Lpd,0.83,Dryer-low,0.41,Stove-med,1.06
3103A00201,1-SD,3-OT,DHW_200_Lpd,1.16,Dryer-low,0.00,Stove-low,1.25
3103A00203,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,0.00,Stove-low,1.22
3103A00205,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.33,Stove-low,1.20
3103A00206,1-SD,3-OT,DHW_200_Lpd,1.17,Dryer-low,1.06,Stove-med,0.94
3103A00212,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.57,Stove-med,1.00
3103A00223,1-SD,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.08,Stove-low,1.26
3103A00225,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.00,Stove-high,0.81
3103A00230,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.14,Stove-med,0.93
3103A00234,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.93,Stove-med,1.29
3103A00269,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.40,Stove-med,0.95
3103A00274,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.00,Stove-med,0.85
3103A00276,1-SD,3-OT,DHW_200_Lpd,0.79,Dryer-low,0.12,Stove-low,1.28
3103A00278,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-low,1.19,Stove-med,1.19
3103A00279,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.97,Stove-med,1.12
3103A00280,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,1.27,Stove-med,1.24
3103A00284,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.01,Stove-med,0.96
3103A00288,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.20,Stove-med,0.99
3103A00296,1-SD,3-OT,DHW_200_Lpd,1.08,Dryer-low,1.31,Stove-med,1.12
3103A00301,1-SD,3-OT,DHW_200_Lpd,0.97,Dryer-low,0.53,Stove-med,0.99
3103A00313,1-SD,3-OT,DHW_200_Lpd,0.93,Dryer-low,0.52,Stove-high,1.06
3103A00319,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.53,Stove-med,1.25
3103A00320,1-SD,3-OT,DHW_200_Lpd,0.82,Dryer-low,0.69,Stove-med,0.85
3103A00322,1-SD,3-OT,DHW_200_Lpd,0.80,Dryer-low,0.30,Stove-low,1.42
3103A00325,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.31,Stove-med,1.01
3103A00494,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.96,Stove-med,1.20
3103A00497,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,0.00,Stove-high,0.88
3103A00502,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.52,Stove-med,0.82
3103A00503,1-SD,3-OT,DHW_200_Lpd,0.92,Dryer-low,0.08,Stove-med,0.92
3103A00508,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.13,Stove-low,1.20
3103A00509,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.58,Stove-med,1.00
3103A00510,1-SD,3-OT,DHW_200_Lpd,1.09,Dryer-low,1.44,Stove-low,1.22
3103A00516,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.43,Stove-med,0.84
3103A00539,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,0.20,Stove-low,1.27
3103A00542,1-SD,3-OT,DHW_200_Lpd,0.99,Dryer-low,0.80,Stove-high,0.84
3103A00551,1-SD,3-OT,DHW_200_Lpd,0.94,Dryer-low,0.85,Stove-med,1.03
3103A00569,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.15,Stove-med,0.85
3103A00583,1-SD,3-OT,DHW_200_Lpd,0.89,Dryer-low,1.48,Stove-med,1.19
3103A00599,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,1.33,Stove-med,1.17
3103A00604,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.47,Stove-med,0.91
3103A00605,1-SD,3-OT,DHW_200_Lpd,0.91,Dryer-low,0.62,Stove-med,1.04
3103A00609,1-SD,3-OT,DHW_200_Lpd,1.21,Dryer-low,0.00,Stove-med,0.88
3103A00612,1-SD,3-OT,DHW_200_Lpd,0.88,Dryer-low,0.31,Stove-low,1.22
3103A00616,1-SD,3-OT,DHW_200_Lpd,1.03,Dryer-low,0.18,Stove-high,0.99
3103A00621,1-SD,3-OT,DHW_200_Lpd,1.00,Dryer-low,0.00,Stove-med,0.89
3103A00642,1-SD,3-OT,DHW_200_Lpd,1.06,Dryer-low,0.00,Stove-high,0.88
3103A00672,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,1.42,Stove-med,0.99
3103A00681,1-SD,3-OT,DHW_200_Lpd,0.84,Dryer-low,0.73,Stove-med,0.91
3103A00683,1-SD,3-OT,DHW_200_Lpd,0.85,Dryer-low,0.16,Stove-low,1.26
3103A00690,1-SD,3-OT,DHW_200_Lpd,1.07,Dryer-low,0.00,Stove-med,0.81
3103A00699,1-SD,3-OT,DHW_200_Lpd,1.09,Dryer-low,1.31,Stove-high,0.85
3103A00709,1-SD,3-OT,DHW_200_Lpd,0.96,Dryer-low,0.73,Stove-med,0.88
3103A00720,1-SD,3-OT,DHW_200_Lpd,1.02,Dryer-low,1.13,Stove-med,1.20
3103A00722,1-SD,3-OT,DHW_200_Lpd,0.90,Dryer-low,0.25,Stove-med,0.90
3103A00772,1-SD,3-OT,DHW_200_Lpd,0.98,Dryer-low,1.15,Stove-med,1.38
3103A00784,1-SD,3-OT,DHW_200_Lpd,0.87,Dryer-low,0.34,Stove-med,1.15
