Filename,hse_type,region,wndw_favourite_code
2280A00647.HDF,1-SD,5-BC,202000
2280A00649.HDF,1-SD,5-BC,200000
2280A00656.HDF,1-SD,5-BC,100002
2280A00657.HDF,1-SD,5-BC,200000
2280A00669.HDF,1-SD,5-BC,200004
2281A00009.HDF,1-SD,3-OT,200002
2281A00028.HDF,1-SD,3-OT,200002
2281A00032.HDF,1-SD,3-OT,202002
2281A00040.HDF,1-SD,3-OT,200004
2281A00045.HDF,1-SD,3-OT,234004
2281A00058.HDF,1-SD,3-OT,200004
2281A00059.HDF,1-SD,3-OT,200004
2281A00060.HDF,1-SD,3-OT,200002
2281A00065.HDF,2-DR,3-OT,200004
2281A00066.HDF,1-SD,3-OT,200004
2281A00070.HDF,1-SD,3-OT,202002
2281A00072.HDF,2-DR,3-OT,200002
2281A00074.HDF,1-SD,3-OT,200002
2281A00076.HDF,1-SD,3-OT,200004
2281A00077.HDF,1-SD,3-OT,200004
2281A00092.HDF,2-DR,3-OT,200002
2281A00094.HDF,1-SD,3-OT,200004
2281A00095.HDF,1-SD,3-OT,200004
2281A00103.HDF,2-DR,3-OT,200004
2281A00111.HDF,1-SD,3-OT,200004
2281A00118.HDF,1-SD,3-OT,200002
2281A00125.HDF,1-SD,3-OT,202002
2281A00135.HDF,1-SD,3-OT,200004
2281A00138.HDF,1-SD,3-OT,200002
2281A00141.HDF,1-SD,3-OT,200004
2281A00142.HDF,1-SD,3-OT,200004
2281A00148.HDF,1-SD,3-OT,202002
2281A00154.HDF,1-SD,3-OT,200004
2281A00157.HDF,1-SD,3-OT,200004
2281A00158.HDF,2-DR,3-OT,200002
2281A00163.HDF,1-SD,3-OT,200002
2281A00170.HDF,1-SD,3-OT,200002
2282A00003.HDF,1-SD,5-BC,100002
2282A00007.HDF,1-SD,5-BC,100000
2282A00011.HDF,2-DR,5-BC,100000
2282A00014.HDF,1-SD,5-BC,100000
2282A00027.HDF,1-SD,5-BC,100000
2282A00035.HDF,1-SD,5-BC,200000
2282A00037.HDF,1-SD,5-BC,200002
2282A00041.HDF,1-SD,5-BC,200000
2282A00048.HDF,1-SD,5-BC,202000
2282A00056.HDF,1-SD,5-BC,100002
2283A00580.HDF,1-SD,4-PR,200004
2283A00686.HDF,1-SD,4-PR,200200
2283A00892.HDF,1-SD,4-PR,200202
2283A00929.HDF,1-SD,4-PR,200000
2283A00962.HDF,1-SD,4-PR,200002
2283A01332.HDF,2-DR,4-PR,200002
2283A01334.HDF,2-DR,4-PR,200002
2283A01343.HDF,2-DR,4-PR,200002
2283A01344.HDF,2-DR,4-PR,200002
2283A01347.HDF,2-DR,4-PR,200002
2283A01350.HDF,2-DR,4-PR,200002
2283A01356.HDF,2-DR,4-PR,200002
2283A01359.HDF,2-DR,4-PR,200002
2283A01364.HDF,2-DR,4-PR,200002
2283A01367.HDF,2-DR,4-PR,200002
2283A01368.HDF,2-DR,4-PR,200002
2284A01408.HDF,1-SD,4-PR,200002
2284A01488.HDF,1-SD,4-PR,200202
2285A00007.HDF,1-SD,3-OT,200002
2285A00011.HDF,1-SD,3-OT,200004
2285A00069.HDF,1-SD,3-OT,200004
2285A00072.HDF,1-SD,3-OT,200202
2285A00097.HDF,1-SD,3-OT,200002
2285A00099.HDF,1-SD,3-OT,200004
2285A00106.HDF,1-SD,3-OT,200002
2285A00141.HDF,1-SD,3-OT,200202
2285A00154.HDF,2-DR,3-OT,200004
2285A00159.HDF,1-SD,3-OT,200004
2285A00160.HDF,1-SD,3-OT,100002
2285A00162.HDF,1-SD,3-OT,234004
2285A00167.HDF,1-SD,3-OT,200002
2285A00169.HDF,1-SD,3-OT,200002
2285A00181.HDF,1-SD,3-OT,200004
2285A00186.HDF,1-SD,3-OT,200202
2285A00207.HDF,1-SD,3-OT,200004
2285A00224.HDF,1-SD,3-OT,200004
2285A00237.HDF,1-SD,3-OT,200004
2285A00239.HDF,2-DR,3-OT,200004
2285A00240.HDF,1-SD,3-OT,200004
2285A00244.HDF,1-SD,3-OT,200004
2285A00246.HDF,1-SD,3-OT,200002
2286A00001.HDF,1-SD,3-OT,200002
2286A00004.HDF,1-SD,3-OT,200004
2286A00005.HDF,1-SD,3-OT,200004
2286A00006.HDF,1-SD,3-OT,200002
2286A00018.HDF,1-SD,3-OT,200002
2286A00019.HDF,1-SD,3-OT,200002
2286A00024.HDF,1-SD,3-OT,200002
2286A00025.HDF,1-SD,3-OT,200002
2286A00028.HDF,1-SD,3-OT,200002
2286A00032.HDF,1-SD,3-OT,200004
2286A00042.HDF,1-SD,3-OT,100002
2286A00050.HDF,1-SD,3-OT,200004
2286A00055.HDF,1-SD,3-OT,200004
2286A00058.HDF,1-SD,3-OT,200002
2286A00065.HDF,1-SD,3-OT,200002
2286A00066.HDF,1-SD,3-OT,200004
2286A00067.HDF,1-SD,3-OT,200000
2286A00070.HDF,1-SD,3-OT,200202
2286A00080.HDF,1-SD,3-OT,200002
2286A00084.HDF,1-SD,3-OT,200004
2286A00086.HDF,1-SD,3-OT,200002
2286A00087.HDF,1-SD,3-OT,200004
2286A00089.HDF,1-SD,3-OT,200004
2286A00092.HDF,1-SD,3-OT,200002
2286A00098.HDF,1-SD,3-OT,200004
2286A00103.HDF,1-SD,3-OT,200004
2286A00109.HDF,1-SD,3-OT,200004
2286A00111.HDF,1-SD,3-OT,200002
2286A00112.HDF,1-SD,3-OT,200004
2286A00117.HDF,1-SD,3-OT,200004
2286A00123.HDF,1-SD,3-OT,200004
2286A00127.HDF,1-SD,3-OT,200004
2286A00131.HDF,1-SD,3-OT,200002
2286A00136.HDF,1-SD,3-OT,200002
2286A00146.HDF,1-SD,3-OT,200002
2286A00163.HDF,1-SD,3-OT,100002
2286A00164.HDF,1-SD,3-OT,200004
2286A00170.HDF,1-SD,3-OT,200002
2286A00171.HDF,1-SD,3-OT,200002
2286A00172.HDF,2-DR,3-OT,200004
2286A00174.HDF,1-SD,3-OT,200002
2286A00178.HDF,1-SD,3-OT,200000
2286A00185.HDF,1-SD,3-OT,200004
2286A00193.HDF,1-SD,3-OT,200002
2286A00194.HDF,1-SD,3-OT,200002
2286A00195.HDF,1-SD,3-OT,200004
2286A00210.HDF,1-SD,3-OT,231004
2286A00213.HDF,1-SD,3-OT,231004
2286A00215.HDF,1-SD,3-OT,200004
2286A00230.HDF,1-SD,3-OT,231004
2286A00233.HDF,1-SD,3-OT,200002
2286A00242.HDF,1-SD,3-OT,200002
2286A00249.HDF,1-SD,3-OT,200002
2286A00250.HDF,1-SD,3-OT,200004
2286A00252.HDF,1-SD,3-OT,231004
2286A00254.HDF,1-SD,3-OT,231004
2286A00257.HDF,1-SD,3-OT,234004
2287A00006.HDF,1-SD,3-OT,100002
2287A00007.HDF,1-SD,3-OT,200004
2287A00013.HDF,1-SD,3-OT,200004
2287A00020.HDF,1-SD,3-OT,100002
2287A00034.HDF,1-SD,3-OT,202002
2287A00035.HDF,1-SD,3-OT,200004
2287A00037.HDF,1-SD,3-OT,200002
2287A00042.HDF,2-DR,3-OT,202002
2287A00046.HDF,1-SD,3-OT,200000
2287A00048.HDF,1-SD,3-OT,200004
2287A00057.HDF,1-SD,3-OT,200004
2287A00073.HDF,1-SD,3-OT,100002
2287A00079.HDF,1-SD,3-OT,200004
2287A00088.HDF,1-SD,3-OT,200202
2287A00095.HDF,1-SD,3-OT,100002
2287A00100.HDF,1-SD,3-OT,234004
2287A00101.HDF,1-SD,3-OT,200002
2287A00104.HDF,1-SD,3-OT,200202
2287A00117.HDF,1-SD,3-OT,200004
2287A00119.HDF,2-DR,3-OT,100000
2287A00143.HDF,1-SD,3-OT,231004
2287A00145.HDF,1-SD,3-OT,200004
2287A00147.HDF,1-SD,3-OT,200004
2287A00158.HDF,1-SD,3-OT,200004
2287A00163.HDF,1-SD,3-OT,200004
2287A00166.HDF,1-SD,3-OT,200004
2287A00172.HDF,1-SD,3-OT,200004
2287A00184.HDF,1-SD,3-OT,200004
2287A00190.HDF,1-SD,3-OT,202002
2287A00196.HDF,1-SD,3-OT,202002
2287A00198.HDF,1-SD,3-OT,200002
2287A00201.HDF,1-SD,3-OT,100002
2287A00205.HDF,1-SD,3-OT,234004
2287A00206.HDF,1-SD,3-OT,100002
2287A00214.HDF,1-SD,3-OT,200004
2287A00221.HDF,1-SD,3-OT,100006
2287A00225.HDF,2-DR,3-OT,200006
2287A00226.HDF,1-SD,3-OT,202002
2287A00228.HDF,1-SD,3-OT,202002
2287A00241.HDF,1-SD,3-OT,202002
2287A00243.HDF,1-SD,3-OT,234004
2287A00245.HDF,1-SD,3-OT,100002
2287A00250.HDF,2-DR,3-OT,202000
2287A00259.HDF,1-SD,3-OT,100002
2287A00269.HDF,1-SD,3-OT,202004
2287A00271.HDF,1-SD,3-OT,200004
2287A00273.HDF,1-SD,3-OT,234004
2287A00280.HDF,1-SD,3-OT,202004
2287A00285.HDF,1-SD,3-OT,100002
2287A00289.HDF,2-DR,3-OT,200004
2287A00290.HDF,2-DR,3-OT,100002
2287A00303.HDF,1-SD,3-OT,100002
2287A00305.HDF,1-SD,3-OT,200002
2287A00306.HDF,2-DR,3-OT,202002
2287A00307.HDF,2-DR,3-OT,200004
2287A00308.HDF,1-SD,3-OT,200004
2287A00313.HDF,1-SD,3-OT,200004
2287A00314.HDF,1-SD,3-OT,202002
2287A00317.HDF,1-SD,3-OT,200002
2287A00319.HDF,1-SD,3-OT,234004
2287A00320.HDF,1-SD,3-OT,200002
2287A00322.HDF,1-SD,3-OT,200004
2287A00329.HDF,1-SD,3-OT,100002
2287A00330.HDF,1-SD,3-OT,202002
2287A00339.HDF,1-SD,3-OT,200002
2287A00342.HDF,1-SD,3-OT,100002
2287A00343.HDF,1-SD,3-OT,100002
2287A00354.HDF,2-DR,3-OT,202002
2287A00358.HDF,1-SD,3-OT,200004
2287A00362.HDF,2-DR,3-OT,202002
2287A00375.HDF,1-SD,3-OT,200002
2287A00389.HDF,1-SD,3-OT,234004
2287A00390.HDF,1-SD,3-OT,200002
2287A00392.HDF,2-DR,3-OT,200002
2287A00396.HDF,2-DR,3-OT,100002
2287A00404.HDF,1-SD,3-OT,200004
2287A00405.HDF,1-SD,3-OT,200000
2287A00407.HDF,1-SD,3-OT,200004
2287A00409.HDF,2-DR,3-OT,200000
2287A00413.HDF,1-SD,3-OT,100002
2287A00430.HDF,1-SD,3-OT,202002
2287A00444.HDF,1-SD,3-OT,200004
2287A00473.HDF,1-SD,3-OT,202002
2287A00494.HDF,1-SD,3-OT,100002
2287A00499.HDF,1-SD,3-OT,200004
2287A00536.HDF,1-SD,3-OT,202004
2287A00543.HDF,1-SD,3-OT,200004
2287A00545.HDF,1-SD,3-OT,200004
2287A00552.HDF,1-SD,3-OT,200002
2287A00555.HDF,2-DR,3-OT,200000
2287A00557.HDF,1-SD,3-OT,100002
2287A00559.HDF,1-SD,3-OT,100002
2287A00562.HDF,2-DR,3-OT,202002
2287A00565.HDF,1-SD,3-OT,202002
2287A00567.HDF,2-DR,3-OT,100002
2287A00572.HDF,1-SD,3-OT,200004
2287A00575.HDF,2-DR,3-OT,100002
2287A00576.HDF,1-SD,3-OT,200002
2287A00578.HDF,1-SD,3-OT,100002
2287A00580.HDF,1-SD,3-OT,200004
2287A00581.HDF,1-SD,3-OT,234004
2287A00582.HDF,1-SD,3-OT,100002
2287A00588.HDF,1-SD,3-OT,100002
2287A00590.HDF,2-DR,3-OT,200004
2287A00600.HDF,1-SD,3-OT,100002
2287A00601.HDF,1-SD,3-OT,100002
2287A00602.HDF,1-SD,3-OT,202002
2287A00608.HDF,1-SD,3-OT,200004
2287A00610.HDF,1-SD,3-OT,100002
2287A00613.HDF,1-SD,3-OT,200004
2287A00619.HDF,1-SD,3-OT,100002
2287A00621.HDF,1-SD,3-OT,200004
2287A00630.HDF,1-SD,3-OT,200002
2287A00633.HDF,1-SD,3-OT,200002
2287A00638.HDF,2-DR,3-OT,200004
2287A00639.HDF,2-DR,3-OT,200002
2287A00640.HDF,2-DR,3-OT,200004
2287A00643.HDF,2-DR,3-OT,200004
2287A00647.HDF,1-SD,3-OT,100002
2287A00650.HDF,1-SD,3-OT,202002
2287A00652.HDF,1-SD,3-OT,202002
2287A00665.HDF,1-SD,3-OT,200004
2287A00667.HDF,1-SD,3-OT,200002
2287A00678.HDF,1-SD,3-OT,100002
2287A00681.HDF,1-SD,3-OT,100002
2287A00685.HDF,2-DR,3-OT,200004
2287A00690.HDF,1-SD,3-OT,200002
2287A00691.HDF,1-SD,3-OT,200002
2287A00693.HDF,1-SD,3-OT,100002
2287A00696.HDF,1-SD,3-OT,100000
2287A00697.HDF,1-SD,3-OT,200002
2287A00707.HDF,1-SD,3-OT,100002
2287A00708.HDF,1-SD,3-OT,202002
2287A00711.HDF,1-SD,3-OT,100002
2287A00714.HDF,1-SD,3-OT,100002
2287A00715.HDF,1-SD,3-OT,200002
2287A00720.HDF,1-SD,3-OT,100002
2287A00725.HDF,1-SD,3-OT,100000
2287A00730.HDF,1-SD,3-OT,200004
2287A00734.HDF,2-DR,3-OT,100002
2287A00735.HDF,1-SD,3-OT,200004
2287A00740.HDF,1-SD,3-OT,100002
2287A00747.HDF,1-SD,3-OT,200002
2287A00759.HDF,1-SD,3-OT,200004
2287A00760.HDF,1-SD,3-OT,200002
2287A00762.HDF,1-SD,3-OT,100002
2287A00765.HDF,1-SD,3-OT,200002
2287A00770.HDF,1-SD,3-OT,200004
2287A00777.HDF,1-SD,3-OT,100002
2287A00789.HDF,1-SD,3-OT,200004
2287A00796.HDF,1-SD,3-OT,200004
2287A00798.HDF,1-SD,3-OT,234004
2287A00799.HDF,1-SD,3-OT,200004
2287A00801.HDF,1-SD,3-OT,200002
2287A00806.HDF,2-DR,3-OT,100002
2287A00807.HDF,1-SD,3-OT,100002
2287A00813.HDF,1-SD,3-OT,200002
2287A00814.HDF,2-DR,3-OT,200002
2287A00818.HDF,1-SD,3-OT,200004
2287A00820.HDF,1-SD,3-OT,200004
2287A00822.HDF,1-SD,3-OT,200002
2287A00829.HDF,1-SD,3-OT,100000
2287A00831.HDF,1-SD,3-OT,100002
2287A00833.HDF,1-SD,3-OT,100002
2287A00842.HDF,1-SD,3-OT,100000
2287A00851.HDF,1-SD,3-OT,200004
2287A00853.HDF,1-SD,3-OT,200004
2287A00856.HDF,1-SD,3-OT,100000
2287A00858.HDF,1-SD,3-OT,200002
2287A00862.HDF,1-SD,3-OT,100002
2287A00868.HDF,1-SD,3-OT,100002
2287A00869.HDF,1-SD,3-OT,200002
2287A00871.HDF,1-SD,3-OT,100000
2287A00874.HDF,1-SD,3-OT,200004
2287A00876.HDF,2-DR,3-OT,100002
2287A00879.HDF,2-DR,3-OT,200004
2287A00880.HDF,1-SD,3-OT,200004
2287A00882.HDF,1-SD,3-OT,200004
2287A00883.HDF,1-SD,3-OT,200002
2287A00884.HDF,1-SD,3-OT,100002
2287A00888.HDF,1-SD,3-OT,100002
2287A00892.HDF,1-SD,3-OT,100002
2287A00894.HDF,1-SD,3-OT,200002
2287A00903.HDF,1-SD,3-OT,100002
2288A00004.HDF,2-DR,3-OT,200002
2288A00012.HDF,1-SD,3-OT,200002
2288A00024.HDF,2-DR,3-OT,200002
2288A00025.HDF,2-DR,3-OT,200002
2288A00026.HDF,1-SD,3-OT,200000
2288A00029.HDF,1-SD,3-OT,200002
2288A00032.HDF,2-DR,3-OT,200002
2288A00033.HDF,1-SD,3-OT,200002
2288A00045.HDF,1-SD,3-OT,200002
2288A00049.HDF,1-SD,3-OT,200002
2288A00052.HDF,1-SD,3-OT,200004
2288A00066.HDF,1-SD,3-OT,200002
2288A00090.HDF,1-SD,3-OT,200002
2288A00095.HDF,2-DR,3-OT,200002
2288A00105.HDF,1-SD,3-OT,200002
2288A00106.HDF,1-SD,3-OT,234002
2288A00115.HDF,1-SD,3-OT,200202
2288A00118.HDF,1-SD,3-OT,200002
2288A00130.HDF,1-SD,3-OT,200002
2288A00133.HDF,1-SD,3-OT,200002
2288A00136.HDF,2-DR,3-OT,200002
2288A00137.HDF,1-SD,3-OT,200002
2288A00140.HDF,1-SD,3-OT,200002
2288A00144.HDF,1-SD,3-OT,200002
2288A00147.HDF,1-SD,3-OT,200002
2288A00151.HDF,1-SD,3-OT,200002
2288A00154.HDF,2-DR,3-OT,200002
2288A00155.HDF,1-SD,3-OT,200002
2288A00156.HDF,2-DR,3-OT,200002
2288A00158.HDF,2-DR,3-OT,200002
2288A00161.HDF,1-SD,3-OT,200002
2288A00176.HDF,1-SD,3-OT,200002
2288A00181.HDF,1-SD,3-OT,200002
2288A00186.HDF,1-SD,3-OT,200002
2288A00187.HDF,2-DR,3-OT,100002
2288A00195.HDF,1-SD,3-OT,200002
2288A00200.HDF,2-DR,3-OT,200002
2288A00204.HDF,2-DR,3-OT,200002
2288A00205.HDF,2-DR,3-OT,200002
2288A00207.HDF,1-SD,3-OT,200002
2288A00219.HDF,2-DR,3-OT,200002
2288A00221.HDF,1-SD,3-OT,200002
2288A00232.HDF,1-SD,3-OT,200002
2288A00238.HDF,2-DR,3-OT,200002
2288A00244.HDF,1-SD,3-OT,200002
2288A00245.HDF,1-SD,3-OT,200002
2288A00361.HDF,2-DR,3-OT,200002
2288A00363.HDF,2-DR,3-OT,200002
2288A00388.HDF,1-SD,3-OT,200002
2288A00392.HDF,2-DR,3-OT,200002
2288A00408.HDF,1-SD,3-OT,200002
2288A00428.HDF,1-SD,3-OT,200002
2289A00004.HDF,1-SD,3-OT,200002
2289A00006.HDF,1-SD,3-OT,200002
2289A00011.HDF,2-DR,3-OT,200002
2289A00019.HDF,1-SD,3-OT,200002
2289A00020.HDF,1-SD,3-OT,200002
2289A00025.HDF,1-SD,3-OT,200002
2289A00029.HDF,1-SD,3-OT,200002
2289A00032.HDF,1-SD,3-OT,200202
2289A00033.HDF,2-DR,3-OT,200002
2289A00036.HDF,1-SD,3-OT,200002
2289A00046.HDF,1-SD,3-OT,200002
2289A00058.HDF,1-SD,3-OT,200002
2289A00062.HDF,2-DR,3-OT,200002
2289A00064.HDF,1-SD,3-OT,200002
2289A00065.HDF,1-SD,3-OT,200002
2289A00073.HDF,2-DR,3-OT,200002
2289A00091.HDF,2-DR,3-OT,200002
2289A00094.HDF,1-SD,3-OT,200002
2289A00096.HDF,1-SD,3-OT,200002
2289A00099.HDF,2-DR,3-OT,200002
2291A00001.HDF,1-SD,3-OT,200004
2291A00002.HDF,1-SD,3-OT,200002
2291A00012.HDF,1-SD,3-OT,200004
2291A00023.HDF,1-SD,3-OT,231004
2291A00026.HDF,1-SD,3-OT,200202
2291A00030.HDF,1-SD,3-OT,200002
2291A00042.HDF,1-SD,3-OT,200004
2291A00044.HDF,1-SD,3-OT,200004
2291A00050.HDF,1-SD,3-OT,200002
2291A00051.HDF,1-SD,3-OT,200002
2291A00061.HDF,1-SD,3-OT,231004
2291A00070.HDF,1-SD,3-OT,200002
2291A00071.HDF,1-SD,3-OT,200002
2291A00081.HDF,1-SD,3-OT,200004
2291A00082.HDF,1-SD,3-OT,200002
2291A00120.HDF,1-SD,3-OT,200202
2291A00122.HDF,1-SD,3-OT,200002
2291A00154.HDF,1-SD,3-OT,200002
2291A00159.HDF,1-SD,3-OT,200002
2291A00172.HDF,1-SD,3-OT,200002
2291A00177.HDF,1-SD,3-OT,200004
2291A00215.HDF,1-SD,3-OT,200002
2291A00219.HDF,1-SD,3-OT,200004
2291A00247.HDF,2-DR,3-OT,200004
2291A00264.HDF,1-SD,3-OT,231004
2291A00273.HDF,1-SD,3-OT,231004
2291A00281.HDF,1-SD,3-OT,200002
2291A00311.HDF,2-DR,3-OT,200002
2291A00313.HDF,1-SD,3-OT,200004
2291A00317.HDF,2-DR,3-OT,200002
2291A00332.HDF,1-SD,3-OT,200002
2291A00333.HDF,1-SD,3-OT,100002
2291A00344.HDF,1-SD,3-OT,200002
2291A00346.HDF,1-SD,3-OT,200004
2293A00017.HDF,2-DR,5-BC,200000
2293A00019.HDF,1-SD,5-BC,100002
2293A00021.HDF,1-SD,5-BC,100002
2293A00028.HDF,1-SD,5-BC,100002
2293A00031.HDF,1-SD,5-BC,100000
2293A00036.HDF,1-SD,5-BC,200004
2293A00037.HDF,1-SD,5-BC,100000
2293A00038.HDF,1-SD,5-BC,200000
2293A00048.HDF,1-SD,5-BC,200000
2294A00018.HDF,1-SD,4-PR,200002
2294A00029.HDF,1-SD,4-PR,200202
2294A00041.HDF,1-SD,4-PR,200004
2294A00091.HDF,2-DR,4-PR,200004
2294A00110.HDF,1-SD,4-PR,200002
2294A00189.HDF,1-SD,4-PR,200002
2294A00209.HDF,1-SD,4-PR,200002
2294A00211.HDF,1-SD,4-PR,200004
2294A00218.HDF,1-SD,4-PR,200000
2294A00241.HDF,1-SD,4-PR,200004
2294A00251.HDF,1-SD,4-PR,200000
2294A00261.HDF,1-SD,4-PR,200002
2294A00270.HDF,1-SD,4-PR,200000
2294A00333.HDF,1-SD,4-PR,200002
2294A00344.HDF,1-SD,4-PR,200022
2294A00345.HDF,1-SD,4-PR,200002
2295A00010.HDF,1-SD,3-OT,200002
2295A00014.HDF,1-SD,3-OT,200002
2295A00017.HDF,1-SD,3-OT,200002
2295A00025.HDF,1-SD,3-OT,200004
2295A00034.HDF,1-SD,3-OT,200002
2295A00035.HDF,1-SD,3-OT,200202
2295A00039.HDF,1-SD,3-OT,200002
2295A00040.HDF,1-SD,3-OT,100002
2295A00055.HDF,1-SD,3-OT,200002
2295A00063.HDF,1-SD,3-OT,331002
2295A00067.HDF,1-SD,3-OT,200202
2295A00068.HDF,1-SD,3-OT,202002
2295A00071.HDF,1-SD,3-OT,200002
2295A00072.HDF,1-SD,3-OT,200002
2295A00081.HDF,1-SD,3-OT,231004
2295A00089.HDF,1-SD,3-OT,200002
2295A00091.HDF,1-SD,3-OT,200002
2295A00097.HDF,1-SD,3-OT,200002
2295A00098.HDF,1-SD,3-OT,200002
2295A00105.HDF,2-DR,3-OT,200002
2295A00110.HDF,1-SD,3-OT,200202
2295A00119.HDF,1-SD,3-OT,200004
2295A00120.HDF,1-SD,3-OT,200002
2295A00124.HDF,1-SD,3-OT,200202
2295A00127.HDF,1-SD,3-OT,200002
2295A00128.HDF,1-SD,3-OT,200002
2295A00130.HDF,2-DR,3-OT,200002
2295A00135.HDF,1-SD,3-OT,200002
2295A00138.HDF,1-SD,3-OT,231004
2295A00140.HDF,1-SD,3-OT,200004
2295A00144.HDF,1-SD,3-OT,200002
2295A00145.HDF,1-SD,3-OT,200002
2295A00175.HDF,1-SD,3-OT,200002
2295A00183.HDF,1-SD,3-OT,200002
2295A00185.HDF,1-SD,3-OT,231004
2295A00190.HDF,1-SD,3-OT,200202
2295A00203.HDF,1-SD,3-OT,200002
2295A00207.HDF,1-SD,3-OT,200002
2295A00209.HDF,1-SD,3-OT,100002
2295A00219.HDF,1-SD,3-OT,200002
2295A00220.HDF,2-DR,3-OT,200004
2295A00247.HDF,1-SD,3-OT,200002
2295A00257.HDF,1-SD,3-OT,200002
2295A00263.HDF,1-SD,3-OT,200002
2296A00003.HDF,1-SD,3-OT,200002
2296A00007.HDF,1-SD,3-OT,200004
2296A00008.HDF,1-SD,3-OT,200004
2296A00014.HDF,1-SD,3-OT,200202
2296A00019.HDF,1-SD,3-OT,200002
2296A00024.HDF,1-SD,3-OT,200202
2296A00027.HDF,1-SD,3-OT,200004
2296A00036.HDF,1-SD,3-OT,200004
2296A00045.HDF,1-SD,3-OT,200002
2296A00048.HDF,1-SD,3-OT,100000
2296A00062.HDF,1-SD,3-OT,100002
2296A00065.HDF,1-SD,3-OT,231004
2296A00071.HDF,1-SD,3-OT,200002
2296A00073.HDF,1-SD,3-OT,200002
2296A00078.HDF,1-SD,3-OT,200004
2296A00085.HDF,1-SD,3-OT,200202
2296A00086.HDF,1-SD,3-OT,100002
2296A00095.HDF,1-SD,3-OT,200002
2296A00099.HDF,1-SD,3-OT,200002
2296A00106.HDF,1-SD,3-OT,200004
2296A00111.HDF,1-SD,3-OT,200002
2296A00120.HDF,1-SD,3-OT,231004
2296A00122.HDF,1-SD,3-OT,200004
2296A00129.HDF,1-SD,3-OT,200004
2296A00130.HDF,1-SD,3-OT,100002
2296A00131.HDF,1-SD,3-OT,200004
2296A00134.HDF,1-SD,3-OT,200004
2296A00138.HDF,1-SD,3-OT,200002
2296A00139.HDF,1-SD,3-OT,200004
2296A00141.HDF,1-SD,3-OT,100002
2296A00142.HDF,1-SD,3-OT,200004
2296A00145.HDF,1-SD,3-OT,200202
2296A00146.HDF,1-SD,3-OT,200004
2296A00152.HDF,1-SD,3-OT,200004
2296A00154.HDF,1-SD,3-OT,200004
2296A00158.HDF,1-SD,3-OT,200000
2296A00167.HDF,1-SD,3-OT,200002
2296A00172.HDF,1-SD,3-OT,200004
2296A00183.HDF,1-SD,3-OT,100002
2296A00192.HDF,1-SD,3-OT,100002
2296A00199.HDF,1-SD,3-OT,231004
2296A00201.HDF,1-SD,3-OT,231004
2296A00202.HDF,1-SD,3-OT,200004
2296A00203.HDF,1-SD,3-OT,200002
2296A00205.HDF,1-SD,3-OT,100002
2296A00209.HDF,1-SD,3-OT,200004
2296A00211.HDF,1-SD,3-OT,100002
2296A00212.HDF,1-SD,3-OT,200002
2296A00219.HDF,1-SD,3-OT,200002
2296A00224.HDF,1-SD,3-OT,100002
2296A00226.HDF,1-SD,3-OT,200004
2296A00229.HDF,1-SD,3-OT,200002
2296A00234.HDF,1-SD,3-OT,200002
2296A00240.HDF,1-SD,3-OT,100000
2296A00243.HDF,1-SD,3-OT,200002
2296A00244.HDF,1-SD,3-OT,200004
2296A00245.HDF,1-SD,3-OT,100002
2296A00250.HDF,1-SD,3-OT,200002
2296A00252.HDF,1-SD,3-OT,231004
2296A00258.HDF,1-SD,3-OT,200002
2296A00260.HDF,1-SD,3-OT,200002
2296A00271.HDF,1-SD,3-OT,231004
2296A00279.HDF,1-SD,3-OT,100002
2296A00289.HDF,1-SD,3-OT,231004
2296A00294.HDF,1-SD,3-OT,100002
2296A00300.HDF,2-DR,3-OT,200002
2296A00309.HDF,1-SD,3-OT,100002
2296A00313.HDF,1-SD,3-OT,100002
2296A00342.HDF,1-SD,3-OT,200002
2296A00354.HDF,1-SD,3-OT,200004
2296A00355.HDF,1-SD,3-OT,100002
2296A00364.HDF,1-SD,3-OT,200002
2296A00374.HDF,1-SD,3-OT,200004
2296A00388.HDF,1-SD,3-OT,100002
2296A00401.HDF,1-SD,3-OT,100002
2296A00402.HDF,1-SD,3-OT,200002
2296A00406.HDF,1-SD,3-OT,100002
2296A00407.HDF,2-DR,3-OT,200004
2296A00410.HDF,1-SD,3-OT,200002
2296A00448.HDF,1-SD,3-OT,100002
2296A00454.HDF,1-SD,3-OT,200002
2296A00459.HDF,1-SD,3-OT,200004
2296A00476.HDF,1-SD,3-OT,200202
2296A00485.HDF,2-DR,3-OT,200004
2296A00487.HDF,1-SD,3-OT,200004
2296A00504.HDF,1-SD,3-OT,200004
2296A00514.HDF,1-SD,3-OT,200002
2296A00521.HDF,1-SD,3-OT,200004
2296A00524.HDF,1-SD,3-OT,234004
2296A00525.HDF,1-SD,3-OT,100002
2296A00535.HDF,1-SD,3-OT,200002
2296A00570.HDF,1-SD,3-OT,200004
2296A00591.HDF,1-SD,3-OT,200002
2296A00595.HDF,1-SD,3-OT,200002
2296A00609.HDF,1-SD,3-OT,100002
2296A00624.HDF,1-SD,3-OT,200004
2296A00627.HDF,1-SD,3-OT,100002
2296A00628.HDF,1-SD,3-OT,200002
2296A00629.HDF,1-SD,3-OT,200004
2296A00633.HDF,1-SD,3-OT,200004
2296A00636.HDF,1-SD,3-OT,100002
2296A00649.HDF,1-SD,3-OT,100002
2296A00671.HDF,1-SD,3-OT,200002
