*header,File_name,Shared_system,Number_of_tanks,Tank_age,Tank_size,Tank_blanket,Pipe_insulation,Low_flow_shower_head,Tap_attachment_aerator,NN_DHW_System_Efficiency,Ground_Temp,Clothes_Washer,Dishwasher,Num_of_Children,Num_of_Adults,Income,Dwelling_Type,Ownership,Rural_Suburb_Urban
*unit,-,presence,count,years,L,presence,presence,count,count,decimal form,C,loads/week,loads/week,count,count,$1000's/yr,SD=1 DR=0,1=owner; 0=renter,<=15k;15k-100k;>=100k
*data,1178A00501.HDF,0,1,8,181,0,1,2,2,0.554,8.5,4,6,0,3,70.9,1,1,3
*data,1178A00501.HDF.No-Dryer,0,1,8,181,0,1,2,2,0.554,8.5,4,6,0,3,70.9,1,1,3
*data,1178A00503.HDF,0,1,8,136,0,1,0,2,0.554,8.5,1.5,0,0,2,70.9,1,1,3
*data,1178A00503.HDF.No-Dryer,0,1,8,136,0,1,0,2,0.554,8.5,1.5,0,0,2,70.9,1,1,3
*data,1178A00505.HDF,0,1,2,181,0,0,2,2,0.824,8.5,1.5,0,0,1,70.9,1,1,3
*data,1178A00505.HDF.No-Dryer,0,1,2,181,0,0,2,2,0.824,8.5,1.5,0,0,1,70.9,1,1,3
*data,1178A00515.HDF,0,1,2,181,0,0,0,2,0.554,8.5,6,1.5,0,2,12.5,1,1,3
*data,1178A00515.HDF.No-Dryer,0,1,2,181,0,0,0,2,0.554,8.5,6,1.5,0,2,12.5,1,1,3
*data,1178A00519.HDF,0,1,13,272,0,0,2,2,0.824,8.5,6,1.5,0,2,25,1,1,3
*data,1178A00519.HDF.No-Dryer,0,1,13,272,0,0,2,2,0.824,8.5,6,1.5,0,2,25,1,1,3
*data,1178A00522.HDF,0,1,8,181,1,1,2,2,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,1178A00522.HDF.No-Dryer,0,1,8,181,1,1,2,2,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,1178A00533.HDF,0,1,13,181,1,1,0,0,0.554,8.5,6,6,0,2,70.9,1,1,3
*data,1178A00533.HDF.No-Dryer,0,1,13,181,1,1,0,0,0.554,8.5,6,6,0,2,70.9,1,1,3
*data,1178A00538.HDF,0,1,2,272,0,0,2,2,0.554,8.5,1.5,4,1,2,70.9,1,1,3
*data,1178A00538.HDF.No-Dryer,0,1,2,272,0,0,2,2,0.554,8.5,1.5,4,1,2,70.9,1,1,3
*data,1178A00539.HDF,0,1,8,181,1,1,2,0,0.554,8.5,6,1.5,0,2,70.9,1,1,3
*data,1178A00539.HDF.No-Dryer,0,1,8,181,1,1,2,0,0.554,8.5,6,1.5,0,2,70.9,1,1,3
*data,1178A00543.HDF,0,1,4.5,181,1,1,2,0,0.554,8.5,6,0,0,2,58.4,1,1,3
*data,1178A00543.HDF.No-Dryer,0,1,4.5,181,1,1,2,0,0.554,8.5,6,0,0,2,58.4,1,1,3
*data,1178A00545.HDF,0,1,8,181,1,0,0,2,0.554,8.5,1.5,4,1,3,58.4,1,1,3
*data,1178A00545.HDF.No-Dryer,0,1,8,181,1,0,0,2,0.554,8.5,1.5,4,1,3,58.4,1,1,3
*data,1178A00546.HDF,0,1,8,181,1,0,0,0,0.824,8.5,1.5,0,3,2,70.9,1,1,3
*data,1178A00546.HDF.No-Dryer,0,1,8,181,1,0,0,0,0.824,8.5,1.5,0,3,2,70.9,1,1,3
*data,1178A00553.HDF,0,1,2,136,0,0,2,2,0.824,8.5,1.5,0,0,3,58.4,1,1,3
*data,1178A00553.HDF.No-Dryer,0,1,2,136,0,0,2,2,0.824,8.5,1.5,0,0,3,58.4,1,1,3
*data,1178A00558.HDF,0,1,4.5,272,0,0,0,2,0.554,8.5,1.5,6,2,1,70.9,1,1,3
*data,1178A00558.HDF.No-Dryer,0,1,4.5,272,0,0,0,2,0.554,8.5,1.5,6,2,1,70.9,1,1,3
*data,1178A00562.HDF,0,1,4.5,272,0,1,2,0,0.554,8.5,1.5,6,0,2,70.9,1,0,3
*data,1178A00562.HDF.No-Dryer,0,1,4.5,272,0,1,2,0,0.554,8.5,1.5,6,0,2,70.9,1,0,3
*data,1178A00563.HDF,0,1,13,181,0,1,0,0,0.554,8.5,4,1.5,2,2,58.4,1,1,3
*data,1178A00563.HDF.No-Dryer,0,1,13,181,0,1,0,0,0.554,8.5,4,1.5,2,2,58.4,1,1,3
*data,1178A00564.HDF,0,1,18,181,0,1,2,0,0.824,8.5,4,1.5,2,2,41.7,1,1,3
*data,1178A00564.HDF.No-Dryer,0,1,18,181,0,1,2,0,0.824,8.5,4,1.5,2,2,41.7,1,1,3
*data,1178A00568.HDF,0,1,8,227,0,0,2,0,0.554,8.5,1.5,0,0,1,41.7,1,1,3
*data,1178A00568.HDF.No-Dryer,0,1,8,227,0,0,2,0,0.554,8.5,1.5,0,0,1,41.7,1,1,3
*data,1178A00582.HDF,0,1,4.5,181,0,1,2,2,0.554,8.5,4,4,2,1,25,1,1,3
*data,1178A00582.HDF.No-Dryer,0,1,4.5,181,0,1,2,2,0.554,8.5,4,4,2,1,25,1,1,3
*data,1178A00591.HDF,0,1,8,181,0,0,0,2,0.554,8.5,1.5,6,0,3,70.9,1,1,1
*data,1178A00591.HDF.No-Dryer,0,1,8,181,0,0,0,2,0.554,8.5,1.5,6,0,3,70.9,1,1,1
*data,1178A00595.HDF,0,1,8,181,0,0,2,0,0.554,8.5,4,0,0,2,12.5,1,1,3
*data,1178A00595.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,4,0,0,2,12.5,1,1,3
*data,1178A00598.HDF,0,1,2,181,0,1,2,2,0.554,8.5,4,4,0,2,70.9,1,1,3
*data,1178A00598.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.554,8.5,4,4,0,2,70.9,1,1,3
*data,1178A00604.HDF,0,1,2,181,0,0,2,2,0.824,8.5,1.5,1.5,0,1,25,1,1,1
*data,1178A00604.HDF.No-Dryer,0,1,2,181,0,0,2,2,0.824,8.5,1.5,1.5,0,1,25,1,1,1
*data,1178A00606.HDF,0,1,8,272,0,0,0,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,1178A00606.HDF.No-Dryer,0,1,8,272,0,0,0,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,1179A00016.HDF,0,1,2,181,1,0,2,2,0.824,8.5,6,4,0,1,70.9,1,1,3
*data,1179A00016.HDF.No-Dryer,0,1,2,181,1,0,2,2,0.824,8.5,6,4,0,1,70.9,1,1,3
*data,1179A00118.HDF,0,1,8,272,0,1,0,0,0.824,8.5,4,6,0,2,70.9,1,1,3
*data,1179A00118.HDF.No-Dryer,0,1,8,272,0,1,0,0,0.824,8.5,4,6,0,2,70.9,1,1,3
*data,1179A00139.HDF,0,1,2,181,0,1,2,0,0.554,8.5,4,0,3,2,70.9,1,1,3
*data,1179A00139.HDF.No-Dryer,0,1,2,181,0,1,2,0,0.554,8.5,4,0,3,2,70.9,1,1,3
*data,1179A00140.HDF,0,1,8,227,0,0,0,0,0.554,8.5,4,6,0,2,70.9,1,1,2
*data,1179A00140.HDF.No-Dryer,0,1,8,227,0,0,0,0,0.554,8.5,4,6,0,2,70.9,1,1,2
*data,1179A00141.HDF,0,1,8,181,0,0,2,0,0.554,8.5,0,0,1,2,70.9,1,1,1
*data,1179A00141.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,0,0,1,2,70.9,1,1,1
*data,1179A00156.HDF,0,1,2,181,1,0,2,2,0.824,8.5,6,6,0,4,25,1,0,1
*data,1179A00156.HDF.No-Dryer,0,1,2,181,1,0,2,2,0.824,8.5,6,6,0,4,25,1,0,1
*data,1179A00157.HDF,0,1,2,272,0,0,0,0,0.554,8.5,1.5,4,0,1,58.4,1,1,3
*data,1179A00157.HDF.No-Dryer,0,1,2,272,0,0,0,0,0.554,8.5,1.5,4,0,1,58.4,1,1,3
*data,1179A00162.HDF,0,1,8,181,1,0,0,0,0.554,8.5,0,4,0,2,41.7,1,1,3
*data,1179A00162.HDF.No-Dryer,0,1,8,181,1,0,0,0,0.554,8.5,0,4,0,2,41.7,1,1,3
*data,1179A00163.HDF,0,1,8,227,0,0,2,2,0.554,8.5,6,0,0,2,70.9,1,1,2
*data,1179A00163.HDF.No-Dryer,0,1,8,227,0,0,2,2,0.554,8.5,6,0,0,2,70.9,1,1,2
*data,1179A00164.HDF,0,1,2,272,0,0,2,2,0.824,8.5,4,0,2,2,25,1,1,3
*data,1179A00164.HDF.No-Dryer,0,1,2,272,0,0,2,2,0.824,8.5,4,0,2,2,25,1,1,3
*data,1179A00167.HDF,0,1,4.5,181,0,0,2,2,0.824,8.5,0,1.5,0,2,25,1,1,3
*data,1179A00167.HDF.No-Dryer,0,1,4.5,181,0,0,2,2,0.824,8.5,0,1.5,0,2,25,1,1,3
*data,1179A00168.HDF,0,1,8,227,0,0,2,0,0.554,8.5,4,6,0,2,70.9,1,0,3
*data,1179A00168.HDF.No-Dryer,0,1,8,227,0,0,2,0,0.554,8.5,4,6,0,2,70.9,1,0,3
*data,1179A00179.HDF,0,1,8,181,0,1,2,2,0.554,8.5,6,1.5,2,1,70.9,1,1,3
*data,1179A00179.HDF.No-Dryer,0,1,8,181,0,1,2,2,0.554,8.5,6,1.5,2,1,70.9,1,1,3
*data,1179A00183.HDF,0,1,13,181,0,1,0,0,0.554,8.5,4,0,3,2,58.4,1,1,3
*data,1179A00183.HDF.No-Dryer,0,1,13,181,0,1,0,0,0.554,8.5,4,0,3,2,58.4,1,1,3
*data,1179A00188.HDF,0,1,8,181,0,0,0,0,0.824,8.5,1.5,4,0,1,25,1,1,3
*data,1179A00188.HDF.No-Dryer,0,1,8,181,0,0,0,0,0.824,8.5,1.5,4,0,1,25,1,1,3
*data,1179A00194.HDF,0,1,18,227,0,0,0,2,0.554,8.5,6,0,2,2,70.9,1,1,3
*data,1179A00194.HDF.No-Dryer,0,1,18,227,0,0,0,2,0.554,8.5,6,0,2,2,70.9,1,1,3
*data,1179A00197.HDF,0,1,18,272,1,1,2,2,0.554,8.5,6,1.5,1,2,12.5,1,1,3
*data,1179A00197.HDF.No-Dryer,0,1,18,272,1,1,2,2,0.554,8.5,6,1.5,1,2,12.5,1,1,3
*data,1179A00209.HDF,0,1,13,272,1,0,0,0,0.554,8.5,4,4,0,1,70.9,1,1,3
*data,1179A00209.HDF.No-Dryer,0,1,13,272,1,0,0,0,0.554,8.5,4,4,0,1,70.9,1,1,3
*data,1179A00215.HDF,0,1,13,272,0,0,2,0,0.554,8.5,6,0,0,2,41.7,1,1,3
*data,1179A00215.HDF.No-Dryer,0,1,13,272,0,0,2,0,0.554,8.5,6,0,0,2,41.7,1,1,3
*data,1179A00227.HDF,0,1,8,227,1,0,2,0,0.554,8.5,6,4,0,1,58.4,1,1,3
*data,1179A00227.HDF.No-Dryer,0,1,8,227,1,0,2,0,0.554,8.5,6,4,0,1,58.4,1,1,3
*data,1179A00235.HDF,0,1,8,181,0,1,2,2,0.554,8.5,6,1.5,0,2,70.9,1,1,3
*data,1179A00235.HDF.No-Dryer,0,1,8,181,0,1,2,2,0.554,8.5,6,1.5,0,2,70.9,1,1,3
*data,1179A00237.HDF,0,1,2,272,1,0,2,2,0.554,8.5,1.5,6,0,2,58.4,1,1,2
*data,1179A00237.HDF.No-Dryer,0,1,2,272,1,0,2,2,0.554,8.5,1.5,6,0,2,58.4,1,1,2
*data,1179A00255.HDF,0,1,4.5,181,1,1,0,2,0.554,8.5,4,1.5,0,1,70.9,1,1,3
*data,1179A00255.HDF.No-Dryer,0,1,4.5,181,1,1,0,2,0.554,8.5,4,1.5,0,1,70.9,1,1,3
*data,1179A00257.HDF,0,1,2,181,1,0,2,2,0.824,8.5,6,6,0,2,70.9,1,1,1
*data,1179A00257.HDF.No-Dryer,0,1,2,181,1,0,2,2,0.824,8.5,6,6,0,2,70.9,1,1,1
*data,1179A00259.HDF,0,1,4.5,272,0,1,0,2,0.554,8.5,6,4,0,2,70.9,1,1,3
*data,1179A00259.HDF.No-Dryer,0,1,4.5,272,0,1,0,2,0.554,8.5,6,4,0,2,70.9,1,1,3
*data,1179A00272.HDF,0,1,8,181,1,0,2,2,0.824,8.5,6,4,0,1,25,1,1,1
*data,1179A00272.HDF.No-Dryer,0,1,8,181,1,0,2,2,0.824,8.5,6,4,0,1,25,1,1,1
*data,1179A00291.HDF,0,1,4.5,181,0,0,2,2,0.554,8.5,0,0,0,1,70.9,1,1,3
*data,1179A00291.HDF.No-Dryer,0,1,4.5,181,0,0,2,2,0.554,8.5,0,0,0,1,70.9,1,1,3
*data,1179A00293.HDF,0,1,13,181,0,0,0,2,0.824,8.5,6,0,2,1,70.9,1,1,1
*data,1179A00293.HDF.No-Dryer,0,1,13,181,0,0,0,2,0.824,8.5,6,0,2,1,70.9,1,1,1
*data,1179A00301.HDF,0,1,2,181,1,1,0,2,0.554,8.5,6,1.5,0,1,25,1,1,3
*data,1179A00301.HDF.No-Dryer,0,1,2,181,1,1,0,2,0.554,8.5,6,1.5,0,1,25,1,1,3
*data,1179A00316.HDF,0,1,13,181,0,1,2,2,0.554,8.5,6,6,1,1,41.7,1,1,3
*data,1179A00316.HDF.No-Dryer,0,1,13,181,0,1,2,2,0.554,8.5,6,6,1,1,41.7,1,1,3
*data,1179A00322.HDF,0,1,8,272,0,1,2,2,0.554,8.5,0,6,1,2,41.7,1,1,2
*data,1179A00322.HDF.No-Dryer,0,1,8,272,0,1,2,2,0.554,8.5,0,6,1,2,41.7,1,1,2
*data,1179A00323.HDF,0,1,4.5,272,0,1,2,2,0.554,8.5,1.5,6,0,1,70.9,1,1,2
*data,1179A00323.HDF.No-Dryer,0,1,4.5,272,0,1,2,2,0.554,8.5,1.5,6,0,1,70.9,1,1,2
*data,1179A00326.HDF,0,1,8,181,0,0,0,0,0.554,8.5,4,6,2,2,70.9,1,1,3
*data,1179A00326.HDF.No-Dryer,0,1,8,181,0,0,0,0,0.554,8.5,4,6,2,2,70.9,1,1,3
*data,1179A00330.HDF,0,1,4.5,181,0,0,2,0,0.554,8.5,4,0,2,2,58.4,1,1,3
*data,1179A00330.HDF.No-Dryer,0,1,4.5,181,0,0,2,0,0.554,8.5,4,0,2,2,58.4,1,1,3
*data,1179A00332.HDF,0,1,13,181,0,0,2,0,0.554,8.5,1.5,1.5,0,1,70.9,1,1,3
*data,1179A00332.HDF.No-Dryer,0,1,13,181,0,0,2,0,0.554,8.5,1.5,1.5,0,1,70.9,1,1,3
*data,1179A00336.HDF,0,1,8,181,0,0,2,2,0.554,8.5,4,1.5,0,1,70.9,1,1,3
*data,1179A00336.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.554,8.5,4,1.5,0,1,70.9,1,1,3
*data,1179A00337.HDF,0,1,4.5,181,0,1,2,0,0.554,8.5,6,4,2,1,70.9,1,0,3
*data,1179A00337.HDF.No-Dryer,0,1,4.5,181,0,1,2,0,0.554,8.5,6,4,2,1,70.9,1,0,3
*data,1179A00351.HDF,0,1,8,181,0,0,0,2,0.554,8.5,6,4,2,2,70.9,1,1,3
*data,1179A00351.HDF.No-Dryer,0,1,8,181,0,0,0,2,0.554,8.5,6,4,2,2,70.9,1,1,3
*data,1179A00355.HDF,0,1,8,181,0,0,2,0,0.554,8.5,0,4,0,2,70.9,1,1,3
*data,1179A00355.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,0,4,0,2,70.9,1,1,3
*data,1179A00366.HDF,0,1,8,227,0,1,2,0,0.554,8.5,6,0,1,2,70.9,1,1,2
*data,1179A00366.HDF.No-Dryer,0,1,8,227,0,1,2,0,0.554,8.5,6,0,1,2,70.9,1,1,2
*data,1179A00370.HDF,0,1,8,181,0,0,2,2,0.554,8.5,1.5,0,3,2,70.9,1,1,3
*data,1179A00370.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.554,8.5,1.5,0,3,2,70.9,1,1,3
*data,1179A00372.HDF,0,1,8,181,0,0,0,2,0.824,8.5,4,1.5,0,1,70.9,1,1,3
*data,1179A00372.HDF.No-Dryer,0,1,8,181,0,0,0,2,0.824,8.5,4,1.5,0,1,70.9,1,1,3
*data,1179A00373.HDF,0,1,8,136,0,1,2,2,0.554,8.5,6,4,0,2,70.9,1,1,3
*data,1179A00373.HDF.No-Dryer,0,1,8,136,0,1,2,2,0.554,8.5,6,4,0,2,70.9,1,1,3
*data,1179A00378.HDF,0,1,2,272,0,1,2,2,0.824,8.5,6,0,1,2,70.9,1,1,3
*data,1179A00378.HDF.No-Dryer,0,1,2,272,0,1,2,2,0.824,8.5,6,0,1,2,70.9,1,1,3
*data,1179A00381.HDF,0,1,8,181,0,0,0,0,0.824,8.5,6,6,0,2,12.5,1,1,3
*data,1179A00381.HDF.No-Dryer,0,1,8,181,0,0,0,0,0.824,8.5,6,6,0,2,12.5,1,1,3
*data,1179A00389.HDF,0,1,4.5,181,1,0,2,2,0.554,8.5,4,4,0,1,70.9,1,1,3
*data,1179A00389.HDF.No-Dryer,0,1,4.5,181,1,0,2,2,0.554,8.5,4,4,0,1,70.9,1,1,3
*data,1179A00394.HDF,0,1,2,181,0,1,2,2,0.554,8.5,4,1.5,1,2,41.7,1,1,3
*data,1179A00394.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.554,8.5,4,1.5,1,2,41.7,1,1,3
*data,1179A00400.HDF,0,1,2,136,0,1,2,2,0.554,8.5,4,0,1,2,70.9,1,1,3
*data,1179A00400.HDF.No-Dryer,0,1,2,136,0,1,2,2,0.554,8.5,4,0,1,2,70.9,1,1,3
*data,1179A00401.HDF,0,1,13,272,1,0,2,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,1179A00401.HDF.No-Dryer,0,1,13,272,1,0,2,2,0.554,8.5,6,0,0,2,70.9,1,1,3
*data,1179A00403.HDF,0,1,18,181,1,1,2,0,0.554,8.5,0,4,0,1,70.9,1,1,3
*data,1179A00403.HDF.No-Dryer,0,1,18,181,1,1,2,0,0.554,8.5,0,4,0,1,70.9,1,1,3
*data,1179A00404.HDF,0,1,4.5,181,1,0,2,2,0.554,8.5,0,0,0,1,41.7,1,1,3
*data,1179A00404.HDF.No-Dryer,0,1,4.5,181,1,0,2,2,0.554,8.5,0,0,0,1,41.7,1,1,3
*data,1179A00405.HDF,0,1,8,181,0,0,2,2,0.824,8.5,4,1.5,1,2,70.9,1,1,3
*data,1179A00405.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.824,8.5,4,1.5,1,2,70.9,1,1,3
*data,1179A00409.HDF,0,1,2,181,0,1,0,0,0.554,8.5,4,0,0,2,70.9,1,1,3
*data,1179A00409.HDF.No-Dryer,0,1,2,181,0,1,0,0,0.554,8.5,4,0,0,2,70.9,1,1,3
*data,1179A00433.HDF,0,1,2,136,0,0,0,0,0.554,8.5,1.5,6,0,4,70.9,1,1,3
*data,1179A00433.HDF.No-Dryer,0,1,2,136,0,0,0,0,0.554,8.5,1.5,6,0,4,70.9,1,1,3
*data,1179A00436.HDF,0,1,18,181,1,1,2,0,0.554,8.5,4,0,1,1,70.9,1,1,3
*data,1179A00436.HDF.No-Dryer,0,1,18,181,1,1,2,0,0.554,8.5,4,0,1,1,70.9,1,1,3
*data,1179A00442.HDF,0,1,13,272,1,1,2,0,0.824,8.5,6,4,0,2,58.4,1,0,3
*data,1179A00442.HDF.No-Dryer,0,1,13,272,1,1,2,0,0.824,8.5,6,4,0,2,58.4,1,0,3
*data,1179A00457.HDF,0,1,4.5,181,0,0,0,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,1179A00457.HDF.No-Dryer,0,1,4.5,181,0,0,0,2,0.554,8.5,4,0,0,1,70.9,1,1,3
*data,1179A00464.HDF,0,1,2,181,0,0,0,2,0.554,8.5,6,0,0,1,41.7,1,1,3
*data,1179A00464.HDF.No-Dryer,0,1,2,181,0,0,0,2,0.554,8.5,6,0,0,1,41.7,1,1,3
*data,1179A00480.HDF,0,1,8,227,0,1,0,2,0.554,8.5,4,1.5,1,2,70.9,1,1,3
*data,1179A00480.HDF.No-Dryer,0,1,8,227,0,1,0,2,0.554,8.5,4,1.5,1,2,70.9,1,1,3
*data,1179A00489.HDF,0,1,18,136,1,1,2,0,0.824,8.5,6,4,0,1,25,1,1,1
*data,1179A00489.HDF.No-Dryer,0,1,18,136,1,1,2,0,0.824,8.5,6,4,0,1,25,1,1,1
*data,1179A00492.HDF,0,1,4.5,181,0,0,2,2,0.554,8.5,6,0,0,2,41.7,1,1,2
*data,1179A00492.HDF.No-Dryer,0,1,4.5,181,0,0,2,2,0.554,8.5,6,0,0,2,41.7,1,1,2
*data,1179A00494.HDF,0,1,2,272,0,1,0,0,0.554,8.5,4,1.5,0,1,58.4,1,0,3
*data,1179A00494.HDF.No-Dryer,0,1,2,272,0,1,0,0,0.554,8.5,4,1.5,0,1,58.4,1,0,3
*data,1179A00501.HDF,0,1,13,181,1,0,2,2,0.554,8.5,4,0,0,2,25,1,1,3
*data,1179A00501.HDF.No-Dryer,0,1,13,181,1,0,2,2,0.554,8.5,4,0,0,2,25,1,1,3
*data,1179A00504.HDF,0,1,2,181,0,1,2,2,0.554,8.5,6,1.5,0,1,58.4,1,1,3
*data,1179A00504.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.554,8.5,6,1.5,0,1,58.4,1,1,3
*data,1179A00513.HDF,0,1,13,181,0,0,2,2,0.554,8.5,6,6,1,2,58.4,1,1,3
*data,1179A00513.HDF.No-Dryer,0,1,13,181,0,0,2,2,0.554,8.5,6,6,1,2,58.4,1,1,3
*data,1179A00515.HDF,0,1,8,181,0,1,0,0,0.824,8.5,4,0,1,2,70.9,1,1,3
*data,1179A00515.HDF.No-Dryer,0,1,8,181,0,1,0,0,0.824,8.5,4,0,1,2,70.9,1,1,3
*data,1179A00526.HDF,0,1,8,227,1,0,0,2,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,1179A00526.HDF.No-Dryer,0,1,8,227,1,0,0,2,0.554,8.5,4,0,2,2,70.9,1,1,3
*data,1179A00534.HDF,0,1,13,181,0,1,2,0,0.554,8.5,0,1.5,0,1,70.9,1,1,3
*data,1179A00534.HDF.No-Dryer,0,1,13,181,0,1,2,0,0.554,8.5,0,1.5,0,1,70.9,1,1,3
*data,1179A00536.HDF,0,1,8,181,0,1,2,0,0.554,8.5,6,4,3,2,70.9,1,1,3
*data,1179A00536.HDF.No-Dryer,0,1,8,181,0,1,2,0,0.554,8.5,6,4,3,2,70.9,1,1,3
*data,1179A00537.HDF,0,1,4.5,227,0,0,2,0,0.554,8.5,1.5,0,2,2,70.9,1,0,3
*data,1179A00537.HDF.No-Dryer,0,1,4.5,227,0,0,2,0,0.554,8.5,1.5,0,2,2,70.9,1,0,3
*data,1179A00538.HDF,0,1,8,181,0,0,2,0,0.554,8.5,4,4,2,2,70.9,1,1,3
*data,1179A00538.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,4,4,2,2,70.9,1,1,3
*data,1179A00541.HDF,0,1,2,181,0,1,2,2,0.554,8.5,6,1.5,0,1,41.7,1,1,1
*data,1179A00541.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.554,8.5,6,1.5,0,1,41.7,1,1,1
*data,1179A00547.HDF,0,1,18,181,0,0,0,0,0.554,8.5,0,0,1,2,58.4,1,0,3
*data,1179A00547.HDF.No-Dryer,0,1,18,181,0,0,0,0,0.554,8.5,0,0,1,2,58.4,1,0,3
*data,1179A00550.HDF,0,1,2,181,0,1,2,2,0.824,8.5,6,0,1,2,25,1,1,3
*data,1179A00550.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.824,8.5,6,0,1,2,25,1,1,3
*data,1179A00564.HDF,0,1,8,181,0,0,0,0,0.554,8.5,6,0,2,2,70.9,1,1,1
*data,1179A00564.HDF.No-Dryer,0,1,8,181,0,0,0,0,0.554,8.5,6,0,2,2,70.9,1,1,1
*data,1179A00565.HDF,0,1,8,272,0,0,2,2,0.554,8.5,4,4,1,1,41.7,1,1,3
*data,1179A00565.HDF.No-Dryer,0,1,8,272,0,0,2,2,0.554,8.5,4,4,1,1,41.7,1,1,3
*data,1179A00568.HDF,0,1,4.5,181,0,1,2,2,0.554,8.5,6,1.5,2,2,41.7,1,1,3
*data,1179A00568.HDF.No-Dryer,0,1,4.5,181,0,1,2,2,0.554,8.5,6,1.5,2,2,41.7,1,1,3
*data,1179A00577.HDF,0,1,13,272,0,0,0,0,0.554,8.5,0,0,0,1,70.9,1,0,3
*data,1179A00577.HDF.No-Dryer,0,1,13,272,0,0,0,0,0.554,8.5,0,0,0,1,70.9,1,0,3
*data,1179A00582.HDF,0,1,8,136,1,0,0,0,0.554,8.5,0,4,1,2,70.9,1,1,3
*data,1179A00582.HDF.No-Dryer,0,1,8,136,1,0,0,0,0.554,8.5,0,4,1,2,70.9,1,1,3
*data,1179A00587.HDF,0,1,8,181,0,0,2,0,0.554,8.5,1.5,6,0,2,58.4,1,1,3
*data,1179A00587.HDF.No-Dryer,0,1,8,181,0,0,2,0,0.554,8.5,1.5,6,0,2,58.4,1,1,3
*data,1179A00596.HDF,0,1,8,181,0,0,2,2,0.554,8.5,6,0,0,1,41.7,1,1,3
*data,1179A00596.HDF.No-Dryer,0,1,8,181,0,0,2,2,0.554,8.5,6,0,0,1,41.7,1,1,3
*data,1179A00602.HDF,0,1,2,181,0,1,2,2,0.554,8.5,4,1.5,0,2,25,1,1,2
*data,1179A00602.HDF.No-Dryer,0,1,2,181,0,1,2,2,0.554,8.5,4,1.5,0,2,25,1,1,2
*data,1179A00603.HDF,0,1,4.5,181,0,0,2,0,0.824,8.5,1.5,0,0,1,70.9,1,1,1
*data,1179A00603.HDF.No-Dryer,0,1,4.5,181,0,0,2,0,0.824,8.5,1.5,0,0,1,70.9,1,1,1
*data,1179A00604.HDF,0,1,13,272,0,0,0,0,0.554,8.5,4,1.5,3,2,25,1,1,1
*data,1179A00604.HDF.No-Dryer,0,1,13,272,0,0,0,0,0.554,8.5,4,1.5,3,2,25,1,1,1
*data,1179A00614.HDF,0,1,8,272,1,0,2,0,0.554,8.5,0,0,0,1,58.4,1,1,3
*data,1179A00614.HDF.No-Dryer,0,1,8,272,1,0,2,0,0.554,8.5,0,0,0,1,58.4,1,1,3
*data,1179A00616.HDF,0,1,13,272,0,0,2,2,0.554,8.5,4,1.5,1,1,70.9,1,1,3
*data,1179A00616.HDF.No-Dryer,0,1,13,272,0,0,2,2,0.554,8.5,4,1.5,1,1,70.9,1,1,3
*data,1179A00624.HDF,0,1,18,181,1,0,2,2,0.554,8.5,6,0,0,2,41.7,1,1,3
*data,1179A00624.HDF.No-Dryer,0,1,18,181,1,0,2,2,0.554,8.5,6,0,0,2,41.7,1,1,3
*data,1179A00652.HDF,0,1,2,181,0,1,0,2,0.554,8.5,4,4,3,2,58.4,1,1,3
*data,1179A00652.HDF.No-Dryer,0,1,2,181,0,1,0,2,0.554,8.5,4,4,3,2,58.4,1,1,3
*data,1179A00655.HDF,0,1,8,227,0,1,0,2,0.554,8.5,4,6,1,1,70.9,1,1,3
*data,1179A00655.HDF.No-Dryer,0,1,8,227,0,1,0,2,0.554,8.5,4,6,1,1,70.9,1,1,3
*data,1179A00658.HDF,0,1,4.5,136,0,1,2,0,0.824,8.5,6,6,0,1,70.9,1,1,1
*data,1179A00658.HDF.No-Dryer,0,1,4.5,136,0,1,2,0,0.824,8.5,6,6,0,1,70.9,1,1,1
*data,1179A00665.HDF,0,1,18,272,1,0,2,2,0.824,8.5,1.5,0,3,1,70.9,1,1,3
*data,1179A00665.HDF.No-Dryer,0,1,18,272,1,0,2,2,0.824,8.5,1.5,0,3,1,70.9,1,1,3
*data,1179A00668.HDF,0,1,8,181,0,1,2,2,0.554,8.5,4,1.5,0,2,25,1,1,3
