*header,Filename,GJ,kWh
*data,11GWA00072.HDF.No-Dryer,27.75,7709
*data,11GWA00093.HDF,28.99,8052
*data,11GWA00093.HDF.No-Dryer,27.34,7595
*data,11GWA00101.HDF,39.62,11005
*data,11GWA00101.HDF.No-Dryer,36.87,10243
*data,11KMA00082.HDF,40.96,11378
*data,11KMA00082.HDF.No-Dryer,38.85,10791
*data,11PMA00124.HDF,22.47,6242
*data,11PMA00124.HDF.No-Dryer,21.98,6104
*data,11RGA00155.HDF,22.11,6143
*data,11RGA00155.HDF.No-Dryer,20.93,5813
*data,11RMA00022.HDF,28.07,7796
*data,11RMA00022.HDF.No-Dryer,31.70,8805
*data,11RMA00123.HDF,33.62,9340
*data,11RMA00123.HDF.No-Dryer,32.72,9089
*data,11RMA00126.HDF,23.38,6494
*data,11RMA00126.HDF.No-Dryer,23.12,6423
*data,11RMA00165.HDF,27.78,7716
*data,11RMA00165.HDF.No-Dryer,27.95,7765
*data,11RMA00183.HDF,36.23,10065
*data,11RMA00183.HDF.No-Dryer,33.70,9362
*data,11RMA00190.HDF,28.50,7917
*data,11RMA00190.HDF.No-Dryer,25.79,7165
*data,11RMA00220.HDF,34.57,9603
*data,11RMA00220.HDF.No-Dryer,32.18,8939
*data,11RMA00237.HDF,26.16,7267
*data,11RMA00237.HDF.No-Dryer,24.76,6877
*data,11RMA00242.HDF,21.21,5892
*data,11RMA00242.HDF.No-Dryer,20.78,5772
*data,11RMA00330.HDF,32.48,9022
*data,11RMA00330.HDF.No-Dryer,31.71,8809
*data,11RMA00332.HDF,39.64,11010
*data,11RMA00332.HDF.No-Dryer,40.55,11265
*data,11RMA00338.HDF,30.40,8444
*data,11RMA00338.HDF.No-Dryer,29.62,8227
*data,11RMA00368.HDF,26.54,7372
*data,11RMA00368.HDF.No-Dryer,27.25,7568
*data,11RMA00376.HDF,54.28,15078
*data,11RMA00376.HDF.No-Dryer,46.75,12986
*data,1503A00009.HDF,38.99,10832
*data,1503A00009.HDF.No-Dryer,37.05,10291
*data,1503A00245.HDF,24.27,6742
*data,1503A00245.HDF.No-Dryer,23.89,6637
*data,1503A00749.HDF,26.55,7376
*data,1503A00749.HDF.No-Dryer,23.76,6600
*data,1503A00907.HDF,18.96,5265
*data,1503A00907.HDF.No-Dryer,17.91,4976
*data,1503A01208.HDF,32.27,8963
*data,1503A01208.HDF.No-Dryer,31.05,8626
*data,1503A01421.HDF,20.43,5676
*data,1503A01421.HDF.No-Dryer,20.37,5659
*data,1503A02073.HDF,20.62,5728
*data,1503A02073.HDF.No-Dryer,19.61,5446
*data,1503A02074.HDF,20.25,5626
*data,1503A02074.HDF.No-Dryer,19.60,5445
*data,1503A02096.HDF,28.30,7860
*data,1503A02096.HDF.No-Dryer,27.33,7591
*data,1503A02098.HDF,23.52,6532
*data,1503A02098.HDF.No-Dryer,23.18,6438
*data,1503A02106.HDF,24.42,6784
*data,1503A02106.HDF.No-Dryer,23.77,6603
*data,1503A02118.HDF,20.48,5688
*data,1503A02118.HDF.No-Dryer,19.77,5490
*data,1503A02163.HDF,19.59,5442
*data,1503A02163.HDF.No-Dryer,19.32,5366
*data,1503A02164.HDF,20.86,5794
*data,1503A02164.HDF.No-Dryer,20.46,5682
*data,1503A02183.HDF,27.97,7769
*data,1503A02183.HDF.No-Dryer,24.02,6672
*data,1503A02193.HDF,29.17,8103
*data,1503A02193.HDF.No-Dryer,27.52,7645
*data,1503A02196.HDF,24.78,6885
*data,1503A02196.HDF.No-Dryer,23.87,6632
*data,1503A02210.HDF,21.67,6021
*data,1503A02210.HDF.No-Dryer,19.88,5522
*data,1503A02226.HDF,22.89,6359
*data,1503A02226.HDF.No-Dryer,22.49,6246
*data,1503A02233.HDF,25.18,6993
*data,1503A02233.HDF.No-Dryer,23.17,6436
*data,1503A02325.HDF,20.64,5733
*data,1503A02325.HDF.No-Dryer,20.41,5669
*data,1503A02374.HDF,23.11,6420
*data,1503A02374.HDF.No-Dryer,21.79,6053
*data,1503A02378.HDF,25.91,7198
*data,1503A02378.HDF.No-Dryer,24.35,6763
*data,1503A02393.HDF,27.10,7527
*data,1503A02393.HDF.No-Dryer,26.47,7354
*data,1503A02403.HDF,22.30,6195
*data,1503A02403.HDF.No-Dryer,21.71,6030
*data,1505A00079.HDF,17.36,4824
*data,1505A00079.HDF.No-Dryer,16.78,4661
*data,1505A00320.HDF,31.40,8722
*data,1505A00320.HDF.No-Dryer,29.47,8186
*data,1505A00372.HDF,26.63,7397
*data,1505A00372.HDF.No-Dryer,26.09,7247
*data,1505A00375.HDF,17.51,4864
*data,1505A00375.HDF.No-Dryer,17.51,4864
*data,1505A00386.HDF,22.68,6300
*data,1505A00386.HDF.No-Dryer,20.79,5774
*data,1505A00421.HDF,28.71,7976
*data,1505A00421.HDF.No-Dryer,26.71,7420
*data,1505A00457.HDF,21.03,5842
*data,1505A00457.HDF.No-Dryer,20.22,5618
*data,1506A00131.HDF,22.29,6193
*data,1506A00131.HDF.No-Dryer,20.62,5727
*data,1507A00366.HDF,19.84,5510
*data,1507A00366.HDF.No-Dryer,19.46,5404
*data,1507A00367.HDF,20.71,5752
*data,1507A00367.HDF.No-Dryer,19.80,5501
*data,1507A00544.HDF,19.98,5551
*data,1507A00544.HDF.No-Dryer,19.37,5382
*data,1507A01005.HDF,11.20,3112
*data,1507A01005.HDF.No-Dryer,11.20,3112
*data,1507A01371.HDF,23.02,6394
*data,1507A01371.HDF.No-Dryer,22.77,6324
*data,1507A01417.HDF,20.51,5697
*data,1507A01417.HDF.No-Dryer,19.80,5499
*data,1507A01431.HDF,21.96,6100
*data,1507A01431.HDF.No-Dryer,21.33,5924
*data,1507A01442.HDF,26.65,7403
*data,1507A01442.HDF.No-Dryer,26.15,7264
*data,1507A01463.HDF,24.59,6831
*data,1507A01463.HDF.No-Dryer,23.61,6559
*data,1507A01480.HDF,20.95,5821
*data,1507A01480.HDF.No-Dryer,20.55,5708
*data,1507A01586.HDF,21.30,5917
*data,1507A01586.HDF.No-Dryer,21.10,5860
*data,1507A01625.HDF,21.39,5941
*data,1507A01625.HDF.No-Dryer,19.57,5435
*data,1507A02522.HDF,22.65,6293
*data,1507A02522.HDF.No-Dryer,22.23,6175
*data,1508A00037.HDF,20.78,5771
*data,1508A00037.HDF.No-Dryer,20.78,5771
*data,1509A00298.HDF,21.26,5905
*data,1509A00298.HDF.No-Dryer,20.96,5823
*data,1509A00311.HDF,21.16,5879
*data,1509A00311.HDF.No-Dryer,20.92,5811
*data,1510A00025.HDF,27.47,7631
*data,1510A00025.HDF.No-Dryer,27.21,7558
*data,1510A00036.HDF,36.24,10066
*data,1510A00036.HDF.No-Dryer,36.24,10066
*data,1510A00037.HDF,26.34,7317
*data,1510A00037.HDF.No-Dryer,26.14,7261
*data,1510A00067.HDF,25.56,7099
*data,1510A00067.HDF.No-Dryer,23.65,6569
*data,1510A00125.HDF,22.02,6116
*data,1510A00125.HDF.No-Dryer,21.83,6063
*data,1510A00319.HDF,20.13,5591
*data,1510A00319.HDF.No-Dryer,20.05,5570
*data,1510A01276.HDF,18.15,5041
*data,1510A01276.HDF.No-Dryer,16.71,4641
*data,1510A01386.HDF,24.43,6786
*data,1510A01386.HDF.No-Dryer,22.49,6246
*data,1511A00116.HDF,29.25,8124
*data,1511A00116.HDF.No-Dryer,27.84,7733
*data,1511A00121.HDF,21.58,5993
*data,1511A00121.HDF.No-Dryer,20.92,5811
*data,1511A00132.HDF,20.64,5735
*data,1511A00132.HDF.No-Dryer,20.08,5578
*data,1511A00205.HDF,32.48,9021
*data,1511A00205.HDF.No-Dryer,27.95,7764
*data,1511A00272.HDF,22.58,6272
*data,1511A00272.HDF.No-Dryer,22.15,6152
*data,1511A00300.HDF,27.92,7756
*data,1511A00300.HDF.No-Dryer,25.61,7115
*data,1511A00308.HDF,33.36,9267
*data,1511A00308.HDF.No-Dryer,30.58,8494
*data,1511A00379.HDF,19.89,5525
*data,1511A00379.HDF.No-Dryer,19.89,5525
*data,1511A01297.HDF,20.46,5684
*data,1511A01297.HDF.No-Dryer,20.05,5569
*data,1511A01304.HDF,29.46,8184
*data,1511A01304.HDF.No-Dryer,27.88,7743
*data,1511A01340.HDF,27.66,7684
*data,1511A01340.HDF.No-Dryer,27.06,7516
*data,1511A01701.HDF,20.11,5585
*data,1511A01701.HDF.No-Dryer,19.86,5517
*data,1511A01723.HDF,22.28,6190
*data,1511A01723.HDF.No-Dryer,22.28,6190
*data,1511A01737.HDF,22.05,6125
*data,1511A01737.HDF.No-Dryer,21.23,5898
*data,1512A00017.HDF,28.90,8027
*data,1512A00017.HDF.No-Dryer,24.12,6700
*data,1512A00033.HDF,24.13,6703
*data,1512A00033.HDF.No-Dryer,23.04,6399
*data,1512A00171.HDF,26.98,7494
*data,1512A00171.HDF.No-Dryer,26.80,7445
*data,1512A00273.HDF,22.28,6189
*data,1512A00273.HDF.No-Dryer,21.77,6048
*data,1516A00015.HDF,21.98,6107
*data,1516A00015.HDF.No-Dryer,21.06,5849
*data,1516A00074.HDF,20.55,5709
*data,1516A00074.HDF.No-Dryer,20.39,5665
*data,1516A01023.HDF,33.89,9414
*data,1516A01023.HDF.No-Dryer,33.27,9242
*data,1516A01027.HDF,27.82,7728
*data,1516A01027.HDF.No-Dryer,27.33,7591
*data,1516A01072.HDF,24.12,6700
*data,1516A01072.HDF.No-Dryer,23.55,6542
*data,1516A01102.HDF,22.29,6193
*data,1516A01102.HDF.No-Dryer,21.83,6065
*data,1516A01218.HDF,27.41,7614
*data,1516A01218.HDF.No-Dryer,25.04,6956
*data,1517A01374.HDF,32.60,9056
*data,1517A01374.HDF.No-Dryer,30.67,8518
*data,1517A01376.HDF,31.91,8863
*data,1517A01376.HDF.No-Dryer,30.76,8544
*data,1517A01423.HDF,32.49,9026
*data,1517A01423.HDF.No-Dryer,28.69,7970
*data,1517A01452.HDF,29.02,8060
*data,1517A01452.HDF.No-Dryer,29.02,8060
*data,1517A01471.HDF,32.22,8949
*data,1517A01471.HDF.No-Dryer,29.79,8274
*data,1519A00124.HDF,20.52,5700
*data,1519A00124.HDF.No-Dryer,18.85,5236
*data,1519A01099.HDF,30.09,8357
*data,1519A01099.HDF.No-Dryer,29.50,8195
*data,1519A01186.HDF,20.70,5749
*data,1519A01186.HDF.No-Dryer,20.41,5669
*data,1519A01293.HDF,21.89,6081
*data,1519A01293.HDF.No-Dryer,21.57,5991
*data,1519A01880.HDF,31.34,8705
*data,1519A01880.HDF.No-Dryer,29.98,8327
*data,1520A00059.HDF,19.66,5462
*data,1520A00059.HDF.No-Dryer,19.56,5432
*data,1521A00006.HDF,22.50,6250
*data,1521A00006.HDF.No-Dryer,21.13,5869
*data,1521A00058.HDF,23.12,6422
*data,1521A00058.HDF.No-Dryer,22.80,6335
*data,1521A01242.HDF,23.06,6405
*data,1521A01242.HDF.No-Dryer,22.49,6248
*data,1521A01379.HDF,18.67,5187
*data,1521A01379.HDF.No-Dryer,18.29,5080
*data,1521A01479.HDF,25.07,6963
*data,1521A01479.HDF.No-Dryer,25.08,6965
*data,1521A01496.HDF,24.73,6871
*data,1521A01496.HDF.No-Dryer,23.53,6535
*data,1524A01046.HDF,30.70,8528
*data,1524A01046.HDF.No-Dryer,29.73,8260
*data,1524A01258.HDF,28.41,7891
*data,1524A01258.HDF.No-Dryer,25.97,7213
*data,1524A01265.HDF,25.42,7060
*data,1524A01265.HDF.No-Dryer,25.15,6987
*data,1524A01277.HDF,25.73,7148
*data,1524A01277.HDF.No-Dryer,25.47,7076
*data,1524A01701.HDF,34.85,9682
*data,1524A01701.HDF.No-Dryer,35.70,9917
*data,1526A00038.HDF,24.19,6718
*data,1526A00038.HDF.No-Dryer,22.61,6282
*data,1527A01191.HDF,25.62,7116
*data,1527A01191.HDF.No-Dryer,24.67,6853
*data,1528A00025.HDF,37.50,10417
*data,1528A00025.HDF.No-Dryer,36.79,10219
*data,1528A00081.HDF,25.41,7058
*data,1528A00081.HDF.No-Dryer,25.33,7035
*data,2208A00001.HDF,27.56,7655
*data,2208A00001.HDF.No-Dryer,32.57,9048
*data,2208A00024.HDF,26.82,7449
*data,2208A00024.HDF.No-Dryer,24.84,6900
*data,2208A00050.HDF,25.93,7202
*data,2208A00050.HDF.No-Dryer,24.90,6916
*data,2208A00054.HDF,22.61,6279
*data,2208A00054.HDF.No-Dryer,21.71,6031
*data,2208A00072.HDF,31.54,8761
*data,2208A00072.HDF.No-Dryer,31.96,8878
*data,2208A00098.HDF,27.47,7629
*data,2208A00098.HDF.No-Dryer,25.82,7172
*data,2208A00151.HDF,24.89,6915
*data,2208A00151.HDF.No-Dryer,23.10,6417
*data,2208A00185.HDF,24.14,6706
*data,2208A00185.HDF.No-Dryer,23.90,6639
*data,2208A00209.HDF,23.38,6494
*data,2208A00209.HDF.No-Dryer,22.24,6178
*data,2208A00215.HDF,33.57,9326
*data,2208A00215.HDF.No-Dryer,31.71,8809
*data,2208A00223.HDF,31.62,8783
*data,2208A00223.HDF.No-Dryer,28.52,7923
*data,2208A00227.HDF,28.89,8024
*data,2208A00227.HDF.No-Dryer,25.97,7214
*data,2218A00041.HDF,28.70,7972
*data,2218A00041.HDF.No-Dryer,27.98,7771
*data,2218A00112.HDF,30.09,8359
*data,2218A00112.HDF.No-Dryer,29.47,8186
*data,2218A00150.HDF,25.17,6991
*data,2218A00150.HDF.No-Dryer,24.39,6774
*data,2218A00162.HDF,25.45,7068
*data,2218A00162.HDF.No-Dryer,24.46,6795
*data,2218A00200.HDF,30.40,8444
*data,2218A00200.HDF.No-Dryer,28.18,7827
*data,2230A00012.HDF,30.60,8500
*data,2230A00012.HDF.No-Dryer,29.83,8287
*data,2230A00018.HDF,25.03,6952
*data,2230A00018.HDF.No-Dryer,22.82,6338
*data,2230A00027.HDF,29.18,8107
*data,2230A00027.HDF.No-Dryer,28.41,7892
*data,2230A00044.HDF,18.09,5026
*data,2230A00044.HDF.No-Dryer,17.74,4928
*data,2230A00064.HDF,19.59,5441
*data,2230A00064.HDF.No-Dryer,19.59,5441
*data,2230A00085.HDF,30.53,8480
*data,2230A00085.HDF.No-Dryer,27.38,7604
*data,2230A00104.HDF,23.35,6486
*data,2230A00104.HDF.No-Dryer,23.35,6486
*data,2230A00107.HDF,26.46,7349
*data,2230A00107.HDF.No-Dryer,25.72,7146
*data,2230A00123.HDF,22.99,6386
*data,2230A00123.HDF.No-Dryer,21.69,6024
*data,2230A00135.HDF,25.73,7146
*data,2230A00135.HDF.No-Dryer,22.57,6269
*data,2230A00148.HDF,30.59,8497
*data,2230A00148.HDF.No-Dryer,26.65,7403
*data,2230A00156.HDF,32.40,8999
*data,2230A00156.HDF.No-Dryer,31.54,8761
*data,2230A00170.HDF,23.91,6642
*data,2230A00170.HDF.No-Dryer,23.25,6459
*data,2230A00192.HDF,31.16,8655
*data,2230A00192.HDF.No-Dryer,27.75,7707
*data,2230A00216.HDF,25.56,7099
*data,2230A00216.HDF.No-Dryer,25.43,7064
*data,2230A00247.HDF,26.47,7352
*data,2230A00247.HDF.No-Dryer,23.55,6543
*data,2230A00271.HDF,39.34,10929
*data,2230A00271.HDF.No-Dryer,38.19,10607
*data,2230A00292.HDF,23.45,6513
*data,2230A00292.HDF.No-Dryer,22.93,6369
*data,2230A00298.HDF,24.00,6667
*data,2230A00298.HDF.No-Dryer,22.07,6130
*data,2230A00322.HDF,34.85,9681
*data,2230A00322.HDF.No-Dryer,33.27,9242
*data,2230A00323.HDF,28.01,7781
*data,2230A00323.HDF.No-Dryer,27.27,7575
*data,2230A00361.HDF,24.73,6870
*data,2230A00361.HDF.No-Dryer,24.45,6793
*data,2230A00364.HDF,22.85,6346
*data,2230A00364.HDF.No-Dryer,22.08,6133
*data,2230A00376.HDF,23.37,6492
*data,2230A00376.HDF.No-Dryer,22.67,6298
*data,2230A00378.HDF,27.23,7564
*data,2230A00378.HDF.No-Dryer,27.30,7584
*data,2230A00382.HDF,24.85,6902
*data,2230A00382.HDF.No-Dryer,23.00,6388
*data,2230A00383.HDF,24.07,6686
*data,2230A00383.HDF.No-Dryer,22.24,6177
*data,2230A00384.HDF,44.81,12447
*data,2230A00384.HDF.No-Dryer,40.71,11309
*data,2230A00388.HDF,25.25,7015
*data,2230A00388.HDF.No-Dryer,24.39,6775
*data,2230A00400.HDF,19.62,5449
*data,2230A00400.HDF.No-Dryer,19.56,5434
*data,2230A00406.HDF,20.40,5668
*data,2230A00406.HDF.No-Dryer,19.81,5502
*data,2237A00774.HDF,21.64,6012
*data,2237A00774.HDF.No-Dryer,21.26,5905
*data,2237A00850.HDF,30.95,8598
*data,2237A00850.HDF.No-Dryer,28.50,7916
*data,2237A00863.HDF,20.02,5561
*data,2237A00863.HDF.No-Dryer,20.02,5561
*data,2237A00868.HDF,21.60,6000
*data,2237A00868.HDF.No-Dryer,20.53,5703
*data,2237A00879.HDF,48.51,13476
*data,2237A00879.HDF.No-Dryer,44.10,12251
*data,2237A00890.HDF,19.01,5280
*data,2237A00890.HDF.No-Dryer,18.25,5071
*data,2237A01414.HDF,21.85,6069
*data,2237A01414.HDF.No-Dryer,21.20,5889
*data,2238A00379.HDF,34.93,9704
*data,2238A00379.HDF.No-Dryer,30.65,8513
*data,2239A00010.HDF,22.47,6240
*data,2239A00010.HDF.No-Dryer,20.67,5742
*data,2239A00027.HDF,27.00,7499
*data,2239A00027.HDF.No-Dryer,26.10,7251
*data,2239A00041.HDF,18.74,5206
*data,2239A00041.HDF.No-Dryer,18.57,5157
*data,2239A00069.HDF,22.64,6289
*data,2239A00069.HDF.No-Dryer,21.89,6082
*data,2239A00079.HDF,28.23,7841
*data,2239A00079.HDF.No-Dryer,27.31,7585
*data,2239A00081.HDF,23.15,6430
*data,2239A00081.HDF.No-Dryer,21.85,6068
*data,2239A00085.HDF,24.87,6909
*data,2239A00085.HDF.No-Dryer,23.65,6569
*data,2239A00112.HDF,18.46,5127
*data,2239A00112.HDF.No-Dryer,18.32,5090
*data,2239A00172.HDF,22.48,6246
*data,2239A00172.HDF.No-Dryer,22.48,6246
*data,2239A00173.HDF,24.96,6933
*data,2239A00173.HDF.No-Dryer,23.77,6602
*data,2239A00177.HDF,22.11,6141
*data,2239A00177.HDF.No-Dryer,22.03,6120
*data,2239A00245.HDF,23.39,6497
*data,2239A00245.HDF.No-Dryer,22.82,6339
*data,2239A00280.HDF,26.62,7396
*data,2239A00280.HDF.No-Dryer,26.34,7316
*data,2239A00295.HDF,20.27,5630
*data,2239A00295.HDF.No-Dryer,18.23,5063
*data,2239A00301.HDF,20.59,5720
*data,2239A00301.HDF.No-Dryer,19.99,5553
*data,2239A00320.HDF,30.46,8462
*data,2239A00320.HDF.No-Dryer,30.19,8386
*data,2239A00405.HDF,23.68,6577
*data,2239A00405.HDF.No-Dryer,22.80,6332
*data,2239A00447.HDF,26.20,7278
*data,2239A00447.HDF.No-Dryer,24.79,6886
*data,2239A00461.HDF,19.41,5391
*data,2239A00461.HDF.No-Dryer,19.16,5322
*data,2239A00478.HDF,26.60,7389
*data,2239A00478.HDF.No-Dryer,26.09,7246
*data,2239A00488.HDF,29.90,8304
*data,2239A00488.HDF.No-Dryer,26.92,7479
*data,2239A00507.HDF,21.55,5985
*data,2239A00507.HDF.No-Dryer,21.55,5985
*data,2239A00510.HDF,24.13,6703
*data,2239A00510.HDF.No-Dryer,23.15,6431
*data,2242A00003.HDF,23.85,6625
*data,2242A00003.HDF.No-Dryer,22.03,6120
*data,2242A00041.HDF,23.84,6622
*data,2242A00041.HDF.No-Dryer,23.55,6543
*data,2242A00044.HDF,21.06,5850
*data,2242A00044.HDF.No-Dryer,23.89,6636
*data,2242A00047.HDF,19.03,5286
*data,2242A00047.HDF.No-Dryer,18.79,5218
*data,2242A00054.HDF,18.53,5147
*data,2242A00054.HDF.No-Dryer,18.34,5095
*data,2242A00085.HDF,19.82,5505
*data,2242A00085.HDF.No-Dryer,19.63,5452
*data,2242A00090.HDF,19.05,5292
*data,2242A00090.HDF.No-Dryer,18.80,5222
*data,2242A00100.HDF,13.69,3803
*data,2242A00100.HDF.No-Dryer,13.47,3741
*data,2246A00015.HDF,20.37,5659
*data,2246A00015.HDF.No-Dryer,20.37,5659
*data,2246A00050.HDF,20.03,5564
*data,2246A00050.HDF.No-Dryer,19.88,5521
*data,2247A00018.HDF,27.57,7659
*data,2247A00018.HDF.No-Dryer,26.22,7282
*data,2247A00049.HDF,33.26,9239
*data,2247A00049.HDF.No-Dryer,29.82,8284
*data,2247A00056.HDF,28.78,7996
*data,2247A00056.HDF.No-Dryer,27.90,7751
*data,2247A00081.HDF,33.63,9341
*data,2247A00081.HDF.No-Dryer,30.25,8402
*data,2247A00083.HDF,34.56,9601
*data,2247A00083.HDF.No-Dryer,31.15,8654
*data,2247A00148.HDF,33.34,9261
*data,2247A00148.HDF.No-Dryer,30.71,8530
*data,2248A00022.HDF,32.38,8995
*data,2248A00022.HDF.No-Dryer,28.66,7962
*data,2248A00084.HDF,34.56,9600
*data,2248A00084.HDF.No-Dryer,36.13,10035
*data,2248A00088.HDF,27.17,7548
*data,2248A00088.HDF.No-Dryer,25.08,6967
*data,2248A00113.HDF,22.23,6176
*data,2248A00113.HDF.No-Dryer,21.72,6034
*data,2248A00117.HDF,37.73,10480
*data,2248A00117.HDF.No-Dryer,37.73,10480
*data,2248A00136.HDF,33.53,9314
*data,2248A00136.HDF.No-Dryer,32.53,9035
*data,2248A00137.HDF,28.33,7871
*data,2248A00137.HDF.No-Dryer,27.08,7523
*data,2248A00159.HDF,32.16,8934
*data,2248A00159.HDF.No-Dryer,27.58,7660
*data,2248A00168.HDF,34.20,9501
*data,2248A00168.HDF.No-Dryer,30.60,8501
*data,2251A00014.HDF,29.24,8122
*data,2251A00014.HDF.No-Dryer,28.42,7895
*data,2251A00019.HDF,42.66,11850
*data,2251A00019.HDF.No-Dryer,38.94,10816
*data,2253A00004.HDF,23.03,6397
*data,2253A00004.HDF.No-Dryer,21.15,5874
*data,2253A00006.HDF,20.76,5765
*data,2253A00006.HDF.No-Dryer,20.70,5751
*data,2253A00009.HDF,19.19,5331
*data,2253A00009.HDF.No-Dryer,19.11,5307
*data,2253A00036.HDF,19.98,5550
*data,2253A00036.HDF.No-Dryer,19.43,5398
*data,2253A00054.HDF,22.79,6330
*data,2253A00054.HDF.No-Dryer,22.02,6117
*data,2253A00057.HDF,24.34,6761
*data,2253A00057.HDF.No-Dryer,23.62,6562
*data,2253A00065.HDF,21.26,5905
*data,2253A00065.HDF.No-Dryer,23.97,6659
*data,2254A00002.HDF,18.95,5263
*data,2254A00002.HDF.No-Dryer,18.89,5246
*data,2254A00007.HDF,21.03,5841
*data,2254A00007.HDF.No-Dryer,21.01,5837
*data,2254A00017.HDF,19.16,5322
*data,2254A00017.HDF.No-Dryer,19.09,5304
*data,2254A00024.HDF,20.36,5656
*data,2254A00024.HDF.No-Dryer,20.29,5635
*data,2254A00031.HDF,21.77,6049
*data,2254A00031.HDF.No-Dryer,23.50,6527
*data,2254A00055.HDF,19.32,5367
*data,2254A00055.HDF.No-Dryer,19.11,5307
*data,2254A00104.HDF,19.54,5426
*data,2254A00104.HDF.No-Dryer,18.62,5172
*data,2254A00105.HDF,24.42,6782
*data,2254A00105.HDF.No-Dryer,24.44,6789
*data,2254A00110.HDF,19.97,5547
*data,2254A00110.HDF.No-Dryer,19.47,5408
*data,2254A00121.HDF,20.30,5640
*data,2254A00121.HDF.No-Dryer,20.11,5586
*data,2254A00178.HDF,19.70,5471
*data,2254A00178.HDF.No-Dryer,18.32,5090
*data,2254A00236.HDF,18.52,5145
*data,2254A00236.HDF.No-Dryer,16.65,4624
*data,2254A00241.HDF,21.48,5968
*data,2254A00241.HDF.No-Dryer,21.16,5878
*data,2254A00250.HDF,20.17,5602
*data,2254A00250.HDF.No-Dryer,20.02,5562
*data,2254A00254.HDF,20.87,5799
*data,2254A00254.HDF.No-Dryer,20.64,5732
*data,2255A00019.HDF,29.08,8078
*data,2255A00019.HDF.No-Dryer,27.73,7702
*data,2261A00154.HDF,24.17,6714
*data,2261A00154.HDF.No-Dryer,24.17,6714
*data,2261A00161.HDF,25.99,7220
*data,2261A00161.HDF.No-Dryer,25.55,7096
*data,2261A00596.HDF,44.03,12229
*data,2261A00596.HDF.No-Dryer,40.31,11198
*data,2261A00823.HDF,18.96,5266
*data,2261A00823.HDF.No-Dryer,18.83,5230
*data,2261A00934.HDF,32.47,9021
*data,2261A00934.HDF.No-Dryer,30.69,8526
*data,2261A01085.HDF,26.99,7498
*data,2261A01085.HDF.No-Dryer,24.90,6918
*data,2261A01090.HDF,20.67,5741
*data,2261A01090.HDF.No-Dryer,20.67,5741
*data,2261A01171.HDF,20.43,5676
*data,2261A01171.HDF.No-Dryer,20.21,5614
*data,2261A01481.HDF,20.38,5661
*data,2261A01481.HDF.No-Dryer,17.79,4942
*data,2283A00580.HDF,19.90,5527
*data,2283A00580.HDF.No-Dryer,19.54,5427
*data,2283A00686.HDF,34.10,9471
*data,2283A00686.HDF.No-Dryer,32.60,9054
*data,2283A00892.HDF,26.70,7416
*data,2283A00892.HDF.No-Dryer,26.25,7292
*data,2283A00929.HDF,33.18,9216
*data,2283A00929.HDF.No-Dryer,33.18,9216
*data,2283A00962.HDF,30.54,8484
*data,2283A00962.HDF.No-Dryer,29.62,8229
*data,2284A01408.HDF,23.21,6446
*data,2284A01408.HDF.No-Dryer,22.74,6318
*data,2284A01488.HDF,31.95,8875
*data,2284A01488.HDF.No-Dryer,29.30,8140
*data,2294A00018.HDF,25.97,7215
*data,2294A00018.HDF.No-Dryer,24.95,6931
*data,2294A00029.HDF,36.90,10250
*data,2294A00029.HDF.No-Dryer,34.75,9652
*data,2294A00041.HDF,34.93,9704
*data,2294A00041.HDF.No-Dryer,34.93,9704
*data,2294A00110.HDF,30.37,8437
*data,2294A00110.HDF.No-Dryer,27.67,7686
*data,2294A00189.HDF,24.80,6889
*data,2294A00189.HDF.No-Dryer,23.36,6490
*data,2294A00209.HDF,27.55,7653
*data,2294A00209.HDF.No-Dryer,26.94,7484
*data,2294A00211.HDF,29.30,8138
*data,2294A00211.HDF.No-Dryer,29.46,8185
*data,2294A00218.HDF,26.08,7243
*data,2294A00218.HDF.No-Dryer,25.60,7111
*data,2294A00241.HDF,42.44,11789
*data,2294A00241.HDF.No-Dryer,42.44,11789
*data,2294A00251.HDF,29.32,8145
*data,2294A00251.HDF.No-Dryer,25.60,7111
*data,2294A00261.HDF,34.38,9549
*data,2294A00261.HDF.No-Dryer,34.38,9549
*data,2294A00270.HDF,37.61,10446
*data,2294A00270.HDF.No-Dryer,36.63,10175
*data,2294A00333.HDF,30.07,8353
*data,2294A00333.HDF.No-Dryer,27.41,7615
*data,2294A00344.HDF,29.18,8105
*data,2294A00344.HDF.No-Dryer,28.52,7921
*data,2294A00345.HDF,31.04,8622
*data,2294A00345.HDF.No-Dryer,27.82,7728
*data,22A1A00001.HDF,37.03,10286
*data,22A1A00001.HDF.No-Dryer,38.22,10618
*data,22A1A00005.HDF,26.75,7430
*data,22A1A00005.HDF.No-Dryer,26.14,7260
*data,22A2A00001.HDF,21.86,6071
*data,22A2A00001.HDF.No-Dryer,21.10,5862
*data,22KSA00041.HDF,21.71,6029
*data,22KSA00041.HDF.No-Dryer,20.90,5805
*data,22KSA00061.HDF,22.48,6244
*data,22KSA00061.HDF.No-Dryer,21.75,6043
*data,22S1A00030.HDF,20.77,5770
*data,22S1A00030.HDF.No-Dryer,20.05,5568
*data,22S1A00043.HDF,19.38,5382
*data,22S1A00043.HDF.No-Dryer,19.38,5382
*data,22S1A00077.HDF,24.63,6842
*data,22S1A00077.HDF.No-Dryer,24.24,6734
*data,22S1A00221.HDF,22.71,6309
