*header,Filename,GJ,kWh
*data,1051A00297.HDF.No-Dryer,23.42,6506
*data,1051A00337.HDF,23.14,6427
*data,1051A00337.HDF.No-Dryer,22.26,6184
*data,1051A00389.HDF,18.76,5210
*data,1051A00389.HDF.No-Dryer,18.30,5082
*data,1051A00409.HDF,21.19,5885
*data,1051A00409.HDF.No-Dryer,21.08,5857
*data,1051A00436.HDF,23.92,6644
*data,1051A00436.HDF.No-Dryer,22.75,6319
*data,1051A00451.HDF,21.78,6051
*data,1051A00451.HDF.No-Dryer,20.52,5701
*data,1051A00452.HDF,22.75,6319
*data,1051A00452.HDF.No-Dryer,21.93,6091
*data,1051A00460.HDF,26.57,7379
*data,1051A00460.HDF.No-Dryer,25.34,7038
*data,1051A00462.HDF,25.71,7141
*data,1051A00462.HDF.No-Dryer,23.58,6550
*data,1051A00464.HDF,31.13,8647
*data,1051A00464.HDF.No-Dryer,30.42,8451
*data,1051A00470.HDF,20.14,5594
*data,1051A00470.HDF.No-Dryer,19.39,5386
*data,1051A00475.HDF,25.88,7189
*data,1051A00475.HDF.No-Dryer,25.43,7065
*data,1051A00476.HDF,22.58,6274
*data,1051A00476.HDF.No-Dryer,21.24,5900
*data,1051A00480.HDF,19.39,5385
*data,1051A00480.HDF.No-Dryer,19.39,5385
*data,1051A00483.HDF,23.48,6522
*data,1051A00483.HDF.No-Dryer,23.48,6522
*data,1051A00484.HDF,29.58,8218
*data,1051A00484.HDF.No-Dryer,24.82,6893
*data,1051A00485.HDF,25.02,6950
*data,1051A00485.HDF.No-Dryer,24.87,6907
*data,1051A00486.HDF,20.96,5823
*data,1051A00486.HDF.No-Dryer,19.50,5418
*data,1051A00489.HDF,23.30,6472
*data,1051A00489.HDF.No-Dryer,22.06,6128
*data,1051A00490.HDF,23.81,6613
*data,1051A00490.HDF.No-Dryer,23.70,6583
*data,1051A00498.HDF,21.35,5929
*data,1051A00498.HDF.No-Dryer,21.28,5910
*data,1051A00499.HDF,20.17,5601
*data,1051A00499.HDF.No-Dryer,20.02,5560
*data,1051A00502.HDF,30.56,8489
*data,1051A00502.HDF.No-Dryer,29.40,8167
*data,1051A00506.HDF,26.02,7228
*data,1051A00506.HDF.No-Dryer,25.28,7024
*data,1051A00517.HDF,27.19,7553
*data,1051A00517.HDF.No-Dryer,26.00,7223
*data,1051A00518.HDF,35.15,9765
*data,1051A00518.HDF.No-Dryer,33.08,9188
*data,1051A00544.HDF,30.05,8348
*data,1051A00544.HDF.No-Dryer,29.80,8277
*data,1051A00545.HDF,39.80,11057
*data,1051A00545.HDF.No-Dryer,35.13,9757
*data,1051A00547.HDF,25.07,6963
*data,1051A00547.HDF.No-Dryer,25.07,6963
*data,1051A00548.HDF,19.84,5510
*data,1051A00548.HDF.No-Dryer,19.55,5431
*data,1051A00555.HDF,30.65,8514
*data,1051A00555.HDF.No-Dryer,29.75,8265
*data,1051A00561.HDF,24.25,6736
*data,1051A00561.HDF.No-Dryer,23.22,6450
*data,1051A00569.HDF,32.41,9003
*data,1051A00569.HDF.No-Dryer,30.03,8340
*data,1051A00571.HDF,20.72,5755
*data,1051A00571.HDF.No-Dryer,20.50,5696
*data,1051A00576.HDF,26.77,7437
*data,1051A00576.HDF.No-Dryer,25.49,7080
*data,1051A00582.HDF,26.12,7254
*data,1051A00582.HDF.No-Dryer,22.79,6331
*data,1051A00586.HDF,20.48,5689
*data,1051A00586.HDF.No-Dryer,18.82,5226
*data,1051A00587.HDF,26.86,7462
*data,1051A00587.HDF.No-Dryer,26.86,7462
*data,1051A00611.HDF,26.76,7434
*data,1051A00611.HDF.No-Dryer,24.75,6875
*data,1051A00624.HDF,52.23,14508
*data,1051A00624.HDF.No-Dryer,50.89,14136
*data,1051A00626.HDF,22.23,6176
*data,1051A00626.HDF.No-Dryer,21.98,6107
*data,1051A00641.HDF,21.47,5965
*data,1051A00641.HDF.No-Dryer,20.54,5705
*data,1051A00643.HDF,31.48,8745
*data,1051A00643.HDF.No-Dryer,29.39,8165
*data,1051A00645.HDF,18.57,5159
*data,1051A00645.HDF.No-Dryer,18.26,5072
*data,1051A00647.HDF,27.98,7773
*data,1051A00647.HDF.No-Dryer,25.84,7179
*data,1051A00648.HDF,21.20,5889
*data,1051A00648.HDF.No-Dryer,21.20,5889
*data,1051A00659.HDF,24.22,6727
*data,1051A00659.HDF.No-Dryer,20.76,5767
*data,1051A00668.HDF,21.77,6046
*data,1051A00668.HDF.No-Dryer,22.70,6304
*data,1051A00674.HDF,30.89,8581
*data,1051A00674.HDF.No-Dryer,38.59,10719
*data,1051A00675.HDF,22.94,6373
*data,1051A00675.HDF.No-Dryer,22.53,6257
*data,1051A00680.HDF,25.30,7027
*data,1051A00680.HDF.No-Dryer,25.33,7037
*data,1051A00684.HDF,19.67,5465
*data,1051A00684.HDF.No-Dryer,19.51,5420
*data,1051A00686.HDF,37.26,10350
*data,1051A00686.HDF.No-Dryer,32.69,9080
*data,1051A00695.HDF,26.19,7274
*data,1051A00695.HDF.No-Dryer,24.34,6761
*data,1051A00703.HDF,26.50,7361
*data,1051A00703.HDF.No-Dryer,24.45,6791
*data,1051A00705.HDF,22.60,6276
*data,1051A00705.HDF.No-Dryer,22.10,6138
*data,1051A00706.HDF,20.27,5631
*data,1051A00706.HDF.No-Dryer,19.46,5405
*data,1051A00707.HDF,22.73,6313
*data,1051A00707.HDF.No-Dryer,21.64,6012
*data,1051A00714.HDF,22.47,6242
*data,1051A00714.HDF.No-Dryer,22.78,6328
*data,1051A00723.HDF,19.32,5365
*data,1051A00723.HDF.No-Dryer,19.09,5304
*data,1051A00739.HDF,29.49,8191
*data,1051A00739.HDF.No-Dryer,26.06,7238
*data,1051A00761.HDF,29.29,8137
*data,1051A00761.HDF.No-Dryer,28.98,8050
*data,1051A00765.HDF,31.14,8649
*data,1051A00765.HDF.No-Dryer,30.71,8532
*data,1051A00782.HDF,21.77,6046
*data,1051A00782.HDF.No-Dryer,19.59,5442
*data,1051A00791.HDF,36.70,10193
*data,1051A00791.HDF.No-Dryer,32.77,9103
*data,1051A00797.HDF,27.09,7525
*data,1051A00797.HDF.No-Dryer,23.66,6572
*data,1051A00802.HDF,34.62,9618
*data,1051A00802.HDF.No-Dryer,30.54,8483
*data,1051A00806.HDF,24.51,6809
*data,1051A00806.HDF.No-Dryer,23.39,6496
*data,1051A00817.HDF,22.82,6339
*data,1051A00817.HDF.No-Dryer,21.63,6009
*data,1051A00822.HDF,22.39,6220
*data,1051A00822.HDF.No-Dryer,22.32,6200
*data,1051A00848.HDF,21.76,6044
*data,1051A00848.HDF.No-Dryer,20.14,5595
*data,1051A00849.HDF,28.06,7795
*data,1051A00849.HDF.No-Dryer,24.28,6745
*data,1051A00852.HDF,26.15,7264
*data,1051A00852.HDF.No-Dryer,22.99,6386
*data,1051A00858.HDF,18.03,5008
*data,1051A00858.HDF.No-Dryer,17.58,4883
*data,1051A00885.HDF,24.90,6917
*data,1051A00885.HDF.No-Dryer,28.94,8038
*data,1051A00887.HDF,29.77,8269
*data,1051A00887.HDF.No-Dryer,29.99,8332
*data,1051A00892.HDF,20.43,5676
*data,1051A00892.HDF.No-Dryer,20.43,5676
*data,1051A00893.HDF,23.53,6536
*data,1051A00893.HDF.No-Dryer,22.23,6174
*data,1051A00900.HDF,30.92,8588
*data,1051A00900.HDF.No-Dryer,29.04,8067
*data,1051A00909.HDF,22.82,6338
*data,1051A00909.HDF.No-Dryer,21.59,5997
*data,1051A00915.HDF,28.33,7869
*data,1051A00915.HDF.No-Dryer,27.98,7772
*data,1051A00916.HDF,25.52,7088
*data,1051A00916.HDF.No-Dryer,24.92,6921
*data,1051A00924.HDF,21.63,6007
*data,1051A00924.HDF.No-Dryer,21.26,5905
*data,1063A00017.HDF,27.26,7572
*data,1063A00017.HDF.No-Dryer,26.20,7278
*data,1063A00027.HDF,22.45,6236
*data,1063A00027.HDF.No-Dryer,22.45,6236
*data,1063A00040.HDF,27.39,7609
*data,1063A00040.HDF.No-Dryer,25.85,7181
*data,1063A00042.HDF,20.71,5754
*data,1063A00042.HDF.No-Dryer,20.71,5754
*data,1063A00047.HDF,21.13,5869
*data,1063A00047.HDF.No-Dryer,20.48,5688
*data,1063A00065.HDF,21.50,5972
*data,1063A00065.HDF.No-Dryer,20.69,5746
*data,1063A00080.HDF,21.09,5857
*data,1063A00080.HDF.No-Dryer,19.11,5309
*data,1063A00103.HDF,23.98,6662
*data,1063A00103.HDF.No-Dryer,23.85,6625
*data,1063A00114.HDF,28.93,8036
*data,1063A00114.HDF.No-Dryer,28.93,8036
*data,1063A00115.HDF,30.82,8561
*data,1063A00115.HDF.No-Dryer,30.76,8544
*data,1063A00129.HDF,20.18,5605
*data,1063A00129.HDF.No-Dryer,20.00,5555
*data,1063A00143.HDF,26.06,7238
*data,1063A00143.HDF.No-Dryer,24.33,6759
*data,1063A00163.HDF,19.73,5480
*data,1063A00163.HDF.No-Dryer,18.09,5026
*data,1063A00166.HDF,25.01,6947
*data,1063A00166.HDF.No-Dryer,24.11,6697
*data,1063A00186.HDF,44.99,12496
*data,1063A00186.HDF.No-Dryer,43.92,12199
*data,1063A00210.HDF,20.91,5808
*data,1063A00210.HDF.No-Dryer,20.48,5690
*data,1063A00226.HDF,22.40,6223
*data,1063A00226.HDF.No-Dryer,22.00,6111
*data,1063A00227.HDF,39.68,11023
*data,1063A00227.HDF.No-Dryer,32.43,9008
*data,1063A00229.HDF,17.54,4873
*data,1063A00229.HDF.No-Dryer,17.16,4766
*data,1063A00235.HDF,20.68,5744
*data,1063A00235.HDF.No-Dryer,20.65,5737
*data,1063A00248.HDF,26.02,7227
*data,1063A00248.HDF.No-Dryer,27.87,7741
*data,1063A00252.HDF,22.17,6160
*data,1063A00252.HDF.No-Dryer,20.44,5677
*data,1063A00273.HDF,18.11,5029
*data,1063A00273.HDF.No-Dryer,17.18,4773
*data,1063A00297.HDF,24.29,6746
*data,1063A00297.HDF.No-Dryer,23.95,6652
*data,1063A00303.HDF,14.08,3912
*data,1063A00303.HDF.No-Dryer,13.98,3882
*data,1063A00304.HDF,22.36,6211
*data,1063A00304.HDF.No-Dryer,21.13,5870
*data,1063A00309.HDF,17.97,4991
*data,1063A00309.HDF.No-Dryer,17.97,4991
*data,1063A00321.HDF,23.73,6591
*data,1063A00321.HDF.No-Dryer,22.34,6207
*data,1063A00324.HDF,21.23,5898
*data,1063A00324.HDF.No-Dryer,20.70,5751
*data,1063A00332.HDF,50.29,13971
*data,1063A00332.HDF.No-Dryer,49.51,13754
*data,1063A00337.HDF,20.83,5786
*data,1063A00337.HDF.No-Dryer,20.38,5660
*data,1063A00338.HDF,21.09,5859
*data,1063A00338.HDF.No-Dryer,20.71,5752
*data,1063A00339.HDF,20.44,5679
*data,1063A00339.HDF.No-Dryer,20.10,5584
*data,1063A00347.HDF,22.11,6141
*data,1063A00347.HDF.No-Dryer,23.84,6623
*data,1063A00350.HDF,19.07,5298
*data,1063A00350.HDF.No-Dryer,18.88,5243
*data,1063A00361.HDF,29.31,8141
*data,1063A00361.HDF.No-Dryer,29.31,8141
*data,1063A00362.HDF,18.97,5270
*data,1063A00362.HDF.No-Dryer,18.77,5215
*data,1063A00364.HDF,20.83,5787
*data,1063A00364.HDF.No-Dryer,20.76,5766
*data,1063A00377.HDF,23.90,6638
*data,1063A00377.HDF.No-Dryer,23.66,6572
*data,1063A00378.HDF,20.51,5696
*data,1063A00378.HDF.No-Dryer,20.49,5690
*data,1063A00385.HDF,34.53,9591
*data,1063A00385.HDF.No-Dryer,31.78,8827
*data,1067A00004.HDF,23.83,6620
*data,1067A00004.HDF.No-Dryer,23.26,6462
*data,1067A00006.HDF,23.17,6436
*data,1067A00006.HDF.No-Dryer,21.74,6040
*data,1067A00008.HDF,21.84,6068
*data,1067A00008.HDF.No-Dryer,21.18,5882
*data,1067A00009.HDF,23.00,6389
*data,1067A00009.HDF.No-Dryer,22.96,6378
*data,1067A00021.HDF,29.80,8279
*data,1067A00021.HDF.No-Dryer,27.38,7606
*data,1067A00031.HDF,18.89,5247
*data,1067A00031.HDF.No-Dryer,18.70,5193
*data,1067A00039.HDF,27.91,7752
*data,1067A00039.HDF.No-Dryer,30.30,8418
*data,1067A00040.HDF,20.94,5818
*data,1067A00040.HDF.No-Dryer,20.71,5754
*data,1067A00045.HDF,27.05,7513
*data,1067A00045.HDF.No-Dryer,26.38,7329
*data,1067A00046.HDF,20.28,5634
*data,1067A00046.HDF.No-Dryer,19.60,5445
*data,1067A00056.HDF,23.38,6495
*data,1067A00056.HDF.No-Dryer,21.64,6011
*data,1067A00058.HDF,24.96,6934
*data,1067A00058.HDF.No-Dryer,23.11,6418
*data,1067A00065.HDF,25.61,7115
*data,1067A00065.HDF.No-Dryer,22.16,6156
*data,1067A00068.HDF,22.23,6176
*data,1067A00068.HDF.No-Dryer,22.14,6149
*data,1067A00075.HDF,21.45,5957
*data,1067A00075.HDF.No-Dryer,24.91,6919
*data,1067A00076.HDF,20.78,5772
*data,1067A00076.HDF.No-Dryer,20.53,5704
*data,1067A00085.HDF,28.29,7859
*data,1067A00085.HDF.No-Dryer,25.17,6992
*data,1067A00090.HDF,51.48,14299
*data,1067A00090.HDF.No-Dryer,48.32,13423
*data,1067A00097.HDF,22.39,6220
*data,1067A00097.HDF.No-Dryer,21.04,5846
*data,1067A00104.HDF,26.65,7404
*data,1067A00104.HDF.No-Dryer,26.78,7440
*data,1067A00107.HDF,24.15,6707
*data,1067A00107.HDF.No-Dryer,22.45,6236
*data,1067A00109.HDF,19.06,5294
*data,1067A00109.HDF.No-Dryer,18.81,5225
*data,1067A00112.HDF,26.88,7466
*data,1067A00112.HDF.No-Dryer,23.33,6481
*data,1067A00117.HDF,30.04,8344
*data,1067A00117.HDF.No-Dryer,29.18,8106
*data,1067A00128.HDF,13.49,3747
*data,1067A00128.HDF.No-Dryer,12.91,3587
*data,1071A00005.HDF,21.42,5950
*data,1071A00005.HDF.No-Dryer,24.60,6834
*data,1071A00006.HDF,19.25,5347
*data,1071A00006.HDF.No-Dryer,19.07,5299
*data,1071A00010.HDF,31.05,8624
*data,1071A00010.HDF.No-Dryer,28.57,7936
*data,1071A00015.HDF,19.82,5506
*data,1071A00015.HDF.No-Dryer,19.23,5343
*data,1071A00022.HDF,26.48,7356
*data,1071A00022.HDF.No-Dryer,26.26,7293
*data,1071A00023.HDF,24.59,6830
*data,1071A00023.HDF.No-Dryer,23.75,6598
*data,1071A00030.HDF,19.75,5487
*data,1071A00030.HDF.No-Dryer,19.51,5420
*data,1071A00037.HDF,22.80,6333
*data,1071A00037.HDF.No-Dryer,21.45,5958
*data,1071A00044.HDF,27.76,7712
*data,1071A00044.HDF.No-Dryer,26.77,7436
*data,1071A00046.HDF,28.61,7949
*data,1071A00046.HDF.No-Dryer,24.69,6859
*data,1071A00048.HDF,34.38,9550
*data,1071A00048.HDF.No-Dryer,37.20,10333
*data,1071A00051.HDF,36.05,10014
*data,1071A00051.HDF.No-Dryer,35.39,9831
*data,1071A00055.HDF,19.75,5487
*data,1071A00055.HDF.No-Dryer,19.53,5424
*data,1071A00058.HDF,32.40,9001
*data,1071A00058.HDF.No-Dryer,31.01,8615
*data,1072A20217.HDF,23.73,6593
*data,1072A20217.HDF.No-Dryer,23.38,6496
*data,1072A30204.HDF,22.78,6327
*data,1072A30204.HDF.No-Dryer,20.70,5751
*data,1072A30801.HDF,26.97,7491
*data,1072A30801.HDF.No-Dryer,26.50,7362
*data,1072A31108.HDF,23.98,6662
*data,1072A31108.HDF.No-Dryer,23.40,6500
*data,1072A40113.HDF,26.28,7299
*data,1072A40113.HDF.No-Dryer,25.18,6995
*data,1072A40208.HDF,21.76,6044
*data,1072A40208.HDF.No-Dryer,21.36,5932
*data,1072A40216.HDF,20.63,5730
*data,1072A40216.HDF.No-Dryer,20.44,5678
*data,1072A40702.HDF,35.28,9800
*data,1072A40702.HDF.No-Dryer,44.09,12249
*data,1072A41019.HDF,21.32,5923
*data,1072A41019.HDF.No-Dryer,20.91,5807
*data,1072A50210.HDF,30.92,8589
*data,1072A50210.HDF.No-Dryer,32.13,8924
*data,1072A50309.HDF,21.22,5894
*data,1072A50309.HDF.No-Dryer,20.43,5676
*data,1072A50403.HDF,31.33,8704
*data,1072A50403.HDF.No-Dryer,28.16,7821
*data,1072A50413.HDF,35.64,9899
*data,1072A50413.HDF.No-Dryer,31.57,8769
*data,1072A50558.HDF,21.04,5846
*data,1072A50558.HDF.No-Dryer,20.63,5729
*data,1073A00104.HDF,20.96,5822
*data,1073A00104.HDF.No-Dryer,19.80,5499
*data,1073A00109.HDF,19.76,5488
*data,1073A00109.HDF.No-Dryer,19.04,5288
*data,1073A00111.HDF,34.26,9518
*data,1073A00111.HDF.No-Dryer,33.10,9194
*data,1073A00115.HDF,20.73,5757
*data,1073A00115.HDF.No-Dryer,20.33,5646
*data,1073A00117.HDF,21.39,5941
*data,1073A00117.HDF.No-Dryer,20.91,5809
*data,1073A00125.HDF,33.21,9225
*data,1073A00125.HDF.No-Dryer,32.18,8939
*data,1073A00127.HDF,21.68,6021
*data,1073A00127.HDF.No-Dryer,21.48,5967
*data,1073A00130.HDF,24.86,6906
*data,1073A00130.HDF.No-Dryer,22.29,6192
*data,1073A00133.HDF,24.33,6757
*data,1073A00133.HDF.No-Dryer,25.05,6959
*data,1073A00140.HDF,24.72,6866
*data,1073A00140.HDF.No-Dryer,24.43,6786
*data,1073A00142.HDF,30.16,8379
*data,1073A00142.HDF.No-Dryer,36.52,10145
*data,1073A00151.HDF,33.43,9287
*data,1073A00151.HDF.No-Dryer,28.86,8018
*data,1073A00152.HDF,31.65,8793
*data,1073A00152.HDF.No-Dryer,28.83,8007
*data,1075A00047.HDF,25.13,6981
*data,1075A00047.HDF.No-Dryer,24.76,6877
*data,1075A00054.HDF,45.51,12642
*data,1075A00054.HDF.No-Dryer,45.51,12642
*data,1075A00057.HDF,19.90,5529
*data,1075A00057.HDF.No-Dryer,19.21,5337
*data,1075A00059.HDF,20.34,5649
*data,1075A00059.HDF.No-Dryer,20.14,5595
*data,1075A00076.HDF,27.23,7564
*data,1075A00076.HDF.No-Dryer,29.23,8119
*data,1075A00078.HDF,24.31,6752
*data,1075A00078.HDF.No-Dryer,23.99,6663
*data,1075A00084.HDF,25.13,6981
*data,1075A00084.HDF.No-Dryer,24.53,6813
*data,1075A00088.HDF,19.07,5298
*data,1075A00088.HDF.No-Dryer,19.01,5280
*data,1075A00100.HDF,21.75,6042
*data,1075A00100.HDF.No-Dryer,19.85,5515
*data,1075A00104.HDF,21.00,5834
*data,1075A00104.HDF.No-Dryer,24.10,6694
*data,1075A00114.HDF,34.87,9686
*data,1075A00114.HDF.No-Dryer,34.94,9706
*data,1075A00115.HDF,22.92,6368
*data,1075A00115.HDF.No-Dryer,21.42,5949
*data,1075A00118.HDF,21.33,5924
*data,1075A00118.HDF.No-Dryer,21.06,5849
*data,1075A00122.HDF,22.59,6275
*data,1075A00122.HDF.No-Dryer,21.51,5974
*data,1075A00125.HDF,26.75,7430
*data,1075A00125.HDF.No-Dryer,23.28,6467
*data,1075A00126.HDF,19.94,5539
*data,1075A00126.HDF.No-Dryer,19.64,5455
*data,1075A00134.HDF,16.21,4502
*data,1075A00134.HDF.No-Dryer,15.20,4221
*data,1075A00137.HDF,24.98,6939
*data,1075A00137.HDF.No-Dryer,23.70,6582
*data,1075A00143.HDF,17.95,4987
*data,1075A00143.HDF.No-Dryer,17.56,4878
*data,1075A00149.HDF,22.40,6221
*data,1075A00149.HDF.No-Dryer,21.33,5924
*data,1075A00152.HDF,20.81,5781
*data,1075A00152.HDF.No-Dryer,20.21,5615
*data,1075A00153.HDF,24.17,6714
*data,1075A00153.HDF.No-Dryer,24.00,6667
*data,1075A00154.HDF,31.11,8641
*data,1075A00154.HDF.No-Dryer,28.62,7949
*data,1075A00156.HDF,27.03,7508
*data,1075A00156.HDF.No-Dryer,24.56,6822
*data,1075A00159.HDF,28.62,7951
*data,1075A00159.HDF.No-Dryer,27.61,7668
*data,1075A00168.HDF,49.06,13627
*data,1075A00168.HDF.No-Dryer,48.17,13380
*data,1075A00171.HDF,23.81,6614
*data,1075A00171.HDF.No-Dryer,22.09,6135
*data,1075A00178.HDF,37.30,10360
*data,1075A00178.HDF.No-Dryer,36.22,10060
*data,1075A00184.HDF,25.85,7182
*data,1075A00184.HDF.No-Dryer,22.72,6312
*data,1075A00188.HDF,28.75,7986
*data,1075A00188.HDF.No-Dryer,25.99,7221
*data,1075A00205.HDF,54.97,15271
*data,1075A00205.HDF.No-Dryer,49.73,13815
*data,1075A00211.HDF,22.40,6223
*data,1075A00211.HDF.No-Dryer,22.40,6223
*data,1075A00214.HDF,27.66,7684
*data,1075A00214.HDF.No-Dryer,26.31,7308
*data,1075A00215.HDF,29.48,8188
*data,1075A00215.HDF.No-Dryer,28.52,7923
*data,1075A00216.HDF,22.59,6276
*data,1075A00216.HDF.No-Dryer,21.66,6018
*data,1075A00228.HDF,23.53,6537
*data,1075A00228.HDF.No-Dryer,22.09,6136
*data,1075A00234.HDF,38.64,10733
*data,1075A00234.HDF.No-Dryer,38.64,10733
*data,1075A00245.HDF,37.45,10404
*data,1075A00245.HDF.No-Dryer,33.66,9351
*data,1075A00246.HDF,21.95,6097
*data,1075A00246.HDF.No-Dryer,21.95,6097
*data,1075A00261.HDF,20.37,5658
*data,1075A00261.HDF.No-Dryer,20.37,5658
*data,1075A00278.HDF,27.65,7680
*data,1075A00278.HDF.No-Dryer,26.02,7227
*data,1075A00284.HDF,30.35,8431
*data,1075A00284.HDF.No-Dryer,26.34,7316
*data,1075A00287.HDF,22.95,6376
*data,1075A00287.HDF.No-Dryer,22.50,6249
*data,1077A00012.HDF,28.18,7827
*data,1077A00012.HDF.No-Dryer,27.59,7663
*data,1077A00020.HDF,34.96,9710
*data,1077A00020.HDF.No-Dryer,33.91,9419
*data,1077A00021.HDF,27.12,7533
*data,1077A00021.HDF.No-Dryer,26.41,7335
*data,1077A00025.HDF,30.23,8396
*data,1077A00025.HDF.No-Dryer,27.48,7632
*data,1077A00034.HDF,23.01,6390
*data,1077A00034.HDF.No-Dryer,21.50,5972
*data,1077A00038.HDF,15.97,4437
*data,1077A00038.HDF.No-Dryer,15.62,4338
*data,1077A00045.HDF,22.33,6203
*data,1077A00045.HDF.No-Dryer,21.44,5955
*data,1077A00048.HDF,27.40,7611
*data,1077A00048.HDF.No-Dryer,26.64,7400
*data,1077A00054.HDF,28.65,7958
*data,1077A00054.HDF.No-Dryer,28.49,7915
*data,1077A00060.HDF,35.81,9946
*data,1077A00060.HDF.No-Dryer,35.44,9844
*data,1077A00067.HDF,26.39,7330
*data,1077A00067.HDF.No-Dryer,25.95,7209
*data,1077A00074.HDF,22.66,6295
*data,1077A00074.HDF.No-Dryer,22.51,6252
*data,1077A00075.HDF,32.33,8981
*data,1077A00075.HDF.No-Dryer,29.31,8141
*data,1077A00083.HDF,20.36,5657
*data,1077A00083.HDF.No-Dryer,20.36,5657
*data,1077A00090.HDF,43.63,12118
*data,1077A00090.HDF.No-Dryer,38.69,10749
*data,1077A00092.HDF,35.15,9763
*data,1077A00092.HDF.No-Dryer,35.15,9763
*data,1077A00103.HDF,15.95,4430
*data,1077A00103.HDF.No-Dryer,11.79,3276
*data,1077A00105.HDF,22.80,6332
*data,1077A00105.HDF.No-Dryer,22.40,6223
*data,1077A00108.HDF,24.70,6861
*data,1077A00108.HDF.No-Dryer,24.56,6822
*data,1077A00115.HDF,37.83,10508
*data,1077A00115.HDF.No-Dryer,33.04,9177
*data,1077A00116.HDF,25.99,7220
*data,1077A00116.HDF.No-Dryer,25.47,7075
*data,1077A00117.HDF,22.56,6266
*data,1077A00117.HDF.No-Dryer,21.99,6108
*data,1077A00122.HDF,42.79,11887
*data,1077A00122.HDF.No-Dryer,39.67,11021
*data,1077A00125.HDF,22.96,6378
*data,1077A00125.HDF.No-Dryer,22.44,6233
*data,1077A00129.HDF,38.84,10789
*data,1077A00129.HDF.No-Dryer,42.93,11924
*data,1077A00130.HDF,21.67,6019
*data,1077A00130.HDF.No-Dryer,20.32,5645
*data,1077A00133.HDF,27.65,7679
*data,1077A00133.HDF.No-Dryer,25.82,7173
*data,1077A00157.HDF,32.91,9141
*data,1077A00157.HDF.No-Dryer,32.91,9141
*data,1077A00162.HDF,27.92,7756
*data,1077A00162.HDF.No-Dryer,26.55,7376
*data,1077A00164.HDF,19.09,5303
*data,1077A00164.HDF.No-Dryer,18.89,5248
*data,1077A00165.HDF,28.71,7975
*data,1077A00165.HDF.No-Dryer,26.78,7439
*data,1077A00166.HDF,18.33,5093
*data,1077A00166.HDF.No-Dryer,17.97,4992
*data,1077A00172.HDF,31.39,8720
*data,1077A00172.HDF.No-Dryer,30.69,8526
*data,1077A00180.HDF,27.75,7710
*data,1077A00180.HDF.No-Dryer,26.52,7366
*data,1077A00182.HDF,17.61,4891
*data,1077A00182.HDF.No-Dryer,16.04,4456
*data,1077A00184.HDF,25.08,6967
*data,1077A00184.HDF.No-Dryer,25.08,6967
*data,1077A00186.HDF,28.95,8041
*data,1077A00186.HDF.No-Dryer,28.95,8041
*data,1077A00187.HDF,17.50,4861
*data,1077A00187.HDF.No-Dryer,17.30,4806
*data,1077A00188.HDF,19.75,5485
*data,1077A00188.HDF.No-Dryer,19.62,5451
*data,1077A00189.HDF,20.16,5600
*data,1077A00189.HDF.No-Dryer,19.74,5483
*data,1077A00192.HDF,39.05,10848
*data,1077A00192.HDF.No-Dryer,34.85,9681
*data,1077A00201.HDF,16.12,4477
*data,1077A00201.HDF.No-Dryer,15.12,4199
*data,1077A00203.HDF,21.22,5895
*data,1077A00203.HDF.No-Dryer,20.43,5674
*data,1077A00204.HDF,18.95,5264
*data,1077A00204.HDF.No-Dryer,18.84,5234
*data,1077A00215.HDF,25.53,7091
*data,1077A00215.HDF.No-Dryer,24.87,6907
*data,1077A00222.HDF,23.16,6434
*data,1077A00222.HDF.No-Dryer,22.51,6253
*data,1077A00224.HDF,24.57,6826
*data,1077A00224.HDF.No-Dryer,24.37,6770
*data,1077A00231.HDF,41.06,11405
*data,1077A00231.HDF.No-Dryer,39.63,11009
*data,1077A00232.HDF,22.77,6325
*data,1077A00232.HDF.No-Dryer,21.41,5948
*data,1077A00233.HDF,22.46,6238
*data,1077A00233.HDF.No-Dryer,21.77,6048
*data,1077A00234.HDF,30.34,8427
*data,1077A00234.HDF.No-Dryer,27.29,7580
*data,1077A00238.HDF,23.35,6487
*data,1077A00238.HDF.No-Dryer,23.35,6487
*data,1077A00239.HDF,30.97,8604
*data,1077A00239.HDF.No-Dryer,27.79,7721
*data,1077A00253.HDF,20.60,5722
*data,1077A00253.HDF.No-Dryer,20.04,5567
*data,1077A00259.HDF,22.32,6200
*data,1077A00259.HDF.No-Dryer,21.35,5932
*data,1077A00265.HDF,24.00,6667
*data,1077A00265.HDF.No-Dryer,23.87,6632
*data,1077A00278.HDF,21.77,6048
*data,1077A00278.HDF.No-Dryer,20.38,5661
*data,1077A00282.HDF,22.25,6180
*data,1077A00282.HDF.No-Dryer,21.54,5983
*data,1077A00295.HDF,33.54,9316
*data,1077A00295.HDF.No-Dryer,30.29,8414
*data,1077A00298.HDF,31.37,8714
*data,1077A00298.HDF.No-Dryer,30.60,8499
*data,1077A00302.HDF,35.57,9881
*data,1077A00302.HDF.No-Dryer,32.60,9055
*data,1077A00312.HDF,27.21,7558
*data,1077A00312.HDF.No-Dryer,27.02,7505
*data,1077A00315.HDF,23.24,6455
*data,1077A00315.HDF.No-Dryer,22.31,6198
*data,1077A00318.HDF,23.94,6650
*data,1077A00318.HDF.No-Dryer,23.74,6595
*data,1077A00319.HDF,25.73,7146
