*info,Note:,,
*info,Projected coordinate system: Canada Albers Equal Area Conic,,
*info,Projection: Albers,,
*info,Central meridian: -96.0,,
*info,Standard parallel 1: 50.0,,
*info,Standard parallel 2: 70.0,,
*info,Latitude of origin: 40.0,,
*info,Linear unit: metre,,
*blank,,,
*info,Created by: G Romme, University of Toronto Libraries, GIS & Map Library
*info,from Census of Canada, 1996: digital cartographic file at the FSA level,
*info,27/01/2006,,
*blank,,,
*note,THIS FILE HAS BEEN TAGGED BY LUKAS SWAN. IT COMES FROM THE WEBSITE: http://www.chass.utoronto.ca/datalib/cc96/georef96.htm#fsar,,
*note,I BELIEVE THE REPETITIONS FOR THE SAME FSA BELOW WERE USED FOR ADDING AREAS TOGETHER FROM A GIS PROGRAM,,
*note,I WILL USE THIS FILE BY SUMMING VALUES FOR EACH UNIQUE FSA AND THEN DIVIDING POPULATION IN THE FSA BY THE SUMMED VALUE,,
*note,FSA stands for Forward Sortation Area and is included in the CSDDRD,,
*header,FSA,land_area,
*units,-,km^2,
*data,A0A,0.04,
*data,A0A,0.07,
*data,A0A,0.87,
*data,A0A,0.97,
*data,A0A,1.36,
*data,A0A,1.74,
*data,A0A,10.83,
*data,A0A,19.96,
*data,A0A,3.42,
*data,A0A,3293.66,
*data,A0A,4.07,
*data,A0A,469.68,
*data,A0A,47.68,
*data,A0A,6.4,
*data,A0A,6.48,
*data,A0A,60.56,
*data,A0B,0.57,
*data,A0B,0.78,
*data,A0B,0.88,
*data,A0B,1.47,
*data,A0B,1.49,
*data,A0B,1.55,
*data,A0B,1.91,
*data,A0B,11.96,
*data,A0B,12.3,
*data,A0B,14.64,
*data,A0B,1771.92,
*data,A0B,2.02,
*data,A0B,2.28,
*data,A0B,3.47,
*data,A0B,3.6,
*data,A0B,4.17,
*data,A0B,5.51,
*data,A0B,5.99,
*data,A0B,5268.94,
*data,A0B,7.25,
*data,A0B,9.41,
*data,A0C,0.58,
*data,A0C,1.4,
*data,A0C,125.57,
*data,A0C,4137.2,
*data,A0C,5.94,
*data,A0E,0.7,
*data,A0E,0.74,
*data,A0E,0.99,
*data,A0E,1.26,
*data,A0E,1.47,
*data,A0E,1.67,
*data,A0E,1.98,
*data,A0E,10.99,
*data,A0E,110.35,
*data,A0E,126.7,
*data,A0E,162.24,
*data,A0E,1749.55,
*data,A0E,2.94,
*data,A0E,20.94,
*data,A0E,23.48,
*data,A0E,3401.34,
*data,A0E,4.4,
*data,A0E,42.92,
*data,A0G,0.4,
*data,A0G,0.42,
*data,A0G,0.48,
*data,A0G,0.49,
*data,A0G,0.59,
*data,A0G,0.62,
*data,A0G,0.63,
*data,A0G,0.63,
*data,A0G,0.64,
*data,A0G,0.64,
*data,A0G,0.65,
*data,A0G,0.65,
*data,A0G,0.68,
*data,A0G,0.68,
*data,A0G,0.7,
*data,A0G,0.71,
*data,A0G,0.73,
*data,A0G,0.73,
*data,A0G,0.74,
*data,A0G,0.74,
*data,A0G,0.79,
*data,A0G,0.79,
*data,A0G,0.8,
*data,A0G,0.8,
*data,A0G,0.83,
*data,A0G,0.84,
*data,A0G,0.84,
*data,A0G,0.84,
*data,A0G,0.85,
*data,A0G,0.85,
*data,A0G,0.86,
*data,A0G,0.87,
*data,A0G,0.87,
*data,A0G,0.87,
*data,A0G,0.88,
*data,A0G,0.94,
*data,A0G,0.96,
*data,A0G,0.96,
*data,A0G,0.96,
*data,A0G,1.02,
*data,A0G,1.05,
*data,A0G,1.05,
*data,A0G,1.05,
*data,A0G,1.07,
*data,A0G,1.07,
*data,A0G,1.09,
*data,A0G,1.1,
*data,A0G,1.11,
*data,A0G,1.15,
*data,A0G,1.16,
*data,A0G,1.19,
*data,A0G,1.2,
*data,A0G,1.28,
*data,A0G,1.31,
*data,A0G,1.38,
*data,A0G,1.39,
*data,A0G,1.44,
*data,A0G,1.44,
*data,A0G,1.66,
*data,A0G,1.69,
*data,A0G,1.74,
*data,A0G,1.75,
*data,A0G,1.77,
*data,A0G,1.89,
*data,A0G,12.14,
*data,A0G,12011.64,
*data,A0G,13.98,
*data,A0G,185.08,
*data,A0G,2.11,
*data,A0G,2.15,
*data,A0G,2.18,
*data,A0G,2.26,
*data,A0G,2.76,
*data,A0G,2.79,
*data,A0G,2.96,
*data,A0G,2.96,
*data,A0G,25.17,
*data,A0G,260.42,
*data,A0G,27.68,
*data,A0G,3.09,
*data,A0G,3.11,
*data,A0G,3.16,
*data,A0G,3.29,
*data,A0G,3.43,
*data,A0G,3.7,
*data,A0G,3.72,
*data,A0G,30.65,
*data,A0G,39.64,
*data,A0G,4.31,
*data,A0G,4.4,
*data,A0G,4.5,
*data,A0G,4.69,
*data,A0G,40.23,
*data,A0G,5.17,
*data,A0G,5.53,
*data,A0G,5.71,
*data,A0G,5.97,
*data,A0G,7.07,
*data,A0G,7.31,
*data,A0G,8.42,
*data,A0G,9.34,
*data,A0G,9.38,
*data,A0G,9.9,
*data,A0H,0.82,
*data,A0H,1.11,
*data,A0H,1.12,
*data,A0H,1.28,
*data,A0H,1.34,
*data,A0H,1.44,
*data,A0H,1.51,
*data,A0H,1.58,
*data,A0H,1.75,
*data,A0H,1.76,
*data,A0H,22471.39,
*data,A0H,3.16,
*data,A0H,8.28,
*data,A0H,88.48,
*data,A0J,0.44,
*data,A0J,0.51,
*data,A0J,0.59,
*data,A0J,0.66,
*data,A0J,0.68,
*data,A0J,0.72,
*data,A0J,0.94,
*data,A0J,1774.6,
*data,A0J,22.17,
*data,A0J,24.5,
*data,A0J,35.95,
*data,A0J,37.2,
*data,A0J,7.24,
*data,A0K,0.36,
*data,A0K,0.53,
*data,A0K,0.71,
*data,A0K,0.71,
*data,A0K,0.73,
*data,A0K,0.85,
*data,A0K,0.92,
*data,A0K,0.93,
*data,A0K,0.98,
*data,A0K,1.05,
*data,A0K,1.1,
*data,A0K,1.19,
*data,A0K,1.27,
*data,A0K,1.3,
*data,A0K,1.38,
*data,A0K,1.41,
*data,A0K,1.46,
*data,A0K,1.52,
*data,A0K,1.54,
*data,A0K,1.55,
*data,A0K,1.89,
*data,A0K,10.79,
*data,A0K,12.11,
*data,A0K,16.61,
*data,A0K,17.66,
*data,A0K,18.59,
*data,A0K,18.91,
*data,A0K,2.04,
*data,A0K,2.04,
*data,A0K,2.3,
*data,A0K,2.47,
*data,A0K,23.1,
*data,A0K,26321.01,
*data,A0K,28.15,
*data,A0K,3.19,
*data,A0K,3.54,
*data,A0K,33.87,
*data,A0K,42166.43,
*data,A0K,44.06,
*data,A0K,48.66,
*data,A0K,5.48,
*data,A0K,5.57,
*data,A0K,56.6,
*data,A0K,6.81,
*data,A0K,7.66,
*data,A0K,70.9,
*data,A0K,8.11,
*data,A0K,8.76,
*data,A0K,8.88,
*data,A0K,9.45,
*data,A0K,92.72,
*data,A0K,93.13,
*data,A0L,1.19,
*data,A0L,1.48,
*data,A0L,11.82,
*data,A0L,2,
*data,A0L,268.51,
*data,A0L,3.76,
*data,A0L,5.82,
*data,A0L,50.57,
*data,A0L,571.78,
*data,A0L,832.98,
*data,A0M,0.52,
*data,A0M,0.57,
*data,A0M,0.59,
*data,A0M,0.62,
*data,A0M,0.62,
