*title,can_gen_high_Y1,,,,,,,,
*note,Each row corresponds to 5 minutes. The first row starts Jan 1 12:00,,,,,,,,
*header,Lights,Refrigerator,Stove,Dishwasher,Washer,Dryer,Freezer,Other_appliances,
*data,820,394,0,0,0,0,0,592,1806
*data,820,160,0,0,0,0,0,592,1572
*data,820,0,0,0,0,0,0,592,1412
*data,820,0,0,0,0,0,0,342,1162
*data,820,0,0,0,0,0,0,342,1162
*data,0,0,0,0,0,0,0,372,372
*data,0,0,0,0,0,0,79,372,451
*data,0,0,0,0,0,0,249,622,871
*data,0,0,0,0,0,0,240,402,642
*data,0,80,0,0,0,0,240,432,752
*data,0,330,0,0,0,0,232,432,994
*data,0,493,0,0,0,0,159,432,1084
*data,0,484,0,0,0,0,0,432,916
*data,0,476,0,0,0,0,0,432,908
*data,0,394,1600,0,0,0,0,182,2176
*data,0,160,1600,0,0,0,0,152,1912
*data,0,0,1600,0,0,0,0,152,1752
*data,0,0,1600,0,0,0,0,152,1752
*data,0,0,1600,0,0,0,0,122,1722
*data,0,0,1600,0,0,0,0,122,1722
*data,0,0,1600,0,0,0,79,152,1831
*data,0,0,1600,0,0,0,249,152,2001
*data,0,0,1600,0,0,0,240,152,1992
*data,0,80,1600,0,0,0,240,152,2072
*data,0,330,1600,0,0,0,232,152,2314
*data,0,493,1600,0,0,0,159,152,2404
*data,200,484,1600,0,0,0,0,152,2436
*data,200,476,1600,0,0,0,0,402,2678
*data,200,394,0,0,0,0,0,372,966
*data,200,160,0,0,0,0,0,372,732
*data,200,0,0,0,0,0,0,372,572
*data,200,0,0,0,0,0,0,342,542
*data,200,0,0,0,0,0,0,342,542
*data,200,0,0,0,0,0,0,342,542
*data,1020,0,0,0,0,0,79,342,1441
*data,1020,0,0,0,0,0,249,342,1611
*data,1840,0,0,0,0,0,240,342,2422
*data,1840,80,0,0,0,0,240,342,2502
*data,1840,330,0,0,0,0,232,342,2744
*data,1840,493,0,0,0,0,159,342,2834
*data,1840,484,0,0,0,0,0,342,2666
*data,1640,476,0,0,0,0,0,312,2428
*data,1640,394,0,0,0,0,0,312,2346
*data,820,160,0,0,0,0,0,312,1292
*data,820,0,0,0,0,0,0,312,1132
*data,820,0,0,0,0,0,0,312,1132
*data,820,0,0,0,0,0,0,312,1132
*data,820,0,0,0,505,0,0,312,1637
*data,820,0,0,0,505,0,79,62,1466
*data,0,0,0,0,505,0,249,62,816
*data,0,0,0,0,0,0,240,62,302
*data,0,80,0,0,0,0,240,62,382
*data,0,330,0,0,505,0,232,62,1129
*data,0,493,0,0,505,0,159,62,1219
*data,0,484,0,0,505,0,0,62,1051
*data,0,476,0,0,0,0,0,62,538
*data,0,394,0,0,0,0,0,62,456
*data,0,160,0,0,0,0,0,62,222
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,79,62,141
*data,120,0,0,0,0,0,249,62,431
*data,120,0,0,0,0,0,240,62,422
*data,940,80,0,0,0,4115,240,62,5437
*data,940,330,0,0,0,4115,232,62,5679
*data,940,493,0,0,0,4115,159,62,5769
*data,940,484,0,0,0,4115,0,182,5721
*data,940,476,0,0,0,4115,0,182,5713
*data,940,394,0,0,0,4115,0,182,5631
*data,940,160,0,0,0,4115,0,182,5397
*data,1340,0,0,0,0,4115,0,432,5887
*data,520,0,0,0,0,4115,0,432,5067
*data,400,0,0,0,0,4115,0,432,4947
*data,1220,0,0,0,0,4115,0,432,5767
*data,1220,0,0,0,0,4115,79,432,5846
*data,1220,0,0,0,0,0,249,432,1901
*data,1220,0,0,0,0,0,240,432,1892
*data,1220,80,0,0,0,0,240,532,2072
*data,1620,330,0,0,0,0,232,532,2714
*data,1620,493,0,0,0,0,159,532,2804
*data,1860,484,0,0,0,0,0,532,2876
*data,2280,476,0,0,0,0,0,532,3288
*data,2280,394,0,0,0,0,0,782,3456
*data,2280,160,0,0,0,0,0,782,3222
*data,3100,0,0,0,0,0,0,782,3882
*data,3100,0,0,0,0,0,0,682,3782
*data,3100,0,0,0,0,0,0,682,3782
*data,3920,0,0,0,0,0,0,562,4482
*data,3520,0,1600,0,0,0,79,562,5761
*data,3520,0,1600,0,0,0,249,662,6031
*data,2700,0,1600,0,0,0,240,912,5452
*data,2700,80,1600,0,0,0,240,912,5532
*data,2700,330,0,0,0,0,232,912,4174
*data,2900,493,0,0,0,0,159,912,4464
*data,3140,484,0,0,0,0,0,692,4316
*data,2720,476,0,0,505,0,0,442,4143
*data,2720,394,0,0,505,0,0,622,4241
*data,2720,160,0,0,505,0,0,622,4007
*data,2720,0,0,0,0,0,0,622,3342
*data,2720,0,1600,0,0,0,0,622,4942
*data,3540,0,1600,0,505,0,0,622,6267
*data,3300,0,1600,0,505,0,0,622,6027
*data,3300,0,0,0,505,0,79,622,4506
*data,4120,0,0,0,0,0,249,622,4991
*data,4120,0,0,0,0,0,240,622,4982
*data,4320,80,0,0,0,0,240,372,5012
*data,5140,330,0,0,0,0,232,372,6074
*data,3500,493,0,0,0,0,159,377,4529
*data,3100,484,0,0,0,0,0,197,3781
*data,2280,476,0,0,0,0,0,97,2853
*data,2280,394,0,0,0,0,0,97,2771
*data,2680,160,0,0,0,0,0,197,3037
*data,2440,0,0,0,0,4115,0,267,6822
*data,2240,0,0,0,0,4115,0,267,6622
*data,2040,0,0,0,0,4115,0,387,6542
*data,2040,0,0,0,0,4115,0,282,6437
*data,820,0,0,0,0,4115,79,282,5296
*data,820,0,0,0,0,4115,249,282,5466
*data,1220,0,0,0,0,4115,240,282,5857
*data,2040,80,0,0,0,4115,240,282,6757
*data,1220,330,0,0,0,0,232,282,2064
*data,1220,493,0,0,0,0,159,282,2154
*data,1220,484,0,0,0,4115,0,282,6101
*data,1220,476,0,0,0,4115,0,282,6093
*data,1220,394,0,0,0,4115,0,282,6011
*data,1220,160,0,0,0,4115,0,282,5777
*data,1220,0,0,0,0,4115,0,282,5617
*data,1220,0,0,0,0,4115,0,402,5737
*data,1220,0,0,0,0,4115,0,162,5497
*data,1220,0,0,0,0,4115,0,162,5497
*data,1220,0,0,0,0,4115,79,162,5576
*data,1460,0,0,0,0,4115,249,192,6016
*data,1460,0,0,0,0,0,240,192,1892
*data,1460,80,0,0,0,0,240,192,1972
*data,1700,330,0,0,0,0,232,192,2454
*data,1700,493,0,0,0,0,159,92,2444
*data,1700,484,0,0,0,0,0,92,2276
*data,1700,476,0,0,0,0,0,92,2268
*data,2100,394,0,0,0,0,0,92,2586
*data,1400,160,0,0,0,0,0,62,1622
*data,1400,0,0,0,0,0,0,62,1462
*data,1160,0,0,0,0,0,0,62,1222
*data,1580,0,0,0,0,0,0,242,1822
*data,1580,0,0,0,0,0,0,242,1822
*data,1580,0,0,0,0,0,79,242,1901
*data,1580,0,0,0,0,0,249,242,2071
*data,1580,0,0,0,0,0,240,242,2062
*data,1580,80,0,0,0,0,240,247,2147
*data,1580,330,0,0,0,0,232,247,2389
*data,1580,493,0,467,0,0,159,247,2946
*data,1460,484,0,467,0,0,0,347,2758
*data,1460,476,0,467,0,0,0,347,2750
*data,1460,394,0,467,0,0,0,597,2918
*data,400,160,0,467,0,0,0,627,1654
*data,400,0,0,467,0,0,0,447,1314
*data,400,0,0,467,0,0,0,627,1494
*data,0,0,0,467,505,0,0,627,1599
*data,0,0,0,467,505,0,0,627,1599
*data,0,0,0,0,505,0,79,627,1211
*data,0,0,0,0,0,0,249,627,876
*data,0,0,0,0,0,0,240,627,867
*data,0,80,0,0,505,0,240,627,1452
*data,0,330,0,0,505,0,232,497,1564
*data,0,493,0,0,505,0,159,492,1649
*data,0,484,0,0,0,0,0,492,976
*data,0,476,0,0,0,0,0,242,718
*data,0,394,0,0,0,0,0,62,456
*data,0,160,0,0,0,0,0,62,222
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,120,160,0,0,0,0,0,412,692
*data,0,0,0,0,0,0,0,412,412
*data,0,0,0,0,0,0,0,412,412
*data,0,0,0,0,0,0,0,412,412
*data,0,0,0,0,0,0,0,412,412
*data,0,0,0,0,0,0,0,412,412
*data,0,0,0,0,0,0,79,312,391
*data,0,80,0,0,0,0,249,312,640
*data,0,251,0,0,0,0,240,312,803
*data,0,322,0,0,0,0,240,312,874
*data,0,493,0,0,0,0,232,312,1037
*data,0,476,0,0,0,0,159,312,947
*data,0,402,0,0,0,0,0,312,714
*data,0,234,0,0,0,0,0,312,546
*data,0,160,0,0,0,0,0,317,477
*data,0,0,0,0,0,0,0,317,317
*data,0,0,0,0,0,0,0,317,317
*data,0,0,0,0,0,0,0,317,317
*data,0,0,0,0,0,0,0,317,317
*data,0,0,0,0,505,0,0,317,822
*data,0,0,0,0,505,0,79,317,901
*data,0,80,0,0,505,0,249,67,900
*data,0,251,0,0,0,0,240,67,558
*data,0,322,0,0,0,0,240,67,629
*data,0,493,0,0,505,0,232,67,1297
*data,0,476,0,0,505,0,159,67,1207
*data,0,402,0,0,505,0,0,67,974
*data,0,234,0,0,0,0,0,67,301
*data,0,160,0,0,0,0,0,67,227
*data,0,0,0,0,0,0,0,67,67
*data,0,0,0,0,0,0,0,67,67
*data,0,0,0,0,0,0,0,67,67
*data,0,0,0,0,0,0,0,67,67
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,79,62,141
*data,0,80,0,0,0,0,249,62,390
*data,0,251,0,0,0,0,240,62,553
*data,0,322,0,0,0,4115,240,62,4739
*data,0,493,0,0,0,4115,232,92,4932
*data,0,476,0,0,0,4115,159,92,4842
*data,0,402,0,0,0,4115,0,92,4609
*data,0,234,0,0,0,4115,0,92,4441
*data,0,160,0,0,0,4115,0,92,4367
*data,0,0,0,0,0,4115,0,92,4207
*data,0,0,0,0,0,4115,0,62,4177
*data,0,0,0,0,0,4115,0,62,4177
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,400,0,0,0,0,0,79,62,541
*data,400,80,0,0,0,0,249,62,790
*data,400,251,0,0,0,0,240,62,953
*data,400,322,0,0,0,0,240,62,1024
*data,400,493,0,0,0,0,232,62,1187
*data,400,476,0,0,0,0,159,62,1097
*data,600,402,0,0,0,0,0,62,1064
*data,600,234,0,0,0,0,0,62,896
*data,600,160,0,0,0,0,0,62,822
*data,600,0,0,0,0,0,0,62,662
*data,400,0,0,0,0,0,0,62,462
*data,400,0,0,0,0,0,0,62,462
*data,400,0,0,0,0,0,0,62,462
*data,400,0,0,0,0,0,0,62,462
*data,400,0,0,0,0,0,79,62,541
*data,400,80,0,0,0,0,249,62,790
*data,400,251,0,0,0,0,240,62,953
*data,400,322,0,0,0,0,240,62,1024
*data,400,493,0,0,0,0,232,62,1187
*data,400,476,0,0,0,0,159,62,1097
*data,400,402,0,0,0,0,0,62,864
*data,0,890,0,0,0,0,0,62,952
*data,0,80,0,0,0,0,0,62,142
*data,0,0,0,0,0,0,0,62,62
*data,0,0,0,0,0,0,0,62,62
*data,820,0,1600,0,0,0,0,62,2482
*data,820,0,1600,0,0,0,0,62,2482
*data,820,80,1600,0,0,0,0,62,2562
*data,820,251,1600,0,0,0,79,62,2812
*data,820,339,1600,0,0,0,249,62,3069
*data,1640,501,1600,0,0,0,240,62,4044
*data,1640,484,1600,0,0,0,240,62,4027
*data,1640,484,1600,0,0,0,232,62,4019
*data,1640,468,1600,0,0,0,159,62,3929
*data,1640,402,1600,0,0,0,0,62,3704
*data,1640,234,1600,0,0,0,0,62,3536
*data,1880,201,1600,0,0,0,0,92,3773
*data,1880,80,1600,0,0,0,0,92,3652
*data,1060,0,0,0,0,0,0,192,1252
*data,1060,0,0,0,0,0,0,1192,2252
*data,1060,0,0,0,0,0,0,1192,2252
*data,1060,0,0,0,0,0,0,1192,2252
*data,1060,0,0,0,0,0,79,1192,2331
*data,1060,80,0,0,0,0,249,1192,2580
*data,1060,251,0,0,0,0,240,1222,2773
*data,1300,322,0,0,0,0,240,1222,3084
*data,600,493,0,0,0,0,232,1252,2577
*data,360,476,0,0,0,0,159,1252,2247
*data,360,402,0,0,505,0,0,1252,2519
*data,360,234,0,0,505,0,0,1252,2351
*data,360,160,0,0,505,0,0,1252,2277
*data,120,0,0,0,0,0,0,1152,1272
*data,120,0,0,0,0,0,0,1152,1272
*data,240,0,0,0,505,0,0,1152,1897
*data,240,0,0,0,505,0,0,1182,1927
*data,120,0,0,0,505,0,0,152,777
*data,120,0,0,0,0,0,79,122,321
*data,120,80,0,0,0,0,249,122,570
*data,120,251,0,0,0,0,240,372,983
*data,120,322,0,0,0,0,240,372,1054
*data,120,493,0,467,0,0,232,552,1864
*data,0,476,0,467,0,0,159,552,1654
*data,0,402,0,467,0,4115,0,552,5536
*data,0,234,0,467,0,4115,0,552,5368
*data,0,160,0,467,0,4115,0,552,5294
*data,0,0,0,467,0,4115,0,552,5134
*data,0,0,0,467,0,4115,0,552,5134
*data,0,0,0,467,0,4115,0,522,5104
*data,0,0,0,0,0,4115,0,522,4637
*data,0,0,0,0,0,4115,0,522,4637
*data,0,0,0,0,0,0,79,522,601
*data,0,80,0,0,0,0,249,522,850
*data,0,251,0,0,0,0,240,522,1013
*data,0,322,0,0,0,4115,240,522,5199
*data,0,493,0,0,0,4115,232,522,5362
*data,0,476,0,0,0,4115,159,492,5242
*data,240,402,0,0,0,4115,0,492,5249
*data,240,234,0,0,0,4115,0,492,5081
*data,240,160,0,0,0,4115,0,492,5007
*data,240,0,0,0,0,4115,0,242,4597
*data,240,0,0,0,0,4115,0,242,4597
*data,240,0,0,0,0,4115,0,62,4417
*data,240,0,0,0,505,4115,0,62,4922
*data,240,0,0,0,505,0,0,62,807
*data,240,0,0,0,505,0,79,242,1066
*data,240,80,0,0,0,0,249,242,810
*data,240,251,0,0,0,0,240,242,973
*data,240,322,0,0,505,0,240,242,1549
*data,240,493,0,0,505,0,232,242,1712
*data,240,476,0,0,505,0,159,242,1622
*data,240,402,0,0,0,0,0,62,704
*data,240,234,0,0,0,0,0,62,536
*data,240,160,0,0,0,0,0,62,462
*data,240,0,0,0,0,0,0,67,307
*data,240,0,0,0,0,0,0,67,307
*data,240,0,0,0,0,0,0,67,307
*data,240,0,0,0,0,0,0,67,307
*data,240,0,0,0,0,0,0,67,307
*data,0,0,1600,0,0,0,79,67,1746
*data,0,80,1600,0,0,0,249,67,1995
*data,0,251,1600,0,0,0,240,67,2158
*data,0,322,1600,0,0,0,240,97,2259
*data,0,493,1600,0,0,0,232,97,2422
*data,0,1132,0,0,0,0,159,67,1358
*data,0,322,0,0,0,4115,0,67,4504
*data,0,234,0,0,0,4115,0,67,4416
*data,0,160,0,0,0,4115,0,67,4342
*data,0,0,0,0,0,4115,0,67,4182
*data,0,0,0,0,0,4115,0,97,4212
*data,0,80,0,0,0,4115,0,97,4292
*data,0,251,0,0,0,4115,0,92,4458
*data,0,259,0,0,0,4115,0,92,4466
*data,0,251,0,0,0,4115,79,342,4787
*data,240,242,0,0,0,4115,249,342,5188
*data,240,242,0,0,0,4115,240,342,5180
*data,240,314,0,0,0,4115,240,342,5251
*data,0,493,0,0,0,0,232,342,1067
*data,240,476,0,0,0,0,159,342,1217
*data,1060,443,0,0,0,0,0,372,1875
*data,1060,314,0,0,0,0,0,342,1716
*data,1060,160,0,0,0,0,0,342,1562
*data,1060,0,0,0,0,0,0,342,1402
*data,1060,0,0,0,0,0,0,342,1402
*data,1060,0,0,0,0,0,0,92,1152
*data,1060,0,0,0,0,0,0,342,1402
*data,820,0,0,0,0,0,0,342,1162
*data,820,0,0,0,0,0,79,342,1241
*data,820,80,0,0,0,0,249,442,1590
*data,820,251,0,0,0,0,240,442,1753
*data,820,322,0,0,0,0,240,542,1924
*data,820,493,0,0,0,0,232,542,2087
*data,820,476,0,0,0,0,159,442,1897
*data,820,402,0,0,0,0,0,442,1664
*data,820,234,0,0,0,0,0,442,1496
*data,1220,160,0,0,0,0,0,412,1792
*data,1220,0,0,0,0,0,0,412,1632
*data,1220,0,0,0,0,0,0,412,1632
*data,1220,0,1600,0,0,0,0,412,3232
*data,1220,0,1600,0,0,0,0,412,3232
*data,400,0,1600,0,0,0,0,412,2412
*data,400,0,1600,0,0,0,79,412,2491
*data,0,80,1600,0,0,0,249,162,2090
*data,0,251,1600,0,0,0,240,62,2153
*data,0,322,1600,0,0,0,240,62,2224
*data,0,493,1600,0,0,0,232,182,2507
*data,0,476,1600,0,0,0,159,182,2417
*data,0,402,1600,0,0,0,0,182,2184
*data,0,234,1600,0,0,0,0,182,2016
*data,0,160,0,0,0,0,0,282,442
*data,0,0,0,0,0,0,0,162,162
*data,0,0,0,0,0,0,0,162,162
*data,240,0,0,0,0,0,0,162,402
*data,240,0,0,0,0,0,0,162,402
*data,240,0,0,0,0,0,0,162,402
*data,240,0,0,0,0,0,79,162,481
*data,1060,80,0,0,0,0,249,162,1550
*data,1880,251,0,0,0,0,240,162,2533
*data,1880,322,0,0,0,0,240,162,2604
*data,1880,493,0,0,0,0,232,162,2767
*data,2120,476,0,0,0,0,159,162,2917
*data,2120,402,0,0,0,0,0,62,2584
*data,2120,234,0,0,0,0,0,62,2416
*data,2360,160,0,0,0,0,0,62,2582
*data,2360,0,0,0,0,0,0,312,2672
*data,2560,0,0,0,0,0,0,312,2872
*data,2320,0,0,0,0,0,0,312,2632
*data,2120,0,0,0,0,0,0,312,2432
*data,2120,0,0,0,0,0,0,312,2432
*data,2120,0,0,0,0,0,79,312,2511
*data,2120,80,0,0,0,0,249,312,2760
*data,2520,251,0,0,0,0,240,312,3323
*data,2680,322,0,0,0,0,240,312,3554
*data,2680,493,0,0,0,0,232,312,3717
*data,2920,476,0,0,0,0,159,312,3867
*data,3740,402,0,0,0,0,0,312,4454
*data,3500,234,0,0,0,0,0,312,4046
*data,2680,160,0,0,0,0,0,312,3152
*data,1460,0,0,0,0,0,0,342,1802
*data,1460,0,0,0,0,0,0,342,1802
*data,1460,0,0,0,0,0,0,342,1802
*data,1860,0,0,0,0,0,0,342,2202
*data,1040,0,0,0,0,0,0,342,1382
*data,1040,0,0,0,0,0,79,342,1461
*data,1040,80,0,0,0,0,249,342,1710
*data,800,251,0,0,0,0,240,342,1633
*data,800,322,0,0,0,0,240,342,1704
*data,400,493,0,0,0,0,232,382,1507
*data,800,476,0,0,0,0,159,132,1567
*data,400,402,0,0,0,0,0,132,934
*data,400,234,1600,0,0,0,0,132,2366
*data,400,160,1600,0,0,0,0,137,2297
*data,400,0,1600,0,0,0,0,97,2097
*data,600,0,1600,0,0,0,0,197,2397
*data,600,0,1600,0,0,0,0,197,2397
*data,600,0,1600,0,0,0,0,197,2397
*data,1420,0,1600,0,0,0,0,167,3187
*data,1420,0,0,0,0,0,79,167,1666
*data,1420,80,0,0,0,0,249,417,2165
*data,1420,251,0,0,0,0,240,417,2328
*data,1620,322,0,0,0,0,240,517,2699
*data,1620,493,0,0,0,0,883,517,3513
*data,2020,476,0,0,0,0,79,517,3092
*data,2840,402,0,0,0,0,0,517,3759
*data,2440,234,0,0,0,0,0,697,3371
*data,2840,160,0,0,0,0,0,797,3797
*data,2840,0,0,0,0,0,0,792,3632
*data,3080,0,0,0,0,0,79,692,3851
*data,3080,0,0,0,0,0,249,692,4021
*data,3200,0,0,0,0,0,257,692,4149
*data,3200,0,0,0,0,0,249,692,4141
*data,3200,0,0,0,0,0,240,692,4132
*data,3200,80,0,0,0,0,240,692,4212
*data,3200,251,0,0,0,0,232,692,4375
*data,3200,322,0,0,0,0,240,692,4454
*data,3200,493,0,0,0,0,232,592,4517
*data,3440,476,0,0,0,0,199,592,4708
*data,3840,402,0,0,0,0,79,497,4818
*data,2620,234,0,0,0,0,0,497,3351
*data,2620,160,0,0,0,0,0,492,3272
*data,2620,0,0,0,0,0,0,492,3112
*data,2620,0,0,0,0,0,0,492,3112
*data,2220,0,0,0,0,0,0,492,2712
*data,2220,0,0,0,0,0,0,492,2712
*data,1580,0,0,0,0,0,0,492,2072
*data,1580,0,0,0,0,0,79,492,2151
*data,1580,80,0,0,0,0,249,492,2400
*data,520,251,0,0,0,0,240,492,1503
*data,520,322,0,0,0,0,240,672,1754
*data,520,493,0,0,0,0,232,672,1917
*data,520,476,0,0,0,0,159,492,1647
*data,520,402,0,0,0,0,0,612,1534
*data,520,234,0,0,0,0,0,612,1366
*data,0,160,0,0,0,0,0,612,772
*data,0,0,0,0,0,0,0,612,612
*data,0,0,0,0,0,0,0,612,612
*data,0,0,0,0,0,0,0,432,432
*data,0,0,0,0,0,0,0,432,432
*data,0,0,0,0,0,0,0,1432,1432
*data,0,0,0,0,0,0,79,1432,1511
*data,0,80,0,0,0,0,249,1432,1760
*data,120,159,0,0,0,0,0,302,581
*data,0,501,0,0,0,0,79,302,882
*data,0,484,0,0,0,0,249,302,1035
*data,0,484,0,0,0,0,240,302,1027
*data,0,468,0,0,0,0,240,302,1010
*data,0,320,0,0,0,0,232,302,854
*data,0,0,0,0,0,0,159,302,461
*data,0,0,0,0,0,0,0,302,302
*data,240,0,0,0,0,0,0,302,542
*data,240,0,0,0,0,0,0,302,542
*data,240,0,0,0,0,0,0,302,542
*data,240,0,0,467,0,0,0,302,1009
*data,240,0,0,467,0,0,0,302,1009
*data,240,0,0,467,0,0,0,222,929
*data,240,159,0,467,0,0,0,222,1088
*data,240,501,0,467,0,0,79,102,1389
*data,240,484,0,467,0,0,249,102,1542
*data,240,484,0,467,0,0,240,102,1534
*data,240,468,0,467,0,0,240,102,1517
*data,240,320,0,0,0,0,232,102,894
*data,480,0,0,0,0,0,159,102,741
*data,480,0,0,0,0,0,0,102,582
*data,720,0,0,0,0,0,0,102,822
*data,720,0,0,0,0,0,0,102,822
*data,720,0,0,0,0,0,0,102,822
*data,720,0,0,0,0,0,0,102,822
*data,720,0,0,0,0,0,0,102,822
*data,720,0,0,0,0,0,0,102,822
*data,720,159,0,0,0,0,0,102,981
*data,720,501,0,0,0,0,79,102,1402
*data,720,484,0,0,0,0,249,102,1555
*data,720,484,0,0,0,0,240,102,1547
*data,480,468,0,0,0,0,240,102,1290
*data,480,320,0,0,0,0,883,102,1786
*data,480,0,0,0,0,0,79,102,661
*data,240,0,0,0,0,0,0,102,342
*data,240,0,0,0,0,0,0,62,302
*data,240,0,0,0,0,0,0,62,302
*data,240,0,0,0,0,0,0,62,302
*data,440,0,0,0,0,0,79,62,581
*data,440,0,0,0,0,0,249,62,751
*data,440,0,0,0,0,0,257,92,789
*data,440,159,0,0,0,0,249,92,940
*data,440,501,0,0,0,0,240,92,1274
*data,200,484,0,0,0,0,240,92,1017
*data,200,484,0,0,0,0,232,62,979
*data,200,468,0,0,0,0,240,312,1220
*data,200,320,0,0,0,0,232,312,1064
*data,200,0,0,0,0,0,199,312,711
*data,200,0,0,0,0,0,79,312,591
*data,200,0,0,0,0,0,0,312,512
*data,200,0,0,0,0,0,0,312,512
*data,200,0,0,0,0,0,0,312,512
*data,200,0,0,0,0,0,0,62,262
*data,200,0,0,0,0,0,0,162,362
*data,200,0,0,0,0,0,0,162,362
*data,200,159,0,0,0,0,0,162,521
*data,200,501,0,0,0,0,79,162,942
*data,200,484,0,0,0,0,249,162,1095
*data,200,484,0,0,0,0,240,412,1337
*data,200,1124,0,0,0,0,240,62,1627
*data,200,240,0,0,0,0,232,62,734
*data,0,0,0,0,0,0,159,67,226
*data,0,0,0,0,0,0,0,97,97
*data,0,0,0,0,0,0,0,97,97
*data,0,0,0,0,0,0,0,97,97
*data,0,80,0,0,0,0,0,97,177
*data,0,251,0,0,0,0,0,97,348
*data,0,259,0,0,0,0,0,97,356
*data,0,251,0,0,0,0,0,97,348
*data,0,322,0,0,0,0,0,97,419
*data,0,493,0,0,0,0,79,277,849
*data,0,476,0,0,0,0,249,277,1002
*data,0,484,0,0,0,0,240,287,1012
*data,0,468,0,0,0,0,240,287,995
*data,0,361,0,0,0,0,232,287,880
*data,0,80,0,0,0,0,159,287,526
*data,200,0,0,0,0,0,0,287,487
*data,200,0,0,0,0,0,0,287,487
*data,200,0,0,0,0,0,0,287,487
*data,200,0,0,0,0,0,0,287,487
*data,200,0,0,0,0,0,0,287,487
*data,200,0,0,0,0,0,0,387,587
*data,200,0,0,0,0,0,0,1387,1587
*data,200,159,0,0,0,0,0,1387,1746
*data,1020,501,0,0,505,0,79,1382,3487
*data,1020,484,0,0,505,0,249,1282,3540
*data,1020,484,0,0,505,0,240,1282,3532
*data,1020,468,0,0,0,0,240,1532,3260
*data,820,320,0,0,0,0,232,1532,2904
*data,820,0,0,0,505,0,159,1532,3016
*data,820,0,0,0,505,0,0,1532,2857
*data,820,0,0,0,505,0,0,1632,2957
*data,820,0,0,0,0,0,0,1452,2272
*data,820,0,0,0,0,0,0,1452,2272
*data,820,0,0,0,0,0,0,1452,2272
*data,820,0,0,0,0,0,0,1592,2412
*data,820,0,0,0,0,0,0,1492,2312
*data,820,159,0,0,0,0,0,1492,2471
*data,820,501,0,0,0,0,79,1492,2892
*data,820,484,0,0,0,0,249,492,2045
*data,820,484,0,0,0,0,240,492,2037
*data,820,468,0,0,0,0,240,492,2020
*data,820,320,0,0,0,0,232,492,1864
*data,820,0,0,0,0,0,159,312,1291
*data,820,0,0,0,0,4115,0,312,5247
*data,820,0,0,0,0,4115,0,312,5247
*data,820,0,0,0,0,4115,0,312,5247
*data,0,0,0,0,0,4115,0,312,4427
*data,0,0,0,0,0,4115,0,312,4427
*data,0,0,0,0,0,4115,0,312,4427
*data,0,0,0,0,0,4115,0,62,4177
*data,0,159,0,0,0,4115,0,62,4336
*data,0,501,0,0,505,4115,79,62,5262
*data,0,484,0,0,505,4115,249,62,5415
*data,0,484,0,0,505,4115,240,62,5407
*data,0,468,0,0,0,0,240,162,870
*data,0,320,0,0,0,0,232,162,714
*data,0,0,0,0,505,0,159,162,826
*data,0,0,0,0,505,0,0,162,667
*data,0,0,0,0,505,0,0,162,667
*data,0,0,0,0,0,0,0,162,162
*data,0,0,0,0,0,0,0,162,162
*data,0,0,0,0,0,0,0,282,282
*data,0,0,0,0,0,0,0,282,282
*data,0,0,0,0,0,0,0,282,282
*data,0,159,0,0,0,0,0,312,471
*data,0,501,0,0,0,4115,79,312,5007
*data,0,484,0,0,0,4115,249,312,5160
*data,0,484,0,0,0,4115,240,312,5152
*data,0,468,0,0,0,4115,240,312,5135
*data,0,320,0,0,0,4115,232,312,4979
*data,0,0,0,0,0,4115,159,312,4586
*data,0,0,0,0,0,4115,0,342,4457
*data,0,0,0,0,0,4115,0,342,4457
*data,0,0,0,0,0,0,0,342,342
*data,0,0,0,0,0,0,0,342,342
*data,0,0,0,0,0,0,0,342,342
*data,0,0,0,0,0,0,0,342,342
*data,0,0,0,0,0,0,0,122,122
*data,0,159,0,0,0,0,0,122,281
*data,0,501,0,0,0,0,79,122,702
*data,820,484,0,0,0,4115,249,122,5790
*data,820,484,0,0,0,4115,240,122,5782
*data,820,1124,0,0,0,4115,240,92,6392
*data,820,240,0,0,0,4115,232,62,5469
*data,820,0,0,0,0,4115,159,62,5156
*data,820,0,0,0,0,4115,0,62,4997
*data,820,0,0,0,0,0,0,62,882
*data,820,0,0,0,0,0,0,62,882
*data,820,80,0,0,0,0,0,62,962
*data,820,251,0,0,0,0,0,62,1133
*data,820,259,0,0,0,0,0,162,1241
*data,820,251,0,0,0,0,0,62,1133
*data,820,322,0,0,0,0,0,62,1204
*data,820,493,0,0,0,0,79,62,1454
*data,820,476,0,0,0,0,249,62,1607
*data,820,484,0,0,0,0,240,62,1607
*data,820,468,0,0,0,0,240,62,1590
*data,820,361,0,0,0,0,232,62,1475
*data,820,80,0,0,0,0,159,62,1121
