"Temperature on exterior face (oC)","<summary_variable>building/zone_03/surface_02/ext_surf_temperature</summary_variable>"
"Heat transfer through building envelope (above-grade) (W)","<summary_variable>building/zone_03/surface_02/heat_flux/above_grade/net</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_02/node_01/temperature</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_02/node_02/temperature</summary_variable>"
"Plant containment radiant heat flux at surface (W)","<summary_variable>building/zone_03/surface_02/plant_containment_flux</summary_variable>"
"Temperature on zone inside face (oC)","<summary_variable>building/zone_03/surface_02/temperature</summary_variable>"
"Ambient radiant temperature for exterior surface (oC)","<summary_variable>building/zone_03/surface_03/AmbRT</summary_variable>"
"External side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_03/HCe</summary_variable>"
"Internal side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_03/HCi</summary_variable>"
"Temperature on exterior face (oC)","<summary_variable>building/zone_03/surface_03/ext_surf_temperature</summary_variable>"
"Heat transfer through building envelope (above-grade) (W)","<summary_variable>building/zone_03/surface_03/heat_flux/above_grade/net</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_03/node_01/temperature</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_03/node_02/temperature</summary_variable>"
"Plant containment radiant heat flux at surface (W)","<summary_variable>building/zone_03/surface_03/plant_containment_flux</summary_variable>"
"Temperature on zone inside face (oC)","<summary_variable>building/zone_03/surface_03/temperature</summary_variable>"
"Ambient radiant temperature for exterior surface (oC)","<summary_variable>building/zone_03/surface_04/AmbRT</summary_variable>"
"External side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_04/HCe</summary_variable>"
"Internal side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_04/HCi</summary_variable>"
"Temperature on exterior face (oC)","<summary_variable>building/zone_03/surface_04/ext_surf_temperature</summary_variable>"
"Heat transfer through building envelope (above-grade) (W)","<summary_variable>building/zone_03/surface_04/heat_flux/above_grade/net</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_04/node_01/temperature</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_04/node_02/temperature</summary_variable>"
"Plant containment radiant heat flux at surface (W)","<summary_variable>building/zone_03/surface_04/plant_containment_flux</summary_variable>"
"Temperature on zone inside face (oC)","<summary_variable>building/zone_03/surface_04/temperature</summary_variable>"
"Ambient radiant temperature for exterior surface (oC)","<summary_variable>building/zone_03/surface_05/AmbRT</summary_variable>"
"External side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_05/HCe</summary_variable>"
"Internal side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_05/HCi</summary_variable>"
"Temperature on exterior face (oC)","<summary_variable>building/zone_03/surface_05/ext_surf_temperature</summary_variable>"
"Heat transfer through building envelope (above-grade) (W)","<summary_variable>building/zone_03/surface_05/heat_flux/above_grade/net</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_05/node_01/temperature</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_05/node_02/temperature</summary_variable>"
"Plant containment radiant heat flux at surface (W)","<summary_variable>building/zone_03/surface_05/plant_containment_flux</summary_variable>"
"Temperature on zone inside face (oC)","<summary_variable>building/zone_03/surface_05/temperature</summary_variable>"
"External side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_06/HCe</summary_variable>"
"Internal side convective coefficient (W/(m2 K))","<summary_variable>building/zone_03/surface_06/HCi</summary_variable>"
"Heat transfer through building envelope (above-grade) (W)","<summary_variable>building/zone_03/surface_06/heat_flux/above_grade/net</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_06/node_01/temperature</summary_variable>"
"Temperature at node within multilayer construction (oC)","<summary_variable>building/zone_03/surface_06/node_02/temperature</summary_variable>"
"Plant containment radiant heat flux at surface (W)","<summary_variable>building/zone_03/surface_06/plant_containment_flux</summary_variable>"
"Temperature on zone inside face (oC)","<summary_variable>building/zone_03/surface_06/temperature</summary_variable>"
"Total cooling load ( heat gain trough envelope +  ventilation and infiltration loads ) (W)","<summary_variable>building/zone_03/thermal_loads/cooling/total</summary_variable>"
"Total heating load ( heat loss trough envelope +  ventilation and infiltration loads ) (W)","<summary_variable>building/zone_03/thermal_loads/heating/total</summary_variable>"
"Net load ( heat gain/loss trough envelope +  ventilation and infiltration loads ) (W)","<summary_variable>building/zone_03/thermal_loads/net_load</summary_variable>"
"ambient air saturation temperature (oC)","<summary_variable>climate/ambient_air_tsat</summary_variable>"
"Climate cloud cover (fraction)","<summary_variable>climate/cloud_cover</summary_variable>"
"Climate dry-bulb temperature (oC)","<summary_variable>climate/dry_bulb_temperature</summary_variable>"
"Climate relative humidity (%)","<summary_variable>climate/relative_humidity</summary_variable>"
"Climate sky temperature (oC)","<summary_variable>climate/sky_temperature</summary_variable>"
"Climate sky temperature depression (K)","<summary_variable>climate/sky_temperature_depression</summary_variable>"
"Climate diffuse horizontal solar radiation (W/m2)","<summary_variable>climate/solar/diffuse_horizontal_radiation</summary_variable>"
"Climate direct normal solar radiation (W/m2)","<summary_variable>climate/solar/direct_normal_radiation</summary_variable>"
"Climate wind direction (degrees)","<summary_variable>climate/wind/direction</summary_variable>"
"Climate wind velocity (m/s)","<summary_variable>climate/wind/velocity</summary_variable>"
"Total amount of electricity used on site. (kWh/s)","<summary_variable>total_fuel_use/electricity/all_end_uses/quantity</summary_variable>"
"Total amount of hard wood used on site. (tonne/s)","<summary_variable>total_fuel_use/hard_wood/all_end_uses/quantity</summary_variable>"
"Total amount of mixed wood used on site. (tonne/s)","<summary_variable>total_fuel_use/mixed_wood/all_end_uses/quantity</summary_variable>"
"Total amount of natural gas used on site. (m3/s)","<summary_variable>total_fuel_use/natural_gas/all_end_uses/quantity</summary_variable>"
"Total amount of oil used on site. (l/s)","<summary_variable>total_fuel_use/oil/all_end_uses/quantity</summary_variable>"
"Total amount of propane used on site. (m3/s)","<summary_variable>total_fuel_use/propane/all_end_uses/quantity</summary_variable>"
"Total amount of soft wood used on site. (tonne/s)","<summary_variable>total_fuel_use/soft_wood/all_end_uses/quantity</summary_variable>"
"Total amount of wood pellets used on site. (tonne/s)","<summary_variable>total_fuel_use/wood_pellets/all_end_uses/quantity</summary_variable>"
